Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
440.0,171.7,11.44,48.4
445.0,170.9,11.68,49.26
450.0,175.4,10.27,50.14
455.0,174.2,9.46,51.01
460.0,175.5,8.27,51.88
465.0,177.5,11.76,52.77
470.0,179.7,12.29,53.67
475.0,183.8,11.36,54.59
480.0,186.2,10.49,55.52
485.0,187.6,10.49,56.46
490.0,190.1,10.33,57.41
495.0,192.8,11.05,58.37
500.0,192.0,12.72,59.33
505.0,194.2,12.05,60.3
510.0,195.5,12.45,61.28
515.0,199.5,11.56,62.28
520.0,199.6,9.85,63.28
525.0,201.7,11.02,64.29
530.0,203.8,11.44,65.3
535.0,205.3,11.53,66.33
540.0,207.8,14.14,67.37
545.0,208.2,12.44,68.41
550.0,210.4,11.59,69.46
555.0,210.6,10.8,70.52
560.0,209.5,11.42,71.56
565.0,209.3,12.99,72.61
570.0,211.5,13.13,73.67
575.0,214.1,12.11,74.74
580.0,212.9,10.61,75.8
585.0,210.0,11.68,76.85
590.0,214.3,12.59,77.92
595.0,213.8,12.95,78.99
600.0,214.2,12.24,80.06
605.0,211.5,12.23,81.12
610.0,209.8,11.54,82.17
615.0,208.4,11.85,83.21
620.0,202.1,12.08,84.22
625.0,201.2,10.92,85.23
630.0,197.6,12.4,86.22
635.0,192.7,10.01,87.18
640.0,189.5,10.12,88.13
645.0,184.5,10.85,89.05
650.0,182.7,10.06,89.96
655.0,176.6,10.54,90.85
660.0,173.3,10.78,91.71
665.0,171.2,10.25,92.57
670.0,170.4,10.67,93.42
675.0,168.2,9.55,94.26
680.0,165.1,9.25,95.09
685.0,163.4,10.61,95.91
690.0,159.4,10.47,96.7
695.0,156.6,9.35,97.49
700.0,152.3,8.03,98.25
705.0,147.1,7.52,98.98
710.0,142.7,8.46,99.7
715.0,135.9,8.15,100.38
720.0,134.1,8.06,101.05
725.0,128.7,7.71,101.69
730.0,131.9,7.38,102.35
735.0,142.3,8.35,103.06
740.0,139.8,7.94,103.76
745.0,135.6,8.29,104.44
750.0,132.3,7.5,105.1
755.0,128.8,6.6,105.74
760.0,125.3,4.63,106.37
765.0,121.3,6.04,106.98
770.0,118.2,6.01,107.57
775.0,115.6,6.69,108.15
780.0,111.5,7.05,108.7
785.0,110.4,5.06,109.26
790.0,107.2,7.32,109.79
795.0,104.9,6.47,110.32
800.0,105.3,6.35,110.84
805.0,100.6,5.33,111.35
810.0,102.1,3.98,111.86
815.0,101.4,4.17,112.36
820.0,96.8,5.68,112.85
825.0,95.8,6.37,113.33
830.0,96.8,6.58,113.81
835.0,93.5,6.71,114.28
840.0,93.5,5.91,114.75
845.0,91.4,6.33,115.2
850.0,89.3,4.55,115.65
855.0,87.5,4.75,116.09
860.0,87.2,4.38,116.52
865.0,84.4,5.9,116.94
870.0,86.8,5.55,117.38
875.0,86.6,3.65,117.81
880.0,85.8,2.97,118.24
885.0,85.9,4.16,118.67
890.0,86.0,4.82,119.1
895.0,83.2,6.77,119.52
900.0,82.4,6.16,119.93
905.0,79.0,4.52,120.32
910.0,80.8,4.33,120.73
915.0,81.1,4.11,121.13
920.0,80.6,4.59,121.54
925.0,80.3,4.19,121.94
930.0,79.4,4.5,122.33
935.0,80.6,4.3,122.74
940.0,79.8,3.71,123.14
945.0,78.4,3.14,123.53
950.0,76.2,3.64,123.91
955.0,79.0,5.25,124.3
960.0,77.1,6.57,124.69
965.0,75.5,5.79,125.07
970.0,78.4,4.8,125.46
975.0,79.2,4.84,125.86
980.0,77.9,5.14,126.25
985.0,77.8,4.43,126.63
990.0,76.3,3.13,127.02
995.0,75.1,3.56,127.39
1000.0,77.8,3.51,127.78
1005.0,75.7,3.6,128.16
1010.0,74.9,3.95,128.53
1015.0,75.2,3.55,128.91
1020.0,75.5,3.15,129.29
1025.0,76.5,3.4,129.67
1030.0,74.5,3.35,130.04
1035.0,73.4,3.63,130.41
1040.0,73.7,5.89,130.78
1045.0,72.3,6.48,131.14
1050.0,74.8,6.4,131.51
1055.0,72.8,4.05,131.88
1060.0,73.2,2.79,132.24
1065.0,74.3,2.54,132.61
1070.0,73.2,2.25,132.98
1075.0,77.4,3.22,133.37
1080.0,75.5,4.02,133.74
1085.0,76.9,5.34,134.13
1090.0,74.8,5.46,134.5
1095.0,74.3,4.8,134.87
1100.0,75.6,2.94,135.25
1105.0,74.4,3.75,135.62
1110.0,75.5,3.23,136.0
1115.0,74.1,1.59,136.37
1120.0,74.9,2.91,136.75
1125.0,75.0,2.96,137.12
1130.0,76.0,4.51,137.5
1135.0,77.9,6.26,137.89
1140.0,77.7,4.49,138.28
1145.0,77.3,4.41,138.66
1150.0,78.4,3.95,139.06
1155.0,77.9,3.63,139.45
1160.0,77.2,5.24,139.83
1165.0,76.7,4.46,140.22
1170.0,76.7,3.96,140.6
1175.0,75.7,3.15,140.98
1180.0,79.9,2.2,141.38
1185.0,78.7,2.64,141.77
1190.0,79.9,3.25,142.17
1195.0,78.4,4.49,142.56
1200.0,80.4,4.51,142.96
1205.0,80.2,3.49,143.37
1210.0,81.7,2.67,143.77
1215.0,79.7,2.33,144.17
1220.0,78.6,4.74,144.56
1225.0,81.2,5.88,144.97
1230.0,81.9,4.95,145.38
1235.0,82.4,4.13,145.79
1240.0,83.0,3.89,146.21
1245.0,82.2,4.99,146.62
1250.0,82.4,5.89,147.03
1255.0,84.5,3.31,147.45
1260.0,82.9,1.53,147.87
1265.0,83.3,2.71,148.28
1270.0,86.0,4.6,148.71
1275.0,86.2,6.74,149.14
1280.0,82.9,5.78,149.56
1285.0,85.5,2.36,149.99
1290.0,87.9,1.8,150.43
1295.0,85.8,3.5,150.86
1300.0,87.2,5.69,151.29
1305.0,86.7,5.12,151.72
1310.0,87.0,3.82,152.16
1315.0,86.1,3.74,152.59
1320.0,86.3,3.13,153.02
1325.0,87.3,4.93,153.46
1330.0,88.0,4.14,153.9
1335.0,86.5,4.32,154.33
1340.0,84.9,4.4,154.75
1345.0,87.0,4.38,155.19
1350.0,87.7,5.34,155.63
1355.0,86.7,4.74,156.06
1360.0,86.1,5.25,156.49
1365.0,85.7,3.55,156.92
1370.0,86.3,3.6,157.35
1375.0,84.9,3.57,157.78
1380.0,85.4,3.54,158.2
1385.0,85.3,3.48,158.63
1390.0,84.7,2.86,159.05
1395.0,84.1,2.89,159.47
1400.0,84.3,3.9,159.9
1405.0,85.3,5.25,160.32
1410.0,85.3,6.01,160.75
1415.0,85.2,5.49,161.17
1420.0,86.1,3.58,161.6
1425.0,85.6,3.21,162.03
1430.0,84.8,2.5,162.46
1435.0,84.6,3.4,162.88
1440.0,84.3,4.23,163.3
1445.0,83.4,4.14,163.72
1450.0,83.6,3.67,164.14
1455.0,86.6,3.22,164.57
1460.0,84.0,4.28,164.99
1465.0,82.8,5.69,165.4
1470.0,80.9,4.92,165.81
1475.0,82.5,4.18,166.22
1480.0,80.1,2.27,166.62
1485.0,80.8,3.17,167.02
1490.0,81.6,6.27,167.43
1495.0,79.3,6.67,167.83
1500.0,80.8,5.32,168.23
1505.0,78.6,2.89,168.63
1510.0,80.0,0.82,169.03
1515.0,79.7,2.23,169.42
1520.0,80.6,2.66,169.83
1525.0,80.2,2.75,170.23
1530.0,81.5,3.93,170.64
1535.0,81.3,3.19,171.04
1540.0,82.6,4.7,171.46
1545.0,82.7,5.99,171.87
1550.0,85.1,6.21,172.29
1555.0,87.4,5.19,172.73
1560.0,88.9,4.02,173.18
1565.0,87.4,2.94,173.61
1570.0,86.2,4.25,174.04
1575.0,86.7,4.26,174.48
1580.0,86.1,3.32,174.91
1585.0,87.1,3.31,175.34
1590.0,84.3,2.36,175.77
1595.0,85.4,3.58,176.19
1600.0,83.7,2.04,176.61
1605.0,82.7,2.55,177.02
1610.0,83.3,2.44,177.44
1615.0,79.6,3.65,177.84
1620.0,79.0,4.46,178.23
1625.0,78.6,4.09,178.63
1630.0,76.3,3.75,179.01
1635.0,75.0,2.24,179.38
1640.0,73.2,2.4,179.75
1645.0,73.1,1.91,180.11
1650.0,70.8,2.21,180.47
1655.0,68.6,2.98,180.81
1660.0,66.6,3.19,181.15
1665.0,65.9,3.04,181.47
1670.0,65.0,2.42,181.8
1675.0,64.5,1.39,182.12
1680.0,62.1,2.21,182.43
1685.0,61.2,2.94,182.74
1690.0,61.8,2.09,183.05
1695.0,60.1,2.03,183.35
1700.0,59.1,0.03,183.64
1705.0,57.3,-0.42,183.93
1710.0,56.2,0.86,184.21
1715.0,55.8,0.9,184.49
1720.0,56.3,3.7,184.77
1725.0,53.2,3.43,185.04
1730.0,51.4,3.76,185.29
1735.0,51.3,4.08,185.55
1740.0,51.0,2.46,185.81
1745.0,49.9,2.44,186.06
1750.0,48.0,1.12,186.3
1755.0,44.1,1.42,186.52
1760.0,41.8,1.3,186.73
1765.0,41.0,0.15,186.93
1770.0,39.3,1.09,187.13
1775.0,40.8,2.05,187.33
1780.0,39.4,2.98,187.53
1785.0,40.0,3.25,187.73
1790.0,38.3,2.53,187.92
1795.0,37.9,1.36,188.11
1800.0,38.2,0.62,188.3
1805.0,37.2,-0.9,188.49
1810.0,35.5,-0.16,188.66
1815.0,36.3,0.18,188.85
1820.0,35.8,0.6,189.02
1825.0,35.0,1.55,189.2
1830.0,35.4,3.08,189.38
1835.0,35.6,2.71,189.55
1840.0,34.4,1.65,189.73
1845.0,35.7,0.57,189.9
1850.0,33.5,1.33,190.07
1855.0,33.7,3.31,190.24
1860.0,34.2,1.96,190.41
1865.0,34.0,1.17,190.58
1870.0,33.6,0.49,190.75
1875.0,33.8,0.34,190.92
1880.0,32.4,1.67,191.08
1885.0,33.8,2.55,191.25
1890.0,32.3,2.4,191.41
1895.0,32.0,1.88,191.57
1900.0,32.4,1.52,191.73
1905.0,30.9,0.91,191.89
1910.0,31.2,1.6,192.04
1915.0,30.9,2.35,192.2
1920.0,31.2,-4.62,192.35
1925.0,30.3,2.73,192.51
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
