Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-2.42,
5.0,125.0,,1.16,
10.0,250.0,,0.44,
15.0,375.0,,1.05,
20.0,500.0,,0.72,
25.0,625.0,,0.73,
30.0,750.0,,-0.41,
35.0,875.0,,-0.2,
40.0,1000.0,,-0.85,
45.0,1125.0,,-0.63,
50.0,1250.0,,-0.73,
55.0,1375.0,,-0.33,
60.0,1500.0,,-0.78,
65.0,1625.0,,-1.41,
70.0,1750.0,,-0.51,
75.0,1875.0,,0.03,
80.0,2000.0,,1.91,
85.0,2125.0,,1.06,
90.0,2250.0,,0.77,
95.0,2375.0,,1.07,
100.0,2500.0,,-0.35,
105.0,2625.0,,0.81,
110.0,2750.0,,-0.11,
115.0,2875.0,,0.06,
120.0,3000.0,,0.41,
125.0,3125.0,,-1.25,
130.0,3250.0,,-1.13,
135.0,3375.0,,-0.62,
140.0,3500.0,,0.39,
145.0,3625.0,,1.95,
150.0,3750.0,,1.7,
155.0,3875.0,,2.59,
160.0,4000.0,,2.29,
165.0,4125.0,,1.15,
170.0,4250.0,,2.25,
175.0,4375.0,,2.11,
180.0,4500.0,,3.16,
185.0,4625.0,,2.13,
190.0,4750.0,,-0.39,
195.0,4875.0,,0.03,
200.0,5000.0,,1.03,
205.0,5125.0,,1.24,
210.0,5250.0,,1.67,
215.0,5375.0,,0.65,
220.0,5500.0,,2.54,
225.0,5625.0,2.3,3.84,0.01
230.0,5750.0,10.7,4.85,0.07
235.0,5875.0,65.1,5.63,0.39
240.0,6000.0,100.2,5.95,0.89
245.0,6125.0,107.6,6.79,1.43
250.0,6250.0,109.3,7.19,1.98
255.0,6375.0,110.8,8.03,2.53
260.0,6500.0,110.4,7.57,3.08
265.0,6625.0,108.3,6.32,3.62
270.0,6750.0,108.4,4.42,4.17
275.0,6875.0,104.9,5.28,4.69
280.0,7000.0,105.2,6.46,5.22
285.0,7125.0,101.9,7.17,5.73
290.0,7250.0,97.3,6.78,6.21
295.0,7375.0,96.5,6.0,6.69
300.0,7500.0,94.4,5.66,7.17
305.0,7625.0,93.8,4.96,7.64
310.0,7750.0,90.3,4.44,8.09
315.0,7875.0,90.5,3.89,8.54
320.0,8000.0,88.7,4.9,8.98
325.0,8125.0,86.9,5.23,9.42
330.0,8250.0,86.3,4.47,9.85
335.0,8375.0,83.9,3.56,10.27
340.0,8500.0,84.3,2.41,10.69
345.0,8625.0,83.1,3.8,11.11
350.0,8750.0,81.5,4.57,11.51
355.0,8875.0,78.3,4.32,11.9
360.0,9000.0,78.5,4.6,12.3
365.0,9125.0,77.2,4.08,12.68
370.0,9250.0,75.8,3.55,13.06
375.0,9375.0,74.3,3.55,13.43
380.0,9500.0,72.3,3.83,13.79
385.0,9625.0,71.2,3.68,14.15
390.0,9750.0,70.1,4.47,14.5
395.0,9875.0,69.5,2.9,14.85
400.0,10000.0,67.3,1.81,15.19
405.0,10125.0,64.8,4.25,15.51
410.0,10250.0,64.4,4.35,15.83
415.0,10375.0,63.2,3.74,16.15
420.0,10500.0,61.9,2.8,16.46
425.0,10625.0,60.2,2.75,16.76
430.0,10750.0,58.7,3.93,17.05
435.0,10875.0,56.4,4.17,17.33
440.0,11000.0,57.8,3.94,17.62
445.0,11125.0,56.8,2.48,17.91
450.0,11250.0,55.3,3.58,18.18
455.0,11375.0,56.9,4.55,18.47
460.0,11500.0,55.1,3.77,18.74
465.0,11625.0,55.1,2.82,19.02
470.0,11750.0,54.6,1.39,19.29
475.0,11875.0,53.0,1.91,19.56
480.0,12000.0,51.2,4.01,19.81
485.0,12125.0,51.3,4.26,20.07
490.0,12250.0,48.7,3.31,20.31
495.0,12375.0,47.9,1.22,20.55
500.0,12500.0,46.5,0.94,20.79
505.0,12625.0,46.8,2.19,21.02
510.0,12750.0,43.4,2.14,21.24
515.0,12875.0,41.5,3.75,21.44
520.0,13000.0,42.6,2.94,21.66
525.0,13125.0,42.1,2.58,21.87
530.0,13250.0,39.9,1.67,22.07
535.0,13375.0,38.2,1.76,22.26
540.0,13500.0,38.3,2.54,22.45
545.0,13625.0,36.4,3.61,22.63
550.0,13750.0,35.4,4.15,22.81
555.0,13875.0,34.5,2.05,22.98
560.0,14000.0,35.7,1.34,23.16
565.0,14125.0,36.0,1.31,23.34
570.0,14250.0,36.3,2.51,23.52
575.0,14375.0,33.3,4.5,23.69
580.0,14500.0,32.7,4.0,23.85
585.0,14625.0,32.7,2.64,24.01
590.0,14750.0,31.7,1.33,24.17
595.0,14875.0,31.8,0.68,24.33
600.0,15000.0,30.9,1.95,24.49
605.0,15125.0,29.5,2.52,24.63
610.0,15250.0,28.8,3.11,24.78
615.0,15375.0,29.8,3.09,24.93
620.0,15500.0,29.4,2.28,25.07
625.0,15625.0,29.1,2.66,25.22
630.0,15750.0,28.8,1.35,25.36
635.0,15875.0,29.9,0.75,25.51
640.0,16000.0,29.4,1.65,25.66
645.0,16125.0,30.2,2.51,25.81
650.0,16250.0,28.3,2.43,25.95
655.0,16375.0,31.0,1.16,26.11
660.0,16500.0,31.9,1.35,26.27
665.0,16625.0,32.0,2.3,26.43
670.0,16750.0,32.3,4.16,26.59
675.0,16875.0,31.8,4.17,26.75
680.0,17000.0,33.2,2.09,26.91
685.0,17125.0,31.9,1.59,27.07
690.0,17250.0,30.4,2.37,27.22
695.0,17375.0,31.3,3.37,27.38
700.0,17500.0,31.7,3.47,27.54
705.0,17625.0,34.1,1.23,27.71
710.0,17750.0,33.9,0.52,27.88
715.0,17875.0,34.2,1.75,28.05
720.0,18000.0,34.4,3.32,28.22
725.0,18125.0,34.3,3.47,28.39
730.0,18250.0,38.3,3.01,28.59
735.0,18375.0,38.2,1.43,28.78
740.0,18500.0,37.9,1.13,28.97
745.0,18625.0,38.0,1.48,29.16
750.0,18750.0,39.6,1.2,29.35
755.0,18875.0,41.2,3.66,29.56
760.0,19000.0,39.8,4.78,29.76
765.0,19125.0,41.0,4.59,29.96
770.0,19250.0,41.3,4.11,30.17
775.0,19375.0,40.8,1.65,30.37
780.0,19500.0,47.2,1.95,30.61
785.0,19625.0,48.1,2.82,30.85
790.0,19750.0,47.4,3.18,31.09
795.0,19875.0,46.0,3.01,31.32
800.0,20000.0,45.8,2.87,31.55
805.0,20125.0,47.8,3.05,31.79
810.0,20250.0,46.7,2.8,32.02
815.0,20375.0,48.3,2.39,32.26
820.0,20500.0,47.8,1.52,32.5
825.0,20625.0,48.8,2.17,32.74
830.0,20750.0,48.7,4.42,32.99
835.0,20875.0,47.4,5.02,33.22
840.0,21000.0,46.7,4.1,33.46
845.0,21125.0,47.6,2.71,33.7
850.0,21250.0,47.9,2.01,33.94
855.0,21375.0,48.0,3.1,34.18
860.0,21500.0,47.0,3.06,34.41
865.0,21625.0,47.5,3.26,34.65
870.0,21750.0,46.9,3.05,34.88
875.0,21875.0,47.3,3.58,35.12
880.0,22000.0,46.7,3.36,35.35
885.0,22125.0,47.6,3.22,35.59
890.0,22250.0,47.4,3.79,35.83
895.0,22375.0,48.1,3.95,36.07
900.0,22500.0,47.4,3.4,36.31
905.0,22625.0,46.1,1.27,36.54
910.0,22750.0,49.1,0.87,36.78
915.0,22875.0,48.5,2.54,37.02
920.0,23000.0,49.4,3.13,37.27
925.0,23125.0,50.0,3.61,37.52
930.0,23250.0,50.4,3.52,37.77
935.0,23375.0,50.3,3.78,38.02
940.0,23500.0,50.0,3.94,38.27
945.0,23625.0,49.7,2.25,38.52
950.0,23750.0,50.4,0.43,38.77
955.0,23875.0,49.5,0.22,39.02
960.0,24000.0,50.4,1.8,39.27
965.0,24125.0,50.2,3.41,39.52
970.0,24250.0,50.3,4.26,39.78
975.0,24375.0,50.2,3.38,40.03
980.0,24500.0,49.8,2.94,40.28
985.0,24625.0,51.1,2.27,40.53
990.0,24750.0,53.3,3.38,40.8
995.0,24875.0,51.7,4.7,41.06
1000.0,25000.0,53.1,4.19,41.32
1005.0,25125.0,53.7,4.16,41.59
1010.0,25250.0,53.8,2.67,41.86
1015.0,25375.0,54.3,2.2,42.13
1020.0,25500.0,55.1,2.22,42.41
1025.0,25625.0,52.9,2.76,42.67
1030.0,25750.0,54.9,2.76,42.95
1035.0,25875.0,53.6,2.72,43.21
1040.0,26000.0,55.3,2.84,43.49
1045.0,26125.0,56.4,3.17,43.77
1050.0,26250.0,57.5,4.1,44.06
1055.0,26375.0,56.3,4.52,44.34
1060.0,26500.0,57.8,3.17,44.63
1065.0,26625.0,56.5,2.68,44.91
1070.0,26750.0,57.0,2.06,45.2
1075.0,26875.0,60.1,1.91,45.5
1080.0,27000.0,58.6,3.55,45.79
1085.0,27125.0,59.6,3.26,46.09
1090.0,27250.0,59.5,3.87,46.39
1095.0,27375.0,59.8,3.16,46.69
1100.0,27500.0,59.4,3.15,46.98
1105.0,27625.0,59.7,3.63,47.28
1110.0,27750.0,58.8,4.19,47.57
1115.0,27875.0,60.7,3.62,47.88
1120.0,28000.0,61.1,3.75,48.18
1125.0,28125.0,60.4,3.71,48.49
1130.0,28250.0,60.9,3.27,48.79
1135.0,28375.0,60.5,4.28,49.09
1140.0,28500.0,60.2,3.28,49.39
1145.0,28625.0,63.0,4.11,49.71
1150.0,28750.0,62.8,3.09,50.02
1155.0,28875.0,61.9,1.99,50.33
1160.0,29000.0,61.4,3.14,50.64
1165.0,29125.0,61.9,4.04,50.95
1170.0,29250.0,62.2,3.56,51.26
1175.0,29375.0,62.2,2.26,51.57
1180.0,29500.0,61.2,2.77,51.88
1185.0,29625.0,61.0,2.01,52.18
1190.0,29750.0,60.8,3.58,52.49
1195.0,29875.0,61.4,3.02,52.79
1200.0,30000.0,61.6,2.35,53.1
1205.0,30125.0,61.7,4.79,53.41
1210.0,30250.0,61.7,4.09,53.72
1215.0,30375.0,63.1,3.0,54.03
1220.0,30500.0,62.4,3.45,54.35
1225.0,30625.0,60.9,2.61,54.65
1230.0,30750.0,61.4,3.64,54.96
1235.0,30875.0,62.7,3.81,55.27
1240.0,31000.0,62.3,4.38,55.58
1245.0,31125.0,61.8,4.85,55.89
1250.0,31250.0,62.6,3.19,56.2
1255.0,31375.0,64.7,2.49,56.53
1260.0,31500.0,64.8,1.07,56.85
1265.0,31625.0,64.6,3.53,57.18
1270.0,31750.0,63.7,4.66,57.49
1275.0,31875.0,64.4,4.99,57.82
1280.0,32000.0,64.5,3.88,58.14
1285.0,32125.0,64.1,1.77,58.46
1290.0,32250.0,65.6,2.86,58.79
1295.0,32375.0,65.3,2.38,59.11
1300.0,32500.0,65.0,2.57,59.44
1305.0,32625.0,64.5,2.58,59.76
1310.0,32750.0,63.8,2.14,60.08
1315.0,32875.0,63.8,3.59,60.4
1320.0,33000.0,64.3,5.17,60.72
1325.0,33125.0,64.4,3.69,61.04
1330.0,33250.0,65.3,4.51,61.37
1335.0,33375.0,65.8,3.79,61.7
1340.0,33500.0,65.7,2.95,62.03
1345.0,33625.0,65.0,3.98,62.35
1350.0,33750.0,64.7,1.33,62.67
1355.0,33875.0,65.5,2.13,63.0
1360.0,34000.0,65.5,3.95,63.33
1365.0,34125.0,66.2,4.34,63.66
1370.0,34250.0,66.0,3.94,63.99
1375.0,34375.0,66.5,3.6,64.32
1380.0,34500.0,65.8,2.24,64.65
1385.0,34625.0,66.9,4.34,64.99
1390.0,34750.0,66.6,3.83,65.32
1395.0,34875.0,67.1,3.55,65.66
1400.0,35000.0,67.1,2.51,65.99
1405.0,35125.0,65.4,2.18,66.32
1410.0,35250.0,65.4,2.92,66.65
1415.0,35375.0,64.6,3.97,66.97
1420.0,35500.0,64.9,4.52,67.29
1425.0,35625.0,66.0,2.81,67.62
1430.0,35750.0,64.2,3.05,67.94
1435.0,35875.0,64.2,3.1,68.27
1440.0,36000.0,66.1,5.27,68.6
1445.0,36125.0,65.8,3.52,68.93
1450.0,36250.0,65.4,1.52,69.25
1455.0,36375.0,64.7,2.9,69.58
1460.0,36500.0,66.2,3.74,69.91
1465.0,36625.0,65.5,5.42,70.23
1470.0,36750.0,65.1,3.72,70.56
1475.0,36875.0,65.5,0.81,70.89
1480.0,37000.0,66.8,2.33,71.22
1485.0,37125.0,65.0,3.52,71.55
1490.0,37250.0,66.0,4.57,71.88
1495.0,37375.0,65.7,3.55,72.2
1500.0,37500.0,64.7,3.17,72.53
1505.0,37625.0,63.9,2.26,72.85
1510.0,37750.0,65.5,3.14,73.17
1515.0,37875.0,64.0,3.95,73.49
1520.0,38000.0,64.0,2.59,73.81
1525.0,38125.0,64.4,4.25,74.14
1530.0,38250.0,64.3,2.43,74.46
1535.0,38375.0,65.2,2.86,74.78
1540.0,38500.0,65.5,3.68,75.11
1545.0,38625.0,64.9,3.93,75.44
1550.0,38750.0,65.3,4.3,75.76
1555.0,38875.0,64.6,3.22,76.09
1560.0,39000.0,63.5,3.27,76.4
1565.0,39125.0,64.4,2.27,76.73
1570.0,39250.0,64.7,2.82,77.05
1575.0,39375.0,65.2,3.5,77.37
1580.0,39500.0,62.8,2.7,77.69
1585.0,39625.0,63.8,3.99,78.01
1590.0,39750.0,62.9,3.35,78.32
1595.0,39875.0,63.5,3.93,78.64
1600.0,40000.0,63.9,3.78,78.96
1605.0,40125.0,64.8,3.71,79.28
1610.0,40250.0,65.1,2.85,79.61
1615.0,40375.0,64.1,1.72,79.93
1620.0,40500.0,62.3,2.02,80.24
1625.0,40625.0,64.4,1.67,80.56
1630.0,40750.0,64.0,4.53,80.88
1635.0,40875.0,63.3,4.7,81.2
1640.0,41000.0,63.3,3.94,81.52
1645.0,41125.0,62.4,3.34,81.83
1650.0,41250.0,65.0,2.17,82.15
1655.0,41375.0,64.1,3.08,82.47
1660.0,41500.0,64.2,3.88,82.8
1665.0,41625.0,63.5,3.71,83.11
1670.0,41750.0,63.9,2.87,83.43
1675.0,41875.0,63.6,3.18,83.75
1680.0,42000.0,62.3,2.31,84.06
1685.0,42125.0,62.1,2.15,84.37
1690.0,42250.0,63.8,3.07,84.69
1695.0,42375.0,62.9,1.87,85.01
1700.0,42500.0,62.8,3.47,85.32
1705.0,42625.0,63.5,3.5,85.64
1710.0,42750.0,61.9,4.46,85.95
1715.0,42875.0,63.7,3.17,86.26
1720.0,43000.0,61.3,3.0,86.57
1725.0,43125.0,64.4,2.44,86.89
1730.0,43250.0,63.5,2.66,87.21
1735.0,43375.0,63.8,4.2,87.53
1740.0,43500.0,62.6,3.52,87.84
1745.0,43625.0,61.6,2.59,88.15
1750.0,43750.0,61.8,2.84,88.46
1755.0,43875.0,61.8,2.47,88.77
1760.0,44000.0,60.8,3.87,89.07
1765.0,44125.0,62.5,2.96,89.39
1770.0,44250.0,61.2,3.53,89.69
1775.0,44375.0,61.5,4.49,90.0
1780.0,44500.0,60.4,3.4,90.3
1785.0,44625.0,62.0,3.35,90.61
1790.0,44750.0,60.9,1.1,90.92
1795.0,44875.0,61.9,2.37,91.22
1800.0,45000.0,61.4,2.95,91.53
1805.0,45125.0,60.9,3.86,91.84
1810.0,45250.0,61.5,2.91,92.14
1815.0,45375.0,60.9,2.65,92.45
1820.0,45500.0,60.7,3.34,92.75
