Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
1015.0,139.2,5.81,142.7
1020.0,141.2,6.39,143.41
1025.0,141.2,5.66,144.11
1030.0,138.6,5.13,144.81
1035.0,139.0,5.62,145.5
1040.0,140.3,6.14,146.2
1045.0,142.0,6.53,146.91
1050.0,139.5,5.9,147.61
1055.0,140.0,6.02,148.31
1060.0,141.4,5.98,149.02
1065.0,141.2,5.64,149.72
1070.0,141.3,5.45,150.43
1075.0,140.5,5.89,151.13
1080.0,142.3,6.31,151.84
1085.0,140.6,6.02,152.55
1090.0,140.5,5.62,153.25
1095.0,142.0,5.89,153.96
1100.0,141.4,6.28,154.67
1105.0,141.1,6.41,155.37
1110.0,142.5,6.09,156.08
1115.0,140.9,5.42,156.79
1120.0,142.7,5.46,157.5
1125.0,142.4,5.07,158.21
1130.0,142.1,4.74,158.93
1135.0,141.6,5.73,159.63
1140.0,144.4,5.86,160.35
1145.0,142.1,5.9,161.07
1150.0,142.3,5.59,161.78
1155.0,141.4,5.3,162.48
1160.0,140.4,6.25,163.19
1165.0,138.6,6.46,163.88
1170.0,141.8,6.45,164.59
1175.0,142.5,6.53,165.3
1180.0,142.0,5.52,166.01
1185.0,140.6,4.93,166.71
1190.0,140.7,4.75,167.42
1195.0,141.7,4.91,168.12
1200.0,139.6,6.29,168.82
1205.0,140.0,5.89,169.52
1210.0,140.0,5.13,170.22
1215.0,139.0,4.8,170.92
1220.0,139.7,4.93,171.62
1225.0,139.2,5.66,172.31
1230.0,139.8,6.47,173.01
1235.0,140.5,6.39,173.71
1240.0,138.9,5.76,174.41
1245.0,139.0,5.24,175.1
1250.0,139.6,5.49,175.8
1255.0,141.1,6.2,176.51
1260.0,139.9,5.89,177.21
1265.0,138.6,5.58,177.9
1270.0,137.2,4.71,178.59
1275.0,139.2,5.36,179.28
1280.0,138.6,5.35,179.97
1285.0,138.3,4.68,180.67
1290.0,137.5,5.41,181.35
1295.0,136.0,5.49,182.03
1300.0,134.6,6.04,182.71
1305.0,136.3,5.97,183.39
1310.0,135.9,5.9,184.07
1315.0,137.5,5.7,184.75
1320.0,134.0,4.6,185.42
1325.0,135.9,5.36,186.1
1330.0,134.0,5.24,186.77
1335.0,135.1,6.19,187.45
1340.0,134.6,6.06,188.12
1345.0,132.1,4.39,188.78
1350.0,132.8,4.49,189.45
1355.0,134.1,4.18,190.12
1360.0,132.9,5.11,190.78
1365.0,132.1,5.9,191.44
1370.0,132.0,5.71,192.1
1375.0,131.7,5.66,192.76
1380.0,132.0,4.63,193.42
1385.0,130.9,4.51,194.08
1390.0,129.6,4.06,194.72
1395.0,129.2,4.31,195.37
1400.0,128.6,5.33,196.01
1405.0,129.4,5.39,196.66
1410.0,129.4,5.3,197.31
1415.0,130.6,4.28,197.96
1420.0,127.0,4.43,198.6
1425.0,127.1,4.97,199.23
1430.0,127.6,4.87,199.87
1435.0,128.0,5.12,200.51
1440.0,125.9,5.08,201.14
1445.0,128.2,4.79,201.78
1450.0,127.4,4.44,202.42
1455.0,126.3,3.53,203.05
1460.0,127.2,4.51,203.68
1465.0,124.6,4.92,204.31
1470.0,124.9,5.26,204.93
1475.0,125.4,4.6,205.56
1480.0,124.7,4.39,206.18
1485.0,124.3,4.36,206.8
1490.0,124.3,4.44,207.42
1495.0,124.5,5.13,208.05
1500.0,123.0,4.57,208.66
1505.0,124.1,4.84,209.28
1510.0,124.7,3.79,209.91
1515.0,122.9,4.23,210.52
1520.0,123.4,5.39,211.14
1525.0,122.5,4.84,211.75
1530.0,122.3,4.89,212.36
1535.0,122.7,4.3,212.97
1540.0,122.1,3.87,213.58
1545.0,121.5,4.23,214.19
1550.0,121.9,3.6,214.8
1555.0,123.5,4.18,215.42
1560.0,119.9,5.02,216.02
1565.0,121.6,4.89,216.63
1570.0,121.9,4.3,217.24
1575.0,121.7,3.63,217.84
1580.0,121.1,4.53,218.45
1585.0,119.9,4.66,219.05
1590.0,121.6,5.22,219.66
1595.0,120.2,4.85,220.26
1600.0,120.5,4.13,220.86
1605.0,120.6,4.15,221.46
1610.0,119.6,3.93,222.06
1615.0,120.2,3.89,222.66
1620.0,120.7,4.57,223.27
1625.0,119.2,5.13,223.86
1630.0,118.9,4.62,224.46
1635.0,119.1,3.44,225.05
1640.0,118.0,2.34,225.64
1645.0,119.2,3.01,226.24
1650.0,119.8,3.89,226.84
1655.0,116.2,4.57,227.42
1660.0,118.6,4.48,228.01
1665.0,118.4,3.88,228.6
1670.0,117.4,4.15,229.19
1675.0,119.0,4.2,229.79
1680.0,116.9,4.01,230.37
1685.0,117.5,4.85,230.96
1690.0,116.5,4.77,231.54
1695.0,116.7,3.63,232.12
1700.0,116.0,3.13,232.7
1705.0,116.2,3.0,233.28
1710.0,116.7,3.67,233.87
1715.0,115.1,4.7,234.44
1720.0,116.9,4.62,235.03
1725.0,115.3,4.26,235.6
1730.0,115.3,4.22,236.18
1735.0,115.6,3.76,236.76
1740.0,115.1,3.27,237.33
1745.0,113.6,3.73,237.9
1750.0,113.0,4.0,238.47
1755.0,114.5,4.12,239.04
1760.0,115.2,4.4,239.62
1765.0,115.6,3.9,240.19
1770.0,115.5,3.16,240.77
1775.0,113.9,3.33,241.34
1780.0,113.8,3.49,241.91
1785.0,112.4,4.45,242.47
1790.0,113.2,4.16,243.04
1795.0,111.7,3.0,243.6
1800.0,111.7,2.65,244.16
1805.0,111.0,2.8,244.71
1810.0,109.0,4.01,245.25
1815.0,110.5,4.34,245.81
1820.0,110.4,3.63,246.36
1825.0,109.8,3.29,246.91
1830.0,108.7,2.9,247.45
1835.0,107.2,2.99,247.99
1840.0,107.2,4.17,248.52
1845.0,106.1,4.13,249.05
1850.0,105.8,3.3,249.58
1855.0,106.1,3.47,250.11
1860.0,106.6,3.26,250.65
1865.0,104.7,3.75,251.17
1870.0,105.0,4.28,251.7
1875.0,103.3,2.69,252.21
1880.0,104.7,2.09,252.74
1885.0,102.0,2.47,253.25
1890.0,101.1,2.49,253.75
1895.0,102.2,3.73,254.26
1900.0,101.0,3.18,254.77
1905.0,99.3,1.89,255.26
1910.0,99.1,2.18,255.76
1915.0,99.6,2.81,256.26
1920.0,97.7,3.87,256.75
1925.0,97.6,3.71,257.23
1930.0,96.5,2.37,257.72
1935.0,96.1,1.65,258.2
1940.0,94.7,2.4,258.67
1945.0,94.7,3.23,259.14
1950.0,94.7,3.34,259.62
1955.0,95.5,3.17,260.09
1960.0,93.4,2.32,260.56
1965.0,91.2,1.62,261.02
1970.0,91.1,2.05,261.47
1975.0,91.6,2.56,261.93
1980.0,91.2,3.08,262.39
1985.0,91.1,3.33,262.84
1990.0,89.3,2.11,263.29
1995.0,87.4,2.68,263.73
2000.0,89.6,2.82,264.17
2005.0,88.1,2.16,264.62
2010.0,87.7,2.65,265.05
2015.0,87.4,2.11,265.49
2020.0,86.8,2.12,265.92
2025.0,86.3,2.55,266.36
2030.0,85.5,2.01,266.78
2035.0,85.1,2.66,267.21
2040.0,85.7,2.64,267.64
2045.0,84.4,1.43,268.06
2050.0,82.7,1.99,268.47
2055.0,83.3,1.95,268.89
2060.0,83.0,3.18,269.3
2065.0,81.7,2.83,269.71
2070.0,82.7,1.82,270.13
2075.0,80.3,1.84,270.53
2080.0,80.3,2.28,270.93
2085.0,79.9,2.87,271.33
2090.0,78.7,2.16,271.72
2095.0,79.3,1.72,272.12
2100.0,77.1,1.16,272.5
2105.0,77.7,1.97,272.89
2110.0,77.0,2.28,273.28
2115.0,76.2,1.61,273.66
2120.0,75.7,2.22,274.04
2125.0,74.9,1.98,274.41
2130.0,74.4,2.16,274.78
2135.0,73.2,2.36,275.15
2140.0,72.6,2.38,275.51
2145.0,72.0,2.16,275.87
2150.0,71.2,1.61,276.23
2155.0,70.7,1.58,276.58
2160.0,70.7,1.16,276.94
2165.0,69.4,2.28,277.28
2170.0,68.3,1.45,277.62
2175.0,67.8,1.33,277.96
2180.0,65.7,1.44,278.29
2185.0,65.2,1.36,278.62
2190.0,66.7,2.15,278.95
2195.0,64.0,1.82,279.27
2200.0,64.4,1.47,279.59
2205.0,61.5,0.71,279.9
2210.0,64.0,1.49,280.22
2215.0,61.2,1.51,280.53
2220.0,60.3,2.04,280.83
2225.0,59.2,1.49,281.12
2230.0,58.5,0.57,281.42
2235.0,58.6,1.9,281.71
2240.0,56.8,2.46,281.99
2245.0,56.3,1.89,282.28
2250.0,55.6,1.19,282.55
2255.0,54.8,0.96,282.83
2260.0,52.9,1.71,283.09
2265.0,52.9,2.18,283.36
2270.0,50.4,1.19,283.61
2275.0,50.5,0.27,283.86
2280.0,50.4,0.92,284.11
2285.0,48.2,1.41,284.35
2290.0,47.1,1.56,284.59
2295.0,46.7,1.51,284.82
2300.0,47.0,0.83,285.06
2305.0,45.5,0.95,285.28
2310.0,44.6,0.63,285.51
2315.0,43.1,1.4,285.72
2320.0,44.5,1.87,285.95
2325.0,41.6,2.38,286.15
2330.0,41.7,3.53,286.36
2335.0,40.6,-1.66,286.57
2340.0,39.5,-1.34,286.76
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
