Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,,-0.32,
5.0,,0.25,
10.0,0.5,5.66,0.0
15.0,18.0,11.54,0.09
20.0,166.0,17.49,0.92
25.0,309.4,21.53,2.47
30.0,390.1,24.57,4.42
35.0,448.4,25.64,6.66
40.0,488.2,24.83,9.1
45.0,515.4,24.19,11.68
50.0,497.7,22.04,14.17
55.0,472.0,20.17,16.53
60.0,433.0,18.28,18.69
65.0,375.9,15.07,20.57
70.0,318.6,13.26,22.17
75.0,267.9,12.34,23.51
80.0,238.0,11.89,24.7
85.0,230.3,11.93,25.85
90.0,210.4,10.87,26.9
95.0,190.2,9.25,27.85
100.0,176.6,8.19,28.73
105.0,159.3,7.27,29.53
110.0,148.9,7.05,30.27
115.0,143.0,5.48,30.99
120.0,131.1,5.21,31.65
125.0,121.0,5.63,32.25
130.0,117.3,5.47,32.84
135.0,113.4,5.96,33.4
140.0,109.9,5.24,33.95
145.0,107.9,5.16,34.49
150.0,106.1,3.97,35.02
155.0,107.9,4.58,35.56
160.0,106.0,5.23,36.09
165.0,102.8,5.35,36.61
170.0,103.6,5.61,37.12
175.0,100.4,4.38,37.63
180.0,101.0,4.19,38.13
185.0,100.6,4.38,38.63
190.0,98.6,3.66,39.13
195.0,97.8,3.69,39.62
200.0,96.6,3.69,40.1
205.0,94.2,4.01,40.57
210.0,93.2,3.87,41.04
215.0,94.2,3.96,41.51
220.0,94.9,4.78,41.98
225.0,94.7,4.59,42.46
230.0,95.0,4.83,42.93
235.0,97.7,4.63,43.42
240.0,98.7,4.38,43.91
245.0,98.8,3.98,44.41
250.0,99.7,3.39,44.9
255.0,100.8,3.16,45.41
260.0,101.6,3.81,45.92
265.0,103.2,4.35,46.43
270.0,103.4,5.45,46.95
275.0,104.5,5.3,47.47
280.0,106.6,4.8,48.01
285.0,108.2,4.7,48.55
290.0,107.4,4.55,49.08
295.0,111.7,5.0,49.64
300.0,109.7,5.1,50.19
305.0,112.0,4.66,50.75
310.0,112.6,5.0,51.31
315.0,114.6,5.54,51.89
320.0,114.9,4.59,52.46
325.0,116.6,4.21,53.04
330.0,116.4,1.34,53.63
335.0,117.0,3.04,54.21
340.0,117.0,4.71,54.8
345.0,119.5,5.93,55.39
350.0,118.7,7.57,55.99
355.0,117.8,4.82,56.57
360.0,117.1,4.56,57.16
365.0,117.0,4.93,57.75
370.0,116.9,5.18,58.33
375.0,114.8,5.61,58.9
380.0,116.7,5.24,59.49
385.0,117.7,4.35,60.08
390.0,118.0,4.68,60.67
395.0,117.3,4.77,61.25
400.0,117.3,4.99,61.84
405.0,117.6,4.33,62.43
410.0,118.5,5.08,63.02
415.0,117.2,5.24,63.61
420.0,118.9,4.88,64.2
425.0,116.5,5.03,64.78
430.0,117.6,4.6,65.37
435.0,118.4,5.26,65.96
440.0,118.6,5.26,66.56
445.0,117.9,4.25,67.15
450.0,117.7,4.08,67.73
455.0,118.1,4.44,68.32
460.0,118.6,4.69,68.92
465.0,118.4,4.98,69.51
470.0,120.3,4.77,70.11
475.0,120.1,5.19,70.71
480.0,121.2,5.08,71.32
485.0,122.9,4.56,71.93
490.0,120.6,4.24,72.53
495.0,121.5,4.11,73.14
500.0,121.1,4.82,73.75
505.0,122.5,5.06,74.36
510.0,123.9,5.33,74.98
515.0,123.1,5.08,75.6
520.0,124.2,4.69,76.22
525.0,124.5,4.63,76.84
530.0,125.5,4.5,77.47
535.0,123.2,4.78,78.08
540.0,123.1,4.87,78.7
545.0,124.1,5.24,79.32
550.0,123.8,5.32,79.94
555.0,124.0,5.31,80.56
560.0,124.5,4.98,81.18
565.0,122.9,4.94,81.79
570.0,123.7,5.28,82.41
575.0,123.2,5.58,83.03
580.0,125.1,5.56,83.65
585.0,127.1,4.96,84.29
590.0,127.3,4.91,84.93
595.0,126.3,4.9,85.56
600.0,128.2,4.68,86.2
605.0,128.0,4.72,86.84
610.0,126.6,4.8,87.47
615.0,126.5,4.95,88.1
620.0,127.5,6.02,88.74
625.0,128.8,5.45,89.39
630.0,128.1,5.43,90.03
635.0,131.5,5.32,90.68
640.0,130.9,4.58,91.34
645.0,130.3,5.74,91.99
650.0,132.8,6.15,92.65
655.0,132.8,5.97,93.32
660.0,130.5,5.25,93.97
665.0,132.8,4.83,94.63
670.0,131.6,5.7,95.29
675.0,131.7,6.44,95.95
680.0,130.9,5.55,96.6
685.0,132.4,4.5,97.27
690.0,132.6,5.0,97.93
695.0,133.6,5.53,98.6
700.0,134.9,5.95,99.27
705.0,134.0,5.39,99.94
710.0,133.2,5.21,100.61
715.0,130.8,6.09,101.26
720.0,133.6,6.16,101.93
725.0,134.9,6.24,102.6
730.0,134.2,5.85,103.28
735.0,135.6,5.95,103.95
740.0,136.3,4.99,104.64
745.0,135.4,4.7,105.31
750.0,136.1,5.48,105.99
755.0,135.5,5.7,106.67
760.0,135.2,6.66,107.35
765.0,135.7,5.73,108.03
770.0,136.4,5.53,108.71
775.0,137.9,5.77,109.4
780.0,136.4,5.64,110.08
785.0,137.4,6.01,110.77
790.0,136.5,6.18,111.45
795.0,138.9,6.72,112.14
800.0,137.8,6.42,112.83
805.0,135.6,5.31,113.51
810.0,136.8,5.33,114.19
815.0,136.9,6.1,114.88
820.0,139.5,6.36,115.58
825.0,137.7,6.48,116.26
830.0,139.8,4.93,116.96
835.0,138.0,5.18,117.65
840.0,137.9,6.25,118.34
845.0,140.1,5.95,119.04
850.0,137.8,5.68,119.73
855.0,138.9,5.27,120.43
860.0,139.2,4.79,121.12
865.0,139.8,5.6,121.82
870.0,139.6,5.44,122.52
875.0,137.6,5.81,123.21
880.0,140.6,6.49,123.91
885.0,138.0,5.97,124.6
890.0,138.0,6.1,125.29
895.0,140.0,5.6,125.99
900.0,139.4,5.8,126.69
905.0,137.3,5.61,127.37
910.0,137.6,5.38,128.06
915.0,137.2,6.0,128.75
920.0,138.9,5.53,129.44
925.0,139.2,5.76,130.14
930.0,138.1,5.63,130.83
935.0,140.1,5.5,131.53
940.0,139.6,5.59,132.23
945.0,138.8,4.94,132.92
950.0,138.2,5.26,133.61
955.0,139.3,5.81,134.31
960.0,138.6,6.45,135.0
965.0,139.0,6.31,135.7
970.0,139.0,6.19,136.39
975.0,141.4,6.12,137.1
980.0,139.7,6.15,137.8
985.0,139.8,6.06,138.5
990.0,140.5,5.76,139.2
995.0,139.8,5.84,139.9
1000.0,140.8,5.51,140.6
1005.0,140.0,5.18,141.3
1010.0,141.0,5.55,142.01
