Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,1.99,
5.0,250.0,,-4.29,
10.0,500.0,,1.9,
15.0,750.0,,5.76,
20.0,1000.0,,10.71,
25.0,1250.0,,14.31,
30.0,1500.0,,16.08,
35.0,1750.0,,18.2,
40.0,2000.0,5.2,21.79,0.03
45.0,2250.0,27.2,24.76,0.16
50.0,2500.0,161.7,26.69,0.97
55.0,2750.0,194.8,26.41,1.94
60.0,3000.0,188.0,25.45,2.88
65.0,3250.0,176.7,25.4,3.77
70.0,3500.0,178.6,25.45,4.66
75.0,3750.0,174.2,24.36,5.53
80.0,4000.0,170.5,23.16,6.38
85.0,4250.0,163.7,21.34,7.2
90.0,4500.0,154.4,20.89,7.97
95.0,4750.0,142.3,20.32,8.69
100.0,5000.0,142.9,19.05,9.4
105.0,5250.0,145.8,18.16,10.13
110.0,5500.0,140.6,16.03,10.83
115.0,5750.0,132.3,15.49,11.49
120.0,6000.0,129.0,14.57,12.14
125.0,6250.0,127.9,14.48,12.78
130.0,6500.0,119.7,14.59,13.38
135.0,6750.0,109.5,14.13,13.92
140.0,7000.0,110.7,13.48,14.48
145.0,7250.0,116.6,12.13,15.06
150.0,7500.0,117.0,12.11,15.65
155.0,7750.0,104.7,12.08,16.17
160.0,8000.0,104.5,12.34,16.69
165.0,8250.0,108.2,12.0,17.23
170.0,8500.0,108.3,10.97,17.77
175.0,8750.0,108.7,10.27,18.32
180.0,9000.0,101.3,10.21,18.82
185.0,9250.0,96.4,9.79,19.31
190.0,9500.0,93.8,9.47,19.78
195.0,9750.0,89.4,8.73,20.22
200.0,10000.0,82.9,8.32,20.64
205.0,10250.0,78.4,8.92,21.03
210.0,10500.0,80.5,8.61,21.43
215.0,10750.0,78.3,8.12,21.82
220.0,11000.0,79.6,7.81,22.22
225.0,11250.0,77.3,7.13,22.61
230.0,11500.0,78.7,7.36,23.0
235.0,11750.0,80.2,6.61,23.4
240.0,12000.0,73.0,5.68,23.77
245.0,12250.0,71.2,6.13,24.12
250.0,12500.0,74.3,5.58,24.49
255.0,12750.0,69.0,6.23,24.84
260.0,13000.0,68.7,5.22,25.18
265.0,13250.0,66.1,5.05,25.51
270.0,13500.0,62.3,5.0,25.82
275.0,13750.0,58.8,4.44,26.12
280.0,14000.0,59.9,4.15,26.42
285.0,14250.0,55.5,2.92,26.69
290.0,14500.0,51.2,2.81,26.95
295.0,14750.0,48.7,3.37,27.19
300.0,15000.0,47.4,4.03,27.43
305.0,15250.0,47.1,4.07,27.67
310.0,15500.0,47.8,3.49,27.91
315.0,15750.0,48.0,2.3,28.15
320.0,16000.0,46.5,2.04,28.38
325.0,16250.0,43.5,1.13,28.6
330.0,16500.0,42.5,1.12,28.81
335.0,16750.0,39.9,0.92,29.01
340.0,17000.0,38.8,1.11,29.2
345.0,17250.0,37.1,2.01,29.39
350.0,17500.0,38.8,1.7,29.58
355.0,17750.0,38.3,1.79,29.77
360.0,18000.0,35.0,1.52,29.95
365.0,18250.0,32.3,0.78,30.11
370.0,18500.0,32.2,0.36,30.27
375.0,18750.0,30.8,0.14,30.42
380.0,19000.0,29.4,1.29,30.57
385.0,19250.0,29.1,2.19,30.72
390.0,19500.0,29.6,2.0,30.87
395.0,19750.0,30.4,1.27,31.02
400.0,20000.0,31.8,0.16,31.18
405.0,20250.0,32.0,0.69,31.34
410.0,20500.0,30.0,0.38,31.49
415.0,20750.0,27.5,1.13,31.62
420.0,21000.0,28.8,0.92,31.77
425.0,21250.0,27.8,0.47,31.91
430.0,21500.0,24.9,0.85,32.03
435.0,21750.0,24.4,0.41,32.15
440.0,22000.0,25.3,1.56,32.28
445.0,22250.0,25.6,1.05,32.41
450.0,22500.0,26.5,1.23,32.54
455.0,22750.0,23.5,4.74,32.66
460.0,23000.0,23.7,-0.04,32.78
465.0,23250.0,24.3,1.34,32.9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
