Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,5.85,
5.0,250.0,,2.2,
10.0,500.0,,4.53,
15.0,750.0,,4.57,
20.0,1000.0,,4.41,
25.0,1250.0,,4.16,
30.0,1500.0,2.7,5.35,0.01
35.0,1750.0,7.6,7.38,0.05
40.0,2000.0,83.1,10.19,0.47
45.0,2250.0,151.6,12.56,1.22
50.0,2500.0,188.4,14.92,2.17
55.0,2750.0,325.5,17.59,3.79
60.0,3000.0,467.1,20.0,6.13
65.0,3250.0,512.8,20.17,8.69
70.0,3500.0,535.9,19.93,11.37
75.0,3750.0,535.3,18.42,14.05
80.0,4000.0,515.7,17.2,16.63
85.0,4250.0,496.0,16.67,19.11
90.0,4500.0,461.9,15.62,21.42
95.0,4750.0,435.7,14.79,23.6
100.0,5000.0,402.5,13.36,25.61
105.0,5250.0,371.0,11.67,27.46
110.0,5500.0,336.4,10.51,29.15
115.0,5750.0,299.9,9.7,30.65
120.0,6000.0,279.8,8.29,32.04
125.0,6250.0,246.6,6.48,33.28
130.0,6500.0,199.0,3.78,34.27
135.0,6750.0,169.8,2.84,35.12
140.0,7000.0,158.8,0.79,35.92
145.0,7250.0,70.9,-0.01,36.27
150.0,7500.0,32.5,0.2,36.43
155.0,7750.0,15.5,-0.46,36.51
160.0,8000.0,6.4,0.44,36.54
165.0,8250.0,3.5,-0.46,36.56
170.0,8500.0,1.8,-0.65,36.57
175.0,8750.0,1.7,0.13,36.58
180.0,9000.0,1.3,-0.09,36.58
185.0,9250.0,1.7,0.3,36.59
190.0,9500.0,0.7,0.02,36.6
195.0,9750.0,1.2,-0.42,36.6
200.0,10000.0,1.4,-1.28,36.61
205.0,10250.0,2.8,1.16,36.62
210.0,10500.0,1.3,0.29,36.63
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
