Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,1.0,6.69,0.0
5.0,250.0,39.9,13.93,0.2
10.0,500.0,253.9,12.66,1.47
15.0,750.0,378.7,15.59,3.36
20.0,1000.0,404.4,16.82,5.38
25.0,1250.0,421.2,16.53,7.49
30.0,1500.0,460.2,16.89,9.79
35.0,1750.0,476.0,16.96,12.17
40.0,2000.0,464.9,16.92,14.5
45.0,2250.0,471.9,16.73,16.86
50.0,2500.0,502.3,16.96,19.37
55.0,2750.0,434.9,19.36,21.54
60.0,3000.0,480.0,23.34,23.94
65.0,3250.0,638.8,26.09,27.14
70.0,3500.0,800.7,26.12,31.14
75.0,3750.0,869.1,25.87,35.48
80.0,4000.0,882.2,24.52,39.9
85.0,4250.0,821.5,23.26,44.0
90.0,4500.0,797.2,21.86,47.99
95.0,4750.0,842.9,19.07,52.2
100.0,5000.0,813.4,14.66,56.27
105.0,5250.0,670.6,8.6,59.62
110.0,5500.0,488.5,3.35,62.07
115.0,5750.0,170.2,1.29,62.92
120.0,6000.0,64.7,1.03,63.24
125.0,6250.0,37.8,0.36,63.43
130.0,6500.0,27.9,0.66,63.57
135.1,6755.0,21.3,0.15,63.68
140.0,7000.0,15.6,0.63,63.75
145.0,7250.0,10.6,0.8,63.81
150.0,7500.0,7.6,-0.28,63.84
155.0,7750.0,5.7,-0.64,63.87
160.0,8000.0,5.1,-0.86,63.9
165.0,8250.0,4.0,-0.49,63.92
170.0,8500.0,4.5,-0.1,63.94
175.0,8750.0,3.1,0.53,63.96
180.0,9000.0,3.8,-0.04,63.98
185.0,9250.0,2.4,-1.52,63.99
190.0,9500.0,3.1,-0.34,64.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
