Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-11.71,
5.0,250.0,,3.09,
10.0,500.0,,-1.46,
15.0,750.0,,-0.31,
20.0,1000.0,,-1.0,
25.0,1250.0,,-1.16,
30.0,1500.0,,1.41,
35.0,1750.0,,2.88,
40.0,2000.0,,3.41,
45.0,2250.0,,2.91,
50.0,2500.0,,2.34,
55.0,2750.0,0.6,4.56,0.0
60.0,3000.0,39.3,9.21,0.2
65.0,3250.0,153.6,11.37,0.97
70.0,3500.0,202.0,12.11,1.98
75.0,3750.0,213.4,11.57,3.05
80.0,4000.0,222.5,11.88,4.16
85.0,4250.0,235.3,14.33,5.33
90.0,4500.0,239.5,12.43,6.53
95.0,4750.0,239.8,11.58,7.73
100.0,5000.0,233.2,10.91,8.9
105.0,5250.0,227.3,10.86,10.03
110.0,5500.0,218.0,10.37,11.12
115.0,5750.0,204.9,9.97,12.15
120.0,6000.0,197.4,8.88,13.13
125.0,6250.0,189.0,9.64,14.08
130.0,6500.0,181.9,9.77,14.99
135.0,6750.0,175.4,8.02,15.87
140.0,7000.0,166.2,8.0,16.7
145.0,7250.0,161.1,8.22,17.5
150.0,7500.0,156.8,8.36,18.29
155.0,7750.0,157.3,7.79,19.07
160.0,8000.0,157.4,8.4,19.86
165.0,8250.0,153.1,7.34,20.62
170.0,8500.0,148.0,6.84,21.36
175.0,8750.0,145.2,6.17,22.09
180.0,9000.0,138.5,5.82,22.78
185.0,9250.0,135.4,7.27,23.46
190.0,9500.0,130.8,7.75,24.11
195.0,9750.0,128.8,5.58,24.76
200.0,10000.0,128.1,5.08,25.4
205.0,10250.0,125.1,5.94,26.02
210.0,10500.0,123.8,7.29,26.64
215.0,10750.0,121.9,8.18,27.25
220.0,11000.0,121.5,5.09,27.86
225.0,11250.0,118.2,4.21,28.45
230.0,11500.0,119.2,5.27,29.05
235.0,11750.0,117.1,6.37,29.63
240.0,12000.0,117.4,7.08,30.22
245.0,12250.0,115.3,5.41,30.79
250.0,12500.0,112.0,4.86,31.36
255.0,12750.0,111.0,5.67,31.91
260.0,13000.0,108.5,5.81,32.45
265.0,13250.0,108.1,6.49,32.99
270.0,13500.0,105.0,4.64,33.52
275.0,13750.0,106.6,5.01,34.05
280.0,14000.0,103.6,5.16,34.57
285.0,14250.0,102.4,4.86,35.08
290.0,14500.0,102.6,5.95,35.59
295.0,14750.0,100.1,4.88,36.09
300.0,15000.0,99.5,4.24,36.59
305.0,15250.0,98.4,4.55,37.08
310.0,15500.0,97.6,4.48,37.57
315.0,15750.0,94.3,4.17,38.04
320.0,16000.0,94.0,4.92,38.51
325.0,16250.0,94.2,5.49,38.98
330.0,16500.0,92.8,5.77,39.45
335.0,16750.0,94.2,5.88,39.92
340.0,17000.0,91.1,3.66,40.37
345.0,17250.0,90.4,2.65,40.83
350.0,17500.0,91.0,3.85,41.28
355.0,17750.0,92.4,4.34,41.74
360.0,18000.0,89.6,4.86,42.19
365.0,18250.0,89.1,3.95,42.64
370.0,18500.0,88.7,3.62,43.08
375.0,18750.0,89.0,4.58,43.53
380.0,19000.0,89.1,5.57,43.97
385.0,19250.0,95.0,6.28,44.45
390.0,19500.0,98.4,5.74,44.94
395.0,19750.0,97.0,5.65,45.42
400.0,20000.0,94.6,4.86,45.9
405.0,20250.0,94.0,3.56,46.37
410.0,20500.0,93.0,3.98,46.83
415.0,20750.0,93.8,3.04,47.3
420.0,21000.0,91.8,3.98,47.76
425.0,21250.0,91.9,4.31,48.22
430.0,21500.0,91.4,4.47,48.68
435.0,21750.0,91.2,4.75,49.13
440.0,22000.0,91.6,3.75,49.59
445.0,22250.0,90.7,6.05,50.04
450.0,22500.0,90.4,6.22,50.49
455.0,22750.0,90.4,5.02,50.95
460.0,23000.0,94.3,2.94,51.42
465.0,23250.0,97.0,1.33,51.9
470.0,23500.0,95.3,3.74,52.38
475.0,23750.0,94.4,5.55,52.85
480.0,24000.0,91.8,5.44,53.31
485.0,24250.0,92.0,5.98,53.77
490.0,24500.0,92.8,5.54,54.23
495.0,24750.0,93.4,5.6,54.7
500.0,25000.0,94.1,5.59,55.17
505.0,25250.0,94.6,4.41,55.65
510.0,25500.0,94.0,4.79,56.12
515.0,25750.0,92.0,4.8,56.58
520.0,26000.0,93.1,5.63,57.04
525.0,26250.0,94.5,5.14,57.51
530.0,26500.0,93.5,4.3,57.98
535.0,26750.0,93.4,4.52,58.45
540.0,27000.0,92.5,4.59,58.91
545.0,27250.0,93.0,5.45,59.38
550.0,27500.0,92.7,5.82,59.84
555.0,27750.0,93.9,4.15,60.31
560.0,28000.0,94.3,5.41,60.78
565.0,28250.0,92.2,5.74,61.24
570.0,28500.0,93.5,5.68,61.71
575.0,28750.0,93.8,5.7,62.18
580.0,29000.0,94.8,4.47,62.65
585.0,29250.0,95.9,4.03,63.13
590.0,29500.0,96.1,5.7,63.61
595.0,29750.0,96.1,5.14,64.09
600.0,30000.0,98.5,4.81,64.59
605.0,30250.0,99.3,4.87,65.08
610.0,30500.0,101.0,4.86,65.59
615.0,30750.0,102.1,7.3,66.1
620.0,31000.0,103.4,7.21,66.61
625.0,31250.0,103.7,5.67,67.13
630.0,31500.0,104.5,4.58,67.66
635.0,31750.0,105.0,4.17,68.18
640.0,32000.0,106.5,4.06,68.71
645.0,32250.0,109.6,6.34,69.26
650.0,32500.0,111.7,4.79,69.82
655.0,32750.0,111.9,6.6,70.38
660.0,33000.0,115.2,6.44,70.95
665.0,33250.0,115.1,6.34,71.53
670.0,33500.0,119.7,5.71,72.13
675.0,33750.0,119.2,4.85,72.72
680.0,34000.0,120.9,5.13,73.33
685.0,34250.0,122.4,5.88,73.94
690.0,34500.0,121.8,6.58,74.55
695.0,34750.0,121.7,5.27,75.16
700.0,35000.0,123.3,6.32,75.77
705.0,35250.0,120.2,6.65,76.38
710.0,35500.0,121.4,7.19,76.98
715.0,35750.0,123.2,5.87,77.6
720.0,36000.0,122.9,5.27,78.21
725.0,36250.0,122.2,5.16,78.82
730.0,36500.0,122.7,6.28,79.44
735.0,36750.0,121.8,6.47,80.05
740.0,37000.0,123.5,6.36,80.66
745.0,37250.0,123.0,6.24,81.28
750.0,37500.0,122.7,6.0,81.89
755.0,37750.0,122.0,5.45,82.5
760.0,38000.0,122.7,4.65,83.12
