Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,2.5,1.13,0.0
5.0,175.0,8.4,11.57,0.04
10.0,350.0,114.8,10.3,0.62
15.0,525.0,275.3,12.87,1.99
20.0,700.0,327.0,13.2,3.63
25.0,875.0,336.6,13.25,5.31
30.0,1050.0,353.0,13.42,7.08
35.0,1225.0,327.7,14.02,8.71
40.0,1400.0,321.8,14.6,10.32
45.0,1575.0,342.4,14.57,12.03
50.0,1750.0,347.9,14.15,13.77
55.0,1925.0,346.7,14.07,15.51
60.0,2100.0,339.9,16.24,17.21
65.0,2275.0,381.7,19.17,19.12
70.0,2450.0,498.3,21.59,21.61
75.0,2625.0,597.7,22.99,24.6
80.0,2800.0,654.0,24.07,27.87
85.0,2975.0,688.3,24.69,31.31
90.0,3150.0,743.4,25.43,35.02
95.0,3325.0,792.2,25.19,38.98
100.0,3500.0,827.0,23.57,43.12
105.0,3675.0,785.4,21.41,47.05
110.0,3850.0,716.5,18.08,50.63
115.0,4025.0,662.4,15.29,53.94
120.0,4200.0,525.7,11.48,56.57
125.0,4375.0,455.3,7.23,58.85
130.0,4550.0,409.7,3.3,60.89
135.0,4725.0,207.2,0.63,61.93
140.0,4900.0,86.0,0.14,62.36
145.0,5075.0,45.0,-0.18,62.58
150.0,5250.0,28.7,-0.23,62.73
155.0,5425.0,18.7,0.21,62.82
160.0,5600.0,14.1,0.6,62.89
165.0,5775.0,8.5,0.68,62.93
170.0,5950.0,7.5,-0.03,62.97
175.0,6125.0,5.0,-0.66,63.0
180.0,6300.0,4.6,-0.15,63.02
185.0,6475.0,4.8,2.02,63.04
190.0,6650.0,3.2,-0.67,63.06
195.0,6825.0,3.0,-2.1,63.08
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
