Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.21,
5.0,175.0,,2.08,
10.0,350.0,0.6,15.1,0.0
15.0,525.0,41.1,21.05,0.21
20.0,700.0,209.9,21.69,1.26
25.0,875.0,221.1,17.89,2.36
30.0,1050.0,170.7,13.83,3.22
35.0,1225.0,176.2,13.4,4.1
40.0,1400.0,191.6,13.48,5.06
45.0,1575.0,185.5,11.76,5.98
50.0,1750.0,184.3,12.52,6.91
55.0,1925.0,168.3,9.4,7.75
60.0,2100.0,135.4,9.53,8.42
65.0,2275.0,113.1,8.57,8.99
70.0,2450.0,99.4,7.38,9.49
75.0,2625.0,94.9,8.53,9.96
80.0,2800.0,91.8,8.6,10.42
85.0,2975.0,87.7,9.79,10.86
90.0,3150.0,87.1,7.65,11.29
95.0,3325.0,85.5,5.36,11.72
100.0,3500.0,81.2,6.29,12.13
105.0,3675.0,78.2,6.31,12.52
110.0,3850.0,73.9,6.84,12.89
115.0,4025.0,68.3,6.64,13.23
120.0,4200.0,62.8,6.36,13.54
125.0,4375.0,57.7,8.26,13.83
130.0,4550.0,55.7,7.45,14.11
135.0,4725.0,56.2,4.97,14.39
140.0,4900.0,55.0,5.1,14.67
145.0,5075.0,60.2,5.34,14.97
150.0,5250.0,64.0,6.21,15.29
155.0,5425.0,72.0,8.13,15.65
160.0,5600.0,82.9,7.79,16.06
165.0,5775.0,94.8,10.66,16.54
170.0,5950.0,113.3,10.19,17.1
175.0,6125.0,128.5,8.65,17.74
180.0,6300.0,138.0,7.82,18.43
185.0,6475.0,142.3,8.22,19.15
190.0,6650.0,145.8,9.92,19.88
195.0,6825.0,149.9,10.03,20.62
200.0,7000.0,153.3,8.8,21.39
205.0,7175.0,154.4,5.73,22.16
210.0,7350.0,157.6,5.53,22.95
215.0,7525.0,159.3,7.22,23.75
220.0,7700.0,166.3,7.97,24.58
225.0,7875.0,170.3,8.16,25.43
230.0,8050.0,174.3,7.39,26.3
235.0,8225.0,172.5,6.01,27.17
