Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-2.73,
5.0,125.0,,-0.58,
10.0,250.0,,-0.32,
15.0,375.0,,1.36,
20.0,500.0,,2.61,
25.0,625.0,,0.77,
30.0,750.0,,0.73,
35.0,875.0,,-0.15,
40.0,1000.0,,-0.51,
45.0,1125.0,,1.0,
50.0,1250.0,,-0.63,
55.0,1375.0,,0.48,
60.0,1500.0,,-0.68,
65.0,1625.0,,-1.62,
70.0,1750.0,,-1.73,
75.0,1875.0,,-0.36,
80.0,2000.0,,0.26,
85.0,2125.0,,1.5,
90.0,2250.0,,1.79,
95.0,2375.0,,-0.12,
100.0,2500.0,,0.54,
105.0,2625.0,,-1.76,
110.0,2750.0,,-0.91,
115.0,2875.0,,-0.35,
120.0,3000.0,,1.68,
125.0,3125.0,,1.18,
130.0,3250.0,,1.94,
135.0,3375.0,,3.0,
140.0,3500.0,,2.82,
145.0,3625.0,,2.2,
150.0,3750.0,,0.83,
155.0,3875.0,,-0.79,
160.0,4000.0,,0.46,
165.0,4125.0,,0.63,
170.0,4250.0,,0.85,
175.0,4375.0,,0.6,
180.0,4500.0,,1.14,
185.0,4625.0,,3.64,
190.0,4750.0,,1.31,
195.0,4875.0,0.9,2.74,0.0
200.0,5000.0,3.9,3.81,0.02
205.0,5125.0,30.7,5.96,0.18
210.0,5250.0,80.7,7.37,0.58
215.0,5375.0,134.1,7.19,1.25
220.0,5500.0,156.8,7.91,2.04
225.0,5625.0,162.4,9.87,2.85
230.0,5750.0,158.5,9.2,3.64
235.0,5875.0,157.3,7.76,4.43
240.0,6000.0,153.7,7.16,5.2
245.0,6125.0,157.6,8.77,5.98
250.0,6250.0,160.1,9.33,6.78
255.0,6375.0,159.4,7.27,7.58
260.0,6500.0,155.6,5.69,8.36
265.0,6625.0,159.5,4.92,9.16
270.0,6750.0,155.8,8.04,9.94
275.0,6875.0,152.6,9.21,10.7
280.0,7000.0,154.5,10.34,11.47
285.0,7125.0,152.0,8.08,12.23
290.0,7250.0,152.1,7.04,12.99
295.0,7375.0,147.5,5.63,13.73
300.0,7500.0,148.3,6.04,14.47
305.0,7625.0,146.3,6.17,15.2
310.0,7750.0,141.6,5.6,15.91
315.0,7875.0,139.6,7.07,16.61
320.0,8000.0,137.6,7.18,17.3
325.0,8125.0,133.6,8.42,17.96
330.0,8250.0,131.8,5.59,18.62
335.0,8375.0,129.4,3.71,19.27
340.0,8500.0,128.1,3.62,19.91
345.0,8625.0,126.1,6.55,20.54
350.0,8750.0,123.3,7.99,21.16
355.0,8875.0,120.9,6.09,21.76
360.0,9000.0,117.2,3.51,22.35
365.0,9125.0,117.4,4.88,22.93
370.0,9250.0,114.1,6.09,23.5
375.0,9375.0,111.9,5.05,24.06
380.0,9500.0,105.8,5.48,24.59
385.0,9625.0,103.9,5.14,25.11
390.0,9750.0,101.1,5.57,25.62
395.0,9875.0,98.7,4.14,26.11
400.0,10000.0,97.0,2.53,26.6
405.0,10125.0,97.2,3.22,27.08
410.0,10250.0,95.2,4.78,27.56
415.0,10375.0,94.0,5.49,28.03
420.0,10500.0,91.6,4.49,28.49
425.0,10625.0,88.6,3.0,28.93
430.0,10750.0,88.9,3.82,29.37
435.0,10875.0,86.8,2.16,29.81
440.0,11000.0,85.5,2.96,30.24
445.0,11125.0,85.5,5.39,30.66
450.0,11250.0,84.9,4.18,31.09
455.0,11375.0,84.1,6.29,31.51
460.0,11500.0,82.8,3.75,31.92
465.0,11625.0,82.7,1.35,32.34
470.0,11750.0,81.9,1.14,32.75
475.0,11875.0,79.9,2.31,33.14
480.0,12000.0,79.7,5.6,33.54
485.0,12125.0,78.1,5.25,33.93
490.0,12250.0,78.2,3.8,34.32
495.0,12375.0,76.5,4.12,34.71
500.0,12500.0,71.8,3.89,35.07
505.0,12625.0,73.3,4.12,35.43
510.0,12750.0,71.8,4.8,35.79
515.0,12875.0,71.7,4.09,36.15
520.0,13000.0,69.6,5.07,36.5
525.0,13125.0,69.4,3.12,36.85
530.0,13250.0,69.9,2.53,37.2
535.0,13375.0,69.0,2.5,37.54
540.0,13500.0,66.8,2.86,37.87
545.0,13625.0,66.0,1.62,38.2
550.0,13750.0,64.1,0.49,38.52
555.0,13875.0,62.0,2.24,38.83
560.0,14000.0,60.1,4.72,39.14
565.0,14125.0,60.8,6.11,39.44
570.0,14250.0,58.7,4.35,39.73
575.0,14375.0,60.3,3.37,40.03
580.0,14500.0,58.3,2.13,40.33
585.0,14625.0,58.3,1.95,40.62
590.0,14750.0,57.1,1.98,40.9
595.0,14875.0,58.9,3.24,41.2
600.0,15000.0,58.2,2.25,41.49
605.0,15125.0,58.3,2.67,41.78
610.0,15250.0,57.9,3.44,42.07
615.0,15375.0,58.9,2.57,42.36
620.0,15500.0,57.9,3.71,42.65
625.0,15625.0,57.0,3.35,42.94
630.0,15750.0,56.6,2.45,43.22
635.0,15875.0,56.6,2.82,43.5
640.0,16000.0,57.5,1.5,43.79
645.0,16125.0,57.4,1.9,44.08
650.0,16250.0,57.5,2.26,44.37
655.0,16375.0,57.2,2.46,44.65
660.0,16500.0,57.9,3.3,44.94
665.0,16625.0,57.2,1.58,45.23
670.0,16750.0,57.4,0.55,45.51
675.0,16875.0,57.5,1.71,45.8
680.0,17000.0,56.8,2.01,46.09
685.0,17125.0,57.4,3.71,46.37
690.0,17250.0,56.5,4.14,46.66
695.0,17375.0,57.2,1.97,46.94
700.0,17500.0,57.4,2.92,47.23
705.0,17625.0,57.5,1.86,47.52
710.0,17750.0,58.1,1.22,47.81
715.0,17875.0,58.2,1.42,48.1
720.0,18000.0,57.7,2.87,48.39
725.0,18125.0,57.1,3.68,48.67
730.0,18250.0,57.4,4.1,48.96
735.0,18375.0,58.1,3.34,49.25
740.0,18500.0,58.3,1.73,49.54
745.0,18625.0,57.1,2.22,49.83
750.0,18750.0,56.3,2.32,50.11
755.0,18875.0,55.6,3.24,50.38
760.0,19000.0,55.9,1.64,50.66
765.0,19125.0,55.0,1.5,50.94
770.0,19250.0,55.4,-0.21,51.22
775.0,19375.0,55.7,1.39,51.49
780.0,19500.0,55.4,2.2,51.77
785.0,19625.0,55.7,3.52,52.05
790.0,19750.0,55.1,5.53,52.33
795.0,19875.0,55.6,4.69,52.6
800.0,20000.0,55.2,3.0,52.88
805.0,20125.0,54.6,0.52,53.15
810.0,20250.0,55.3,1.8,53.43
815.0,20375.0,54.4,0.6,53.7
820.0,20500.0,53.2,1.42,53.97
825.0,20625.0,53.0,2.25,54.23
830.0,20750.0,54.7,2.73,54.51
835.0,20875.0,55.7,4.11,54.78
840.0,21000.0,55.0,3.95,55.06
845.0,21125.0,55.6,2.5,55.34
850.0,21250.0,55.2,2.2,55.61
855.0,21375.0,55.1,2.85,55.89
860.0,21500.0,54.6,2.96,56.16
865.0,21625.0,54.7,3.25,56.44
870.0,21750.0,56.1,1.78,56.72
875.0,21875.0,55.5,-0.83,56.99
880.0,22000.0,55.1,2.26,57.27
885.0,22125.0,54.8,4.1,57.54
890.0,22250.0,55.1,2.71,57.82
895.0,22375.0,53.9,3.69,58.09
900.0,22500.0,55.7,1.58,58.37
905.0,22625.0,56.6,3.41,58.65
910.0,22750.0,57.9,5.01,58.94
915.0,22875.0,59.0,0.94,59.23
920.0,23000.0,58.8,3.4,59.53
925.0,23125.0,59.0,1.47,59.82
930.0,23250.0,60.1,0.07,60.12
935.0,23375.0,59.9,2.86,60.42
940.0,23500.0,61.1,0.55,60.73
945.0,23625.0,62.6,2.31,61.04
950.0,23750.0,61.3,4.04,61.35
955.0,23875.0,62.6,2.99,61.66
960.0,24000.0,62.8,5.01,61.97
965.0,24125.0,65.0,4.78,62.3
970.0,24250.0,64.2,3.05,62.62
975.0,24375.0,64.2,3.72,62.94
980.0,24500.0,64.6,1.34,63.26
985.0,24625.0,64.4,-0.14,63.59
990.0,24750.0,65.9,1.18,63.92
995.0,24875.0,64.4,4.11,64.24
1000.0,25000.0,65.5,4.88,64.57
1005.0,25125.0,66.3,3.68,64.9
1010.0,25250.0,66.5,2.85,65.23
1015.0,25375.0,65.8,0.85,65.56
1020.0,25500.0,66.7,2.89,65.89
1025.0,25625.0,69.1,3.06,66.24
1030.0,25750.0,67.3,3.46,66.57
1035.0,25875.0,68.5,3.02,66.92
1040.0,26000.0,67.1,1.44,67.25
1045.0,26125.0,68.2,1.89,67.59
1050.0,26250.0,67.9,2.81,67.93
1055.0,26375.0,69.5,4.74,68.28
1060.0,26500.0,68.7,4.91,68.62
1065.0,26625.0,68.5,4.4,68.97
1070.0,26750.0,67.3,2.53,69.3
1075.0,26875.0,68.4,2.88,69.65
1080.0,27000.0,69.8,1.32,69.99
1085.0,27125.0,68.9,3.11,70.34
1090.0,27250.0,69.9,3.71,70.69
1095.0,27375.0,70.2,3.68,71.04
1100.0,27500.0,70.6,2.92,71.39
1105.0,27625.0,68.1,2.09,71.73
1110.0,27750.0,67.3,2.28,72.07
1115.0,27875.0,68.7,0.35,72.41
1120.0,28000.0,68.0,2.82,72.75
1125.0,28125.0,66.9,1.16,73.09
1130.0,28250.0,67.5,4.13,73.43
1135.0,28375.0,67.5,4.15,73.76
1140.0,28500.0,68.7,3.02,74.11
1145.0,28625.0,68.8,4.75,74.45
1150.0,28750.0,68.6,2.31,74.79
1155.0,28875.0,68.2,3.37,75.13
1160.0,29000.0,67.3,2.56,75.47
1165.0,29125.0,68.6,2.62,75.81
1170.0,29250.0,67.9,4.57,76.15
1175.0,29375.0,68.9,2.12,76.5
1180.0,29500.0,66.6,1.91,76.83
1185.0,29625.0,68.0,-0.07,77.17
1190.0,29750.0,68.1,2.28,77.51
1195.0,29875.0,67.5,4.29,77.85
1200.0,30000.0,67.2,3.92,78.19
1205.0,30125.0,67.7,5.87,78.52
1210.0,30250.0,67.6,3.2,78.86
1215.0,30375.0,67.0,2.33,79.2
1220.0,30500.0,66.3,2.81,79.53
1225.0,30625.0,66.1,1.75,79.86
1230.0,30750.0,65.0,2.19,80.18
1235.0,30875.0,66.7,3.6,80.52
1240.0,31000.0,66.5,3.13,80.85
1245.0,31125.0,67.9,4.7,81.19
1250.0,31250.0,66.6,2.89,81.52
1255.0,31375.0,67.7,1.35,81.86
1260.0,31500.0,67.2,2.13,82.2
1265.0,31625.0,67.5,3.09,82.53
1270.0,31750.0,67.1,4.38,82.87
1275.0,31875.0,67.9,2.15,83.21
1280.0,32000.0,67.6,2.99,83.55
1285.0,32125.0,67.9,1.8,83.89
1290.0,32250.0,68.2,3.77,84.23
1295.0,32375.0,68.5,3.02,84.57
1300.0,32500.0,67.1,3.12,84.91
1305.0,32625.0,66.4,3.82,85.24
1310.0,32750.0,68.2,0.28,85.58
1315.0,32875.0,67.8,1.74,85.92
1320.0,33000.0,67.7,0.33,86.26
1325.0,33125.0,68.2,3.77,86.6
1330.0,33250.0,67.7,5.06,86.94
1335.0,33375.0,68.2,5.35,87.28
1340.0,33500.0,66.9,4.85,87.61
1345.0,33625.0,65.8,1.46,87.94
1350.0,33750.0,66.4,2.06,88.27
1355.0,33875.0,66.8,2.28,88.61
1360.0,34000.0,67.6,2.99,88.94
1365.0,34125.0,66.0,3.65,89.27
1370.0,34250.0,65.5,0.93,89.6
1375.0,34375.0,65.8,0.97,89.93
1380.0,34500.0,66.4,4.23,90.26
1385.0,34625.0,66.2,3.92,90.59
1390.0,34750.0,65.3,4.96,90.92
1395.0,34875.0,66.5,3.26,91.25
1400.0,35000.0,66.2,1.61,91.58
1405.0,35125.0,64.6,4.07,91.91
1410.0,35250.0,63.9,3.89,92.23
1415.0,35375.0,64.9,3.69,92.55
1420.0,35500.0,63.9,1.5,92.87
1425.0,35625.0,64.6,1.74,93.19
1430.0,35750.0,61.8,2.32,93.5
1435.0,35875.0,62.8,1.87,93.82
1440.0,36000.0,61.6,2.26,94.12
1445.0,36125.0,62.0,0.59,94.43
1450.0,36250.0,63.2,3.78,94.75
1455.0,36375.0,62.4,4.04,95.06
1460.0,36500.0,61.3,3.52,95.37
1465.0,36625.0,61.5,3.6,95.68
1470.0,36750.0,61.4,1.11,95.98
1475.0,36875.0,60.9,1.01,96.29
1480.0,37000.0,61.2,0.44,96.59
1485.0,37125.0,61.7,3.23,96.9
1490.0,37250.0,60.3,3.64,97.2
1495.0,37375.0,61.2,3.68,97.51
1500.0,37500.0,60.8,4.01,97.81
1505.0,37625.0,60.9,2.72,98.12
1510.0,37750.0,60.5,4.56,98.42
1515.0,37875.0,61.9,3.77,98.73
1520.0,38000.0,59.5,1.57,99.03
1525.0,38125.0,60.2,2.1,99.33
1530.0,38250.0,61.1,1.46,99.63
1535.0,38375.0,61.1,3.46,99.94
1540.0,38500.0,60.4,3.65,100.24
1545.0,38625.0,59.2,4.25,100.54
1550.0,38750.0,59.5,1.07,100.84
1555.0,38875.0,60.9,1.2,101.14
1560.0,39000.0,60.0,2.24,101.44
1565.0,39125.0,60.2,1.52,101.74
1570.0,39250.0,59.1,5.47,102.04
1575.0,39375.0,58.0,3.36,102.33
1580.0,39500.0,60.1,2.86,102.63
1585.0,39625.0,60.0,2.45,102.93
1590.0,39750.0,56.9,2.09,103.21
1595.0,39875.0,60.4,2.21,103.51
1600.0,40000.0,60.1,3.96,103.81
1605.0,40125.0,59.5,1.38,104.11
1610.0,40250.0,59.6,2.47,104.41
1615.0,40375.0,59.6,3.98,104.71
1620.0,40500.0,59.1,1.36,105.0
1625.0,40625.0,60.2,2.52,105.3
1630.0,40750.0,60.7,2.61,105.61
1635.0,40875.0,60.6,2.58,105.91
1640.0,41000.0,61.1,4.31,106.21
1645.0,41125.0,60.3,2.37,106.52
1650.0,41250.0,61.1,1.45,106.82
1655.0,41375.0,59.5,3.22,107.12
1660.0,41500.0,61.0,3.57,107.42
1665.0,41625.0,60.7,3.62,107.73
1670.0,41750.0,61.0,1.39,108.03
1675.0,41875.0,60.9,2.05,108.34
1680.0,42000.0,61.3,0.85,108.64
1685.0,42125.0,59.9,2.25,108.94
1690.0,42250.0,61.2,3.43,109.25
1695.0,42375.0,61.7,2.63,109.56
1700.0,42500.0,60.3,3.08,109.86
1705.0,42625.0,60.3,3.64,110.16
1710.0,42750.0,60.5,2.62,110.46
1715.0,42875.0,61.9,2.18,110.77
1720.0,43000.0,62.8,1.92,111.09
1725.0,43125.0,62.8,0.5,111.4
1730.0,43250.0,60.6,4.34,111.7
1735.0,43375.0,59.6,3.87,112.0
1740.0,43500.0,61.3,3.7,112.31
1745.0,43625.0,60.4,2.53,112.61
1750.0,43750.0,60.5,0.9,112.91
1755.0,43875.0,60.0,3.44,113.21
1760.0,44000.0,60.7,3.04,113.52
1765.0,44125.0,60.6,2.34,113.82
1770.0,44250.0,60.2,3.59,114.12
1775.0,44375.0,59.7,1.6,114.42
1780.0,44500.0,59.9,2.12,114.72
1785.0,44625.0,60.3,3.05,115.02
1790.0,44750.0,59.9,1.37,115.32
1795.0,44875.0,59.3,2.53,115.62
1800.0,45000.0,59.5,3.28,115.91
1805.0,45125.0,60.0,3.01,116.21
1810.0,45250.0,60.8,2.04,116.52
1815.0,45375.0,60.2,2.46,116.82
1820.0,45500.0,60.3,2.74,117.12
1825.0,45625.0,60.1,4.73,117.42
1830.0,45750.0,60.6,4.3,117.72
1835.0,45875.0,59.7,0.77,118.02
1840.0,46000.0,59.9,0.9,118.32
1845.0,46125.0,60.5,3.19,118.62
1850.0,46250.0,60.4,3.92,118.93
1855.0,46375.0,60.0,2.4,119.23
1860.0,46500.0,59.6,1.75,119.52
1865.0,46625.0,60.6,1.5,119.83
1870.0,46750.0,59.3,1.7,120.12
1875.0,46875.0,59.4,1.13,120.42
1880.0,47000.0,61.3,0.08,120.73
1885.0,47125.0,60.7,2.44,121.03
1890.0,47250.0,59.3,4.07,121.33
1895.0,47375.0,60.1,4.14,121.63
1900.0,47500.0,59.6,2.02,121.92
1905.0,47625.0,60.3,0.09,122.23
1910.0,47750.0,60.5,2.65,122.53
1915.0,47875.0,61.0,2.75,122.83
1920.0,48000.0,60.0,5.64,123.13
1925.0,48125.0,60.8,6.42,123.44
1930.0,48250.0,60.9,4.34,123.74
1935.0,48375.0,60.7,5.29,124.05
1940.0,48500.0,62.6,3.28,124.36
1945.0,48625.0,62.7,0.21,124.67
1950.0,48750.0,61.4,-1.02,124.98
1955.0,48875.0,61.0,0.07,125.28
1960.0,49000.0,59.5,0.07,125.58
1965.0,49125.0,61.3,0.63,125.89
1970.0,49250.0,61.1,0.56,126.19
1975.0,49375.0,60.1,-0.45,126.49
1980.0,49500.0,60.4,1.72,126.8
1985.0,49625.0,61.2,4.58,127.1
1990.0,49750.0,60.8,6.87,127.41
1995.0,49875.0,60.3,5.93,127.71
2000.0,50000.0,60.5,2.98,128.01
2005.0,50125.0,60.8,-2.4,128.31
2010.0,50250.0,60.5,-2.19,128.62
2015.0,50375.0,59.2,1.12,128.91
2020.0,50500.0,59.1,-0.34,129.21
2025.0,50625.0,59.5,0.94,129.5
2030.0,50750.0,60.4,2.91,129.81
2035.0,50875.0,60.0,7.22,130.11
2040.0,51000.0,58.2,7.48,130.4
2045.0,51125.0,58.5,4.68,130.69
2050.0,51250.0,58.4,2.36,130.98
2055.0,51375.0,58.4,-0.67,131.27
2060.0,51500.0,58.4,-1.05,131.57
2065.0,51625.0,58.3,0.54,131.86
2070.0,51750.0,57.9,3.41,132.15
2075.0,51875.0,58.1,8.76,132.44
2080.0,52000.0,57.0,7.37,132.72
2085.0,52125.0,58.5,1.52,133.02
2090.0,52250.0,57.6,-1.86,133.3
2095.0,52375.0,59.1,-3.13,133.6
2100.0,52500.0,57.2,-1.59,133.88
2105.0,52625.0,58.2,2.19,134.18
2110.0,52750.0,58.1,4.03,134.47
2115.0,52875.0,58.0,4.51,134.76
2120.0,53000.0,57.5,3.18,135.04
2125.0,53125.0,58.5,2.33,135.34
2130.0,53250.0,57.1,-1.06,135.62
2135.0,53375.0,57.7,1.72,135.91
2140.0,53500.0,57.7,4.07,136.2
