Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
515.0,56.7,2.06,33.25
520.0,58.4,1.42,33.54
525.0,56.7,0.96,33.82
530.0,57.0,2.9,34.11
535.0,55.4,2.63,34.38
540.0,54.0,2.07,34.65
545.0,54.0,3.52,34.92
550.0,52.9,2.99,35.19
555.0,53.4,2.72,35.46
560.0,52.9,2.85,35.72
565.0,52.0,0.41,35.98
570.0,51.6,3.14,36.24
575.0,51.6,2.76,36.5
580.0,52.6,2.19,36.76
585.0,52.1,2.34,37.02
590.0,51.4,2.21,37.28
595.0,52.4,2.74,37.54
600.0,52.2,2.07,37.8
605.0,54.7,3.5,38.07
610.0,56.1,1.88,38.35
615.0,57.0,3.37,38.64
620.0,54.1,1.93,38.91
625.0,56.3,1.49,39.19
630.0,54.4,3.18,39.46
635.0,54.8,2.65,39.74
640.0,55.2,2.63,40.01
645.0,53.7,3.17,40.28
650.0,54.0,2.23,40.55
655.0,53.0,3.49,40.82
660.0,54.3,3.56,41.09
665.0,53.7,2.37,41.36
670.0,53.8,3.08,41.63
675.0,53.9,2.41,41.9
680.0,55.5,2.61,42.17
685.0,55.7,2.06,42.45
690.0,55.1,0.39,42.73
695.0,55.4,0.09,43.0
700.0,55.5,0.69,43.28
705.0,53.6,1.36,43.55
710.0,53.4,4.25,43.82
715.0,53.8,4.75,44.09
720.0,54.0,3.28,44.36
725.0,54.8,3.15,44.63
730.0,54.1,1.75,44.9
735.0,54.0,2.73,45.17
740.0,56.2,4.07,45.45
745.0,60.2,2.56,45.75
750.0,62.2,2.12,46.06
755.0,61.0,2.63,46.37
760.0,61.9,3.1,46.68
765.0,62.1,3.98,46.99
770.0,63.0,3.49,47.3
775.0,62.6,3.22,47.62
780.0,63.6,1.74,47.93
785.0,64.7,1.12,48.26
790.0,65.5,1.91,48.59
795.0,64.2,0.93,48.91
800.0,66.3,2.58,49.24
805.0,67.1,4.03,49.57
810.0,68.6,2.76,49.92
815.0,69.0,3.48,50.26
820.0,68.3,1.44,50.6
825.0,66.2,2.53,50.93
830.0,68.2,3.29,51.27
835.0,67.2,2.73,51.61
840.0,67.8,2.77,51.95
845.0,66.1,2.86,52.28
850.0,68.1,3.09,52.62
855.0,67.2,2.76,52.96
860.0,67.3,2.52,53.29
865.0,66.7,1.81,53.63
870.0,67.0,2.35,53.96
875.0,66.8,0.67,54.29
880.0,65.5,0.74,54.62
885.0,66.1,2.56,54.95
890.0,66.1,4.1,55.28
895.0,66.5,4.4,55.62
900.0,66.0,3.58,55.95
905.0,66.4,2.8,56.28
910.0,66.6,1.85,56.61
915.0,66.2,1.01,56.94
920.0,65.1,2.47,57.27
925.0,65.4,1.42,57.59
930.0,67.0,3.43,57.93
935.0,65.9,2.53,58.26
940.0,64.9,1.36,58.58
945.0,66.5,3.84,58.92
950.0,66.8,3.98,59.25
955.0,68.4,3.69,59.59
960.0,68.6,2.77,59.93
965.0,69.5,1.55,60.28
970.0,68.4,2.02,60.62
975.0,68.0,2.11,60.96
980.0,68.6,2.47,61.31
985.0,68.6,3.98,61.65
990.0,67.1,3.13,61.98
995.0,68.2,4.49,62.33
1000.0,68.4,1.49,62.67
1005.0,67.5,0.38,63.01
1010.0,66.7,1.6,63.34
1015.0,66.8,1.12,63.67
1020.0,65.5,3.05,64.0
1025.0,67.6,4.1,64.34
1030.0,68.8,3.65,64.68
1035.0,68.4,2.95,65.02
1040.0,68.1,2.71,65.36
1045.0,67.2,2.24,65.7
1050.0,66.5,2.48,66.03
1055.0,67.0,3.05,66.37
1060.0,66.6,1.93,66.7
1065.0,66.7,2.97,67.03
1070.0,67.1,2.16,67.37
1075.0,66.2,2.63,67.7
1080.0,66.8,2.39,68.03
1085.0,67.2,3.08,68.37
1090.0,66.2,4.7,68.7
1095.0,67.2,2.82,69.04
1100.0,64.9,3.5,69.36
1105.0,65.4,1.29,69.69
1110.0,65.8,0.66,70.02
1115.0,66.2,2.32,70.35
1120.0,65.8,3.31,70.68
1125.0,65.3,3.04,71.0
1130.0,65.6,4.03,71.33
1135.0,65.4,1.58,71.66
