Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
1140.0,65.3,1.09,71.99
1145.0,64.8,3.12,72.31
1150.0,65.5,1.48,72.64
1155.0,65.6,4.15,72.97
1160.0,65.0,3.3,73.29
1165.0,64.7,2.19,73.61
1170.0,64.9,2.05,73.94
1175.0,63.1,1.26,74.25
1180.0,63.8,2.67,74.57
1185.0,63.2,1.45,74.89
1190.0,63.4,1.83,75.21
1195.0,62.8,2.8,75.52
1200.0,62.7,3.45,75.83
1205.0,64.1,4.62,76.15
1210.0,64.6,3.64,76.48
1215.0,62.4,1.65,76.79
1220.0,62.9,0.66,77.1
1225.0,64.4,0.39,77.42
1230.0,63.4,1.55,77.74
1235.0,62.9,3.31,78.06
1240.0,62.5,3.95,78.37
1245.0,63.3,2.59,78.69
1250.0,62.7,2.89,79.0
1255.0,62.8,3.2,79.31
1260.0,62.9,3.27,79.63
1265.0,61.8,2.6,79.94
1270.0,61.9,2.48,80.25
1275.0,61.9,1.57,80.56
1280.0,60.8,1.09,80.86
1285.0,61.5,2.61,81.17
1290.0,60.5,1.34,81.47
1295.0,61.8,3.52,81.78
1300.0,60.8,2.04,82.08
1305.0,61.0,0.96,82.39
1310.0,62.4,3.6,82.7
1315.0,62.2,3.35,83.01
1320.0,59.2,4.7,83.31
1325.0,60.8,3.1,83.61
1330.0,60.8,1.09,83.91
1335.0,60.8,0.44,84.22
1340.0,59.4,1.24,84.52
1345.0,59.2,2.05,84.81
1350.0,60.1,2.7,85.11
1355.0,60.2,3.49,85.41
1360.0,59.8,2.58,85.71
1365.0,59.5,4.02,86.01
1370.0,59.0,3.08,86.3
1375.0,58.4,1.46,86.6
1380.0,57.9,1.31,86.89
1385.0,57.6,0.01,87.17
1390.0,57.3,2.47,87.46
1395.0,57.3,2.52,87.75
1400.0,55.9,3.11,88.03
1405.0,56.6,4.19,88.31
1410.0,57.5,1.35,88.6
1415.0,57.6,3.42,88.88
1420.0,58.1,2.78,89.17
1425.0,56.9,3.66,89.46
1430.0,56.7,4.43,89.74
1435.0,56.2,1.17,90.02
1440.0,56.4,0.21,90.31
1445.0,56.0,0.95,90.59
1450.0,54.6,2.25,90.86
1455.0,56.3,3.98,91.14
1460.0,56.0,2.54,91.42
1465.0,55.7,0.32,91.7
1470.0,55.2,0.8,91.97
1475.0,55.9,1.19,92.25
1480.0,54.7,3.41,92.53
1485.0,53.8,2.3,92.8
1490.0,55.4,1.62,93.07
1495.0,54.5,2.03,93.35
1500.0,53.7,2.84,93.61
1505.0,54.6,2.75,93.89
1510.0,54.6,1.06,94.16
1515.0,54.6,1.26,94.43
1520.0,54.1,2.13,94.7
1525.0,53.6,2.89,94.97
1530.0,52.7,3.67,95.24
1535.0,53.9,2.67,95.5
1540.0,52.7,2.06,95.77
1545.0,54.1,1.93,96.04
1550.0,53.3,0.05,96.31
1555.0,53.6,0.47,96.57
1560.0,53.2,1.5,96.84
1565.0,54.2,2.71,97.11
1570.0,55.3,3.36,97.39
1575.0,54.2,3.56,97.66
1580.0,53.9,2.65,97.93
1585.0,52.9,3.17,98.19
1590.0,53.1,3.28,98.46
1595.0,52.7,1.79,98.72
1600.0,53.8,1.91,98.99
1605.0,52.6,1.15,99.25
1610.0,53.1,2.43,99.52
1615.0,53.4,3.54,99.79
1620.0,52.6,2.98,100.05
1625.0,52.2,1.77,100.31
1630.0,52.6,1.34,100.57
1635.0,51.9,0.84,100.83
1640.0,51.5,2.53,101.09
1645.0,51.3,2.51,101.35
1650.0,52.4,2.94,101.61
1655.0,51.1,1.92,101.86
1660.0,52.4,1.64,102.13
1665.0,52.7,2.71,102.39
1670.0,52.7,2.02,102.65
1675.0,52.2,2.18,102.91
1680.0,50.7,1.51,103.17
1685.0,50.0,1.83,103.42
1690.0,51.0,1.72,103.67
1695.0,50.4,3.42,103.92
1700.0,50.3,2.79,104.17
1705.0,50.5,1.36,104.43
1710.0,51.4,0.9,104.68
1715.0,51.7,1.32,104.94
1720.0,50.6,1.67,105.2
1725.0,51.5,3.25,105.45
1730.0,51.9,1.77,105.71
1735.0,51.6,2.26,105.97
1740.0,50.6,2.38,106.22
1745.0,50.6,1.59,106.48
1750.0,50.9,1.44,106.73
1755.0,49.7,2.79,106.98
1760.0,51.0,3.0,107.23
1765.0,50.5,2.06,107.49
1770.0,49.5,3.18,107.73
1775.0,50.2,0.98,107.99
1780.0,50.2,3.45,108.24
1785.0,49.8,2.11,108.49
1790.0,50.5,2.07,108.74
1795.0,49.6,2.56,108.99
1800.0,51.2,2.07,109.24
1805.0,50.1,1.75,109.49
1810.0,49.9,1.72,109.74
1815.0,50.5,3.13,109.99
1820.0,51.7,3.06,110.25
1825.0,51.0,1.83,110.51
1830.0,52.2,1.55,110.77
1835.0,50.6,0.2,111.02
1840.0,50.0,0.83,111.27
1845.0,50.5,1.8,111.52
1850.0,51.2,0.5,111.78
1855.0,49.3,2.83,112.03
1860.0,50.6,3.56,112.28
1865.0,49.4,4.68,112.53
1870.0,49.5,3.74,112.77
1875.0,50.0,1.88,113.02
1880.0,49.8,-0.2,113.27
1885.0,49.4,-0.09,113.52
1890.0,48.9,2.3,113.77
1895.0,49.2,2.98,114.01
1900.0,50.2,3.64,114.26
1905.0,50.4,1.23,114.51
1910.0,49.0,0.97,114.76
1915.0,49.1,2.08,115.0
1920.0,51.5,2.5,115.26
1925.0,51.7,3.45,115.52
1930.0,51.4,2.73,115.78
1935.0,50.2,1.92,116.03
1940.0,50.0,0.35,116.28
1945.0,49.6,1.6,116.53
1950.0,49.6,1.53,116.77
1955.0,50.3,2.6,117.03
1960.0,49.9,2.46,117.28
1965.0,50.3,0.25,117.53
1970.0,47.9,0.89,117.77
1975.0,49.5,2.26,118.01
1980.0,49.2,1.82,118.26
1985.0,48.6,2.06,118.5
1990.0,48.6,3.33,118.75
1995.0,48.1,2.92,118.99
2000.0,46.8,3.97,119.22
2005.0,47.1,1.95,119.46
2010.0,48.3,0.07,119.7
2015.0,47.0,1.17,119.93
2020.0,48.3,3.28,120.18
2025.0,47.2,4.62,120.41
2030.0,47.7,1.9,120.65
2035.0,47.7,0.62,120.89
2040.0,47.3,0.73,121.13
2045.0,47.2,2.62,121.36
2050.0,47.0,5.17,121.6
2055.0,47.1,3.89,121.83
2060.0,46.9,1.71,122.07
2065.0,47.0,0.35,122.3
2070.0,48.2,-0.35,122.54
2075.0,47.1,1.24,122.78
2080.0,46.9,2.28,123.01
2085.0,46.4,2.23,123.25
2090.0,46.8,2.05,123.48
2095.0,47.5,0.32,123.72
2100.0,45.8,2.57,123.95
2105.0,45.8,2.26,124.17
2110.0,45.5,-5.22,124.4
2115.0,46.6,9.59,124.63
2120.0,47.2,0.69,124.87
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
