Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.25,
5.0,250.0,,-11.6,
10.0,500.0,,-3.57,
15.0,750.0,,-2.36,
20.0,1000.0,,1.44,
25.0,1250.0,,1.74,
30.0,1500.0,,2.02,
35.0,1750.0,,1.22,
40.0,2000.0,,-0.84,
45.0,2250.0,,-0.33,
50.0,2500.0,,1.87,
55.0,2750.0,,2.41,
60.0,3000.0,,2.8,
65.0,3250.0,0.7,3.17,0.0
70.2,3510.0,1.3,5.68,0.01
75.0,3750.0,45.2,10.42,0.24
80.0,4000.0,124.0,10.49,0.86
85.0,4250.0,151.5,9.33,1.61
90.0,4500.0,157.4,7.14,2.4
95.0,4750.0,165.1,9.34,3.23
100.0,5000.0,163.3,11.46,4.04
105.0,5250.0,161.9,9.9,4.85
110.0,5500.0,157.9,8.69,5.64
115.0,5750.0,153.6,8.0,6.41
120.0,6000.0,150.7,8.7,7.16
125.0,6250.0,146.9,8.58,7.9
130.0,6500.0,143.8,8.36,8.62
135.0,6750.0,140.4,6.44,9.32
140.0,7000.0,133.2,7.43,9.98
145.0,7250.0,130.7,8.45,10.64
150.0,7500.0,126.1,6.94,11.27
155.0,7750.0,123.9,7.51,11.89
160.0,8000.0,118.2,6.59,12.48
165.0,8250.0,114.3,6.72,13.05
170.0,8500.0,113.1,6.17,13.62
175.0,8750.0,108.0,4.87,14.16
180.0,9000.0,105.2,4.67,14.68
185.0,9250.0,99.8,4.91,15.18
190.0,9500.0,96.9,4.46,15.67
195.0,9750.0,96.2,3.63,16.15
200.0,10000.0,92.5,5.29,16.61
205.0,10250.0,88.8,6.95,17.05
210.0,10500.0,87.9,8.87,17.49
215.0,10750.0,91.6,7.36,17.95
220.0,11000.0,109.6,4.35,18.5
225.0,11250.0,116.7,4.58,19.08
230.0,11500.0,109.2,5.66,19.63
235.0,11750.0,107.1,7.31,20.16
240.0,12000.0,106.1,8.06,20.69
245.0,12250.0,109.8,6.58,21.24
250.0,12500.0,108.2,4.08,21.78
255.0,12750.0,104.0,3.54,22.3
260.0,13000.0,101.9,3.04,22.81
265.0,13250.0,99.2,5.06,23.31
270.0,13500.0,98.5,6.95,23.8
275.0,13750.0,94.1,6.29,24.27
280.0,14000.0,90.5,6.89,24.73
285.0,14250.0,93.1,5.14,25.19
290.0,14500.0,92.7,3.97,25.65
295.0,14750.0,91.7,4.72,26.11
300.0,15000.0,89.4,4.07,26.56
305.0,15250.0,87.7,4.2,27.0
310.0,15500.0,85.1,4.76,27.42
