Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
410.0,41000.0,2.3,-3.22,67.3
415.0,41500.0,2.5,-4.07,67.31
420.0,42000.0,2.3,-3.03,67.32
425.0,42500.0,2.2,-1.86,67.33
430.0,43000.0,0.8,-0.78,67.34
435.0,43500.0,2.3,-1.57,67.35
440.0,44000.0,0.6,-2.6,67.35
445.0,44500.0,0.0,-2.11,67.35
450.0,45000.0,0.0,-1.5,67.35
455.0,45500.0,0.4,-0.91,67.35
460.0,46000.0,0.0,-2.11,67.35
465.0,46500.0,0.4,-3.6,67.35
470.0,47000.0,0.0,-3.97,67.35
475.0,47500.0,0.1,-3.82,67.35
480.0,48000.0,0.4,-4.2,67.36
485.0,48500.0,0.0,-2.29,67.36
490.0,49000.0,0.4,-2.01,67.36
495.0,49500.0,0.6,-1.93,67.36
500.0,50000.0,0.8,-1.72,67.37
505.0,50500.0,0.0,-2.46,67.37
510.0,51000.0,0.7,-1.67,67.37
515.0,51500.0,0.2,-0.85,67.37
520.0,52000.0,0.0,0.07,67.37
525.0,52500.0,1.5,-0.51,67.38
530.0,53000.0,1.3,-1.19,67.38
535.0,53500.0,1.6,-0.98,67.39
540.0,54000.0,2.3,-1.22,67.4
545.0,54500.0,5.2,0.02,67.43
550.0,55000.0,2.2,-0.87,67.44
555.0,55500.0,0.4,-2.51,67.44
560.0,56000.0,0.0,-1.69,67.44
565.0,56500.0,0.0,-0.98,67.44
570.0,57000.0,0.0,-0.55,67.44
575.0,57500.0,0.4,-4.87,67.44
580.0,58000.0,0.3,-3.51,67.45
585.0,58500.0,0.0,-0.08,67.45
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
