Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-0.74,
5.0,250.0,,-16.63,
10.0,500.0,,-1.92,
15.0,750.0,,-0.61,
20.0,1000.0,,1.05,
25.0,1250.0,,0.36,
30.0,1500.0,,0.03,
35.0,1750.0,,2.29,
40.0,2000.0,,2.55,
45.0,2250.0,,0.66,
50.0,2500.0,,2.49,
55.0,2750.0,5.2,6.95,0.03
60.0,3000.0,41.4,10.63,0.23
65.0,3250.0,138.3,12.58,0.92
70.0,3500.0,189.6,11.68,1.87
75.0,3750.0,204.9,9.82,2.9
80.0,4000.0,215.9,10.67,3.98
85.0,4250.0,216.7,11.51,5.06
90.0,4500.0,210.2,11.72,6.11
95.0,4750.0,202.8,11.96,7.12
100.0,5000.0,196.0,10.28,8.1
105.0,5250.0,191.7,10.65,9.06
110.0,5500.0,186.2,11.38,9.99
115.0,5750.0,181.0,10.28,10.9
120.0,6000.0,176.0,10.37,11.78
125.0,6250.0,168.9,8.37,12.62
130.0,6500.0,169.1,7.89,13.47
135.0,6750.0,159.9,8.43,14.27
140.0,7000.0,159.2,7.4,15.06
145.0,7250.0,155.7,7.69,15.84
150.0,7500.0,152.2,6.04,16.6
155.0,7750.0,145.1,4.58,17.33
160.0,8000.0,138.0,6.0,18.02
165.0,8250.0,131.4,7.62,18.68
170.0,8500.0,126.2,8.31,19.31
175.0,8750.0,124.2,7.6,19.93
180.0,9000.0,120.8,5.63,20.53
185.0,9250.0,115.1,5.21,21.11
190.0,9500.0,113.4,5.74,21.67
195.0,9750.0,110.1,4.88,22.23
200.0,10000.0,109.9,5.57,22.77
205.0,10250.0,107.9,4.08,23.31
210.0,10500.0,109.0,2.8,23.86
215.0,10750.0,109.3,4.95,24.41
220.0,11000.0,110.8,5.52,24.96
225.0,11250.0,112.4,6.48,25.52
230.0,11500.0,114.9,6.1,26.1
235.0,11750.0,117.7,5.52,26.69
240.0,12000.0,110.4,6.31,27.24
245.0,12250.0,103.9,5.67,27.76
250.0,12500.0,102.4,3.27,28.27
255.0,12750.0,102.2,2.14,28.78
260.0,13000.0,100.2,2.0,29.28
265.0,13250.0,95.5,4.18,29.76
270.0,13500.0,95.5,5.82,30.24
275.0,13750.0,93.5,4.93,30.7
