Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.26,
5.0,250.0,,3.24,
10.0,500.0,,1.08,
15.0,750.0,,2.28,
20.0,1000.0,0.9,6.46,0.0
25.0,1250.0,9.1,12.36,0.05
30.0,1500.0,94.2,18.99,0.52
35.0,1750.0,153.7,22.71,1.29
40.0,2000.0,182.3,24.01,2.2
45.0,2250.0,197.3,25.04,3.19
50.0,2500.0,205.7,25.48,4.22
55.0,2750.0,203.3,26.68,5.23
60.0,3000.0,216.1,27.6,6.31
65.0,3250.0,220.6,27.58,7.42
70.0,3500.0,224.7,27.56,8.54
75.0,3750.0,233.5,27.94,9.71
80.0,4000.0,241.6,28.01,10.91
85.0,4250.0,238.3,27.62,12.11
90.0,4500.0,235.7,26.74,13.28
95.0,4750.0,222.5,26.76,14.4
100.0,5000.0,216.0,28.21,15.48
105.0,5250.0,234.3,28.02,16.65
110.0,5500.0,243.9,27.77,17.87
115.0,5750.0,242.1,28.41,19.08
120.0,6000.0,235.8,28.94,20.26
125.0,6250.0,242.4,29.71,21.47
130.0,6500.0,234.5,29.2,22.64
135.0,6750.0,238.3,29.3,23.83
140.0,7000.0,234.0,28.64,25.0
145.0,7250.0,238.5,26.31,26.19
150.0,7500.0,214.6,23.41,27.27
155.0,7750.0,188.0,22.3,28.21
160.0,8000.0,170.7,23.01,29.06
165.0,8250.0,185.0,24.3,29.99
170.0,8500.0,198.7,24.86,30.98
175.0,8750.0,212.4,25.74,32.04
180.0,9000.0,223.1,26.25,33.16
185.0,9250.0,230.8,25.56,34.31
190.0,9500.0,229.1,24.61,35.46
195.0,9750.0,205.1,24.1,36.48
200.0,10000.0,197.9,25.2,37.47
205.0,10250.0,199.6,25.53,38.47
210.0,10500.0,201.2,24.79,39.48
215.0,10750.0,215.9,23.68,40.55
220.0,11000.0,213.9,24.16,41.62
225.0,11250.0,206.5,25.47,42.66
230.0,11500.0,211.0,26.76,43.71
235.0,11750.0,209.6,27.07,44.76
240.0,12000.0,203.0,26.71,45.77
245.0,12250.0,201.2,26.72,46.78
250.0,12500.0,203.5,27.31,47.8
255.0,12750.0,203.2,27.59,48.81
260.0,13000.0,208.3,27.43,49.86
265.0,13250.0,218.0,27.18,50.95
270.0,13500.0,240.6,26.6,52.15
275.0,13750.0,240.2,26.84,53.35
280.0,14000.0,235.2,25.59,54.53
285.0,14250.0,225.1,22.52,55.65
290.0,14500.0,219.9,19.48,56.75
295.0,14750.0,216.2,16.34,57.83
300.0,15000.0,232.3,14.69,58.99
305.0,15250.0,257.5,13.23,60.28
310.0,15500.0,258.1,11.58,61.57
315.0,15750.0,252.5,10.84,62.83
320.0,16000.0,211.4,6.46,63.89
325.0,16250.0,166.8,1.8,64.73
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
