Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
540.0,66.8,2.86,37.87
545.0,66.0,1.62,38.2
550.0,64.1,0.49,38.52
555.0,62.0,2.24,38.83
560.0,60.1,4.72,39.14
565.0,60.8,6.11,39.44
570.0,58.7,4.35,39.73
575.0,60.3,3.37,40.03
580.0,58.3,2.13,40.33
585.0,58.3,1.95,40.62
590.0,57.1,1.98,40.9
595.0,58.9,3.24,41.2
600.0,58.2,2.25,41.49
605.0,58.3,2.67,41.78
610.0,57.9,3.44,42.07
615.0,58.9,2.57,42.36
620.0,57.9,3.71,42.65
625.0,57.0,3.35,42.94
630.0,56.6,2.45,43.22
635.0,56.6,2.82,43.5
640.0,57.5,1.5,43.79
645.0,57.4,1.9,44.08
650.0,57.5,2.26,44.37
655.0,57.2,2.46,44.65
660.0,57.9,3.3,44.94
665.0,57.2,1.58,45.23
670.0,57.4,0.55,45.51
675.0,57.5,1.71,45.8
680.0,56.8,2.01,46.09
685.0,57.4,3.71,46.37
690.0,56.5,4.14,46.66
695.0,57.2,1.97,46.94
700.0,57.4,2.92,47.23
705.0,57.5,1.86,47.52
710.0,58.1,1.22,47.81
715.0,58.2,1.42,48.1
720.0,57.7,2.87,48.39
725.0,57.1,3.68,48.67
730.0,57.4,4.1,48.96
735.0,58.1,3.34,49.25
740.0,58.3,1.73,49.54
745.0,57.1,2.22,49.83
750.0,56.3,2.32,50.11
755.0,55.6,3.24,50.38
760.0,55.9,1.64,50.66
765.0,55.0,1.5,50.94
770.0,55.4,-0.21,51.22
775.0,55.7,1.39,51.49
780.0,55.4,2.2,51.77
785.0,55.7,3.52,52.05
790.0,55.1,5.53,52.33
795.0,55.6,4.69,52.6
800.0,55.2,3.0,52.88
805.0,54.6,0.52,53.15
810.0,55.3,1.8,53.43
815.0,54.4,0.6,53.7
820.0,53.2,1.42,53.97
825.0,53.0,2.25,54.23
830.0,54.7,2.73,54.51
835.0,55.7,4.11,54.78
840.0,55.0,3.95,55.06
845.0,55.6,2.5,55.34
850.0,55.2,2.2,55.61
855.0,55.1,2.85,55.89
860.0,54.6,2.96,56.16
865.0,54.7,3.25,56.44
870.0,56.1,1.78,56.72
875.0,55.5,-0.83,56.99
880.0,55.1,2.26,57.27
885.0,54.8,4.1,57.54
890.0,55.1,2.71,57.82
895.0,53.9,3.69,58.09
900.0,55.7,1.58,58.37
905.0,56.6,3.41,58.65
910.0,57.9,5.01,58.94
915.0,59.0,0.94,59.23
920.0,58.8,3.4,59.53
925.0,59.0,1.47,59.82
930.0,60.1,0.07,60.12
935.0,59.9,2.86,60.42
940.0,61.1,0.55,60.73
945.0,62.6,2.31,61.04
950.0,61.3,4.04,61.35
955.0,62.6,2.99,61.66
960.0,62.8,5.01,61.97
965.0,65.0,4.78,62.3
970.0,64.2,3.05,62.62
975.0,64.2,3.72,62.94
980.0,64.6,1.34,63.26
985.0,64.4,-0.14,63.59
990.0,65.9,1.18,63.92
995.0,64.4,4.11,64.24
1000.0,65.5,4.88,64.57
1005.0,66.3,3.68,64.9
1010.0,66.5,2.85,65.23
1015.0,65.8,0.85,65.56
1020.0,66.7,2.89,65.89
1025.0,69.1,3.06,66.24
1030.0,67.3,3.46,66.57
1035.0,68.5,3.02,66.92
1040.0,67.1,1.44,67.25
1045.0,68.2,1.89,67.59
1050.0,67.9,2.81,67.93
1055.0,69.5,4.74,68.28
1060.0,68.7,4.91,68.62
1065.0,68.5,4.4,68.97
1070.0,67.3,2.53,69.3
1075.0,68.4,2.88,69.65
1080.0,69.8,1.32,69.99
1085.0,68.9,3.11,70.34
1090.0,69.9,3.71,70.69
1095.0,70.2,3.68,71.04
1100.0,70.6,2.92,71.39
1105.0,68.1,2.09,71.73
1110.0,67.3,2.28,72.07
1115.0,68.7,0.35,72.41
1120.0,68.0,2.82,72.75
1125.0,66.9,1.16,73.09
1130.0,67.5,4.13,73.43
1135.0,67.5,4.15,73.76
1140.0,68.7,3.02,74.11
1145.0,68.8,4.75,74.45
1150.0,68.6,2.31,74.79
1155.0,68.2,3.37,75.13
1160.0,67.3,2.56,75.47
1165.0,68.6,2.62,75.81
1170.0,67.9,4.57,76.15
1175.0,68.9,2.12,76.5
1180.0,66.6,1.91,76.83
1185.0,68.0,-0.07,77.17
1190.0,68.1,2.28,77.51
1195.0,67.5,4.29,77.85
1200.0,67.2,3.92,78.19
1205.0,67.7,5.87,78.52
1210.0,67.6,3.2,78.86
1215.0,67.0,2.33,79.2
1220.0,66.3,2.81,79.53
1225.0,66.1,1.75,79.86
1230.0,65.0,2.19,80.18
1235.0,66.7,3.6,80.52
1240.0,66.5,3.13,80.85
1245.0,67.9,4.7,81.19
1250.0,66.6,2.89,81.52
1255.0,67.7,1.35,81.86
1260.0,67.2,2.13,82.2
1265.0,67.5,3.09,82.53
1270.0,67.1,4.38,82.87
1275.0,67.9,2.15,83.21
1280.0,67.6,2.99,83.55
1285.0,67.9,1.8,83.89
1290.0,68.2,3.77,84.23
1295.0,68.5,3.02,84.57
1300.0,67.1,3.12,84.91
1305.0,66.4,3.82,85.24
1310.0,68.2,0.28,85.58
1315.0,67.8,1.74,85.92
1320.0,67.7,0.33,86.26
1325.0,68.2,3.77,86.6
1330.0,67.7,5.06,86.94
1335.0,68.2,5.35,87.28
1340.0,66.9,4.85,87.61
1345.0,65.8,1.46,87.94
1350.0,66.4,2.06,88.27
1355.0,66.8,2.28,88.61
1360.0,67.6,2.99,88.94
1365.0,66.0,3.65,89.27
1370.0,65.5,0.93,89.6
1375.0,65.8,0.97,89.93
1380.0,66.4,4.23,90.26
1385.0,66.2,3.92,90.59
1390.0,65.3,4.96,90.92
1395.0,66.5,3.26,91.25
1400.0,66.2,1.61,91.58
1405.0,64.6,4.07,91.91
1410.0,63.9,3.89,92.23
1415.0,64.9,3.69,92.55
1420.0,63.9,1.5,92.87
1425.0,64.6,1.74,93.19
1430.0,61.8,2.32,93.5
1435.0,62.8,1.87,93.82
1440.0,61.6,2.26,94.12
1445.0,62.0,0.59,94.43
1450.0,63.2,3.78,94.75
1455.0,62.4,4.04,95.06
1460.0,61.3,3.52,95.37
1465.0,61.5,3.6,95.68
1470.0,61.4,1.11,95.98
1475.0,60.9,1.01,96.29
1480.0,61.2,0.44,96.59
1485.0,61.7,3.23,96.9
1490.0,60.3,3.64,97.2
1495.0,61.2,3.68,97.51
1500.0,60.8,4.01,97.81
1505.0,60.9,2.72,98.12
1510.0,60.5,4.56,98.42
1515.0,61.9,3.77,98.73
1520.0,59.5,1.57,99.03
1525.0,60.2,2.1,99.33
1530.0,61.1,1.46,99.63
1535.0,61.1,3.46,99.94
1540.0,60.4,3.65,100.24
1545.0,59.2,4.25,100.54
1550.0,59.5,1.07,100.84
1555.0,60.9,1.2,101.14
1560.0,60.0,2.24,101.44
1565.0,60.2,1.52,101.74
1570.0,59.1,5.47,102.04
1575.0,58.0,3.36,102.33
1580.0,60.1,2.86,102.63
1585.0,60.0,2.45,102.93
1590.0,56.9,2.09,103.21
1595.0,60.4,2.21,103.51
1600.0,60.1,3.96,103.81
1605.0,59.5,1.38,104.11
1610.0,59.6,2.47,104.41
1615.0,59.6,3.98,104.71
1620.0,59.1,1.36,105.0
1625.0,60.2,2.52,105.3
1630.0,60.7,2.61,105.61
1635.0,60.6,2.58,105.91
1640.0,61.1,4.31,106.21
1645.0,60.3,2.37,106.52
1650.0,61.1,1.45,106.82
1655.0,59.5,3.22,107.12
1660.0,61.0,3.57,107.42
1665.0,60.7,3.62,107.73
1670.0,61.0,1.39,108.03
1675.0,60.9,2.05,108.34
1680.0,61.3,0.85,108.64
1685.0,59.9,2.25,108.94
1690.0,61.2,3.43,109.25
1695.0,61.7,2.63,109.56
1700.0,60.3,3.08,109.86
1705.0,60.3,3.64,110.16
1710.0,60.5,2.62,110.46
1715.0,61.9,2.18,110.77
1720.0,62.8,1.92,111.09
1725.0,62.8,0.5,111.4
1730.0,60.6,4.34,111.7
1735.0,59.6,3.87,112.0
1740.0,61.3,3.7,112.31
1745.0,60.4,2.53,112.61
1750.0,60.5,0.9,112.91
1755.0,60.0,3.44,113.21
1760.0,60.7,3.04,113.52
1765.0,60.6,2.34,113.82
1770.0,60.2,3.59,114.12
1775.0,59.7,1.6,114.42
1780.0,59.9,2.12,114.72
1785.0,60.3,3.05,115.02
1790.0,59.9,1.37,115.32
1795.0,59.3,2.53,115.62
1800.0,59.5,3.28,115.91
1805.0,60.0,3.01,116.21
1810.0,60.8,2.04,116.52
1815.0,60.2,2.46,116.82
1820.0,60.3,2.74,117.12
1825.0,60.1,4.73,117.42
1830.0,60.6,4.3,117.72
1835.0,59.7,0.77,118.02
1840.0,59.9,0.9,118.32
1845.0,60.5,3.19,118.62
1850.0,60.4,3.92,118.93
1855.0,60.0,2.4,119.23
1860.0,59.6,1.75,119.52
1865.0,60.6,1.5,119.83
1870.0,59.3,1.7,120.12
1875.0,59.4,1.13,120.42
1880.0,61.3,0.08,120.73
1885.0,60.7,2.44,121.03
1890.0,59.3,4.07,121.33
1895.0,60.1,4.14,121.63
1900.0,59.6,2.02,121.92
1905.0,60.3,0.09,122.23
1910.0,60.5,2.65,122.53
1915.0,61.0,2.75,122.83
1920.0,60.0,5.64,123.13
1925.0,60.8,6.42,123.44
1930.0,60.9,4.34,123.74
1935.0,60.7,5.29,124.05
1940.0,62.6,3.28,124.36
1945.0,62.7,0.21,124.67
1950.0,61.4,-1.02,124.98
1955.0,61.0,0.07,125.28
1960.0,59.5,0.07,125.58
1965.0,61.3,0.63,125.89
1970.0,61.1,0.56,126.19
1975.0,60.1,-0.45,126.49
1980.0,60.4,1.72,126.8
1985.0,61.2,4.58,127.1
1990.0,60.8,6.87,127.41
1995.0,60.3,5.93,127.71
2000.0,60.5,2.98,128.01
2005.0,60.8,-2.4,128.31
2010.0,60.5,-2.19,128.62
2015.0,59.2,1.12,128.91
2020.0,59.1,-0.34,129.21
2025.0,59.5,0.94,129.5
2030.0,60.4,2.91,129.81
2035.0,60.0,7.22,130.11
2040.0,58.2,7.48,130.4
2045.0,58.5,4.68,130.69
2050.0,58.4,2.36,130.98
2055.0,58.4,-0.67,131.27
2060.0,58.4,-1.05,131.57
2065.0,58.3,0.54,131.86
2070.0,57.9,3.41,132.15
2075.0,58.1,8.76,132.44
2080.0,57.0,7.37,132.72
2085.0,58.5,1.52,133.02
2090.0,57.6,-1.86,133.3
2095.0,59.1,-3.13,133.6
2100.0,57.2,-1.59,133.88
2105.0,58.2,2.19,134.18
2110.0,58.1,4.03,134.47
2115.0,58.0,4.51,134.76
2120.0,57.5,3.18,135.04
2125.0,58.5,2.33,135.34
2130.0,57.1,-1.06,135.62
2135.0,57.7,1.72,135.91
2140.0,57.7,4.07,136.2
2145.0,56.9,5.26,136.48
2150.0,57.3,7.17,136.77
2155.0,55.8,1.79,137.05
2160.0,56.7,3.12,137.33
2165.0,56.8,2.46,137.62
2170.0,55.3,3.25,137.89
2175.0,56.2,1.38,138.17
2180.0,56.6,0.44,138.46
2185.0,56.0,1.16,138.74
2190.0,55.9,3.37,139.02
2195.0,55.0,5.96,139.29
2200.0,55.8,3.73,139.57
2205.0,55.1,4.04,139.84
2210.0,54.4,1.31,140.12
2215.0,54.9,0.29,140.39
2220.0,55.5,1.58,140.67
2225.0,55.8,2.82,140.95
2230.0,54.6,5.16,141.22
2235.0,55.1,3.7,141.5
2240.0,55.2,2.07,141.77
2245.0,53.7,0.48,142.04
2250.0,52.8,0.32,142.3
2255.0,53.8,3.4,142.57
2260.0,54.5,4.01,142.85
2265.0,53.8,4.48,143.11
2270.0,54.9,2.05,143.39
2275.0,53.3,-0.25,143.66
2280.0,54.8,0.93,143.93
2285.0,53.6,2.32,144.2
2290.0,52.2,5.49,144.46
2295.0,53.6,3.84,144.73
2300.0,53.0,4.24,144.99
2305.0,53.4,3.5,145.26
2310.0,53.3,0.94,145.52
2315.0,52.1,2.49,145.78
2320.0,52.2,1.09,146.05
2325.0,51.0,1.51,146.3
2330.0,50.9,1.09,146.56
2335.0,52.4,-0.48,146.82
2340.0,51.6,-0.14,147.08
2345.0,51.1,0.62,147.33
2350.0,51.0,3.23,147.59
2355.0,51.1,3.14,147.84
2360.0,50.7,3.29,148.1
2365.0,49.0,4.3,148.34
2370.0,49.4,-0.04,148.59
2375.0,50.4,2.73,148.84
2380.0,49.8,2.44,149.09
2385.0,50.1,3.6,149.34
2390.0,49.9,6.52,149.59
2395.0,48.9,3.0,149.83
2400.0,49.6,3.26,150.08
2405.0,49.8,1.9,150.33
2410.0,49.1,0.34,150.58
2415.0,49.3,0.99,150.82
2420.0,48.9,-2.11,151.07
2425.0,48.6,1.2,151.31
2430.0,48.3,3.87,151.55
2435.0,47.9,3.23,151.79
2440.0,49.1,5.32,152.04
2445.0,48.8,1.86,152.28
2450.0,49.4,0.56,152.53
2455.0,47.3,-0.88,152.76
2460.0,47.7,-0.24,153.0
2465.0,47.2,3.19,153.24
2470.0,45.8,5.83,153.47
2475.0,46.4,5.57,153.7
2480.0,46.4,1.99,153.93
2485.0,46.8,-0.66,154.17
2490.0,47.1,-0.35,154.4
2495.0,46.9,-0.22,154.63
2500.0,45.5,1.14,154.86
2505.0,46.9,1.77,155.1
2510.0,45.1,2.95,155.32
2515.0,45.2,4.12,155.55
2520.0,45.7,4.14,155.78
2525.0,46.0,2.81,156.01
2530.0,44.7,0.92,156.23
2535.0,44.2,0.29,156.45
2540.0,43.1,2.21,156.67
2545.0,44.5,2.19,156.89
2550.0,45.9,1.58,157.12
2555.0,43.3,1.6,157.33
2560.0,42.5,14.3,157.55
2565.0,45.2,-8.63,157.77
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
