Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,,-3.98,
5.0,,3.91,
10.0,,-0.86,
15.0,,-0.56,
20.0,,-0.78,
25.0,,0.41,
30.0,,0.47,
35.0,,0.25,
40.0,,-0.47,
45.0,,-0.08,
50.0,,0.34,
55.0,,0.62,
60.0,,1.23,
65.0,,-0.01,
70.0,,-0.09,
75.0,,0.12,
80.0,,0.55,
85.0,,1.59,
90.0,,1.32,
95.0,,1.88,
100.0,4.1,4.72,0.02
105.0,31.3,7.74,0.18
110.0,136.2,11.36,0.86
115.0,237.5,12.41,2.05
120.0,295.2,13.63,3.52
125.0,327.2,15.84,5.16
130.0,354.5,15.29,6.93
135.0,360.4,15.82,8.73
140.0,365.3,15.2,10.56
145.0,373.4,15.99,12.43
150.0,377.6,16.66,14.31
155.0,382.3,17.21,16.23
160.0,386.2,17.39,18.16
165.0,386.6,16.0,20.09
170.0,397.4,17.3,22.08
175.0,389.8,15.61,24.03
180.0,387.4,16.02,25.96
185.0,392.8,16.92,27.93
190.0,394.3,14.93,29.9
195.0,399.9,16.22,31.9
200.0,402.5,15.91,33.91
205.0,396.5,16.64,35.89
210.0,400.5,16.51,37.89
215.0,400.0,15.9,39.9
220.0,392.5,15.68,41.86
225.0,387.5,17.43,43.79
230.0,394.2,18.21,45.77
235.0,387.2,16.59,47.7
240.0,395.6,16.67,49.68
245.0,399.7,14.84,51.68
250.0,398.0,16.77,53.67
255.0,394.4,17.32,55.64
260.0,397.5,16.67,57.63
265.0,397.9,17.58,59.62
270.0,395.7,17.02,61.6
275.0,404.0,18.29,63.62
280.0,399.4,16.95,65.61
285.0,403.9,16.94,67.63
290.0,393.0,16.38,69.6
295.0,393.4,16.29,71.56
300.0,396.1,17.68,73.55
305.0,408.3,15.87,75.59
310.0,407.1,16.1,77.62
315.0,396.4,15.83,79.6
320.0,406.7,17.38,81.64
325.0,405.7,18.08,83.67
330.0,404.7,18.34,85.69
335.0,407.0,17.46,87.72
340.0,409.5,17.03,89.77
345.0,409.6,17.32,91.82
350.0,407.9,16.96,93.86
355.0,405.6,17.08,95.89
360.0,406.2,16.71,97.92
365.0,407.8,17.37,99.96
370.0,401.1,16.72,101.96
375.0,399.1,17.2,103.96
380.0,405.9,16.15,105.99
385.0,408.8,16.53,108.03
390.0,405.5,17.87,110.06
395.0,405.2,17.59,112.09
400.0,409.4,17.34,114.13
405.0,410.2,16.43,116.18
410.0,407.2,16.48,118.22
415.0,407.6,16.97,120.26
420.0,398.0,17.52,122.25
425.0,406.9,17.07,124.28
430.0,405.1,16.8,126.31
435.0,399.3,16.4,128.3
440.0,410.0,16.96,130.35
445.0,404.0,17.39,132.37
450.0,403.4,18.23,134.39
455.0,400.8,18.01,136.4
460.0,404.0,17.27,138.42
465.0,406.6,16.84,140.45
470.0,403.3,16.84,142.46
475.0,416.5,18.0,144.55
480.0,410.0,17.15,146.6
485.0,405.6,17.58,148.62
490.0,418.6,16.66,150.72
495.0,410.5,17.43,152.77
500.0,410.9,18.44,154.83
505.0,413.8,16.64,156.89
510.0,417.5,17.98,158.98
515.0,410.9,17.55,161.04
520.0,420.7,18.06,163.14
525.0,422.2,18.27,165.25
530.0,418.7,16.75,167.34
535.0,420.9,17.31,169.45
540.0,416.1,16.99,171.53
545.0,419.7,17.36,173.63
550.0,421.2,17.96,175.73
555.0,410.6,17.35,177.79
560.0,419.6,17.3,179.88
565.0,416.5,17.87,181.97
570.0,410.0,17.53,184.02
575.0,415.5,18.34,186.09
580.0,416.0,17.7,188.17
585.0,418.1,17.69,190.26
590.0,422.4,17.86,192.38
595.0,416.9,17.22,194.46
600.0,415.0,17.17,196.54
605.0,421.0,18.11,198.64
610.0,421.5,18.94,200.75
615.0,428.0,19.2,202.89
620.0,427.1,18.37,205.02
625.0,427.9,17.63,207.16
630.0,427.2,17.66,209.3
635.0,430.7,16.52,211.45
640.0,418.1,17.31,213.54
645.0,415.2,16.93,215.62
650.0,412.1,17.05,217.68
655.0,423.1,17.95,219.8
660.0,412.9,17.54,221.86
665.0,412.2,17.66,223.92
670.0,407.2,17.13,225.96
675.0,425.3,16.68,228.08
680.0,422.8,17.32,230.2
685.0,415.8,17.14,232.28
690.0,412.1,18.03,234.34
695.0,416.0,17.28,236.42
700.0,415.1,18.1,238.49
705.0,413.6,18.45,240.56
710.0,406.1,17.71,242.59
715.0,411.4,17.17,244.65
720.0,409.7,16.26,246.7
725.0,408.2,16.81,248.74
730.0,406.4,17.16,250.77
735.0,403.5,16.84,252.79
740.0,404.0,17.38,254.81
745.0,403.5,16.85,256.83
750.0,413.0,17.61,258.89
755.0,408.3,18.26,260.93
760.0,412.2,17.41,262.99
765.0,408.6,17.05,265.04
770.0,406.8,16.84,267.07
775.0,409.8,16.94,269.12
780.0,407.5,16.86,271.16
785.0,402.7,17.62,273.17
790.0,408.3,17.68,275.21
795.0,412.0,17.45,277.27
800.0,403.5,16.4,279.29
805.0,412.7,16.47,281.35
810.0,401.9,16.27,283.36
815.0,403.2,17.46,285.38
820.0,406.1,17.81,287.41
825.0,404.3,17.09,289.43
830.0,401.6,16.31,291.44
835.0,401.7,16.9,293.45
840.0,397.4,16.87,295.43
845.0,394.2,16.93,297.41
850.0,400.3,18.89,299.41
855.0,421.1,17.88,301.51
860.0,425.4,18.06,303.64
