Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
0.0,-0.7954808865803242,-1.5909869321115833
1.0,0.3991007951170495,2.160248550309885
2.0,1.1573513139394642,2.1405446624325197
3.0,0.41645099632157995,1.788188665807454
4.0,-0.47749151017304486,-1.7716477320766242
5.0,-0.9473655889420249,-1.7955509988419702
6.0,-0.4863751523766195,-1.6415071093967422
7.0,1.0411587933768118,2.3941456141027664
8.0,1.5318592059292913,2.228765115433392
9.0,0.5860015492200433,1.4552885082200873
10.0,-0.39304060123890455,-1.5183510342290745
11.0,-0.821605939142564,-1.8908261990407091
12.0,-0.28958134733009994,-2.1226960664577756
13.0,1.0162733599757259,2.9120825284079603
14.0,1.4159090335493854,2.5250749441790115
15.0,0.5404262722805147,2.01020996440486
16.0,-0.4189539579514611,-1.6495705264501557
17.0,-0.546961715003765,-1.245151570216444
18.0,0.3549201402032824,1.4870678593562339
19.0,1.9571473908060026,3.1274809427453922
20.0,1.829598272475215,2.952042745363163
21.0,0.8205484442482843,2.2660109041350447
22.0,0.35576497334652896,1.6501583187738522
23.0,0.765609545960147,1.87803333175392
24.0,2.0712605773078585,2.761318350444082
25.0,3.3125289294730824,3.548135678700346
26.0,2.970710263283254,3.154405786225335
27.0,1.9546329467496681,2.908769757866702
28.0,1.588950990411563,2.5162681166122094
29.0,1.3810957055251922,2.880323118472661
30.0,1.635216469390575,5.153871058058779
31.0,2.0490395695358123,6.452094443566642
32.0,1.763464853063997,5.37019165305827
33.0,2.7020109548533937,10.96250547189397
34.0,6.815232796385178,24.6634105311371
35.0,13.036530086264671,39.89335601866309
36.0,22.420198482705782,55.58609744302349
37.0,37.80802079497911,71.77956762740847
38.0,57.95899684464336,80.58045930290001
39.0,83.63916180595972,80.75591075145464
40.0,115.10681797080854,83.83081411446818
41.0,140.25542412432137,83.59996448490078
42.0,166.5242775874879,75.74400247090414
43.0,188.269557702729,55.33562438164647
44.0,201.82024000378775,33.24849394060915
45.0,207.059448373967,26.067995913193904
46.0,206.16055647222205,23.45350591481404
47.0,204.59518955398894,24.153850925767134
48.0,198.94164857148425,27.068049703645524
49.0,190.62834453031743,29.44398928225557
50.0,180.60574616314352,28.638526718301968
51.0,171.74775925396804,25.681414405174614
52.0,162.22640491307573,22.693054077060143
53.0,154.96185027641715,21.223603824396836
54.0,149.53576142215482,19.28941386020825
55.0,142.2817628367338,18.67334616274429
56.0,135.17825306483823,15.965894629125525
57.0,129.97890769242846,12.398710921684907
58.0,126.04941991279225,10.119920849392399
59.0,123.18415715213501,9.62204030528629
60.0,121.16581857943781,9.416882594784273
61.0,116.97113176374266,9.629815632918787
62.0,113.7333831110383,8.511814859178774
63.0,111.20461027760389,6.36716827560359
64.0,109.19218672720352,5.704505818332265
65.0,108.7182014079026,5.699108134133396
66.0,106.13879426363745,4.952095770313438
67.0,103.4771609056176,5.194981514377882
68.0,101.82954330355697,4.251945490462505
69.0,100.06335520094262,2.8449305398101834
70.0,99.75266442150125,3.380856004013299
71.0,99.6041296401702,4.632985916324378
72.0,98.7418783477757,4.800710888148223
73.0,96.13024300405164,4.619377612139828
74.0,94.3440953577641,3.191421742447123
75.0,93.32365280069483,2.8797412542606784
76.0,93.5350179191175,3.4329443246806393
77.0,93.7498885528134,4.411210286806693
78.0,93.12463648149169,5.254989976118286
79.0,91.47770174682233,3.945904411131525
80.0,90.21041017078456,4.044625130015901
81.0,89.53403364718444,3.9414454908052003
82.0,89.1981968976482,4.119185739938898
83.0,89.63942887638659,4.442804775991695
84.0,88.56395388053683,4.386836843822362
85.0,86.47039877077627,3.7309364078366154
86.0,85.24051012498593,3.9872044281280976
87.0,84.64636225756715,3.7771902317529538
88.0,85.4245899255505,5.399207425290335
89.0,86.2024452269359,5.840790171092117
90.0,85.28383656457494,5.57312993141153
91.0,83.42459775830635,4.439152558165548
92.0,81.92826833317228,3.5002268455880143
93.0,81.13379827299023,3.155793685677919
