Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m)
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,48.845633,-0.006998707,0.026190977,337.501,0.209460541,0.000530636,3.15E-05,-0.000715846
4,48.83243,-0.001411932,0.026132844,337.441,0.209453212,0.000509331,3.14E-05,0.003842971
5,48.726994,0.017420561,0.026216038,337.443,0.209416485,0.000496383,2.99E-05,0.011352501
6,48.807089,0.032710256,0.026044272,337.422,0.209384762,0.000492059,2.92E-05,0.00381844
7,48.905627,0.018479527,0.025993762,337.428,0.20941291,0.000502264,2.92E-05,0.017082259
8,48.689811,0.000103894,0.026350773,337.451,0.209448354,0.000518504,3.05E-05,0.02939054
9,48.629285,-0.012667003,0.026223502,337.469,0.209476884,0.000509722,3.16E-05,0.053598765
10,48.706166,-0.00690161,0.026026173,337.489,0.209468008,0.000495192,3.11E-05,0.043418692
11,48.727711,0.007213708,0.02624503,337.485,0.209442486,0.000477802,2.86E-05,0.066539766
12,48.727672,0.014875672,0.02577845,337.476,0.209426622,0.000475189,2.75E-05,0.065686008
13,48.807372,-0.001704645,0.026254378,337.507,0.209459186,0.000488472,2.85E-05,0.094862459
14,48.828563,-0.015080106,0.026339361,337.539,0.209483581,0.000502302,3.11E-05,0.121292422
15,48.748599,-0.014318398,0.026247383,337.565,0.209482949,0.000495194,3.29E-05,0.136050453
16,48.727496,-0.003120866,0.026552327,337.605,0.209463842,0.000474764,3.18E-05,0.164510948
17,48.808407,0.019753783,0.026201072,337.657,0.209418139,0.000464129,3.03E-05,0.214242856
18,48.74863,0.017747532,0.025995906,337.648,0.209421737,0.000465718,3.04E-05,0.156982564
19,48.72828,-0.004291726,0.026378371,337.693,0.209463954,0.000486242,3.18E-05,0.203893379
20,48.717229,-0.021054631,0.026454939,337.726,0.209494702,0.000502024,3.50E-05,0.25650207
21,48.647918,-0.02932689,0.02623614,337.778,0.209514285,0.000490595,3.71E-05,0.28340805
22,48.629712,-0.019313972,0.026295796,337.828,0.20949605,0.000478165,3.57E-05,0.241588354
23,48.590143,0.00178905,0.026248659,337.861,0.209451371,0.000480007,3.48E-05,0.188738259
24,48.619494,-0.001896336,0.025867384,337.914,0.209455953,0.000495508,3.49E-05,0.179125073
25,48.548953,-0.019286999,0.02596717,338.005,0.20948756,0.000520228,3.61E-05,0.30710801
26,48.608675,-0.027678086,0.026051246,338.12,0.209499447,0.000544729,3.83E-05,0.378364644
27,48.629507,-0.025842435,0.025742143,338.22,0.209496887,0.000538971,3.98E-05,0.484165349
28,48.548437,-0.006561334,0.026192378,338.413,0.209455349,0.000538705,3.90E-05,0.316242941
29,48.607934,0.014617373,0.025559616,339.398,0.209405837,0.00055687,3.90E-05,0.35437064
