,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,31.63686,0.2094235647,0.0004987896,2.1463900000000003e-05,2.4054327993965825,0.0257442126371114
1,1.0,34.201906,0.2094246128,0.0005086191999999,2.04976e-05,2.269653291397614,0.0258750142007248
2,2.0,37.972967,0.2094609992999999,0.0005286365,2.05395e-05,0.1043639235670458,0.0260994744156583
3,3.0,41.88377,0.2094877859,0.0005448594,2.23211e-05,-1.5402597188961609,0.0258726015494655
4,4.0,43.192708,0.2094890326,0.0005220452,2.3329000000000003e-05,-1.3693222213900635,0.0258564116784153
5,5.0,43.258069,0.2094619466,0.000498669,2.07931e-05,0.3868779838817233,0.0261106965644142
6,6.0,43.315443,0.2094180859,0.0004889626,1.85263e-05,2.8532217112165976,0.0256881972314985
7,7.0,43.416709,0.2094320676,0.000492688,1.75598e-05,2.074861278275508,0.0255146144295586
8,8.0,43.43744,0.2094848002,0.0005081219,1.90181e-05,-0.8897381675636836,0.0253216359406209
9,9.0,43.277503,0.2095093932,0.0005122089,2.17498e-05,-2.3348664642581056,0.0260653887642248
10,10.0,43.153917,0.2095058776,0.0004943346,2.1447e-05,-1.9223576887389415,0.0258445883846587
11,11.0,43.133512,0.2094749935,0.0004781608999999,1.99348e-05,-0.0666979140974578,0.025512089712825
12,12.0,43.054254,0.2094356231,0.0004748999,1.91288e-05,2.060207418647815,0.0255745155945264
13,13.0,42.957223,0.2094577745999999,0.0004886892,1.97e-05,0.7450088917622928,0.0261290842532034
14,14.0,43.01577,0.2094935966,0.0005201917,2.21273e-05,-1.5528875014490822,0.0255768205183756
15,15.0,42.958643,0.2095113489999999,0.0005450009,2.77996e-05,-2.849468765437248,0.0254180106616372
16,16.0,42.93839,0.2094908844,0.0005603724,3.3757800000000004e-05,-2.0888624075152364,0.0258575591708873
17,17.0,42.850076,0.209446075,0.0005827613,4.17639e-05,-0.0961081863119211,0.0256857583713875
18,18.0,42.832834,0.2093920097,0.0006115907,5.52785e-05,2.2064551735408067,0.0257541154153806
19,19.0,42.755342,0.2093829692,0.0006388323999999,7.10614e-05,2.1022400992542045,0.0258577825550031
20,20.0,42.702611,0.2093922341,0.0006616181,8.930010000000001e-05,1.008909924206178,0.0256423026377947
21,21.0,42.727276,0.2093929259,0.0006548544,0.0001026952,0.8123730909320844,0.0259579960460818
22,22.0,42.736322,0.2093662009,0.0006365717,0.0001086883999999,2.300062060787394,0.0255424935566901
23,23.0,42.657788,0.209306969,0.0006243402,0.0001094042999999,5.47934961934125,0.0252540157587858
24,24.0,42.639314,0.2092824937,0.0006220606,0.0001069835,6.87564585439458,0.0254519960461161
25,25.0,42.639315,0.2093158855,0.0006264234,0.0001039207,5.181151312181012,0.0257013895112271
26,26.0,42.556531,0.2093464366,0.0006384044,0.0001019386,3.452775977456291,0.0256090105208418
27,27.0,42.617847,0.2093677942,0.0006142335,9.83565e-05,2.692895161359084,0.0259487194083683
28,28.0,42.556403,0.2093543903999999,0.0005906307,9.33053e-05,3.743436645727516,0.0257784085188415
29,29.0,42.535618,0.2093097866,0.0005778856,8.833300000000001e-05,6.33101629848141,0.0257116909538736
30,30.0,42.535508,0.2093039172,0.0005790617,8.57028e-05,6.751114634231545,0.0259961184389665
31,31.0,42.455668,0.2093406223999999,0.0005995205,8.569119999999999e-05,4.513777325821821,0.0257650445911981
