,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,44.415459,0.2095345195,0.0004620371999999,-3.3761e-06,1.0912962890761404,0.0270796864128405
1,1.0,44.414999,0.209542442,0.0004735840999999,-2.3497e-06,0.4884419829868558,0.026783439806723
2,2.0,44.415224,0.2095800202,0.0005068717,2.34e-08,-2.039931962875185,0.0270691706915703
3,3.0,44.415327,0.2095995681999999,0.0005210904,2.4456e-06,-3.316712356029585,0.0268419786583268
4,4.0,44.338511,0.2095857289,0.0005139982,1.6003e-06,-2.4622882287614507,0.0269564311505524
5,5.0,44.316611,0.2095403391,0.0005107759,-2.426e-07,0.1335116520017186,0.0267513153113401
6,6.0,44.316811,0.2094782788999999,0.0005149218,-2.3297e-06,3.577385458999903,0.0269640091163249
7,7.0,44.316676,0.2094739149,0.0005269327,-3.3267000000000003e-06,3.714430155283753,0.0270748790200131
8,8.0,44.316826,0.2094963261,0.0005487170999999,-1.9016e-06,2.173744226245724,0.0269884956809382
9,9.0,44.316778,0.2095097103,0.000548272,9.79e-08,1.3795709451521831,0.0266803247988413
10,10.0,44.237568,0.2095141711,0.0005168872,-6.119999999999999e-07,1.5169684653735207,0.0268101250962967
11,11.0,44.216978,0.2094864369,0.0005030487,-2.0329e-06,3.261620289418194,0.0270068403909615
12,12.0,44.139888,0.209467942,0.0004956548,-3.2732e-06,4.323420159084633,0.0265264142010758
13,13.0,44.10941,0.2094986472,0.0005012812,-3.1659e-06,2.552563847561889,0.0262711308590458
14,14.0,44.270786,0.2095445859,0.0005211306,-1.4623e-06,-0.1906571669573896,0.025846072830808
15,15.0,44.005268,0.2095667525,0.0005207481,3.675e-07,-1.3958052227243802,0.0257345626938161
16,16.0,43.706136,0.2095555471,0.0004990856,-5.534000000000001e-07,-0.5404168096360425,0.025612098917306
17,17.0,43.309997,0.2095141272,0.0004863155,-2.5722e-06,1.836241239837492,0.0257590032856951
18,18.0,43.295642,0.2094932806,0.0004925899,-2.9879e-06,2.91678863785337,0.0260756677905743
19,19.0,43.081431,0.2095256961,0.0005282985,-9.078e-07,0.7121416804699305,0.0253523557834115
20,20.0,43.175679,0.2095432038,0.0006390015999999,4.0271e-06,-1.5019035426988332,0.0252765323892274
21,21.0,43.763711,0.2095246535,0.0008745703,9.2049e-06,-3.177658776144267,0.02506778239341
22,22.0,43.141458,0.2092313569,0.0013025761999999,1.31018e-05,7.330543144120236,0.0252306077371527
23,23.0,43.151854,0.2086107649,0.0018448345,1.64621e-05,33.9719641302454,0.025472439328024
24,24.0,42.985277,0.2079659536,0.0024043175,2.18691e-05,61.33117217049916,0.025375650688858
25,25.0,41.511868,0.2074299007,0.0029417240999999,2.8725e-05,83.1887277207121,0.0253301241997715
26,26.0,42.059187,0.2069483757,0.0033750552,3.61638e-05,101.31235723487328,0.024813231573283
27,27.0,42.084125,0.2065339131,0.0036851139,4.26405e-05,118.48846472139373,0.024701132505093
28,28.0,42.176567,0.2061321109,0.00393843,4.64965e-05,139.6015521043445,0.0253349048844116
29,29.0,42.219184,0.2057654250999999,0.0041171465,4.93043e-05,156.8713101423191,0.0253695578685637
30,30.0,42.218889,0.2055370909999999,0.0042413671,5.28743e-05,167.4645000740649,0.0253903095071945
31,31.0,42.063564,0.2054204916999999,0.0043448008,5.74161e-05,171.20954305292264,0.0252253071868936
32,32.0,42.096932,0.2053498073,0.0043960234999999,6.23494e-05,175.29491128779614,0.0253805330989958
33,33.0,42.041867,0.2052878063,0.0043982489,6.51427e-05,175.456679493188,0.0249564527686685
34,34.0,41.865002,0.2052273781,0.0043927127,6.47946e-05,181.75932180869276,0.0253974773984249
35,35.0,41.743758,0.2051754951,0.0043784259,6.34392e-05,183.33455329242196,0.0252194599902907
36,36.0,41.722372,0.2051870015,0.0043602274,6.31011e-05,182.56231727619607,0.0251672668337499
37,37.0,41.568479,0.2052491669,0.0043464692,6.41673e-05,178.9405776276995,0.0250898668017886
38,38.0,41.410142,0.205316599,0.0042774249,6.56585e-05,179.9537120765939,0.0256262953808919
39,39.0,41.410554,0.2053782856,0.0041851559,6.46415e-05,174.35942244265394,0.0251391995948178
40,40.0,41.340771,0.2054373528,0.0040868112,6.27687e-05,173.41539758452666,0.0252872958427162
41,41.0,41.243096,0.2054950324,0.0040020959,6.10544e-05,174.32212854475748,0.0257232307508844
42,42.0,41.220482,0.2056191580999999,0.0039355933,6.03372e-05,169.95247684845873,0.0259404881058104
43,43.0,41.14284,0.205771968,0.0038787393999999,6.14226e-05,158.81482789361712,0.025360312124227
44,44.0,41.120833,0.2058795474,0.0037985662,6.14216e-05,152.8878313522308,0.0251620879072457
45,45.0,41.042752,0.2059538789999999,0.0037137511,5.88472e-05,153.28639647360168,0.0257119065175185
46,46.0,40.942108,0.2059965054,0.0036310759,5.48955e-05,148.20857112327357,0.0250682158263255
47,47.0,40.8435,0.2060304375999999,0.003570078,5.17405e-05,150.53756222983668,0.0256417656948335
48,48.0,40.74285,0.2061224233,0.0035317314,5.05295e-05,146.3933619525983,0.0256848814885455
49,49.0,40.721463,0.2062087666,0.0034924782,5.12154e-05,143.17405603651537,0.0258485778625499
50,50.0,40.564026,0.2062912856,0.003427295,5.13367e-05,140.34909959022124,0.0260025961674751
51,51.0,40.522368,0.2063358864,0.003345071,4.8631e-05,137.9929346396718,0.0258272329267932
52,52.0,40.444956,0.2063418683,0.0032761004,4.53701e-05,137.93249087579653,0.0257230516288919
53,53.0,40.342791,0.2063941562,0.0032269892,4.37436e-05,135.53716822098423,0.0256840492128329
54,54.0,40.320414,0.2065102929,0.0031970282,4.43757e-05,128.53078142274853,0.0254443467775888
55,55.0,40.241649,0.2066229734,0.0031653418,4.56461e-05,125.32491811664045,0.0259306167444491
56,56.0,40.142615,0.2066962510999999,0.0031109428,4.67573e-05,120.28705189999332,0.025564657683392
57,57.0,40.121686,0.2067208289,0.0030527552,4.46347e-05,118.636678865146,0.0253440061448889
58,58.0,40.041926,0.206700849,0.0030047185999999,4.1981700000000005e-05,120.8217821513176,0.0254667224686656
59,59.0,39.942225,0.2067308694999999,0.0029786529,4.06699e-05,120.6240294735327,0.025693292070749
60,60.0,39.833327,0.2068051450999999,0.0029718474,4.04007e-05,117.93212800623368,0.0259443841987029
61,61.0,39.740953,0.2068613802,0.0029475867,4.16787e-05,114.25312860875376,0.0257345538615223
