,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,221.659537,0.2094363965,0.0005096961,7.234500000000001e-06,1.878860706569901,0.0249790693501468
1,1.0,220.599646,0.2094534507,0.0005064393999999,7.214e-06,1.134909106601634,0.0250060451205673
2,2.0,220.760663,0.2094590444,0.0005059713,7.3687e-06,0.882419187153396,0.0250194553530334
3,3.0,220.779179,0.2094746994999999,0.0005004282,7.559199999999999e-06,0.2184566564892531,0.0250336067684841
4,4.0,220.671293,0.2094760129,0.0005017991,6.954199999999999e-06,0.1557744362089932,0.0251682341953466
5,5.0,220.575006,0.2094870251,0.0004985502,6.5738000000000005e-06,-0.3131570363789077,0.0252408027217271
6,6.0,221.049934,0.2094919013,0.000492249,6.442699999999999e-06,-0.4693540003794157,0.0249568397357502
7,7.0,220.914208,0.2094958431,0.0004903345,6.446899999999999e-06,-0.6297487202394247,0.0249262528160976
8,8.0,220.856611,0.2095084079,0.0004864295,6.0212e-06,-1.1482657751521126,0.0247401489753933
9,9.0,220.78285,0.2095162812,0.0004847879,6.076099999999999e-06,-1.508885578268953,0.0250745667859695
10,10.0,220.765099,0.2095145309999999,0.0004863748,6.5649000000000005e-06,-1.4458216537760795,0.0249713560315641
11,11.0,220.764282,0.2095099262999999,0.0004860116,6.5483000000000005e-06,-1.2363749963265525,0.0250511752779098
12,12.0,220.674405,0.2095124507,0.0004835149,6.4318e-06,-1.3192339661798589,0.0249245226312
13,13.0,220.651641,0.2095156969,0.000482427,6.4444000000000005e-06,-1.443109312944103,0.024693759495411
14,14.0,220.580241,0.2095177366,0.0004851686,7.236500000000001e-06,-1.5687946724149917,0.0246254066895013
15,15.0,220.561165,0.209517096,0.0004914608,7.6169e-06,-1.6565522576136436,0.0254138703182004
16,16.0,220.560994,0.2095139267,0.0004977292,7.5304e-06,-1.5490202563286508,0.0250871645370969
17,17.0,220.562202,0.2094835794,0.0005011958,7.334e-06,-0.1903982093938669,0.025004868684734
