,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,45.125048,0.2094275787999999,0.0004277501,1.86051e-05,1.9312432760573324,0.0264303239638753
1,1.0,45.369479,0.2094223608,0.0004305711,1.75986e-05,2.188714072156276,0.0262666690766688
2,2.0,45.104869,0.2094605504999999,0.0004472174,1.67109e-05,-0.0532867920114654,0.0268533435880177
3,3.0,44.946393,0.2094876655999999,0.0004649191,1.77155e-05,-1.7646535703948634,0.0266266042338714
4,4.0,45.007933,0.2094911382,0.0004482168999999,1.69394e-05,-1.744863443246887,0.0265729507963415
5,5.0,45.029044,0.209466152,0.0004336158999999,1.4544e-05,-0.1617195574963147,0.0264508724651145
6,6.0,45.029508,0.2094359776,0.0004284375,1.17961e-05,1.610705088391878,0.0267093830250087
7,7.0,45.029354,0.2094628456999999,0.0004344914999999,1.16213e-05,0.0640925375281164,0.0266103966450456
8,8.0,45.029296,0.2095064377,0.0004547897,1.30928e-05,-2.566887048782305,0.0263758479153348
9,9.0,45.09992,0.2095150839,0.0004603002,1.64169e-05,-3.1752387548288743,0.0264810727116199
10,10.0,45.044889,0.2095089353999999,0.0004484642,1.76823e-05,-2.7622750483727603,0.0268161605377865
11,11.0,45.029547,0.2094786772,0.0004332039,1.7454899999999998e-05,-0.9014155054477422,0.0266367876784899
12,12.0,44.994504,0.2094365878,0.0004274646,1.65478e-05,1.4944608604433869,0.0266478769408286
13,13.0,44.938296,0.2094550096,0.0004374204999999,1.6708e-05,0.3649360810769135,0.0266803181680534
14,14.0,45.008977,0.2094921751,0.0004604798,1.79862e-05,-1.915504421718082,0.0259381100999517
15,15.0,44.94726,0.2095112660999999,0.0004625349,1.97564e-05,-3.000778424007144,0.0260083593409654
16,16.0,44.925924,0.2095052525,0.0004436125,1.92732e-05,-2.478542265758482,0.0262424968304916
17,17.0,44.925563,0.2094684121,0.0004303186,1.74139e-05,-0.2961933991483327,0.0259936794421214
18,18.0,44.846262,0.2094356329,0.0004351338,1.6049300000000002e-05,1.4454939133493718,0.0262376231646021
19,19.0,44.828082,0.2094641272,0.0004505122999999,1.68388e-05,-0.291477554483861,0.0268008297805338
20,20.0,44.90719,0.2095122071,0.000470008,1.8799e-05,-3.128009837958256,0.0260955954483624
21,21.0,44.765613,0.209531762,0.000464198,2.07065e-05,-4.157539200380051,0.0261392728361144
22,22.0,44.72801,0.2095222289,0.0004475127,2.04985e-05,-3.4658794655901937,0.0262517844896853
23,23.0,44.808303,0.209483611,0.0004364266,1.81502e-05,-1.2099848704815617,0.0263585260740864
24,24.0,44.748554,0.2094431415,0.0004415809,1.67209e-05,0.948202263706919,0.0260889438421444
25,25.0,44.728294,0.2094697653,0.0004621075999999,1.64101e-05,-0.7123221355967551,0.0261791505513589
26,26.0,44.728198,0.2095033364,0.0004807043,1.80684e-05,-2.7472572637040957,0.0259976271315339
27,27.0,44.643993,0.209513789,0.0004762374,1.96472e-05,-3.346464418946092,0.0264691873258776
28,28.0,44.625565,0.2094814575,0.000465394,1.87033e-05,-1.4169791505684668,0.0260575016452602
29,29.0,44.709991,0.2094317141,0.0004633827,1.82486e-05,1.2771769341087,0.0258533714926057
30,30.0,44.643538,0.2094170739,0.0004753904999999,1.8963e-05,1.9320761478626052,0.0261469688274491
31,31.0,44.542792,0.2094448448,0.0005056665,2.11093e-05,0.0513927077062045,0.0255520815639368
32,32.0,44.527806,0.2094686435,0.0005308188,2.47704e-05,-1.582126611450771,0.0261268626804862
33,33.0,44.52878,0.2094738173,0.0005331213,2.771e-05,-1.928831429624784,0.0259536759839173
34,34.0,44.410483,0.2094439377,0.0005374327,2.90589e-05,-0.4100863929514601,0.0264356366947391
35,35.0,44.500739,0.2093878541999999,0.0005429219999999,3.10321e-05,2.512630004610331,0.0260723010567743
36,36.0,44.447291,0.2093883219,0.0005610463,3.36836e-05,2.239021467014872,0.0261300962906379
37,37.0,44.347225,0.2094261519999999,0.0005966353,3.87077e-05,-0.2949823292070502,0.0261171266461466
38,38.0,44.329,0.2094355901,0.0006138539,4.38383e-05,-1.0930363405200936,0.0261098497219187
39,39.0,44.329454,0.2094323323,0.0005945115,4.54037e-05,-0.7227045047905536,0.0259063559524543
40,40.0,44.328977,0.2094070795,0.0005730790999999,4.4111100000000005e-05,0.8868917226606449,0.0258012800501355
41,41.0,44.32897,0.2093610569,0.0005622685,4.28075e-05,3.544870136394823,0.0262810615134579
42,42.0,44.328809,0.2093742337,0.0005700775,4.18474e-05,2.694934419394382,0.0256607494854852
43,43.0,44.247768,0.2094124115,0.0005983859,4.2175e-05,0.3603535251962999,0.0260767059705124
44,44.0,44.227432,0.2094339889,0.0006029573,4.45372e-05,-0.8826924398093748,0.0256989211289591
45,45.0,44.227857,0.2094309748999999,0.0005843627,4.44748e-05,-0.52670665726422,0.0262726172621701
46,46.0,44.149822,0.2093964219,0.0005635252,4.27e-05,1.618652731758586,0.0263246882019341
47,47.0,44.209953,0.2093588879,0.0005560115,4.13363e-05,3.688977818444825,0.0257778625888811
48,48.0,44.227566,0.2093808841,0.0005561671,4.09576e-05,2.497548915614348,0.0254978670644969
49,49.0,44.227236,0.2094329018,0.0005791476,4.22427e-05,-0.518471939130405,0.0256959966526585
50,50.0,44.148855,0.2094549189,0.0005718596,4.29283e-05,-1.6339360811236774,0.0259641571117284
51,51.0,44.208339,0.2094474341,0.0005474912,4.095e-05,-0.9391389429092916,0.0264199217251702
52,52.0,44.148799,0.2094072605,0.0005282044,3.76571e-05,1.4952619555117426,0.0257842305626388
53,53.0,44.13108,0.2093783786999999,0.0005209497,3.52316e-05,3.1280778880819797,0.0255538533989205
54,54.0,44.130813,0.2093936872,0.0005301807,3.37798e-05,2.273884955257492,0.0258717851794726
55,55.0,44.130907,0.2094238345,0.0005516458,3.46536e-05,0.4118700448196546,0.0260347536389041
56,56.0,44.090523,0.2094365125999999,0.0005394144,3.55932e-05,-0.1488795979371143,0.0260671999342161
57,57.0,44.120985,0.2094217302,0.0005213788,3.35154e-05,0.8917696599392935,0.0261890152567997
58,58.0,44.047401,0.2093802455,0.0005133011,3.1479e-05,3.255710000012765,0.0261420657141908
59,59.0,44.02888,0.2093610031,0.00051624,3.07756e-05,4.223079124895703,0.0258377245282559
