,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,-8.186208,0.2091157833999999,0.0007267656,-6.4355e-06,0.0497199141224008,0.0005439420285023
1,1.0,-8.186475,0.2091519540999999,0.0007519483,-6.5433e-06,0.00249249124826,0.0004115327913642
2,2.0,-8.18494,0.2091844669,0.0007628765,-5.2231e-06,-0.038528158963576,0.0005782177660653
3,3.0,-8.185634,0.2091915533,0.0007491627,-5.0481e-06,-0.0440333721667142,0.000583616824433
4,4.0,-8.186147,0.2091609306,0.0007330323,-7.335e-06,-0.0022643631225129,0.0006081756770645
5,5.0,-8.187013,0.2091008881999999,0.0007253297,-9.4692e-06,0.0641906314542567,0.0005139934405076
6,6.0,-8.187463,0.2091015989,0.0007298728,-1.00094e-05,0.0704131476986244,0.0005778848504166
7,7.0,-8.188598,0.2091576141999999,0.0007556984,-8.7581e-06,-0.0031347040932974,0.000554435126316
8,8.0,-8.188571,0.2091872696,0.0007659022,-6.1665e-06,-0.0320902100334518,0.0004393162612527
9,9.0,-8.191423,0.2091909322,0.0007487866,-4.3997e-06,-0.0426806518090142,0.0005731422397661
10,10.0,-8.193715,0.209161842,0.0007308865,-5.5805e-06,-0.003092491647525,0.0005219218793764
11,11.0,-8.196221,0.2091152375,0.0007250299,-6.8726e-06,0.0459060506642369,0.000490493239643
12,12.0,-8.198052,0.2091265702999999,0.0007331894999999,-7.5338e-06,0.0321445659720414,0.0004784655976572
13,13.0,-8.199696,0.2091820667,0.0007558858,-7.1289e-06,-0.0278524337609983,0.0004860016459135
14,14.0,-8.20054,0.2092108807,0.0007594412,-6.049700000000001e-06,-0.0506774306876785,0.0004257680130014
15,15.0,-8.203343,0.2091927791,0.0007370733,-7.613e-06,-0.0350819345509541,0.0004945858863907
16,16.0,-8.205289,0.2091510132,0.0007260786,-1.00399e-05,0.008028004681114,0.0003708468157814
17,17.0,-8.206934,0.209109534,0.0007245994,-1.13117e-05,0.0444567483688279,0.0004090146263543
18,18.0,-8.206964,0.2091341471,0.0007322612,-1.1426e-05,0.0238221214463279,0.0004352263698443
19,19.0,-8.211406,0.2091586761,0.0007606703,-9.5697e-06,-0.0049485021052122,0.000525827656297
20,20.0,-8.213016,0.2091731855999999,0.0007555024,-6.9927e-06,-0.0228349033873286,0.0005865668200782
