,Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0,0.0,56.61246,0.209504713,0.0005072144,1.40331e-05,-1.8678057787803803,0.026069785492081
1,1.0,57.888612,0.2095196189,0.0005011309,1.58937e-05,-2.6119777948062097,0.025838401299738
2,2.0,56.60792,0.2094935443,0.0004882609,1.40864e-05,-1.0493430446502234,0.0259394896844314
3,3.0,56.134167,0.2094515617,0.0004794469,1.15317e-05,1.3392262302365046,0.0258743968840716
4,4.0,56.114723,0.2094259969999999,0.0004884654,9.925400000000002e-06,2.6447506797357665,0.0259997106783064
5,5.0,56.036919,0.2094563073,0.000507427,9.5001e-06,0.8090909951255546,0.0258264419808434
6,6.0,55.928264,0.2094830861,0.0005376722,1.10908e-05,-0.9699719056409616,0.0254525876465768
7,7.0,55.755403,0.2094831164,0.0005331059,1.22599e-05,-0.9644389196885512,0.0260443699355199
8,8.0,55.558706,0.2094645343999999,0.0005136015,1.07364e-05,0.278610381703265,0.0257699909456986
9,9.0,55.430776,0.20941772,0.0005028305,8.396e-06,2.9588234767002115,0.0260293865512576
10,10.0,55.174727,0.2093930191999999,0.0005070704999999,7.3748e-06,4.270500784716259,0.0261195975369889
11,11.0,55.198179,0.2094256803,0.0005231303,8.3074e-06,2.3199789188719437,0.0261995105186999
12,12.0,55.29536,0.209438719,0.0005323965,1.05386e-05,1.4572805354809988,0.0259909899571328
13,13.0,55.478666,0.2094414795,0.00051849,1.13922e-05,1.4153922303795017,0.0253757496704381
14,14.0,55.353863,0.2094187463,0.0004956283,1.00644e-05,2.8341676477082327,0.0249751995382192
15,15.0,54.999259,0.2093738388,0.0004808537,9.1215e-06,5.299833190591771,0.0248678155405115
16,16.0,54.840316,0.2093755263,0.0004826536,9.4492e-06,5.317439432132683,0.0254873357100044
17,17.0,54.739605,0.2094118891999999,0.0005002306,1.05167e-05,3.1537814315142105,0.0251683129097551
18,18.0,54.719109,0.2094488477999999,0.0005062794,1.25798e-05,1.144025205404419,0.0254154816302945
19,19.0,54.638473,0.2094569637,0.0004922195,1.28473e-05,0.8751655619892872,0.0256183805272992
20,20.0,54.541122,0.2094319591,0.0004844239999999,1.04913e-05,2.293533198672383,0.0252671135720816
21,21.0,54.440475,0.2094030911,0.0004973148,9.0565e-06,3.6462708273054862,0.0250176555060948
22,22.0,54.341404,0.2094212014,0.000531136,1.17715e-05,2.3107053492818843,0.0251548538675806
23,23.0,54.239539,0.2094489468,0.0005857541,2.06504e-05,0.1211902651317675,0.0257442197266669
24,24.0,54.14164,0.2094616092,0.0006258904,3.67961e-05,-1.2820840485137603,0.0255031837029149
25,25.0,54.199865,0.2094306524,0.0006270283,5.52681e-05,-0.0018452993970873,0.0254712753963876
26,26.0,54.219402,0.2093616177999999,0.0006148898,7.12218e-05,3.5089541330942464,0.025765896906167
27,27.0,54.21929,0.2092937663,0.0006071647,8.639720000000001e-05,6.898081745844216,0.0256797560729621
28,28.0,54.293949,0.2092945985,0.0006039305,9.7621e-05,6.589400086365823,0.025313980898498
29,29.0,54.320012,0.2093261051,0.0006080152,0.0001033491,4.854343826240308,0.0256166660139991
30,30.0,54.322309,0.2093436161,0.0005896205,0.0001035349,4.116520766824001,0.025535991391055
31,31.0,54.276865,0.2093499642,0.0005527766,9.56097e-05,4.342177800606815,0.0255908578826338
32,32.0,54.310112,0.2093308613,0.0005238067,8.334839999999999e-05,5.898344218833152,0.0256104650543012
