General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95074319,104.80013,0.00076281,0.04468535,1.303869,1.080883,58.635317,-0.0012,101.6473,0,273.243,328.461,331.246,1060.523,0,0
Standard used,ISO 5660-1,1,20.94686967,109.209752,0.00055528,0.0451747,1.319811,1.199154,58.635317,-0.0005,101.647,0,273.246,328.471,331.176,1060.567,0,0
Date of test,06/04/2021,2,20.94299616,113.619375,0.00034775,0.04566405,1.335752,1.317424,58.635317,0.0003,101.6467,0,273.249,328.481,331.107,1060.61,0,0
Time of test,13:47,3,20.94578347,114.931258,0.00036264,0.04762181,1.349496,1.325487,58.635317,0.0019,101.6477,0,273.248,328.462,331.127,1060.663,0,0
Heat flux (kW/m²),50,4,20.94862718,112.255916,0.00066374,0.04878235,1.452772,1.412321,58.635317,0.0008,101.649,0,273.271,328.483,331.173,1060.671,0,0
Nominal duct flow rate (l/s),24,5,20.94896671,116.50753,0.00080019,0.0470948,1.530963,1.434437,58.635317,0.0007,101.6466,0,273.261,328.512,331.175,1060.709,0,0
Sampling interval (s),1,6,20.94637997,115.823101,0.00079764,0.04583914,1.550281,1.436971,58.635317,0.0012,101.6454,0,273.249,328.512,331.186,1060.724,0,0
Separation (mm),25,7,20.94184437,114.664743,0.00074166,0.04523651,1.539091,1.432542,58.635317,-0.0015,101.6469,0,273.247,328.521,331.204,1060.702,0,0
Orientation,Vertical,8,20.94106608,114.656383,0.00071198,0.04637458,1.493157,1.438854,58.635317,0.001,101.646,0,273.263,328.509,331.159,1060.735,0,0
Edge frame?,Yes,9,20.94448228,113.48288,0.00079782,0.0483164,1.525662,1.53148,58.635317,0.0018,101.6464,0,273.245,328.495,331.129,1060.764,0,0
Grid?,No,10,20.94687856,116.074337,0.00093609,0.04909382,1.52094,1.500293,58.635317,-0.0015,101.6482,0,273.246,328.492,331.127,1060.759,0,0
Non-scrubbed?,Yes,11,20.94816868,113.305941,0.00089367,0.04753053,1.564684,1.459817,58.635317,-0.0018,101.6467,0,273.261,328.49,331.156,1060.764,0,0
Substrate used? {Y/N},No,12,20.94583809,113.60055,0.00061657,0.04581764,1.434446,1.38273,58.635317,0.0002,101.6463,0,273.269,328.482,331.169,1060.74,0,0
Substrate,none,13,20.94151592,115.959241,0.00044062,0.04517982,1.348339,1.388381,58.635317,0.0016,101.6471,0,273.254,328.511,331.223,1060.729,0,0
Additional specimen preparation details,,14,20.94345042,114.489795,0.00040323,0.04647786,1.419867,1.41898,58.635317,-0.002,101.6489,0,273.221,328.543,331.218,1060.748,0,0
,,15,20.94706944,112.814339,0.00060509,0.04841189,1.422863,1.394718,58.635317,-0.0019,101.6482,0,273.241,328.56,331.225,1057.589,0,0
Specimen,,16,20.94897871,115.497242,0.00090704,0.04901856,1.358161,1.323996,58.635317,-0.0021,101.6477,0,273.236,328.573,331.221,1056.495,0,0
Sample description,Trex-Vertical-A,17,20.94846554,116.609596,0.00092186,0.04690065,1.270962,1.205773,58.635317,-0.0037,101.6473,0,273.242,328.567,331.239,1059.884,0,0
Material name/ID,Trex-Vertical-A,18,20.94466231,115.851024,0.00078675,0.04538998,1.216975,1.148216,58.635317,-0.004,101.6491,0,273.254,328.56,331.22,1060.743,0,0
Specimen number,,19,20.94118244,111.66227,0.00069994,0.04539208,1.134955,1.079677,58.635317,-0.0015,101.6483,0,273.225,328.554,331.232,1060.719,0,0
E (MJ/kg),13.1,20,20.94406236,115.857353,0.00066653,0.04656121,1.242515,1.219534,58.635317,0.0002,101.6469,0,273.244,328.553,331.218,1060.699,0,0
Initial mass (g),59.9,21,20.94762937,113.736429,0.00084511,0.04898622,1.332517,1.299144,58.635317,0.0004,101.6472,0,273.242,328.558,331.201,1061.576,0,0
Thickness (mm),6,22,20.94910046,115.890299,0.00101997,0.04831687,1.327426,1.299197,58.635317,0.0001,101.6468,0,273.251,328.574,331.272,1060.888,0,0
Surface area (cm²),88.4,23,20.94897124,119.129096,0.00098592,0.04647355,1.320723,1.284151,58.635317,-0.0026,101.6458,0,273.23,328.585,331.313,1060.638,0,0
Sponsor,,24,20.94563433,116.398717,0.00092016,0.04532339,1.294349,1.26601,58.635317,0.0005,101.647,0,273.21,328.6,331.271,1060.603,0,0
Manufacturer,,25,20.94344569,113.393922,0.00091478,0.04544167,1.382866,1.333154,58.635317,0,101.6473,0,273.239,328.572,331.261,1060.582,0,0
Test start time (s),164,26,20.94675891,112.667303,0.00093761,0.04725074,1.295497,1.228542,58.635317,-0.0018,101.6478,0,273.236,328.573,331.264,1060.58,0,0
Time to ignition (s),17,27,20.95006446,114.484706,0.00107682,0.0491464,1.191917,1.141629,58.635317,-0.0014,101.6493,0,273.228,328.577,331.285,1060.581,0,0
