General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93743666,111.251851,0.00171996,0.03977625,1.005698,1.005526,-1.057876,0.0019,101.7007,0,269.844,328.683,332.184,1139.951,0,0
Standard used,ISO 5660-1,1,20.94469465,109.153966,0.00190464,0.04321045,1.005325,1.005609,-1.057876,0.0016,101.7013,0,269.887,328.709,332.159,1142.937,0,0
Date of test,15/11/2018,2,20.95195265,107.05608,0.00208932,0.04664465,1.004953,1.005692,-1.057876,0.0014,101.702,0,269.93,328.735,332.134,1145.923,0,0
Time of test,13:38,3,20.95401004,107.909752,0.00216303,0.0460132,1.006309,1.005852,-1.057876,0.0017,101.7034,0,269.92,328.658,332.045,1143.503,0,0
Heat flux (kW/m²),50,4,20.9525234,107.606494,0.00195395,0.04418595,1.006053,1.005888,-1.057876,0.003,101.703,0,269.918,328.625,331.998,1142.488,0,0
Nominal duct flow rate (l/s),24,5,20.94819377,110.248048,0.00181975,0.04326393,1.005102,1.005921,-1.057876,0.0026,101.7041,0,269.9,328.615,331.974,1142.138,0,0
Sampling interval (s),1,6,20.94654069,107.703474,0.0017219,0.04357989,1.005556,1.005963,-1.057876,-0.001,101.701,0,269.911,328.594,331.926,1141.809,0,0
Separation (mm),60,7,20.95002202,108.87925,0.00169136,0.0454625,1.006291,1.006136,-1.057876,-0.0002,101.7035,0,269.91,328.55,331.883,1141.555,0,0
Orientation,Horizontal,8,20.95312749,109.227183,0.00193024,0.04746841,1.006168,1.006222,-1.057876,-0.0011,101.7026,0,269.911,328.507,331.847,1141.278,0,0
Edge frame?,Yes,9,20.95545517,108.331991,0.00205695,0.04743857,1.005104,1.006211,-1.057876,-0.0008,101.7029,0,269.902,328.536,331.903,1141.025,0,0
Grid?,No,10,20.95390535,107.054222,0.00185947,0.04430675,1.005477,1.00625,-1.057876,0.0025,101.7034,0,269.889,328.604,332.003,1140.839,0,0
Non-scrubbed?,Yes,11,20.94932242,109.329427,0.00170253,0.04310728,1.006077,1.006239,-1.057876,0.0028,101.7026,0,269.888,328.688,332.1,1143.404,0,0
Substrate used? {Y/N},No,12,20.94905909,106.298162,0.00164519,0.04399691,1.00558,1.006211,-1.057876,-0.0011,101.7032,0,269.915,328.743,332.129,1144.559,0,0
Substrate,none,13,20.95251965,110.102051,0.00173902,0.04616669,1.007123,1.00635,-1.057876,-0.001,101.7032,0,269.906,328.742,332.147,1144.97,0,0
Additional specimen preparation details,,14,20.95528462,109.91804,0.00186588,0.04717977,1.006058,1.006396,-1.057876,-0.0001,101.7023,0,269.886,328.773,332.153,1141.039,0,0
,,15,20.95576308,108.532891,0.00202862,0.04588489,1.006966,1.00631,-1.057876,0.0012,101.7034,0,269.89,328.799,332.185,1139.971,0,0
Specimen,,16,20.95279402,110.761115,0.0018838,0.04367325,1.005904,1.006277,-1.057876,0.0023,101.703,0,269.887,328.793,332.151,1139.868,0,0
Sample description,after WT_Phytic3,17,20.94708191,109.918498,0.00182674,0.04302949,1.007838,1.006263,-1.057876,0.0016,101.7033,0,269.897,328.729,332.123,1139.738,0,0
Material name/ID,,18,20.94752166,112.533043,0.0018713,0.04409906,1.007264,1.006216,-1.057876,0.0021,101.7026,0,269.891,328.716,332.112,1139.607,0,0
Specimen number,,19,20.95133606,110.802657,0.00205231,0.04639284,1.004258,1.006294,-1.057876,0.0002,101.7019,0,269.91,328.717,332.089,1139.488,0,0
E (MJ/kg),13.1,20,20.95376412,109.36584,0.00228518,0.0469017,1.005255,1.006173,-1.057876,-0.0003,101.7021,0,269.907,328.692,332.039,1139.38,0,0
Initial mass (g),55.711,21,20.95360849,109.496563,0.00227816,0.04467263,1.00517,1.006236,-1.057876,0.0018,101.7021,0,269.908,328.609,331.953,1139.277,0,0
Thickness (mm),12.5,22,20.95046449,108.105958,0.0020295,0.04361447,1.005233,1.006172,-1.057876,0.0027,101.7016,0,269.893,328.56,331.92,1139.179,0,0
Surface area (cm²),88.4,23,20.94641867,109.342338,0.00194629,0.0438199,1.00633,1.006239,-1.057876,0.0002,101.703,0,269.895,328.565,331.944,1139.118,0,0
Sponsor,,24,20.94806768,106.688927,0.00195733,0.04466608,1.007545,1.006161,-1.057876,0.0004,101.7026,0,269.89,328.635,332.061,1139.092,0,0
Manufacturer,,25,20.9533874,105.568005,0.00207953,0.04668866,1.006771,1.006148,-1.057876,0.002,101.703,0,269.883,328.748,332.18,1139.075,0,0
Test start time (s),98,26,20.95581884,107.543642,0.00233259,0.04672072,1.006001,1.006106,-1.057876,0.0025,101.7028,0,269.896,328.802,332.22,1139.064,0,0
Time to ignition (s),39,27,20.95524295,110.823359,0.00235278,0.04536164,1.005417,1.006084,-1.057876,0,101.7033,0,269.91,328.802,332.204,1139.078,0,0
Time to flameout (s),948,28,20.95174948,107.502197,0.00217536,0.04351933,1.004954,1.006092,-1.057876,0.0006,101.7034,0,269.899,328.815,332.191,1139.084,0,0
End of test criterion,ISO 5660-1:2002,29,20.94839855,106.202417,0.00204218,0.04324762,1.004627,1.006007,-1.057876,0.001,101.7024,0,269.898,328.763,332.116,1139.116,0,0
User EOT time (s),,30,20.95240608,109.310923,0.00206773,0.04511105,1.00516,1.005885,-1.057876,-0.0005,101.7026,0,269.897,328.673,332.026,1139.158,0,0
MLR EOT mass (g/m²),150,31,20.95637377,109.467998,0.0021695,0.04697678,1.005417,1.00596,-1.057876,0.0006,101.7041,0,269.893,328.57,331.927,1139.241,0,0
MLR EOT time period (s),60,32,20.95789037,111.592091,0.00228029,0.04592155,1.005074,1.005874,-1.057876,0.0011,101.7044,0,269.902,328.473,331.787,1139.331,0,0
