General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94350802,108.698481,0.00117113,0.0501895,0.998735,0.999044,62.452152,-0.0013,101.4642,0,269.565,327.218,331.04,1137.341,0,0
Standard used,ISO 5660-1,1,20.94627873,106.220244,0.00152366,0.05084681,0.99872,0.998957,62.452152,-0.0017,101.4635,0,269.551,327.215,331.04,1137.341,0,0
Date of test,04/02/2019,2,20.94904945,103.742007,0.00187618,0.05150412,0.998704,0.998871,62.452152,-0.0022,101.4629,0,269.537,327.212,331.04,1137.341,0,0
Time of test,10:49,3,20.94852439,107.177847,0.00185664,0.04975568,0.999418,0.998842,62.452152,-0.0021,101.4643,0,269.548,327.221,331.058,1137.323,0,0
Heat flux (kW/m²),50,4,20.9463294,107.171294,0.00169248,0.04836885,1.001214,0.998736,62.452152,-0.001,101.4631,0,269.537,327.21,331.05,1137.31,0,0
Nominal duct flow rate (l/s),24,5,20.94355596,105.737571,0.00166665,0.04824489,0.999565,0.998721,62.452152,-0.0011,101.4625,0,269.55,327.257,331.131,1137.278,0,0
Sampling interval (s),1,6,20.9463197,102.163617,0.00168966,0.04940445,0.998801,0.998702,62.452152,-0.0003,101.4619,0,269.552,327.313,331.167,1139.957,0,0
Separation (mm),60,7,20.94988258,105.971339,0.00191751,0.05183451,0.999312,0.998662,62.452152,0.0004,101.4633,0,269.556,327.298,331.114,1138.067,0,0
Orientation,Horizontal,8,20.95128394,107.973233,0.00208842,0.05101327,0.998504,0.998528,62.452152,0.0022,101.4632,0,269.547,327.247,331.047,1137.291,0,0
Edge frame?,Yes,9,20.95003485,107.277749,0.00195772,0.04923551,0.998353,0.99854,62.452152,0.0015,101.4628,0,269.544,327.211,330.996,1137.261,0,0
Grid?,No,10,20.9462276,104.927751,0.00180779,0.04825808,0.998762,0.998474,62.452152,-0.0007,101.463,0,269.542,327.187,330.986,1137.286,0,0
Non-scrubbed?,Yes,11,20.94390663,107.551911,0.00178854,0.04851687,0.997563,0.99853,62.452152,-0.0007,101.4631,0,269.551,327.148,330.897,1137.295,0,0
Substrate used? {Y/N},No,12,20.94709572,108.660198,0.00192359,0.05010124,0.997225,0.99844,62.452152,0.0008,101.4623,0,269.541,327.068,330.755,1137.297,0,0
Substrate,none,13,20.95176386,108.082811,0.00219481,0.05190865,0.998089,0.998443,62.452152,0.0031,101.4618,0,269.538,326.964,330.651,1137.296,0,0
Additional specimen preparation details,,14,20.95319913,106.725784,0.00235902,0.0507029,0.999265,0.998384,62.452152,-0.0001,101.4636,0,269.556,326.936,330.638,1137.3,0,0
,,15,20.95150524,106.303497,0.00218195,0.04930587,0.999002,0.998276,62.452152,-0.0009,101.4625,0,269.556,326.972,330.692,1139.984,0,0
Specimen,,16,20.94720499,106.961526,0.00194279,0.0483031,0.998641,0.998384,62.452152,0.0005,101.4623,0,269.545,327.034,330.774,1138.046,0,0
Sample description,Coating O3,17,20.94628026,106.985038,0.00173399,0.04850092,0.998827,0.998378,62.452152,0.0024,101.4645,0,269.547,327.099,330.825,1137.207,0,0
Material name/ID,Coating O3,18,20.94978029,103.051658,0.00174646,0.05079577,0.998491,0.998434,62.452152,0.0031,101.4666,0,269.551,327.118,330.849,1137.133,0,0
Specimen number,,19,20.95118744,107.773831,0.00197982,0.05224738,0.997889,0.998475,62.452152,0.0027,101.4662,0,269.552,327.119,330.846,1137.132,0,0
E (MJ/kg),13.1,20,20.9528519,106.191471,0.00215049,0.05069301,0.997302,0.998549,62.452152,-0.0009,101.4658,0,269.552,327.099,330.811,1137.127,0,0
Initial mass (g),62.92,21,20.95109135,106.138861,0.00211228,0.04898401,0.99727,0.998624,62.452152,0.0003,101.4633,0,269.561,327.048,330.736,1137.127,0,0
Thickness (mm),12.5,22,20.94632581,109.482231,0.00196971,0.04823393,0.998202,0.998615,62.452152,-0.0006,101.4648,0,269.547,326.969,330.608,1137.117,0,0
Surface area (cm²),88.4,23,20.94813285,106.324431,0.0019265,0.04907274,1.000264,0.998598,62.452152,-0.0001,101.4633,0,269.567,326.903,330.558,1137.112,0,0
Sponsor,,24,20.95240672,108.830346,0.00201248,0.05130996,0.999,0.998549,62.452152,-0.0009,101.4619,0,269.563,326.889,330.524,1137.103,0,0
Manufacturer,,25,20.9548691,106.814409,0.00213995,0.05209394,0.998639,0.998493,62.452152,-0.0018,101.4625,0,269.557,326.863,330.467,1137.071,0,0
Test start time (s),71,26,20.95640484,106.861827,0.00208903,0.05025269,0.998429,0.998548,62.452152,0.0006,101.4689,0,269.556,326.796,330.418,1137.068,0,0
Time to ignition (s),,27,20.95403068,105.84219,0.00187527,0.04888891,0.997044,0.998544,62.452152,-0.0006,101.4699,0,269.561,326.756,330.357,1137.077,0,0
Time to flameout (s),,28,20.94973752,108.968247,0.00175842,0.04828754,0.997678,0.998515,62.452152,0.0018,101.4655,0,269.565,326.726,330.279,1137.084,0,0
End of test criterion,ISO 5660-1:2002,29,20.95242261,107.690947,0.00182073,0.04888332,0.998559,0.998521,62.452152,0.0023,101.4623,0,269.545,326.66,330.19,1137.064,0,0
User EOT time (s),,30,20.9568339,107.028166,0.00202145,0.0516245,0.998342,0.998512,62.452152,-0.0005,101.4625,0,269.545,326.623,330.208,1137.03,0,0
MLR EOT mass (g/m²),150,31,20.95757228,108.011194,0.00228232,0.05175109,0.999118,0.998429,62.452152,-0.0011,101.462,0,269.536,326.664,330.213,1137.005,0,0
MLR EOT time period (s),60,32,20.95590448,104.095677,0.00229021,0.05042438,1.000151,0.998501,62.452152,-0.0016,101.4644,0,269.541,326.698,330.334,1136.98,0,0
Truncate graphs at EOT?,No,33,20.9514097,105.937304,0.00200691,0.04859992,0.999319,0.998581,62.452152,-0.0009,101.4679,0,269.545,326.808,330.484,1136.959,0,0
Smooth data?,No,34,20.94750861,106.713208,0.00179535,0.04827718,0.998358,0.998561,62.452152,0.0002,101.4716,0,269.539,326.888,330.595,1136.934,0,0
Correct O2 for pressure?,No,35,20.94990068,103.431261,0.00174713,0.04999425,0.998968,0.998563,62.452152,0.0004,101.4702,0,269.532,326.943,330.662,1136.942,0,0
,,36,20.95349309,107.769817,0.00188546,0.05206152,0.998529,0.998533,62.452152,0.0004,101.4658,0,269.532,326.992,330.74,1136.943,0,0
Specifications: apparatus,,37,20.95516245,107.985753,0.00207837,0.05177099,0.997595,0.998602,62.452152,0.0013,101.4627,0,269.538,327.05,330.815,1136.927,0,0
