Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,0.42138684158547,0,0,-11.3736005333333,-1286.60639517345,0,0,0,27.0001248752147,0.00217980487542823,23.5315307207347,23.6199810394169,5.14869498272434E-05,0.00582431559131712,0,0,1.20583050651568E-05,-0.000677086296289631,0.000284743194740856,0,0,20.69
peak HRR (kW/m²),22.3746052924214,5,-2.41856907652525,0,0,-1.39047156666667,-157.293163650075,0,0,0.00105346710396368,26.5437534546326,0.00839532038945408,23.1333365104493,23.2197657009661,0.000194937372427667,0.0220517389624058,0.000616060805637276,0.0696901363843072,-2.53236317828034E-05,-0.000633971844426106,-0.00125196895131504,0.00071185798685214,0.210693420792735,48.089463
peak EHC (MJ/kg),28.9610941001231,10,-4.53982632782356,-0.0869926640711691,-0.0207999313297888,0.461327000000001,52.1863122171946,0.000138021018858698,-0.000356928405095329,0.00105346710396368,26.5943585658067,-0.000412690801461156,23.165918970572,23.2512328518198,-9.59556992057747E-06,-0.00108547171047256,0.00110340423670644,0.124819483790322,6.36728225670268E-05,-0.000164660710337413,-0.00228456281658474,0.00071185798685214,0.105346710396368,48.146933
peak MLR (g/s),0.461327000000001,15,-2.38066010776535,-1.57289023065618,7.89770406179249,0.0133798500000003,1.51355769230773,0.00644759474686479,0.0442071617809291,0.00105346710396368,26.5811276268049,0.00454464610776482,23.1647798180922,23.251556487673,0.000105670095691177,0.011953630734296,0.00136757947593439,0.154703560626062,8.62678505738411E-05,0.000591485193554579,-0.00100060233070384,0.00071185798685214,0.070231140264245,48.047107
peak SEA (m²/kg),634.408565579918,20,1.48597470998601,1.37382797221637,9.83043812215664,0.00956161666666624,1.0816308446455,0.00353467317597112,0.0949916736761741,0.00476840387892869,26.8660302082179,0.00399711492798588,23.42462758856,23.5156813559043,9.39948809894441E-05,0.0106329050893036,0.00186674191763594,0.211169900185061,3.37971899505836E-05,0.000908273970216627,0.00110613602520547,0.0034771980498658,0.238420193946435,48.030772
peak COY (kg/kg),0.393150793815258,25,4.72510548438541,0,0,-0.00222998333333339,-0.252260558069388,0,0,0.0202961043648572,26.4657029722372,0.0160422497483108,23.0879444935467,23.1827370486796,0.000371903257584337,0.0420705042516218,0.00303148726407039,0.342928423537375,-5.31217944907255E-05,0.000505888831081908,0.00274903279700107,0.0131151201053821,0.81184417459429,47.962966
peak CO2Y (kg/kg),2.50822889751456,30,5.79879845771012,0,0,-0.0109499833333333,-1.2386858974359,0,0,0.0466058642200961,26.6426395833092,0.0260887238961433,23.2518794277066,23.3514546882053,0.000609209653933889,0.0689151192232906,0.00548426954286596,0.620392482224655,-9.17443229293633E-05,-0.00021926066693669,0.00320151332296179,0.0279914854052893,1.55352880733654,48.047502
,,35,5.10388276493204,0,0,-0.000216766666666501,-0.0245211161387445,0,0,0.0738625672767015,26.9732539284992,0.0689924468873158,23.5469850717167,23.6504690000126,0.00163170372634348,0.184581869495869,0.0110865529935594,1.25413495402255,-2.80419603402786E-05,-0.000413071705765412,0.00282549775736366,0.0430590131061029,2.11035906504861,48.047148
Time To Peaks,,40,-0.402850393925298,-0.315323228877779,256.788852616403,0.0112937999999993,1.27757918552028,-0.000521829511630858,-0.0226621190537467,0.0866222741890316,26.7750262885862,0.123444036026148,23.3847781555031,23.4934148059177,0.00290012194367894,0.328068093176351,0.0224161171686154,2.5357598607031,-5.89343813845621E-06,-0.000255941440169188,-0.000102361945351132,0.050122757499512,2.16555685472579,48.047229
t peak HRR (s),390,45,-3.46809256153217,-2.50525885689081,285.35085114598,0.0122374333333334,1.3843250377074,0.00679425786150631,0.0276474369916959,0.0866222741890316,27.0001054815812,0.147362003641306,23.586479880278,23.6964884517224,0.00349196201750889,0.395018327772499,0.038396327071585,4.34347591307523,8.314427762966E-05,0.000338333667023415,-0.00162216079706659,0.050122757499512,1.92493942642292,47.947776
