General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94363374,107.532071,0.00139204,0.04616444,1,1,45.734026,-0.0028,102.1644,0,271.924,331.219,336.196,1136.777,0,0
Standard used,ISO 5660-1,1,20.94793427,107.303073,0.00180599,0.04601657,1.000002,1,45.734026,-0.0005,102.1631,0,271.937,331.3,336.297,1136.654,0,0
Date of test,26/06/2018,2,20.9522348,107.074075,0.00221993,0.0458687,1.000003,1,45.734026,0.0018,102.1618,0,271.95,331.38,336.398,1136.53,0,0
Time of test,12:24,3,20.95210196,107.130112,0.00220287,0.0443034,1,1,45.734026,0.0002,102.1636,0,271.964,331.421,336.445,1136.425,0,0
Heat flux (kW/m²),50,4,20.94981198,107.15474,0.00199663,0.04321168,1.000004,1,45.734026,-0.0013,102.1629,0,271.967,331.463,336.484,1136.335,0,0
Nominal duct flow rate (l/s),24,5,20.94740378,107.119559,0.00196023,0.04321597,1.000001,1,45.734026,0.0003,102.1622,0,271.954,331.502,336.529,1136.246,0,0
Sampling interval (s),1,6,20.95008407,112.307777,0.00206267,0.04472018,1,1,45.734026,-0.0011,102.165,0,271.948,331.526,336.506,1136.204,0,0
Separation (mm),60,7,20.95349599,111.698636,0.00231936,0.04666468,0.999998,1,45.734026,-0.0037,102.1635,0,271.952,331.518,336.505,1136.141,0,0
Orientation,Horizontal,8,20.95489865,104.957134,0.00256686,0.04559466,1,1,45.734026,-0.0028,102.1626,0,271.974,331.519,336.526,1136.063,0,0
Edge frame?,Yes,9,20.95355538,107.716103,0.00249385,0.04409957,1,1,45.734026,-0.0012,102.1617,0,271.967,331.53,336.548,1136.028,0,0
Grid?,No,10,20.94965505,111.439016,0.00233135,0.04318821,1,1,45.734026,-0.0003,102.1623,0,271.943,331.493,336.486,1136.058,0,0
Non-scrubbed?,Yes,11,20.94766082,105.489734,0.00222232,0.04351684,1,1,45.734026,0.001,102.1633,0,271.95,331.477,336.433,1136.104,0,0
Substrate used? {Y/N},No,12,20.95088621,105.513399,0.00215417,0.04539268,1,1,45.734026,0.0025,102.164,0,271.953,331.398,336.356,1136.025,0,0
