General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95426172,108.833125,4.229E-05,0.05355135,0.997974,0.999047,217.869228,-0.0029,101.4645,0,271.082,326.798,330.198,1061.215,0,0
Standard used,ISO 5660-1,1,20.95261137,107.958766,4.878E-05,0.05052637,0.998489,0.998954,217.869228,-0.0017,101.4658,0,271.076,326.817,330.217,1061.208,0,0
Date of test,01/08/2018,2,20.95096102,107.084407,5.527E-05,0.0475014,0.999004,0.998861,217.869228,-0.0004,101.4671,0,271.07,326.835,330.235,1061.201,0,0
Time of test,10:36,3,20.94713225,108.679706,-5.416E-05,0.04597873,0.99906,0.9988,217.869228,-0.0007,101.4658,0,271.066,326.788,330.12,1061.213,0,0
Heat flux (kW/m²),50,4,20.94363593,110.003696,-0.00013175,0.04612025,0.998629,0.99866,217.869228,-0.0022,101.4664,0,271.079,326.743,330.059,1061.219,0,0
Nominal duct flow rate (l/s),24,5,20.94630463,110.917701,-0.0001215,0.04695041,0.997673,0.998574,217.869228,0.0002,101.4669,0,271.047,326.716,330.026,1061.21,0,0
Sampling interval (s),1,6,20.95141854,109.096859,3.32E-06,0.04929932,0.997959,0.998278,217.869228,0,101.4654,0,271.063,326.712,330.007,1061.212,0,0
Separation (mm),25,7,20.95439327,108.191475,0.00016351,0.04943438,0.998393,0.998113,217.869228,-0.0005,101.4672,0,271.039,326.679,329.958,1057.368,0,0
Orientation,Horizontal,8,20.95393947,108.462198,6.419E-05,0.04701878,0.996858,0.997818,217.869228,0.0006,101.4669,0,271.038,326.635,329.888,1056.176,0,0
Edge frame?,No,9,20.94988659,108.663704,-0.00011057,0.04587382,0.996951,0.997502,217.869228,-0.0004,101.4659,0,271.041,326.552,329.743,1056.18,0,0
Grid?,No,10,20.94772293,110.627695,-0.00020688,0.04596167,0.996423,0.997302,217.869228,0,101.4662,0,271.029,326.491,329.712,1060.343,0,0
Non-scrubbed?,Yes,11,20.95244078,108.230022,-0.00019449,0.04837924,0.998606,0.996952,217.869228,-0.0001,101.4653,0,271.024,326.556,329.834,1061.291,0,0
Substrate used? {Y/N},No,12,20.95612332,105.57945,1.88E-06,0.04983981,0.996044,0.996663,217.869228,0.0012,101.4666,0,271.048,326.642,329.9,1061.269,0,0
Substrate,none,13,20.95721155,111.70506,0.00015654,0.04852482,0.996221,0.996438,217.869228,-0.0002,101.4675,0,271.035,326.68,329.948,1061.286,0,0
Additional specimen preparation details,,14,20.95551354,109.493193,8.14E-05,0.0468011,0.996976,0.996146,217.869228,0.0015,101.4661,0,271.025,326.685,329.964,1061.302,0,0
,,15,20.95114373,108.646146,1.021E-05,0.04587825,0.996344,0.995967,217.869228,0.0019,101.4681,0,271.01,326.685,329.994,1061.271,0,0
Specimen,,16,20.94999053,108.143821,4.018E-05,0.04607921,0.994238,0.99571,217.869228,-0.0002,101.4684,0,271.017,326.695,330.007,1064.04,0,0
Sample description,FTT PMMA No1,17,20.9536488,109.541338,0.00012844,0.04783289,0.995001,0.995329,217.869228,-0.0003,101.4675,0,271.013,326.703,329.987,1061.936,0,0
Material name/ID,FTT PMMA No1,18,20.9562061,109.189961,0.0003922,0.04954434,0.99356,0.995088,217.869228,0.0009,101.4663,0,270.982,326.685,329.969,1061.317,0,0
Specimen number,,19,20.95550605,110.427041,0.00050287,0.04830724,0.994169,0.994712,217.869228,0.0007,101.4658,0,271.014,326.623,329.874,1061.332,0,0
E (MJ/kg),13.1,20,20.95297377,105.559614,0.00029453,0.04654782,0.993589,0.994447,217.869228,-0.0005,101.4678,0,271.015,326.548,329.766,1061.392,0,0
Initial mass (g),217.68,21,20.9497219,108.480777,7.1E-05,0.04593255,0.994148,0.994229,217.869228,0,101.4678,0,270.992,326.535,329.767,1061.427,0,0
Thickness (mm),18,22,20.95067965,112.171528,-2.987E-05,0.04687089,0.99459,0.993893,217.869228,-0.0001,101.4679,0,271.008,326.551,329.785,1061.424,0,0
Surface area (cm²),100,23,20.9542194,112.59838,7.471E-05,0.04932521,0.993795,0.993782,217.869228,0.0007,101.4696,0,271.03,326.58,329.75,1061.46,0,0
