General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95691425,110.108852,0.00146595,0.04417628,0.996306,0.99767,4.103413,0.0016,100.6966,0,270.058,320.174,323.815,1051.981,0,0
Standard used,ISO 5660-1,1,20.95221929,108.111052,0.00141671,0.04466825,0.996198,0.99741,4.103413,0.0005,100.6966,0,270.065,320.162,323.796,1052.032,0,0
Date of test,25/04/2019,2,20.94752433,106.113252,0.00136747,0.04516023,0.996089,0.997151,4.103413,-0.0005,100.6966,0,270.072,320.15,323.777,1052.083,0,0
Time of test,15:02,3,20.95052363,110.770251,0.00146713,0.0476443,0.996106,0.996868,4.103413,0.0003,100.6969,0,270.084,320.166,323.819,1052.078,0,0
Heat flux (kW/m²),50,4,20.95347053,113.271986,0.0016363,0.04869648,0.996629,0.996521,4.103413,-0.001,100.698,0,270.075,320.178,323.794,1052.123,0,0
Nominal duct flow rate (l/s),24,5,20.95256219,114.06684,0.00161148,0.04712503,0.996324,0.996207,4.103413,-0.0005,100.6978,0,270.07,320.154,323.775,1052.214,0,0
Sampling interval (s),1,6,20.94976072,111.670863,0.00131191,0.04536137,0.995459,0.995962,4.103413,0.0001,100.6958,0,270.08,320.148,323.75,1052.254,0,0
Separation (mm),25,7,20.94363414,112.099719,0.0010961,0.04468548,0.994187,0.995675,4.103413,0,100.6966,0,270.088,320.132,323.722,1052.277,0,0
Orientation,Horizontal,8,20.9433237,110.664408,0.00105672,0.04545901,0.994342,0.995417,4.103413,0.001,100.6975,0,270.089,320.131,323.718,1052.286,0,0
Edge frame?,No,9,20.94728201,107.144788,0.00118247,0.047807,0.995461,0.995266,4.103413,0.002,100.6963,0,270.087,320.139,323.778,1052.297,0,0
Grid?,No,10,20.94957946,107.834069,0.00140201,0.04870728,0.995951,0.995031,4.103413,0.0025,100.6957,0,270.094,320.198,323.869,1052.347,0,0
Non-scrubbed?,Yes,11,20.94941152,107.009315,0.00145333,0.04661249,0.995374,0.99483,4.103413,-0.0006,100.6964,0,270.088,320.25,323.956,1052.363,0,0
Substrate used? {Y/N},No,12,20.94541665,108.009402,0.00128162,0.045011,0.994028,0.994747,4.103413,-0.0009,100.6966,0,270.08,320.306,323.96,1052.405,0,0
Substrate,none,13,20.94077992,104.918785,0.00114768,0.04474538,0.993186,0.994585,4.103413,-0.0009,100.6966,0,270.089,320.312,323.987,1052.428,0,0
Additional specimen preparation details,,14,20.94204644,109.610527,0.00120645,0.04584722,0.994016,0.994363,4.103413,0.0014,100.6974,0,270.09,320.283,323.972,1052.465,0,0
,,15,20.94579806,106.619573,0.0013674,0.04826914,0.994445,0.994107,4.103413,-0.0003,100.6974,0,270.095,320.278,324.01,1052.488,0,0
Specimen,,16,20.94804805,106.597559,0.00158245,0.0482398,0.993534,0.993895,4.103413,-0.0009,100.6962,0,270.098,320.307,324.076,1052.518,0,0
Sample description,RL114-PS1,17,20.94770985,109.086233,0.0014615,0.0461987,0.992635,0.993669,4.103413,-0.0009,100.6984,0,270.097,320.353,324.077,1052.544,0,0
Material name/ID,polystyrene,18,20.94550813,111.846522,0.00123067,0.04497525,0.994183,0.993473,4.103413,-0.0013,100.6984,0,270.09,320.342,324.059,1053.961,0,0
Specimen number,,19,20.94237482,110.189904,0.00107914,0.04464989,0.992286,0.993298,4.103413,-0.0012,100.6959,0,270.097,320.321,324.055,1055.285,0,0
E (MJ/kg),13.1,20,20.94339538,109.319552,0.00114433,0.04640292,0.991706,0.993054,4.103413,-0.001,100.699,0,270.085,320.32,323.996,1056.907,0,0
Initial mass (g),3.88,21,20.94644664,105.237135,0.00132562,0.04846139,0.992318,0.992923,4.103413,-0.0009,100.6999,0,270.071,320.292,323.967,1053.514,0,0
Thickness (mm),13,22,20.94821878,110.343209,0.00156646,0.04820704,0.992437,0.992728,4.103413,-0.0004,100.6975,0,270.091,320.265,323.961,1052.627,0,0
Surface area (cm²),100,23,20.94736831,105.423461,0.00149983,0.04611839,0.990199,0.992535,4.103413,-0.0004,100.6975,0,270.088,320.299,323.955,1052.651,0,0
Sponsor,,24,20.94409849,104.506025,0.00130017,0.04480031,0.991105,0.992406,4.103413,-0.0011,100.6971,0,270.08,320.319,324,1052.678,0,0
Manufacturer,,25,20.94236138,108.339848,0.00120911,0.04494313,0.99287,0.992174,4.103413,0.0011,100.6956,0,270.09,320.331,324.055,1052.694,0,0
Test start time (s),121,26,20.94539171,108.945032,0.00124911,0.04660458,0.992841,0.992031,4.103413,-0.0009,100.6959,0,270.077,320.359,324.076,1052.737,0,0
Time to ignition (s),16,27,20.94999162,106.517234,0.00134636,0.04858235,0.992906,0.991869,4.103413,-0.0012,100.6955,0,270.08,320.365,324.127,1055.52,0,0
Time to flameout (s),45,28,20.95209917,109.49654,0.00139158,0.0476179,0.991575,0.991684,4.103413,-0.001,100.6948,0,270.082,320.394,324.138,1053.431,0,0
End of test criterion,ISO 5660-1:2002,29,20.95217641,109.470196,0.00109437,0.0456962,0.992032,0.991613,4.103413,-0.0009,100.6941,0,270.09,320.393,324.112,1052.807,0,0
User EOT time (s),,30,20.94829548,108.290746,0.00084777,0.04480122,0.991261,0.991523,4.103413,0.0018,100.6946,0,270.084,320.386,324.114,1052.842,0,0
MLR EOT mass (g/m²),150,31,20.94663002,108.315425,0.00079862,0.04501178,0.99095,0.991551,4.103413,0.0003,100.6955,0,270.098,320.408,324.149,1052.864,0,0
MLR EOT time period (s),60,32,20.95025316,110.672069,0.00091773,0.04713505,0.990904,0.991714,4.103413,-0.0009,100.697,0,270.075,320.436,324.188,1052.889,0,0
Truncate graphs at EOT?,No,33,20.95329736,107.862726,0.00130377,0.04861093,0.991224,0.991796,4.103413,-0.0008,100.6949,0,270.091,320.468,324.19,1052.912,0,0
Smooth data?,No,34,20.95409688,109.731828,0.001502,0.04727738,0.990661,0.99169,4.103413,-0.0009,100.6946,0,270.085,320.451,324.189,1052.942,0,0
Correct O2 for pressure?,No,35,20.9521613,111.087522,0.00139853,0.04536905,0.990975,0.991744,4.103413,-0.001,100.6968,0,270.082,320.466,324.207,1052.963,0,0
,,36,20.94753442,110.247683,0.0013201,0.04467569,0.991034,0.991647,4.103413,-0.0009,100.6954,0,270.08,320.494,324.273,1053.177,0,0
Specifications: apparatus,,37,20.94723744,109.790119,0.00129424,0.04560716,0.989843,0.991526,4.103413,-0.0007,100.6937,0,270.081,320.521,324.31,1053.068,0,0
C-factor (SI units),0.044587,38,20.95096352,112.236533,0.00141048,0.04770335,0.990645,0.991422,4.103413,-0.0008,100.6955,0,270.093,320.536,324.326,1053.065,0,0
OD correction factor,0.97963,39,20.95362808,110.021212,0.00157017,0.04853791,0.990898,0.991391,4.103413,-0.0005,100.6944,0,270.093,320.549,324.33,1053.098,0,0
Duct diameter (m),0.114,40,20.95402743,112.928242,0.00144548,0.04686496,0.9915,0.991307,4.103413,-0.0012,100.6946,0,270.087,320.551,324.375,1053.133,0,0
O2 delay time (s),0,41,20.95142623,111.292789,0.00115904,0.04512246,0.990951,0.991346,4.103413,-0.0007,100.6952,0,270.08,320.577,324.429,1053.16,0,0
CO2 delay time (s),0,42,20.94698536,108.311798,0.00093156,0.04467815,0.991843,0.99136,4.103413,-0.0012,100.6985,0,270.087,320.591,324.421,1053.191,0,0
CO delay time (s),0,43,20.94788464,111.798873,0.00085207,0.04581571,0.992216,0.991383,4.103413,0.0007,100.6969,0,270.095,320.613,324.466,1053.204,0,0
,,44,20.95146073,110.549832,0.00097301,0.04809539,0.991643,0.991318,4.103413,-0.0007,100.6961,0,270.074,320.637,324.503,1053.213,0,0
Laboratory,,45,20.95394004,108.182775,0.00120034,0.04820717,0.991251,0.99122,4.103413,-0.0009,100.6965,0,270.075,320.662,324.52,1053.213,0,0
Laboratory name,FTT Cone - NIST,46,20.95372882,106.062233,0.00113482,0.04650275,0.992898,0.99126,4.103413,0.0002,100.6964,0,270.07,320.667,324.507,1053.223,0,0
Operator,Shields,47,20.95066517,107.938147,0.00094242,0.04495388,0.991091,0.99132,4.103413,0,100.6955,0,270.064,320.669,324.514,1053.282,0,0
Filename,C:\CC5\Data\19040012.CSV,48,20.9450869,110.700923,0.00082899,0.04465322,0.990937,0.991319,4.103413,0.001,100.6967,0,270.071,320.659,324.457,1053.288,0,0
Report name,,49,20.94662173,108.042894,0.00084609,0.04626729,0.990458,0.991141,4.103413,0.0006,100.6964,0,270.078,320.625,324.43,1053.296,0,0
,,50,20.95028748,105.774242,0.00102571,0.04824116,0.990513,0.991077,4.103413,0.0023,100.6974,0,270.082,320.605,324.455,1053.275,0,0
,,51,20.95217894,109.616396,0.00129728,0.04822986,0.990996,0.991013,4.103413,0.0013,100.6966,0,270.081,320.608,324.421,1053.244,0,0
Pre-test conditions,,52,20.95171848,107.590534,0.00127044,0.04626684,0.990999,0.990999,4.103413,0.0003,100.6969,0,270.101,320.624,324.462,1053.24,0,0
Ambient temperature (°C),21.1,53,20.94791953,107.386448,0.00113841,0.0448978,0.990712,0.991034,4.103413,0.0008,100.697,0,270.09,320.654,324.489,1053.239,0,0
Barometric pressure (Pa),100689,54,20.94450429,109.720376,0.00105739,0.04471955,0.991465,0.991077,4.103413,-0.0005,100.6967,0,270.094,320.675,324.542,1053.237,0,0
Relative humidity (%),36.6,55,20.94723385,107.064418,0.00114033,0.04637588,0.99118,0.991226,4.103413,0.0008,100.6943,0,270.088,320.7,324.567,1053.239,0,0
