General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93488954,115.807026,0.00141866,0.04108721,0.993879,0.997388,-1.058139,0.0007,102.0257,0,269.705,329.521,332.331,1142.756,0,0
Standard used,ISO 5660-1,1,20.94185278,112.062183,0.00166316,0.04396629,0.995704,0.997361,-1.058139,0.0009,102.025,0,269.737,329.487,332.271,1142.515,0,0
Date of test,08/11/2018,2,20.94881601,108.317341,0.00190767,0.04684538,0.997528,0.997334,-1.058139,0.0011,102.0244,0,269.77,329.452,332.211,1142.275,0,0
Time of test,14:52,3,20.95157137,108.399816,0.00216795,0.0470778,0.996352,0.99736,-1.058139,0.0001,102.0219,0,269.764,329.462,332.189,1141.987,0,0
Heat flux (kW/m²),50,4,20.95131252,107.973532,0.00220388,0.04548695,0.996383,0.997433,-1.058139,0.0006,102.0226,0,269.762,329.485,332.229,1144.387,0,0
Nominal duct flow rate (l/s),24,5,20.94916737,106.733383,0.00208292,0.04459412,0.997715,0.997526,-1.058139,0.0007,102.0232,0,269.753,329.492,332.2,1142.105,0,0
Sampling interval (s),1,6,20.94599114,107.901958,0.00196648,0.04426843,0.995998,0.997653,-1.058139,0.0004,102.0238,0,269.774,329.515,332.209,1141.144,0,0
Separation (mm),60,7,20.94843486,108.223376,0.00198025,0.04464599,0.99614,0.997639,-1.058139,0.001,102.0229,0,269.778,329.491,332.169,1140.956,0,0
Orientation,Horizontal,8,20.95208888,110.219305,0.00211621,0.04703661,0.995798,0.99766,-1.058139,0.0013,102.0221,0,269.79,329.461,332.117,1140.798,0,0
Edge frame?,Yes,9,20.95519856,111.325145,0.00221566,0.04625832,0.997436,0.997722,-1.058139,0.0008,102.0217,0,269.754,329.419,332.061,1140.657,0,0
Grid?,No,10,20.95456034,109.857437,0.00201016,0.04434965,0.996299,0.997812,-1.058139,-0.0011,102.0224,0,269.767,329.375,332.027,1140.499,0,0
Non-scrubbed?,Yes,11,20.95063487,105.83113,0.00182962,0.04347704,0.996973,0.997778,-1.058139,-0.0005,102.0236,0,269.757,329.383,331.986,1140.353,0,0
Substrate used? {Y/N},No,12,20.94811568,109.484815,0.0017342,0.04343782,0.996716,0.997774,-1.058139,-0.0018,102.0229,0,269.777,329.348,331.959,1140.226,0,0
Substrate,none,13,20.95124243,109.090783,0.00175986,0.04468807,0.997963,0.997863,-1.058139,0.0001,102.0229,0,269.793,329.4,332.081,1142.845,0,0
Additional specimen preparation details,,14,20.95438453,108.796452,0.00197449,0.04706206,0.996243,0.997854,-1.058139,-0.0006,102.0203,0,269.776,329.524,332.176,1140.724,0,0
,,15,20.95563243,107.848396,0.00212123,0.0460062,0.996632,0.997834,-1.058139,0.0003,102.0233,0,269.77,329.608,332.254,1139.859,0,0
Specimen,,16,20.95419534,106.8608,0.00194692,0.04476034,0.997797,0.997928,-1.058139,0.0001,102.0219,0,269.776,329.655,332.281,1139.744,0,0
Sample description,after weatherbility test_PG3,17,20.94984121,107.285121,0.0017808,0.04425434,0.998577,0.997998,-1.058139,-0.0006,102.0216,0,269.769,329.71,332.358,1139.682,0,0
Material name/ID,,18,20.94836314,107.268531,0.00159647,0.0445959,0.997551,0.997821,-1.058139,0.0004,102.0222,0,269.751,329.724,332.381,1139.604,0,0
Specimen number,,19,20.95184355,110.022848,0.00160815,0.04626478,0.996488,0.997766,-1.058139,0.0008,102.0225,0,269.757,329.687,332.299,1139.538,0,0
E (MJ/kg),13.1,20,20.95484149,111.228095,0.00186788,0.04782499,0.996719,0.997785,-1.058139,-0.0005,102.0229,0,269.752,329.611,332.24,1139.469,0,0
Initial mass (g),60.236,21,20.95551744,108.711949,0.0019727,0.04714996,0.99755,0.997725,-1.058139,0.0008,102.024,0,269.756,329.548,332.187,1139.403,0,0
Thickness (mm),12.5,22,20.95351386,107.46775,0.00181361,0.04526503,0.997684,0.997709,-1.058139,-0.0002,102.0235,0,269.749,329.515,332.161,1139.374,0,0
Surface area (cm²),88.4,23,20.94888771,110.508865,0.0016805,0.04421165,0.998398,0.997796,-1.058139,-0.0004,102.0243,0,269.771,329.503,332.159,1138.314,0,0
Sponsor,,24,20.9487231,107.079839,0.00165153,0.04494941,0.997229,0.997719,-1.058139,-0.001,102.0227,0,269.761,329.551,332.224,1136.774,0,0
Manufacturer,,25,20.95233121,109.911755,0.00174912,0.04699158,0.997347,0.997794,-1.058139,0.0005,102.0225,0,269.767,329.586,332.247,1136.808,0,0
Test start time (s),118,26,20.95515066,109.916054,0.00189903,0.04802764,0.997101,0.997851,-1.058139,0.001,102.0221,0,269.756,329.609,332.229,1136.815,0,0
Time to ignition (s),18,27,20.95542061,108.538304,0.00195427,0.04656454,0.99651,0.997826,-1.058139,0.0011,102.0222,0,269.767,329.567,332.165,1138.978,0,0
Time to flameout (s),1083,28,20.95268709,110.302724,0.00173132,0.04433715,0.996296,0.997763,-1.058139,0.0012,102.0231,0,269.764,329.479,332.074,1139.507,0,0
End of test criterion,ISO 5660-1:2002,29,20.94842139,107.701842,0.00151106,0.04344622,0.997066,0.99788,-1.058139,0.0012,102.0233,0,269.758,329.42,332.056,1139.518,0,0
User EOT time (s),,30,20.94954307,108.254088,0.00136322,0.04405103,0.997242,0.998021,-1.058139,-0.0016,102.0222,0,269.773,329.423,332.066,1139.611,0,0
MLR EOT mass (g/m²),150,31,20.95171699,110.886165,0.00141115,0.04664647,0.996851,0.997995,-1.058139,-0.0007,102.022,0,269.766,329.419,332.025,1139.652,0,0
MLR EOT time period (s),60,32,20.95297877,113.512852,0.00157205,0.04781657,0.997234,0.997926,-1.058139,0.0008,102.0225,0,269.761,329.343,331.92,1139.703,0,0
Truncate graphs at EOT?,No,33,20.95146442,111.651104,0.00157823,0.04587613,0.996019,0.998044,-1.058139,-0.0029,102.0218,0,269.77,329.274,331.889,1139.762,0,0
Smooth data?,No,34,20.94808341,111.388264,0.00144164,0.0443754,0.995785,0.997923,-1.058139,-0.0006,102.0211,0,269.765,329.274,331.918,1139.718,0,0
Correct O2 for pressure?,No,35,20.94410979,109.35107,0.00145519,0.04410859,0.999271,0.998105,-1.058139,0.001,102.022,0,269.766,329.323,331.992,1139.658,0,0
,,36,20.94620575,103.361431,0.00161852,0.04573146,0.997494,0.998279,-1.058139,-0.0011,102.021,0,269.764,329.386,332.047,1139.628,0,0
Specifications: apparatus,,37,20.94986794,106.475578,0.00184892,0.04777934,0.999195,0.998373,-1.058139,0.0005,102.0222,0,269.755,329.451,332.105,1139.605,0,0
C-factor (SI units),0.045488,38,20.95164347,111.543861,0.00215687,0.0475146,0.997821,0.998476,-1.058139,-0.0004,102.0221,0,269.756,329.485,332.101,1139.645,0,0
OD correction factor,0.97963,39,20.95089946,111.3456,0.00210911,0.04549387,0.997663,0.998487,-1.058139,-0.0012,102.0225,0,269.762,329.406,332.041,1139.739,0,0
Duct diameter (m),0.114,40,20.94718201,112.228909,0.00193455,0.04433953,0.996489,0.998517,-1.058139,-0.0011,102.0213,0,269.774,329.307,331.926,1139.857,0,0
O2 delay time (s),0,41,20.94406836,112.178818,0.00181512,0.0441416,0.997209,0.998492,-1.058139,0.0008,102.0218,0,269.779,329.229,331.852,1140,0,0
CO2 delay time (s),0,42,20.94686233,105.754709,0.00182863,0.04572584,0.997387,0.998462,-1.058139,0.0012,102.0217,0,269.778,329.178,331.789,1140.941,0,0
CO delay time (s),0,43,20.9504126,107.627478,0.00204557,0.04789887,0.99739,0.998588,-1.058139,-0.0017,102.0216,0,269.782,329.164,331.825,1140.366,0,0
,,44,20.95172178,108.068834,0.00220751,0.04744927,0.997595,0.998751,-1.058139,-0.0016,102.0206,0,269.764,329.235,331.921,1143.787,0,0
Laboratory,,45,20.94903046,111.175756,0.00209007,0.04579275,0.998149,0.99875,-1.058139,-0.0003,102.0224,0,269.754,329.277,331.928,1144.625,0,0
Laboratory name,FTT Cone - NIST,46,20.94431986,109.200031,0.00189498,0.04433415,0.998541,0.99883,-1.058139,-0.0013,102.0205,0,269.761,329.237,331.897,1141.324,0,0
Operator,Shields,47,20.94230091,110.258262,0.00180495,0.04436154,0.996977,0.998917,-1.058139,-0.0002,102.021,0,269.774,329.19,331.85,1140.623,0,0
Filename,C:\CC5\DATA\18110012.CSV,48,20.94733888,107.946452,0.00188338,0.04677303,0.997505,0.998977,-1.058139,0.0005,102.021,0,269.774,329.223,331.86,1140.655,0,0
Report name,,49,20.95086861,112.308427,0.00204772,0.04818363,0.997996,0.998933,-1.058139,0.0016,102.0225,0,269.773,329.235,331.875,1140.695,0,0
,,50,20.95170302,113.976235,0.00218043,0.04655201,0.997321,0.998876,-1.058139,-0.0001,102.0208,0,269.768,329.215,331.848,1140.81,0,0
,,51,20.94990395,110.410387,0.00199456,0.04483931,0.996317,0.998897,-1.058139,0,102.0203,0,269.761,329.225,331.878,1143.65,0,0
Pre-test conditions,,52,20.94713423,106.527785,0.00173023,0.0441604,0.996768,0.998895,-1.058139,-0.0004,102.0216,0,269.786,329.26,331.933,1141.604,0,0
Ambient temperature (°C),22,53,20.94673987,106.996417,0.00159339,0.04497879,0.998733,0.99899,-1.058139,0.0008,102.0217,0,269.766,329.286,331.921,1140.967,0,0
Barometric pressure (Pa),102025,54,20.9497148,108.785396,0.00155159,0.0463109,0.997612,0.999014,-1.058139,-0.0006,102.0224,0,269.768,329.256,331.89,1141.033,0,0
Relative humidity (%),25.9,55,20.95136188,106.995997,0.00173459,0.04787548,0.997283,0.999146,-1.058139,0.0007,102.0218,0,269.772,329.256,331.92,1141.09,0,0
,,56,20.9516458,108.254832,0.00179158,0.04701898,0.998766,0.999057,-1.058139,0,102.0219,0,269.757,329.256,331.949,1141.122,0,0
,,57,20.9493609,108.275758,0.00156704,0.04475054,0.997027,0.999083,-1.058139,0.001,102.0204,0,269.767,329.293,332.024,1141.175,0,0
Conditioning,,58,20.94475075,108.594421,0.00146118,0.04411228,0.998573,0.999281,-1.058139,-0.0015,102.0189,0,269.76,329.36,332.09,1141.228,0,0
Conditioned? {Y/N},Yes,59,20.9467156,109.342559,0.00148071,0.04495894,0.999295,0.999316,-1.058139,-0.0015,102.02,0,269.775,329.381,332.103,1141.275,0,0
