General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95019492,105.58563,0.00180817,0.05157072,0.99581,0.996504,36.831583,-0.0058,101.1714,0,270.724,331.292,336.086,1150.339,0,0
Standard used,ISO 5660-1,1,20.95278294,106.075219,0.00206164,0.0497463,0.995895,0.99617,36.831583,-0.0025,101.1717,0,270.698,331.324,336.076,1150.349,0,0
Date of test,23/07/2018,2,20.95537096,106.564808,0.0023151,0.04792187,0.99598,0.995836,36.831583,0.0008,101.1721,0,270.672,331.356,336.066,1150.359,0,0
Time of test,10:53,3,20.95395485,110.023403,0.00219019,0.04621478,0.994978,0.995503,36.831583,0.0014,101.1708,0,270.684,331.355,336.077,1150.345,0,0
Heat flux (kW/m²),50,4,20.94949184,110.491706,0.0020339,0.04550756,0.994267,0.995054,36.831583,0.0017,101.17,0,270.707,331.366,336.09,1150.315,0,0
Nominal duct flow rate (l/s),24,5,20.94885716,106.707032,0.00196665,0.0457194,0.994643,0.994641,36.831583,0.0018,101.1698,0,270.681,331.371,336.083,1150.303,0,0
Sampling interval (s),1,6,20.95250204,106.167948,0.00209692,0.0483363,0.994096,0.994274,36.831583,0.0016,101.1708,0,270.685,331.357,336.073,1150.304,0,0
Separation (mm),60,7,20.95541925,107.871207,0.00234336,0.04940272,0.993512,0.993862,36.831583,-0.0005,101.1737,0,270.681,331.37,336.083,1150.287,0,0
Orientation,Horizontal,8,20.95432095,106.772291,0.00239478,0.04772281,0.993567,0.993434,36.831583,0,101.1731,0,270.671,331.38,336.123,1150.287,0,0
Edge frame?,Yes,9,20.95141409,106.873295,0.00215307,0.04595157,0.993074,0.992893,36.831583,0.0002,101.1707,0,270.671,331.384,336.149,1150.307,0,0
Grid?,No,10,20.94708549,107.815454,0.00194293,0.04544002,0.993584,0.992424,36.831583,0.002,101.172,0,270.662,331.383,336.16,1150.294,0,0
Non-scrubbed?,Yes,11,20.94652401,113.181039,0.00177194,0.04624449,0.991692,0.991962,36.831583,0.0011,101.1745,0,270.677,331.424,336.192,1150.289,0,0
Substrate used? {Y/N},No,12,20.94944769,109.095476,0.00180128,0.04879633,0.991625,0.991412,36.831583,-0.001,101.1735,0,270.691,331.452,336.238,1150.338,0,0
Substrate,none,13,20.95176087,106.353213,0.00191235,0.04903244,0.990045,0.990869,36.831583,-0.0027,101.1731,0,270.691,331.448,336.226,1150.383,0,0
Additional specimen preparation details,,14,20.95167192,111.143581,0.00186492,0.04844011,0.9896,0.990393,36.831583,-0.0001,101.1739,0,270.696,331.447,336.224,1150.38,0,0
,,15,20.94868216,107.922922,0.00167746,0.04684087,0.989541,0.990021,36.831583,-0.0001,101.1733,0,270.703,331.442,336.203,1150.404,0,0
Specimen,,16,20.9446343,109.648022,0.00157145,0.04633778,0.989215,0.989622,36.831583,0.0008,101.1749,0,270.676,331.406,336.015,1150.449,0,0
