General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93762644,108.437174,-0.00087554,0.04582165,1.147738,1.183513,59.431181,-0.0037,101.5955,0.04,273.423,330.331,332.893,1060.168,0,0
Standard used,ISO 5660-1,1,20.94503596,112.147053,-0.00054941,0.04559147,1.099152,1.118527,59.431181,-0.0012,101.5982,0.039,273.403,330.318,332.826,1060.165,0,0
Date of test,06/04/2021,2,20.95244549,115.856933,-0.00022327,0.0453613,1.050567,1.05354,59.431181,0.0013,101.6008,0.038,273.383,330.304,332.759,1060.162,0,0
Time of test,14:47,3,20.9547962,113.512778,2.109E-05,0.04708188,1.072193,1.067861,59.431181,0.0008,101.6008,0.038,273.381,330.28,332.764,1060.12,0,0
Heat flux (kW/m²),0,4,20.95356286,112.673802,-0.00011779,0.04896262,1.020279,1.015298,59.431181,0.0006,101.5999,0.041,273.38,330.292,332.781,1060.102,0,0
Nominal duct flow rate (l/s),24,5,20.94880669,113.459108,-0.00027987,0.04720237,1.03458,1.026433,59.431181,0.0007,101.6023,0.043,273.395,330.324,332.769,1060.095,0,0
Sampling interval (s),1,6,20.95001855,115.851689,-0.00032173,0.04555821,1.007921,0.995589,59.431181,-0.0017,101.5995,0.043,273.388,330.331,332.806,1060.112,0,0
Separation (mm),25,7,20.95424574,115.178459,-0.00014235,0.04740259,0.942228,0.949856,59.431181,-0.0033,101.5998,0.043,273.388,330.338,332.878,1060.111,0,0
Orientation,Vertical,8,20.95322265,116.621158,-0.00034086,0.04914445,0.966691,0.990671,59.431181,-0.0005,101.6003,0.04,273.391,330.401,332.938,1060.143,0,0
Edge frame?,Yes,9,20.94791803,116.716243,-0.0006364,0.04637325,1.011039,1.027769,59.431181,0.0017,101.5995,0.045,273.395,330.394,332.899,1060.192,0,0
Grid?,No,10,20.95258022,113.669085,-0.0005893,0.0454905,1.038347,1.045409,59.431181,0.0012,101.5996,0.041,273.396,330.36,332.858,1060.282,0,0
Non-scrubbed?,Yes,11,20.95467691,112.250848,-0.00034881,0.04809199,1.025696,1.020074,59.431181,0.0003,101.6023,0.044,273.401,330.381,332.861,1060.37,0,0
Substrate used? {Y/N},No,12,20.95189104,112.823258,-0.00048826,0.04870356,0.985944,0.984988,59.431181,0.0016,101.5995,0.04,273.408,330.365,332.864,1060.47,0,0
Substrate,none,13,20.94803098,112.530891,-0.00057382,0.04685848,1.03233,1.02183,59.431181,0.0002,101.6003,0.038,273.38,330.378,332.869,1060.521,0,0
Additional specimen preparation details,,14,20.94940447,113.59605,-0.00036178,0.04557423,1.084383,1.075909,59.431181,0.0003,101.602,0.038,273.394,330.374,332.9,1060.518,0,0
,,15,20.95254561,116.15698,0.00011721,0.04731212,1.015815,0.986274,59.431181,0.0009,101.6012,0.035,273.37,330.392,332.9,1060.51,0,0
Specimen,,16,20.95181632,114.89356,0.00011221,0.04931267,1.006378,1.000545,59.431181,0.0006,101.5997,0.041,273.384,330.357,332.85,1060.507,0,0
Sample description,Trex-Vertical-C,17,20.94605339,111.157849,1.18E-06,0.04683094,0.934244,0.939225,59.431181,-0.0013,101.6015,0.04,273.397,330.324,332.828,1060.516,0,0
Material name/ID,Trex-Vertical-C,18,20.94939738,112.365806,4.512E-05,0.04543571,0.974612,0.992657,59.431181,0.0003,101.6006,0.039,273.401,330.32,332.844,1060.492,0,0
Specimen number,,19,20.95249349,115.573586,0.00029758,0.04644114,0.969698,0.960451,59.431181,-0.0003,101.6014,0.039,273.383,330.347,332.882,1060.502,0,0
E (MJ/kg),13.1,20,20.95177907,117.128448,0.00026571,0.04915712,1.038781,1.041153,59.431181,-0.0024,101.6008,0.04,273.377,330.366,332.925,1059.834,0,0
Initial mass (g),60,21,20.94940561,113.140393,6.551E-05,0.04870624,1.08575,1.082004,59.431181,-0.0015,101.6012,0.042,273.378,330.411,332.946,1060.375,0,0
Thickness (mm),6,22,20.94535486,114.895438,-0.00012781,0.04624494,1.025848,1.04055,59.431181,0.0011,101.6024,0.04,273.371,330.417,332.939,1060.548,0,0
Surface area (cm²),88.4,23,20.95009729,115.08224,-0.00011227,0.04536838,1.029074,1.027745,59.431181,0.0002,101.6002,0.04,273.38,330.432,332.965,1060.524,0,0
Sponsor,,24,20.95284257,111.230454,5.147E-05,0.04717411,1.074359,1.055561,59.431181,0.0006,101.6007,0.041,273.377,330.456,333.008,1060.533,0,0
