General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94185964,100.073184,0.00128545,0.04011788,1.066001,0.908404,47.349492,0.0009,100.9987,0,270.103,331.345,335.737,1150.432,0,0
Standard used,ISO 5660-1,1,20.94633302,101.055991,0.00155171,0.04244401,0.905306,0.864332,47.349492,0.0005,100.999,0,270.103,331.392,335.788,1150.468,0,0
Date of test,19/08/2020,2,20.95080641,102.038798,0.00181797,0.04477015,0.74461,0.820261,47.349492,0.0001,100.9993,0,270.103,331.439,335.839,1150.504,0,0
Time of test,15:16,3,20.95152091,102.659875,0.00188193,0.04407304,0.837366,0.908291,47.349492,-0.0003,100.9991,0,270.101,331.444,335.874,1150.479,0,0
Heat flux (kW/m²),50,4,20.94899255,101.889962,0.00155611,0.0419309,0.77664,0.642338,47.349492,-0.0006,101.0009,0,270.105,331.46,335.881,1150.444,0,0
Nominal duct flow rate (l/s),24,5,20.94448037,100.853681,0.00132631,0.04128505,0.649758,0.647218,47.349492,-0.0005,100.999,0,270.106,331.467,335.896,1150.413,0,0
Sampling interval (s),1,6,20.94535153,101.903765,0.0012598,0.04207409,0.552447,0.718512,47.349492,0.0017,101.0008,0,270.112,331.481,335.868,1150.384,0,0
Separation (mm),60,7,20.95065343,100.995498,0.0013237,0.04388562,0.705394,0.738415,47.349492,0.0017,100.9998,0,270.1,331.445,335.864,1150.402,0,0
Orientation,Horizontal,8,20.95288015,100.578733,0.0014375,0.04507329,0.617881,0.796048,47.349492,0.0017,100.9999,0,270.1,331.46,335.921,1150.381,0,0
Edge frame?,Yes,9,20.95164001,101.829381,0.00144207,0.04315562,0.607839,0.706381,47.349492,-0.0004,100.9998,0,270.127,331.497,335.971,1150.349,0,0
Grid?,No,10,20.94916836,101.675711,0.00121799,0.04174549,0.563908,0.664483,47.349492,0.0001,101,0,270.14,331.521,335.999,1150.358,0,0
Non-scrubbed?,Yes,11,20.94439488,98.569925,0.00100555,0.04152227,0.556735,0.591036,47.349492,0.0014,101.0016,0,270.134,331.535,335.994,1150.37,0,0
Substrate used? {Y/N},No,12,20.94585301,101.623276,0.00095394,0.04276437,0.602806,0.69091,47.349492,0.0027,100.9981,0,270.16,331.547,335.959,1150.41,0,0
Substrate,none,13,20.95099203,100.828874,0.00098228,0.04458293,0.722184,0.694767,47.349492,0.0023,100.9989,0,270.16,331.528,336.015,1150.4,0,0
Additional specimen preparation details,red cedar,14,20.95348198,102.357134,0.00116099,0.04474895,0.61765,0.589543,47.349492,-0.0004,100.9989,0,270.161,331.562,336.058,1150.377,0,0
,,15,20.95305088,99.420555,0.00113747,0.04299471,0.747061,0.772369,47.349492,-0.0011,100.9982,0,270.152,331.611,336.134,1150.363,0,0
Specimen,,16,20.94964946,95.464457,0.00094607,0.04164496,0.879877,0.870454,47.349492,0.0017,100.9978,0,270.157,331.626,336.129,1150.363,0,0
Sample description,coronavirus red cedar test 2,17,20.94597104,99.764208,0.00090798,0.04147251,0.712176,0.811519,47.349492,0.0018,100.9978,0,270.161,331.646,336.14,1150.388,0,0
Material name/ID,coronavirus red cedar test 2,18,20.94869892,101.093979,0.00100921,0.04280322,0.464933,0.498983,47.349492,-0.0005,100.9965,0,270.166,331.661,336.12,1150.422,0,0
Specimen number,,19,20.95216906,99.09326,0.00122667,0.04508125,0.630041,0.653209,47.349492,0.0015,100.9987,0,270.192,331.636,336.121,1150.424,0,0
E (MJ/kg),13.1,20,20.95362171,97.791584,0.0014191,0.04448397,0.801284,0.811832,47.349492,0.0007,100.9976,0,270.185,331.657,336.153,1150.413,0,0
Initial mass (g),48.75,21,20.95246978,101.255466,0.00130506,0.04250642,0.824894,0.809435,47.349492,-0.0018,100.9976,0,270.187,331.672,336.172,1150.419,0,0
Thickness (mm),12.8,22,20.94679837,103.816255,0.00118576,0.0414388,0.536385,0.549759,47.349492,0.0008,100.9972,0,270.199,331.661,336.138,1151.733,0,0
Surface area (cm²),88.4,23,20.94405859,103.899796,0.00110501,0.04144536,0.665533,0.785409,47.349492,0.001,100.9971,0,270.197,331.624,336.085,1150.772,0,0
Sponsor,,24,20.94728451,101.021694,0.00121722,0.04363508,0.74436,0.723859,47.349492,0.0025,100.9979,0,270.201,331.594,336.069,1150.416,0,0
