General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96080748,109.598199,0.00253374,0.04689554,1.003543,1.001387,46.052821,0.0087,102.0796,0,269.801,324.472,327.934,1142.388,0,0
Standard used,ISO 5660-1,1,20.95387943,109.916858,0.00213057,0.04539122,1.002586,1.00136,46.052821,0.0036,102.0825,0,269.794,324.519,327.987,1142.345,0,0
Date of test,08/11/2018,2,20.94695138,110.235517,0.00172739,0.0438869,1.00163,1.001333,46.052821,-0.0015,102.0854,0,269.787,324.566,328.04,1142.303,0,0
Time of test,10:50,3,20.94579546,109.681537,0.0015258,0.04449429,1.001189,1.001362,46.052821,-0.0019,102.0844,0,269.805,324.655,328.182,1142.26,0,0
Heat flux (kW/m²),50,4,20.94927881,106.816213,0.00153218,0.04614269,1.001335,1.001447,46.052821,-0.0022,102.084,0,269.804,324.795,328.329,1142.26,0,0
Nominal duct flow rate (l/s),24,5,20.95219315,102.52054,0.00167856,0.04724379,1.001296,1.001487,46.052821,-0.0025,102.0848,0,269.789,324.908,328.397,1142.228,0,0
Sampling interval (s),1,6,20.95269519,109.224881,0.00159436,0.04600028,1.002267,1.001447,46.052821,-0.0031,102.0855,0,269.8,324.938,328.44,1144.965,0,0
Separation (mm),60,7,20.95033333,109.121043,0.00138014,0.04440983,1.000449,1.001269,46.052821,-0.0004,102.0851,0,269.806,324.943,328.463,1142.784,0,0
Orientation,Horizontal,8,20.94571462,105.077776,0.00121553,0.04370847,1.000694,1.001266,46.052821,-0.0005,102.0842,0,269.791,324.962,328.459,1142.153,0,0
Edge frame?,Yes,9,20.94633087,108.872327,0.00122685,0.04478039,1.00209,1.001207,46.052821,-0.0006,102.0827,0,269.811,324.992,328.498,1142.121,0,0
Grid?,No,10,20.95009746,106.778791,0.00139227,0.04673278,1.000851,1.001147,46.052821,-0.0002,102.085,0,269.79,325.06,328.57,1142.089,0,0
Non-scrubbed?,Yes,11,20.952511,109.649716,0.00177434,0.04694644,1.002639,1.00107,46.052821,-0.0007,102.0835,0,269.811,325.084,328.609,1142.085,0,0
Substrate used? {Y/N},No,12,20.95237901,109.435997,0.00183476,0.04578307,1.001055,1.000821,46.052821,-0.002,102.0846,0,269.806,325.082,328.619,1142.084,0,0
Substrate,none,13,20.94945277,110.765694,0.00167858,0.04479,1.000326,1.000636,46.052821,-0.0025,102.0871,0,269.806,325.035,328.54,1142.061,0,0
Additional specimen preparation details,,14,20.94534822,110.394807,0.00163116,0.04446567,1.000216,1.000308,46.052821,-0.0016,102.0855,0,269.818,324.95,328.445,1142.07,0,0
,,15,20.94700177,107.421729,0.00165237,0.0456842,1.000867,1.000037,46.052821,0.0002,102.0837,0,269.818,324.832,328.357,1142.116,0,0
Specimen,,16,20.95067595,107.626077,0.0017899,0.04801638,1.001785,0.99981,46.052821,0.0043,102.0852,0,269.798,324.771,328.304,1142.174,0,0
Sample description,After weatherbility test_bare,17,20.95267391,109.358167,0.00200971,0.04787047,0.999448,0.999456,46.052821,0.0012,102.0867,0,269.808,324.758,328.289,1142.212,0,0
Material name/ID,,18,20.95364756,109.86192,0.00200173,0.04632141,1.001823,0.999118,46.052821,0.0006,102.0845,0,269.811,324.791,328.321,1142.25,0,0
Specimen number,,19,20.95045301,111.224822,0.00175657,0.04471927,1.000081,0.998654,46.052821,-0.0007,102.0832,0,269.815,324.838,328.346,1142.303,0,0
E (MJ/kg),13.1,20,20.9469784,110.266102,0.00163528,0.04460967,0.998589,0.998093,46.052821,-0.0011,102.0836,0,269.83,324.882,328.391,1142.313,0,0
Initial mass (g),46.254,21,20.94972714,111.02192,0.00164898,0.04605881,0.99787,0.9977,46.052821,-0.0023,102.0842,0,269.802,324.924,328.419,1142.324,0,0
Thickness (mm),12.5,22,20.95311984,108.280254,0.0018524,0.04833601,0.997609,0.997137,46.052821,0.0016,102.0843,0,269.818,324.978,328.485,1142.331,0,0
Surface area (cm²),88.4,23,20.95473284,109.161149,0.00208951,0.04763659,0.997442,0.996556,46.052821,-0.0012,102.0862,0,269.816,325.013,328.537,1142.366,0,0
Sponsor,,24,20.95370541,108.233073,0.00201689,0.04607846,0.995642,0.995836,46.052821,-0.0001,102.0874,0,269.812,325.034,328.561,1145.147,0,0
Manufacturer,,25,20.9497249,109.066161,0.00182971,0.04412223,0.994806,0.995151,46.052821,0.0003,102.0882,0,269.822,325.067,328.578,1146.044,0,0
Test start time (s),93,26,20.94708966,109.086449,0.00171201,0.04416255,0.995252,0.994514,46.052821,0.0004,102.0867,0,269.819,325.026,328.526,1146.445,0,0
Time to ignition (s),24,27,20.94963455,113.348361,0.00177946,0.04627652,0.992585,0.993964,46.052821,0.001,102.0871,0,269.813,324.934,328.432,1143.144,0,0
