General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,81.54467904,137.08802,0.0005658,0.00613563,4.266605,-0.737549,-2.483787,-0.0009,70.0314,0,266.422,289.867,289.271,285.567,0,0
Standard used,ASTM E 1354,1,45.96386636,137.244079,0.00027057,0.002919,2.864157,-0.028046,-2.483787,-0.0005,70.0553,0,266.438,289.896,289.275,288.675,0,0
Date of test,31/01/2024,2,10.38305367,137.400139,-2.467E-05,-0.00029763,1.46171,0.681457,-2.483787,-0.0001,70.0791,0,266.454,289.925,289.279,291.782,0,0
Time of test,00:15,3,3.26270162,135.940306,-0.00020477,-0.00127132,0.766111,0.397642,-2.483787,0,70.0979,0,266.463,289.923,289.287,289.81,0,0
Heat flux (kW/m²),1,4,21.46514963,132.282283,-0.00025124,-0.00071945,0.989064,0.568537,-2.483787,-0.0001,70.1066,0,266.479,289.929,289.289,289.215,0,0
Nominal duct flow rate (l/s),24,5,36.42403093,136.321153,-0.00015272,0.00170663,0.481729,0.513443,-2.483787,0.0001,70.1078,0,266.448,289.923,289.282,289.228,0,0
Sampling interval (s),1,6,39.18396111,132.816693,7.847E-05,0.00244847,0.511898,0.413056,-2.483787,0,70.1121,0,266.454,289.91,289.279,289.213,0,0
Separation (mm),25,7,20.78452125,137.142964,0.00010526,0.00054399,0.498842,0.510677,-2.483787,-0.0001,70.1164,0,266.485,289.92,289.273,289.224,0,0
Orientation,Horizontal,8,-4.3714905,135.100022,-7.516E-05,-0.00112939,0.325166,0.412588,-2.483787,0.0001,70.1139,0,266.475,289.916,289.273,289.216,0,0
Edge frame?,No,9,-1.1321515,134.888161,-0.00016052,-0.0020005,-0.095746,0.701236,-2.483787,-0.0001,70.1121,0,266.447,289.903,289.271,289.203,0,0
Grid?,No,10,17.91722943,135.886846,-0.00016602,-0.00099639,-0.228324,0.471618,-2.483787,-0.0001,70.1129,0,266.483,289.915,289.284,289.228,0,0
Non-scrubbed?,Yes,11,30.39341292,137.651553,-4.868E-05,0.00115892,0.748143,0.571863,-2.483787,-0.0001,70.1153,0,266.468,289.945,289.276,289.233,0,0
Substrate used? {Y/N},No,12,30.11512263,138.105216,0.00019072,0.00164147,0.409404,0.516174,-2.483787,-0.0002,70.1191,0,266.49,289.943,289.311,289.243,0,0
Substrate,none,13,15.6844932,134.921416,0.00018044,2.81E-06,0.581711,0.495441,-2.483787,0,70.1188,0,266.493,289.946,289.312,289.251,0,0
Additional specimen preparation details,,14,-5.9921789,134.566575,-1.913E-05,-0.00126093,0.605984,0.702778,-2.483787,-0.0003,70.1174,0,266.52,289.952,289.323,289.273,0,0
,,15,0.86335921,139.509434,-0.00015512,-0.00157198,-0.247816,0.513449,-2.483787,-0.0001,70.1161,0,266.498,289.969,289.32,289.264,0,0
Specimen,,16,16.06879488,139.159395,-0.00015266,0.00015222,0.907637,0.643074,-2.483787,0,70.1169,0,266.513,289.941,289.317,289.259,0,0
Sample description,Oxygen Delay Test,17,24.06468267,134.229899,1.644E-05,0.00229969,0.455086,0.529571,-2.483787,-0.0002,70.1183,0,266.504,289.953,289.318,289.256,0,0
Material name/ID,Methane on/off delay test,18,25.90626071,134.86296,0.0002202,0.00190419,0.445253,0.537608,-2.483787,0,70.1174,0,266.515,289.951,289.317,289.262,0,0
Specimen number,3001,19,4.89584698,138.078642,0.00013674,0.00018562,0.469646,0.755977,-2.483787,-0.0001,70.1161,0,266.516,289.95,289.318,289.257,0,0
E (MJ/kg),13.1,20,-14.63648342,138.393789,-4.347E-05,-0.00152614,-0.736082,0.653598,-2.483787,0.0002,70.106,0,266.515,289.939,289.325,289.257,0,0
Initial mass (g),1,21,2.43600945,136.861169,-0.00015864,-0.00173665,-0.128381,1.056771,-2.483787,0.0001,70.0906,0,266.529,289.964,289.307,289.269,0,0
Thickness (mm),1,22,23.59479097,135.841924,-0.00013443,0.00048024,-0.401084,0.972327,-2.483787,-0.0001,70.0943,0,266.509,289.951,289.301,289.265,0,0
Surface area (cm²),100,23,32.00193291,138.010955,2.055E-05,0.00209399,0.179377,0.88968,-2.483787,0,70.0979,0,266.504,289.952,289.311,289.264,0,0
Sponsor,,24,26.38546768,136.976636,0.00022147,0.00096022,0.152838,1.103549,-2.483787,0.0001,70.0929,0,266.513,289.932,289.31,289.278,0,0
Manufacturer,,25,5.64721031,139.509443,0.00010731,-0.00091073,-0.198086,0.848524,-2.483787,-0.0002,70.0884,0,266.526,289.954,289.285,289.251,0,0
Test start time (s),260,26,-13.13089151,137.311628,-9.07E-05,-0.00196647,-0.271752,1.126026,-2.483787,-0.0002,70.0833,0,266.548,289.954,289.304,289.266,0,0
Time to ignition (s),,27,0.27284001,136.413501,-0.00017012,-0.00206924,-0.779481,0.977351,-2.483787,0.0001,70.0359,0,266.552,289.942,289.293,289.263,0,0
Time to flameout (s),,28,24.24365997,136.102861,-0.00012827,-0.00065808,-0.770402,1.247667,-2.483787,0.0001,70.026,0,266.544,289.929,289.306,289.256,0,0
End of test criterion,ISO 5660-1:2002,29,31.83294404,139.221,5.726E-05,0.00158654,-1.145796,1.537943,-2.483787,0,70.0195,0,266.531,289.933,289.298,289.268,0,0
User EOT time (s),,30,23.85939287,142.455041,0.00021169,0.00124491,-1.849409,1.329443,-2.483787,0,70.029,0,266.548,289.947,289.299,289.263,0,0
MLR EOT mass (g/m²),150,31,2.83350022,136.651001,6.699E-05,-0.00095512,-1.117258,1.428106,-2.483787,-0.0002,70.02,0,266.563,289.915,289.307,289.259,0,0
MLR EOT time period (s),60,32,-4.97260951,138.287645,-0.00011357,-0.00200649,-1.277744,1.362136,-2.483787,-0.0002,70.005,0,266.535,289.937,289.302,289.252,0,0
Truncate graphs at EOT?,No,33,12.39697118,136.474052,-0.00017338,-0.00153399,-1.37457,1.407051,-2.483787,0,69.9926,0,266.528,289.917,289.294,289.265,0,0
Smooth data?,No,34,34.5461465,135.808087,-8.64E-05,0.00040185,-1.731185,1.572034,-2.483787,-0.0001,69.9813,0,266.562,289.922,289.28,289.252,0,0
Correct O2 for pressure?,No,35,39.85625815,134.550304,0.00013805,0.00246596,-2.070248,1.240508,-2.483787,0.0001,69.965,0,266.558,289.935,289.266,289.25,0,0
,,36,28.59943111,137.538151,0.00021525,0.00128492,-1.926801,1.48773,-2.483787,0.0003,69.9552,0,266.569,289.935,289.29,289.254,0,0
Specifications: apparatus,,37,6.77278359,136.033121,3.244E-05,-0.00065332,-2.33935,1.413677,-2.483787,-0.0001,69.9538,0,266.556,289.931,289.288,289.262,0,0
C-factor (SI units),0.042692,38,5.1826781,139.618515,-0.00013153,-0.00130561,-2.440925,1.324372,-2.483787,0.0001,69.945,0,266.56,289.952,289.286,289.267,0,0
OD correction factor,0.97963,39,23.74432205,133.837858,-0.000169,-0.00057438,-2.205132,1.416186,-2.483787,0.0002,69.9343,0,266.556,289.943,289.294,289.252,0,0
Duct diameter (m),0.114,40,37.66157744,136.051396,-4.979E-05,0.00181984,-2.249786,1.16684,-2.483787,0,69.9269,0,266.553,289.959,289.294,291.838,0,0
O2 delay time (s),0,41,45.746625,133.461627,0.00016873,0.00269732,-1.706416,1.121883,-2.483787,0,69.9103,0,266.554,289.958,289.291,289.817,0,0
CO2 delay time (s),0,42,32.84752402,138.203287,0.00017572,0.00071103,-2.599711,0.992577,-2.483787,0,69.9135,0,266.585,289.978,289.324,289.278,0,0
CO delay time (s),0,43,10.60802736,138.140193,4.55E-06,-0.00071261,-3.196497,0.868208,-2.483787,0,69.9051,0,266.576,289.951,289.319,289.244,0,0
,,44,15.58001665,138.332194,-0.0001477,-0.00116504,-2.283954,0.91643,-2.483787,-0.0002,69.9083,0,266.566,289.951,289.295,289.248,0,0
Laboratory,,45,34.26638557,139.31164,-0.00016118,-0.00061645,-2.50382,0.591173,-2.483787,-0.0001,69.9074,0,266.56,289.951,289.295,289.254,0,0
Laboratory name,FTT Dual Cone - NIST,46,46.60675852,136.693981,-4.18E-06,0.00123994,-1.972909,0.660908,-2.483787,-0.0001,69.9146,0,266.561,289.942,289.296,289.26,0,0
Operator,Michael Heck,47,46.2447181,138.877242,0.00020617,0.00165792,-2.607614,0.435654,-2.483787,0,69.9174,0,266.554,289.948,289.296,289.25,0,0
Filename,C:\CC5\DATA\24010001.CSV,48,29.0390404,135.338139,0.00015407,-0.00018543,-2.205179,0.366018,-2.483787,0.0001,69.9307,0,266.56,289.945,289.296,289.242,0,0
Report name,Oxygen Delay Test,49,9.25521395,135.81404,-4.449E-05,-0.00175605,-2.23282,0.312816,-2.483787,0.0002,69.9348,0,266.568,289.951,289.299,291.787,0,0
,,50,19.21083215,136.650414,-0.00015984,-0.00197082,-2.200002,0.113243,-2.483787,0.0001,69.9317,0,266.552,289.942,289.292,289.828,0,0
,,51,37.4062461,138.755318,-0.00014524,-0.0005462,-1.477254,0.257332,-2.483787,0.0001,69.9387,0,266.571,289.938,289.295,289.245,0,0
Pre-test conditions,,52,47.28270861,137.18127,1.941E-05,0.001549,-2.054567,0.073135,-2.483787,0.0001,69.9502,0,266.581,289.931,289.288,289.249,0,0
Ambient temperature (°C),17.5,53,49.64092138,137.035505,0.00021368,0.00170751,-1.275715,0.070012,-2.483787,0.0001,69.9952,0,266.566,289.923,289.297,289.259,0,0
Barometric pressure (Pa),100370,54,32.26686534,136.994658,0.00010688,-0.00062302,-1.093211,-0.117338,-2.483787,0,69.9838,0,266.576,289.928,289.3,289.242,0,0
Relative humidity (%),27.7,55,16.02319978,137.768168,-5.394E-05,-0.00178143,-0.969265,-0.095167,-2.483787,0.0001,70.0098,0,266.568,289.925,289.294,289.246,0,0
,,56,30.50375697,139.455538,-0.00016481,-0.00195298,-0.785063,-0.054118,-2.483787,0.0001,70.0276,0,266.565,289.926,289.274,289.254,0,0
,,57,48.21290638,136.960486,-0.00015213,-0.0007467,-1.344822,-0.275015,-2.483787,0.0002,70.0376,0,266.565,289.941,289.289,289.247,0,0
Conditioning,,58,51.56110122,141.092001,6.257E-05,0.00161501,-0.251511,-0.169905,-2.483787,0.0001,70.0427,0,266.56,289.925,289.287,289.25,0,0
Conditioned? {Y/N},No,59,43.04764974,133.652346,0.00023028,0.0009069,-0.340148,-0.247305,-2.483787,-0.0001,70.0499,0,266.564,289.942,289.289,289.259,0,0
Conditioning temperature (°C),N/A,60,20.2450275,137.233495,7.189E-05,-0.00097803,-0.105567,-0.251274,-2.483787,0.0002,70.0581,0,266.568,289.941,289.284,289.242,0,0
Conditioning RH (%),N/A,61,9.27580286,139.601177,-9.841E-05,-0.00198124,-0.431337,0.088796,-2.483787,0,70.0815,0,266.571,289.929,289.275,289.254,0,0
,,62,20.02375915,134.018858,-0.00017236,-0.00177667,-0.338692,-0.190845,-2.483787,0,70.0951,0,266.572,289.919,289.287,289.247,0,0
Data collected,,63,34.59947836,137.638265,-0.00014246,-0.00035392,0.270322,0.120527,-2.483787,0.0002,70.108,0,266.564,289.917,289.276,289.245,0,0
CO/CO2 data collected?,Yes,64,40.0994165,139.036221,0.00010023,0.00169348,0.116305,0.050507,-2.483787,0.0001,70.1182,0,266.548,289.925,289.276,289.231,0,0
Mass data collected?,Yes,65,32.07299895,135.072362,0.00017585,0.00071853,0.257127,0.113003,-2.483787,0,70.1133,0,266.556,289.927,289.274,289.253,0,0
Smoke data collected?,Yes,66,8.40157715,136.12251,-1.74E-05,-0.0012347,0.277485,0.273365,-2.483787,0.0001,70.1173,0,266.559,289.914,289.273,289.247,0,0
Soot mass data collected?,No,67,-4.35589579,138.67244,-0.00013589,-0.00206421,-0.173236,0.195501,-2.483787,0.0002,70.1218,0,266.559,289.913,289.273,289.256,0,0
Soot mass ratio (1:x),N/A,68,13.83729268,140.363142,-0.00017346,-0.00156809,0.425127,0.499853,-2.483787,0.0004,70.1247,0,266.556,289.93,289.265,289.256,0,0
Soot mass (g),N/A,69,33.92704963,136.191966,-8.069E-05,0.00020758,-0.061267,0.460044,-2.483787,0.0001,70.1219,0,266.558,289.923,289.258,289.241,0,0
,,70,39.28419803,135.947059,0.00015545,0.0018057,0.454193,0.63051,-2.483787,0.0001,70.1157,0,266.556,289.926,289.262,289.249,0,0
Comments,,71,27.55872093,138.668341,0.00019855,0.00082618,-0.083623,0.811254,-2.483787,0,70.1156,0,266.572,289.911,289.266,289.254,0,0
Pre-test comments,,72,4.80565915,141.264037,5.177E-05,-0.00032306,-0.987371,0.849805,-2.483787,0,70.0961,0,266.573,289.923,289.267,289.257,0,0
After-test comments,,73,6.04921153,139.933273,-0.00011535,-0.001847,-1.495276,1.277689,-2.483787,0,70.0676,0,266.556,289.922,289.261,289.25,0,0
,,74,25.45163536,138.803235,-0.00016797,-0.00148011,-1.201179,1.211442,-2.483787,0.0001,70.0633,0,266.558,289.918,289.266,289.248,0,0
,,75,38.21920936,138.148597,-5.549E-05,0.00142275,-0.544314,1.314248,-2.483787,-0.0001,70.0669,0,266.553,289.947,289.267,289.256,0,0
,,76,38.59814938,130.173795,0.00018031,0.00256106,-0.499158,1.348029,-2.483787,0.0001,70.0567,0,266.552,289.932,289.259,289.256,0,0
,,77,30.39772467,138.525265,0.00016758,0.00046503,-0.856186,1.281039,-2.483787,0.0001,70.0596,0,266.574,289.941,289.259,289.247,0,0
,,78,10.07703676,137.936077,-1.261E-05,-0.00086109,-0.963751,1.405656,-2.483787,0,70.039,0,266.568,289.936,289.279,289.245,0,0
,,79,15.47164123,140.000816,-0.00015077,-0.00126882,-1.417077,1.390726,-2.483787,-0.0001,70.022,0,266.543,289.926,289.272,289.234,0,0
,,80,35.83979782,137.755795,-0.0001514,-0.00036373,-1.288857,1.442136,-2.483787,-0.0001,70.0085,0,266.552,289.94,289.276,289.229,0,0
,,81,46.87962153,141.954894,-9.048E-05,0.00115145,-1.459081,1.426352,-2.483787,0,69.9712,0,266.541,289.949,289.292,289.252,0,0
,,82,44.94287608,137.400747,0.00018943,0.00179949,-1.846835,1.478603,-2.483787,0,69.9863,0,266.544,289.934,289.281,289.256,0,0
,,83,27.5921674,136.866149,0.00016529,0.00035214,-1.601614,1.634496,-2.483787,0.0002,69.9846,0,266.559,289.933,289.271,289.239,0,0
,,84,2.71621243,134.754114,-4.916E-05,-0.00112064,-1.637085,1.563894,-2.483787,0,69.9842,0,266.56,289.926,289.272,289.243,0,0
Events,,85,11.4003278,136.694663,-0.00016389,-0.00127401,-1.596789,1.474523,-2.483787,0.0001,69.9659,0,266.553,289.935,289.268,289.266,0,0
Number of events,2,86,31.04948441,134.628458,-0.00014583,-0.00010974,-2.13284,1.649929,-2.483787,-0.0001,69.9618,0,266.558,289.929,289.267,289.26,0,0
61,0,87,40.07863353,136.735541,3.68E-05,0.00237922,-2.376915,1.485978,-2.483787,0.0002,69.9692,0,266.553,289.935,289.269,291.79,0,0
128,0,88,35.19957405,136.932813,0.00022567,0.00170307,-1.485101,1.66919,-2.483787,0.0002,69.9692,0,266.544,289.929,289.262,289.814,0,0
,,89,10.8656814,130.525032,0.00016,0.00024012,-2.369935,1.321058,-2.483787,0.0001,69.9466,0,266.534,289.911,289.266,289.239,0,0
