General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.91189665,0.023887,-0.00105487,0.07680659,0.999815,1,-8.186208,0.0044,100.9404,0,301.597,302.929,302.634,302.349,0,0
Standard used,ISO 5660-1,1,20.91618673,0.031783,-0.00080002,0.0764616,0.999781,1,-8.186208,0.0047,100.9384,0,301.606,302.929,302.647,302.378,0,0
Date of test,06/11/2017,2,20.9204768,0.039679,-0.00054518,0.07611662,0.999748,1,-8.186208,0.0051,100.9364,0,301.615,302.929,302.66,302.407,0,0
Time of test,15:12,3,20.91832303,0.032686,-0.00071375,0.07403041,0.999792,1,-8.186208,0.0046,100.9366,0,301.615,302.937,302.636,302.413,0,0
Heat flux (kW/m²),50,4,20.91386195,0.03074,-0.00095843,0.07259194,0.999781,1,-8.186208,0.0028,100.9356,0,301.593,302.931,302.659,302.411,0,0
Nominal duct flow rate (l/s),24,5,20.91120768,0.048776,-0.00107046,0.07260023,0.999762,1,-8.186208,0.0054,100.9372,0,301.614,302.937,302.658,302.41,0,0
Sampling interval (s),2,6,20.91434723,0.043536,-0.00108819,0.07459802,0.999754,1,-8.186208,0.0053,100.9385,0,301.628,302.925,302.63,302.402,0,0
Separation (mm),25,7,20.91797919,0.034878,-0.00091997,0.07638994,0.999763,1,-8.186208,0.0037,100.9371,0,301.606,302.928,302.647,302.408,0,0
Orientation,Horizontal,8,20.91920405,0.021668,-0.00070068,0.07544229,0.999779,1,-8.186208,0.0044,100.9348,0,301.614,302.942,302.669,302.389,0,0
Edge frame?,Yes,9,20.91748012,0.038107,-0.00081438,0.07340274,0.999775,1,-8.186208,0.0045,100.9339,0,301.614,302.94,302.67,302.386,0,0
Grid?,No,10,20.91266933,0.026548,-0.00093993,0.07243833,0.999762,1,-8.186208,0.0042,100.9351,0,301.606,302.946,302.667,302.416,0,0
Non-scrubbed?,Yes,11,20.91151031,0.027137,-0.00099394,0.07317768,0.999724,1,-8.186208,0.0041,100.9354,0,301.604,302.937,302.637,302.399,0,0
Substrate used? {Y/N},No,12,20.91533392,0.032405,-0.00089833,0.07555788,0.999725,1,-8.186208,0.0037,100.9359,0,301.617,302.941,302.646,302.399,0,0
Substrate,none,13,20.91855447,0.024775,-0.00071949,0.07655751,0.99973,1,-8.186208,0.004,100.9352,0,301.612,302.942,302.661,302.408,0,0
