General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95677372,113.853984,0.00230916,0.05446853,1.00124,1.001953,40.941279,-0.0017,101.986,0,271.671,335.452,339.817,1151.577,0,0
Standard used,ISO 5660-1,1,20.9551332,110.59135,0.00212322,0.05138003,1.001757,1.002046,40.941279,-0.0005,101.9886,0,271.681,335.44,339.811,1151.564,0,0
Date of test,03/07/2018,2,20.95349268,107.328715,0.00193729,0.04829152,1.002275,1.002138,40.941279,0.0007,101.9913,0,271.691,335.428,339.805,1151.551,0,0
Time of test,10:34,3,20.94923858,106.239166,0.00173272,0.04762953,1.001671,1.002295,40.941279,0.0009,101.9923,0,271.693,335.437,339.809,1151.498,0,0
Heat flux (kW/m²),50,4,20.94799488,102.699368,0.00158831,0.04893726,1.00306,1.002423,40.941279,0.0006,101.9916,0,271.68,335.457,339.872,1151.475,0,0
Nominal duct flow rate (l/s),24,5,20.95161779,104.470351,0.00162947,0.05090003,1.002773,1.002531,40.941279,0.0025,101.9917,0,271.688,335.492,339.925,1151.481,0,0
Sampling interval (s),1,6,20.95319277,106.346468,0.00190421,0.05301698,1.003436,1.002581,40.941279,0,101.992,0,271.698,335.51,339.928,1151.475,0,0
Separation (mm),60,7,20.95331505,106.433762,0.0020269,0.05229371,1.002602,1.002641,40.941279,0.0011,101.9905,0,271.679,335.484,339.915,1151.468,0,0
Orientation,Horizontal,8,20.94971905,106.16681,0.00197487,0.05096132,1.002071,1.002697,40.941279,-0.0004,101.9885,0,271.684,335.452,339.876,1151.454,0,0
Edge frame?,Yes,9,20.94464534,109.907343,0.00182462,0.05021404,1.002645,1.002729,40.941279,-0.0008,101.9916,0,271.679,335.435,339.862,1151.435,0,0
Grid?,No,10,20.94310634,107.704286,0.00179436,0.04998254,1.003565,1.002713,40.941279,-0.0006,101.9924,0,271.679,335.41,339.859,1151.421,0,0
Non-scrubbed?,Yes,11,20.94639632,106.887918,0.00191665,0.05244076,1.002567,1.002655,40.941279,0.0003,101.9911,0,271.688,335.384,339.86,1151.4,0,0
Substrate used? {Y/N},No,12,20.94906472,108.125106,0.00213696,0.05345462,1.001883,1.002717,40.941279,0.0008,101.9908,0,271.682,335.392,339.876,1151.43,0,0
Substrate,none,13,20.94918275,104.967057,0.00222357,0.05084918,1.003664,1.002701,40.941279,-0.0001,101.9921,0,271.675,335.39,339.898,1151.4,0,0
Additional specimen preparation details,,14,20.94801419,106.078615,0.00205969,0.04909365,1.00181,1.002694,40.941279,0.0017,101.9916,0,271.693,335.399,339.868,1151.36,0,0
,,15,20.94397866,109.551505,0.00192158,0.0485825,1.002034,1.002727,40.941279,-0.002,101.9895,0,271.683,335.403,339.897,1151.372,0,0
