General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94453627,114.799065,0.00163787,0.04938578,0.999997,1,45.731452,0,102.2117,0,272.297,333.705,338.602,1136.634,0,0
Standard used,ISO 5660-1,1,20.94730573,111.224516,0.00195945,0.04823559,0.999999,1,45.731452,0.0006,102.212,0,272.277,333.676,338.495,1136.647,0,0
Date of test,26/06/2018,2,20.95007519,107.649966,0.00228104,0.04708541,1,1,45.731452,0.0013,102.2123,0,272.257,333.647,338.388,1136.66,0,0
Time of test,13:45,3,20.94894612,110.706284,0.00219136,0.04586018,1.000003,1,45.731452,-0.0005,102.2139,0,272.265,333.584,338.314,1136.661,0,0
Heat flux (kW/m²),50,4,20.94600457,111.217433,0.00197994,0.04509307,1.000002,1,45.731452,0.0006,102.2113,0,272.266,333.56,338.29,1136.642,0,0
Nominal duct flow rate (l/s),24,5,20.94554264,108.449969,0.00191571,0.04520137,1.000002,1,45.731452,0.0019,102.2127,0,272.258,333.56,338.345,1136.645,0,0
Sampling interval (s),1,6,20.94890872,106.721034,0.0019894,0.04744719,1.000001,1,45.731452,0.002,102.2119,0,272.256,333.59,338.377,1136.598,0,0
Separation (mm),60,7,20.95191496,109.932371,0.00217851,0.04838245,1,1,45.731452,0.0013,102.2139,0,272.256,333.616,338.346,1136.495,0,0
Orientation,Horizontal,8,20.95250287,108.484336,0.00230658,0.04655755,1,1,45.731452,0.0009,102.2145,0,272.258,333.621,338.395,1136.376,0,0
Edge frame?,Yes,9,20.95029705,111.761244,0.0021969,0.04511528,0.999999,1,45.731452,0.0003,102.2144,0,272.259,333.66,338.389,1136.303,0,0
Grid?,No,10,20.94591329,110.385873,0.00212684,0.04428725,1,1,45.731452,0.0018,102.2139,0,272.271,333.641,338.374,1138.944,0,0
Non-scrubbed?,Yes,11,20.94598464,110.633893,0.00214707,0.04526074,1.000002,1,45.731452,0.0016,102.214,0,272.286,333.646,338.375,1137.019,0,0
Substrate used? {Y/N},No,12,20.95113376,110.463633,0.00225592,0.04713428,1.000003,1,45.731452,-0.0009,102.2133,0,272.274,333.655,338.448,1136.21,0,0
Substrate,none,13,20.95422249,108.559468,0.00251445,0.04771805,1.000002,1,45.731452,0.002,102.212,0,272.281,333.666,338.426,1136.26,0,0
Additional specimen preparation details,,14,20.95431939,113.826483,0.00261647,0.04631088,1.000001,1,45.731452,0.003,102.2123,0,272.273,333.667,338.367,1136.271,0,0
,,15,20.95184703,111.350866,0.00253749,0.0447985,1.000002,1,45.731452,-0.0022,102.2134,0,272.274,333.658,338.361,1136.27,0,0
Specimen,,16,20.94740584,110.563911,0.00248217,0.04429724,1,1,45.731452,0.0005,102.2142,0,272.267,333.658,338.365,1136.24,0,0
Sample description,Ch-H2PO2_no x-link_2,17,20.94743002,108.056733,0.00254497,0.04559537,0.999999,1,45.731452,0.0011,102.2136,0,272.278,333.669,338.419,1136.213,0,0
Material name/ID,Ch-H2PO2_no x-link_2,18,20.9504273,110.334544,0.00271163,0.0477479,0.999999,1,45.731452,-0.0004,102.2139,0,272.277,333.696,338.445,1136.269,0,0
