General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94111119,105.142667,0.00175915,0.03985575,0.99972,0.999946,41.229212,0.0028,100.8835,0,272.048,333.801,339.195,1147.057,0,0
Standard used,ISO 5660-1,1,20.94627686,106.81884,0.00195307,0.04329916,0.999763,1.000014,41.229212,0,100.8857,0,272.065,333.791,339.142,1147.085,0,0
Date of test,06/06/2018,2,20.95144253,108.495014,0.002147,0.04674257,0.999805,1.000082,41.229212,-0.0028,100.888,0,272.082,333.781,339.089,1147.114,0,0
Time of test,10:24,3,20.95438563,107.641423,0.00239168,0.04759065,1.000248,1.00015,41.229212,-0.0001,100.8873,0,272.074,333.738,338.952,1147.148,0,0
Heat flux (kW/m²),50,4,20.9548598,104.963183,0.00241815,0.04587833,1.000074,1.000321,41.229212,0.0022,100.8871,0,272.077,333.649,338.839,1147.169,0,0
Nominal duct flow rate (l/s),24,5,20.95256727,103.148978,0.00220389,0.04442808,0.999566,1.00039,41.229212,0.0017,100.8866,0,272.062,333.584,338.822,1147.198,0,0
Sampling interval (s),1,6,20.94793591,105.184715,0.00196533,0.04387233,1.000178,1.000465,41.229212,0.0001,100.8878,0,272.056,333.628,338.93,1147.25,0,0
Separation (mm),60,7,20.9484841,103.927719,0.00184683,0.04478845,1.000319,1.000536,41.229212,0.0022,100.8865,0,272.044,333.698,339.072,1147.273,0,0
Orientation,Horizontal,8,20.95377729,102.298498,0.00191967,0.04685345,1.000352,1.000639,41.229212,0.0014,100.888,0,272.025,333.793,339.202,1147.278,0,0
Edge frame?,Yes,9,20.95663646,104.835243,0.00218942,0.04734002,1.001312,1.000693,41.229212,0.0008,100.8887,0,272.028,333.813,339.156,1147.287,0,0
Grid?,No,10,20.95659049,106.542086,0.00222536,0.04608263,1.000521,1.000791,41.229212,0.0007,100.8887,0,272.031,333.725,338.995,1147.311,0,0
Non-scrubbed?,Yes,11,20.95363286,107.486568,0.0019171,0.04418483,1.000627,1.000844,41.229212,0.0031,100.8877,0,272.013,333.636,338.881,1147.291,0,0
Substrate used? {Y/N},No,12,20.94935124,108.242144,0.00175423,0.04393231,1.000679,1.00093,41.229212,0.0005,100.8893,0,272.03,333.601,338.787,1147.275,0,0
Substrate,none,13,20.95082788,108.143456,0.0016999,0.04484835,1.000523,1.001049,41.229212,0.0001,100.8889,0,272.019,333.565,338.777,1147.246,0,0
Additional specimen preparation details,,14,20.95476682,104.715387,0.00182032,0.04707724,1.000466,1.001094,41.229212,-0.0025,100.8877,0,272.002,333.606,338.884,1147.239,0,0
,,15,20.95686473,104.394019,0.00205956,0.04701239,1.000638,1.001144,41.229212,-0.0014,100.8888,0,272.011,333.645,338.912,1150.102,0,0
Specimen,,16,20.95479413,107.654137,0.00202883,0.04544433,1.001126,1.0012,41.229212,-0.0001,100.8891,0,272.002,333.653,338.92,1147.886,0,0
Sample description,Stain E2 1st series 60mm,17,20.95089471,105.61951,0.00186767,0.04406244,1.00127,1.001153,41.229212,-0.0012,100.8888,0,272.001,333.644,338.885,1147.203,0,0
Material name/ID,Stain E2 1st series 60mm,18,20.94723007,104.771545,0.00182474,0.04403841,1.000888,1.001232,41.229212,-0.0001,100.8874,0,272.012,333.653,338.879,1147.186,0,0
Specimen number,,19,20.94983071,104.260172,0.00193339,0.04564149,1.000746,1.001273,41.229212,0.0009,100.8866,0,272.021,333.653,338.858,1147.196,0,0
E (MJ/kg),13.1,20,20.95460169,102.043773,0.00226892,0.04771908,1.001258,1.001278,41.229212,0.0015,100.8878,0,272.012,333.649,338.875,1147.23,0,0
Initial mass (g),43.8917,21,20.95690565,105.221197,0.00251428,0.04682124,1.000885,1.001233,41.229212,-0.0011,100.8889,0,272.017,333.679,338.928,1147.227,0,0
Thickness (mm),12.5,22,20.95598313,107.891217,0.00240878,0.04430452,1.000319,1.001223,41.229212,-0.0051,100.8885,0,272.025,333.728,339.048,1147.241,0,0
Surface area (cm²),88.4,23,20.95087901,106.633238,0.00222579,0.04318524,1.00177,1.001223,41.229212,-0.0018,100.8873,0,272.021,333.789,339.158,1147.282,0,0
Sponsor,,24,20.94739483,103.859485,0.00210787,0.04316942,1.000947,1.001291,41.229212,0.0001,100.8868,0,272.02,333.813,339.19,1153.342,0,0
Manufacturer,,25,20.95042047,106.804387,0.0020233,0.04435434,1.001376,1.001328,41.229212,0.0017,100.887,0,272.018,333.808,339.22,1152.305,0,0
Test start time (s),182,26,20.95382644,107.660932,0.0020683,0.04684485,1.001158,1.001288,41.229212,-0.0018,100.8852,0,272.027,333.834,339.242,1152.172,0,0
Time to ignition (s),,27,20.95346366,108.813857,0.00213108,0.04616442,1.001423,1.001312,41.229212,0.0003,100.8853,0,272.035,333.885,339.258,1148.205,0,0
Time to flameout (s),,28,20.95155191,105.128096,0.00189382,0.04406068,1.000914,1.001297,41.229212,-0.0004,100.8852,0,272.024,333.86,339.106,1147.333,0,0
End of test criterion,ISO 5660-1:2002,29,20.94715758,106.496843,0.00161667,0.04350855,1.001839,1.001269,41.229212,-0.0003,100.887,0,272.003,333.743,338.985,1147.306,0,0
User EOT time (s),,30,20.94734429,107.65236,0.00146243,0.04399148,1.000983,1.001287,41.229212,0.003,100.8877,0,272,333.686,338.938,1147.269,0,0
MLR EOT mass (g/m²),150,31,20.9521106,107.164897,0.00145245,0.04589564,1.000927,1.001315,41.229212,-0.0009,100.888,0,271.994,333.713,339.067,1147.209,0,0
MLR EOT time period (s),60,32,20.95469516,105.422118,0.00168133,0.04753945,1.001469,1.001308,41.229212,-0.0031,100.8889,0,271.986,333.796,339.171,1147.178,0,0
Truncate graphs at EOT?,No,33,20.95504829,105.517485,0.00171193,0.04665123,1.001429,1.001351,41.229212,-0.0001,100.8883,0,271.99,333.825,339.134,1147.155,0,0
Smooth data?,No,34,20.95313789,105.937307,0.00155014,0.04496661,1.001183,1.001327,41.229212,0.0002,100.8881,0,271.985,333.789,339.124,1147.854,0,0
Correct O2 for pressure?,No,35,20.94847529,103.551305,0.00143092,0.04390058,1.001006,1.001116,41.229212,0.0015,100.8892,0,272.011,333.794,339.195,1148.045,0,0
,,36,20.94821413,108.683407,0.00143682,0.04438504,1.000919,1.001083,41.229212,-0.0003,100.8894,0,271.982,333.802,339.218,1148.013,0,0
Specifications: apparatus,,37,20.95201555,105.958132,0.00159475,0.04638969,1.000906,1.001063,41.229212,0.0019,100.8905,0,271.988,333.845,339.306,1148.018,0,0
C-factor (SI units),0.045238,38,20.95468732,107.474663,0.00196718,0.04743645,1.001334,1.001012,41.229212,0.002,100.8883,0,271.966,333.909,339.407,1147.975,0,0
OD correction factor,1,39,20.95487367,105.340611,0.00207106,0.04550809,1.000614,1.001026,41.229212,0.0028,100.888,0,271.972,333.922,339.425,1147.928,0,0
Duct diameter (m),0.114,40,20.95093615,105.963589,0.00195678,0.04410174,1.000613,1.000973,41.229212,0.0012,100.8886,0,271.985,333.939,339.475,1147.863,0,0
