General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94168015,106.960259,0.00105814,0.04270075,0.997514,0.998891,-0.105774,-0.0013,101.2082,0,269.421,317.841,320.291,964.446,0,0
Standard used,ISO 5660-1,1,20.94426326,108.780209,0.0011278,0.04410703,0.998065,0.998688,-0.105774,-0.001,101.2102,0,269.446,317.848,320.314,967.671,0,0
Date of test,15/10/2018,2,20.94684637,110.60016,0.00119745,0.04551332,0.998615,0.998485,-0.105774,-0.0007,101.2121,0,269.472,317.855,320.336,970.896,0,0
Time of test,15:15,3,20.94987942,111.099914,0.00144532,0.04816901,0.998331,0.998255,-0.105774,-0.0011,101.2138,0,269.477,317.85,320.314,968.844,0,0
Heat flux (kW/m²),35,4,20.95109998,113.144899,0.00164044,0.0471538,0.997412,0.998113,-0.105774,-0.0009,101.2086,0,269.479,317.818,320.264,968.184,0,0
Nominal duct flow rate (l/s),24,5,20.94967481,111.221985,0.00158208,0.04551191,0.998051,0.997967,-0.105774,-0.0003,101.2088,0,269.48,317.764,320.226,968.141,0,0
Sampling interval (s),1,6,20.94556713,114.365249,0.00147756,0.04457361,0.997497,0.997927,-0.105774,-0.0001,101.209,0,269.478,317.709,320.198,968.136,0,0
Separation (mm),25,7,20.94379982,112.065572,0.00141947,0.04466001,0.998508,0.997913,-0.105774,-0.0005,101.2105,0,269.49,317.699,320.221,968.216,0,0
Orientation,Horizontal,8,20.94726111,114.15073,0.00148594,0.04696872,0.998189,0.9978,-0.105774,-0.0004,101.2087,0,269.482,317.797,320.298,971.677,0,0
Edge frame?,Yes,9,20.95027738,112.104588,0.00165728,0.04829787,0.997991,0.997631,-0.105774,-0.0007,101.2093,0,269.502,317.866,320.345,972.521,0,0
Grid?,No,10,20.95105448,109.414461,0.00167733,0.04672053,0.997262,0.997462,-0.105774,-0.0009,101.2106,0,269.491,317.891,320.379,971.541,0,0
Non-scrubbed?,Yes,11,20.94906496,107.370891,0.00141737,0.04516771,0.998315,0.997498,-0.105774,-0.0003,101.2117,0,269.498,317.936,320.435,970.378,0,0
Substrate used? {Y/N},No,12,20.9445646,115.10413,0.00118363,0.04448788,0.997944,0.997535,-0.105774,-0.0009,101.2108,0,269.49,317.932,320.392,968.734,0,0
Substrate,none,13,20.94401706,110.373253,0.00106568,0.04502891,0.996937,0.997453,-0.105774,-0.0007,101.2116,0,269.497,317.907,320.397,968.369,0,0
Additional specimen preparation details,,14,20.94780883,111.983373,0.00110917,0.04740092,0.996503,0.997343,-0.105774,-0.0002,101.2111,0,269.484,317.898,320.386,968.35,0,0
