General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93749492,114.836999,0.00081839,0.04472622,0.845619,0.845567,60.038116,-0.0001,99.1717,0.028,270.939,324.632,326.119,1030.149,0,0
Standard used,ISO 5660-1,1,20.94348333,117.485063,0.00124507,0.04671637,0.919243,0.921064,60.038116,-0.0006,99.169,0.029,270.935,324.574,326.068,1030.102,0,0
Date of test,30/11/2020,2,20.94947174,120.133127,0.00167175,0.04870652,0.992868,0.996562,60.038116,-0.001,99.1664,0.03,270.931,324.517,326.017,1030.055,0,0
Time of test,14:28,3,20.95029681,119.508158,0.00182214,0.04753183,1.011515,0.970715,60.038116,0.0027,99.1663,0.032,270.938,324.502,325.993,1030.063,0,0
Heat flux (kW/m²),35,4,20.94744972,117.080364,0.00166868,0.04585373,1.010376,1.004915,60.038116,-0.0004,99.1675,0.029,270.932,324.481,325.984,1030.059,0,0
Nominal duct flow rate (l/s),24,5,20.94331679,116.614484,0.0015009,0.04489066,1.024862,1.019386,60.038116,-0.0011,99.166,0.031,270.945,324.473,325.971,1030.059,0,0
Sampling interval (s),5,6,20.94488974,117.137087,0.00147285,0.04545856,1.085614,1.076984,60.038116,-0.0003,99.167,0.033,270.945,324.489,325.987,1030.06,0,0
Separation (mm),60,7,20.94984335,118.912518,0.0016319,0.04793975,1.051518,1.059638,60.038116,0,99.1664,0.034,270.936,324.494,326.029,1030.067,0,0
Orientation,Horizontal,8,20.95247662,116.544685,0.00178954,0.04853712,1.133613,1.114892,60.038116,-0.0042,99.1666,0.033,270.954,324.479,326.006,1030.108,0,0
Edge frame?,Yes,9,20.95192055,117.628911,0.00169967,0.04675698,0.971874,1.001524,60.038116,-0.0045,99.1673,0.033,270.95,324.463,325.945,1030.127,0,0
Grid?,No,10,20.94835644,120.491688,0.00149603,0.04543571,1.076638,1.071457,60.038116,0.0014,99.1674,0.031,270.957,324.43,325.91,1030.168,0,0
Non-scrubbed?,Yes,11,20.94516298,115.499492,0.00142031,0.04541086,1.126728,1.132135,60.038116,0.0025,99.1659,0.032,270.97,324.412,325.904,1030.178,0,0
Substrate used? {Y/N},No,12,20.94765057,116.667334,0.00148172,0.04626492,1.174447,1.169113,60.038116,-0.0009,99.166,0.034,270.961,324.43,325.954,1030.201,0,0
Substrate,none,13,20.95136172,118.481156,0.00167968,0.04880397,1.166243,1.212967,60.038116,-0.0035,99.1674,0.033,270.949,324.439,325.978,1030.209,0,0
Additional specimen preparation details,,14,20.95420901,117.734203,0.00180475,0.04809163,1.197212,1.223726,60.038116,-0.0004,99.1657,0.034,270.957,324.428,325.968,1030.247,0,0
,,15,20.9535137,123.75567,0.00165352,0.04587575,1.154195,1.131146,60.038116,-0.0009,99.1654,0.034,270.965,324.427,325.962,1030.257,0,0
Specimen,,16,20.9495024,119.757536,0.00140053,0.04470368,1.158891,1.168366,60.038116,-0.0022,99.165,0.032,270.939,324.416,325.979,1030.245,0,0
Sample description,Trex Fence material,17,20.9471453,119.461407,0.00125702,0.04507769,1.158849,1.157711,60.038116,-0.0006,99.1651,0.029,270.942,324.41,325.96,1030.271,0,0
Material name/ID,Trex5_35,18,20.94860489,118.853778,0.00124553,0.04626015,1.080081,1.084084,60.038116,-0.002,99.1669,0.034,270.964,324.376,325.887,1030.297,0,0
Specimen number,,19,20.95158645,117.758152,0.00146165,0.04853183,1.064166,1.067165,60.038116,-0.0021,99.1672,0.035,270.967,324.334,325.882,1030.307,0,0
E (MJ/kg),13.1,20,20.95267674,118.977828,0.00157814,0.0480022,1.054464,1.101021,60.038116,-0.0039,99.1671,0.031,270.966,324.349,325.894,1030.294,0,0
Initial mass (g),59.4,21,20.95118033,120.443746,0.0014384,0.04624161,1.096057,1.121205,60.038116,-0.0013,99.1666,0.034,270.958,324.339,325.877,1030.251,0,0
Thickness (mm),6,22,20.94691019,118.531288,0.00124107,0.04533933,1.136126,1.159593,60.038116,-0.003,99.1659,0.033,270.964,324.309,325.868,1030.214,0,0
Surface area (cm²),88.4,23,20.94568219,120.856088,0.00110485,0.04576767,1.155702,1.153355,60.038116,-0.0026,99.1665,0.032,270.954,324.301,325.878,1030.213,0,0
Sponsor,,24,20.94907089,121.562851,0.00113879,0.04819732,1.140764,1.144306,60.038116,-0.0035,99.167,0.03,270.968,324.325,325.926,1030.225,0,0
Manufacturer,,25,20.95312397,118.119,0.00130452,0.04855478,1.061891,1.064242,60.038116,-0.0021,99.1666,0.031,270.976,324.332,325.931,1030.235,0,0
Test start time (s),138,26,20.9543598,121.233314,0.00130872,0.04705447,1.03011,1.040901,60.038116,-0.0007,99.1675,0.031,270.974,324.31,325.931,1032.564,0,0
Time to ignition (s),50,27,20.95227281,119.294323,0.00110668,0.04560563,1.005614,0.995352,60.038116,-0.0006,99.1678,0.032,270.958,324.316,325.847,1030.937,0,0
Time to flameout (s),1062,28,20.94785292,119.357947,0.00097213,0.04520758,0.985835,0.992124,60.038116,0.0013,99.1675,0.03,270.976,324.264,325.816,1030.264,0,0
End of test criterion,ISO 5660-1:2002,29,20.94800372,119.669793,0.00093396,0.04626828,0.863553,0.893651,60.038116,0.0003,99.1674,0.03,270.968,324.244,325.78,1030.267,0,0
User EOT time (s),,30,20.9516757,119.974169,0.00103277,0.04777191,0.829997,0.869681,60.038116,-0.0014,99.1684,0.03,270.984,324.194,325.719,1030.288,0,0
MLR EOT mass (g/m²),150,31,20.95421249,120.764439,0.00128697,0.04904078,1.019012,1.087356,60.038116,-0.0022,99.168,0.034,270.98,324.163,325.689,1030.319,0,0
MLR EOT time period (s),60,32,20.9543966,118.677011,0.00139516,0.04759266,0.926234,0.949843,60.038116,-0.0054,99.1673,0.032,270.995,324.131,325.638,1030.355,0,0
Truncate graphs at EOT?,No,33,20.95153382,118.990036,0.00126769,0.04519929,0.83574,0.836402,60.038116,-0.0032,99.1679,0.03,270.979,324.098,325.632,1033.768,0,0
Smooth data?,No,34,20.94730961,118.946645,0.00111422,0.04453906,0.850248,0.880587,60.038116,-0.0006,99.1701,0.032,270.971,324.096,325.612,1034.805,0,0
Correct O2 for pressure?,No,35,20.94872372,117.077642,0.00109258,0.04549752,0.922089,0.908776,60.038116,-0.0035,99.1692,0.034,270.985,324.065,325.6,1037.283,0,0
,,36,20.95240921,118.594143,0.00126877,0.04775975,0.890775,0.918048,60.038116,-0.0014,99.166,0.034,270.992,324.062,325.585,1032.133,0,0
Specifications: apparatus,,37,20.95450072,114.41458,0.00158453,0.04787871,0.855862,0.863948,60.038116,0.0003,99.1667,0.031,270.984,324.056,325.613,1030.377,0,0
C-factor (SI units),0.045797,38,20.95410006,108.856354,0.00164276,0.04635876,0.916781,0.895084,60.038116,-0.0005,99.1674,0.03,270.996,324.062,325.638,1030.363,0,0
OD correction factor,0.97963,39,20.95066528,112.280519,0.00152066,0.04489904,0.911384,0.961168,60.038116,-0.0019,99.1672,0.031,271.001,324.096,325.664,1030.354,0,0
Duct diameter (m),0.114,40,20.94700404,116.182188,0.00146892,0.04519796,0.904049,0.895529,60.038116,-0.0022,99.1671,0.032,270.999,324.113,325.68,1030.365,0,0
O2 delay time (s),0,41,20.94787365,117.651958,0.00151685,0.04671405,0.761132,0.786793,60.038116,-0.0004,99.1663,0.034,271,324.1,325.69,1030.347,0,0
CO2 delay time (s),0,42,20.95104887,119.1971,0.00169579,0.04898973,0.733061,0.809003,60.038116,-0.0016,99.1676,0.033,270.989,324.118,325.658,1030.357,0,0
CO delay time (s),0,43,20.95267783,120.427782,0.00178833,0.04818118,0.720909,0.773467,60.038116,-0.0022,99.1693,0.03,271.003,324.097,325.675,1030.357,0,0
,,44,20.95175577,119.409108,0.0016003,0.04594627,0.78899,0.78336,60.038116,-0.0016,99.1687,0.033,271,324.099,325.722,1030.339,0,0
Laboratory,,45,20.94783603,119.709093,0.00132462,0.04466128,0.792658,0.830232,60.038116,-0.0016,99.1684,0.032,270.988,324.168,325.776,1030.309,0,0
Laboratory name,FTT Cone - NIST,46,20.94511938,120.444429,0.00117682,0.04527909,0.84399,0.873057,60.038116,-0.0011,99.1684,0.032,270.997,324.171,325.785,1030.297,0,0
Operator,Andre Thompson,47,20.94941651,119.317971,0.00119004,0.04700104,0.810903,0.859522,60.038116,-0.0022,99.1682,0.033,271.016,324.171,325.738,1030.296,0,0
Filename,C:\CC5\DATA\20110005.CSV,48,20.95188833,118.698401,0.00139122,0.04889121,0.787584,0.838242,60.038116,-0.0005,99.1681,0.033,271.023,324.121,325.651,1030.286,0,0
Report name,,49,20.95264822,121.099287,0.00159787,0.04720677,0.793379,0.877119,60.038116,-0.0016,99.1678,0.031,271.009,324.032,325.515,1030.295,0,0
,,50,20.95264451,119.419302,0.00147741,0.04550058,0.751029,0.805623,60.038116,-0.0032,99.168,0.031,271.02,323.935,325.399,1030.299,0,0
,,51,20.94889379,118.11283,0.00133391,0.04459112,0.757409,0.734769,60.038116,-0.0024,99.1671,0.03,271.006,323.89,325.402,1030.297,0,0
Pre-test conditions,,52,20.94645162,121.65873,0.00124607,0.04535157,0.885876,0.889597,60.038116,-0.0023,99.1685,0.032,271.001,323.9,325.449,1030.311,0,0
Ambient temperature (°C),23.3,53,20.95042624,119.772192,0.00131498,0.04737349,0.918554,0.976417,60.038116,-0.0027,99.1688,0.031,271.012,323.907,325.473,1030.327,0,0
Barometric pressure (Pa),99166,54,20.95325052,117.203352,0.00152314,0.04916599,0.85712,0.920887,60.038116,-0.0035,99.1705,0.033,271.004,323.943,325.511,1030.369,0,0
Relative humidity (%),45.6,55,20.95291101,115.743143,0.00162557,0.0476652,0.787586,0.85147,60.038116,-0.0021,99.169,0.035,271.012,323.97,325.565,1030.389,0,0
,,56,20.95063631,116.578139,0.00144651,0.04523806,0.828498,0.859235,60.038116,-0.0009,99.1684,0.034,271.007,323.985,325.58,1030.413,0,0
,,57,20.94619606,117.556016,0.00135873,0.04503753,0.936672,0.923812,60.038116,-0.0012,99.1689,0.034,271.01,323.995,325.537,1030.437,0,0
Conditioning,,58,20.94587083,114.15027,0.00132321,0.04607022,0.924539,0.91864,60.038116,-0.0001,99.1686,0.035,271.003,323.961,325.497,1030.457,0,0
Conditioned? {Y/N},No,59,20.94947367,116.950533,0.00137975,0.04824537,0.872835,0.911832,60.038116,-0.0016,99.1689,0.033,271.016,323.93,325.477,1030.434,0,0
Conditioning temperature (°C),N/A,60,20.95216575,116.713022,0.00156874,0.04897278,0.815964,0.860285,60.038116,-0.0023,99.1686,0.035,271.021,323.907,325.435,1030.409,0,0
Conditioning RH (%),N/A,61,20.95247963,119.235715,0.00156969,0.04745908,0.926678,0.986905,60.038116,-0.0009,99.1684,0.034,271.021,323.9,325.403,1030.392,0,0
,,62,20.94990219,115.973758,0.00132243,0.04583843,0.942947,0.976406,60.038116,0.0005,99.1687,0.03,271.031,323.87,325.378,1030.359,0,0
Data collected,,63,20.94550081,117.2509,0.00112694,0.04531629,0.956362,0.991284,60.038116,-0.0001,99.169,0.032,271.019,323.861,325.379,1030.338,0,0
CO/CO2 data collected?,Yes,64,20.94646569,117.625703,0.00103837,0.04658186,0.977452,0.988102,60.038116,-0.0049,99.1688,0.033,271.02,323.871,325.406,1030.322,0,0
Mass data collected?,Yes,65,20.9486621,117.896893,0.00113481,0.0486939,0.996808,0.965847,60.038116,-0.0017,99.1695,0.035,271.023,323.825,325.347,1030.293,0,0
Smoke data collected?,Yes,66,20.95040257,118.488072,0.00137372,0.04819494,0.903319,0.912711,60.038116,0.001,99.1677,0.032,271.019,323.815,325.374,1030.313,0,0
Soot mass data collected?,No,67,20.95025016,117.880935,0.00144194,0.04627303,0.923632,0.98317,60.038116,0.0001,99.1668,0.034,271.036,323.875,325.439,1030.292,0,0
