General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94103078,109.491225,0.00062907,0.04340916,0.997389,0.997678,42.502482,0.0006,101.3986,0,269.243,324.071,328.231,1139.214,0,0
Standard used,ISO 5660-1,1,20.94713146,108.261945,0.00106355,0.0455916,0.99786,0.997485,42.502482,0.0003,101.3973,0,269.27,324.068,328.219,1139.166,0,0
Date of test,29/11/2018,2,20.95323213,107.032665,0.00149804,0.04777404,0.998332,0.997291,42.502482,0.0001,101.396,0,269.296,324.065,328.208,1139.117,0,0
Time of test,12:02,3,20.9537996,105.253784,0.00158237,0.04664443,0.99922,0.997106,42.502482,0.0002,101.3947,0,269.312,324.064,328.212,1139.072,0,0
Heat flux (kW/m²),50,4,20.95058756,106.423902,0.00144342,0.0449838,0.997386,0.996945,42.502482,0.0002,101.3947,0,269.302,324.049,328.197,1141.75,0,0
Nominal duct flow rate (l/s),24,5,20.94589788,105.97243,0.00133629,0.04444629,0.99746,0.996702,42.502482,0.0003,101.3955,0,269.298,324.054,328.212,1139.731,0,0
Sampling interval (s),1,6,20.94604417,109.513189,0.00128362,0.04497439,0.997473,0.99659,42.502482,0.0001,101.3963,0,269.293,324.09,328.238,1138.982,0,0
Separation (mm),60,7,20.94984612,106.713022,0.00136619,0.04727251,0.996568,0.996297,42.502482,0.0002,101.3969,0,269.279,324.086,328.245,1138.983,0,0
Orientation,Vertical,8,20.95234963,106.791804,0.00154355,0.04847177,0.995831,0.996024,42.502482,0.0001,101.3952,0,269.291,324.105,328.279,1138.682,0,0
Edge frame?,Yes,9,20.95244686,106.031128,0.00155733,0.04695309,0.996367,0.995818,42.502482,0,101.3953,0,269.29,324.091,328.25,1138.851,0,0
Grid?,No,10,20.9498285,107.952909,0.00135284,0.04514373,0.995897,0.99549,42.502482,0,101.399,0,269.28,324.063,328.205,1139.374,0,0
Non-scrubbed?,Yes,11,20.94538645,109.694063,0.00111673,0.04448553,0.995995,0.995289,42.502482,-0.0001,101.3982,0,269.299,324.092,328.277,1139.101,0,0
Substrate used? {Y/N},No,12,20.94678219,105.85479,0.00099551,0.04512784,0.997011,0.995113,42.502482,0.0001,101.3959,0,269.305,324.177,328.353,1138.998,0,0
Substrate,none,13,20.95042459,105.998858,0.00106943,0.04705321,0.995799,0.994985,42.502482,0.0001,101.3964,0,269.311,324.244,328.397,1141.71,0,0
Additional specimen preparation details,,14,20.95097813,106.363057,0.00130481,0.04796731,0.994948,0.994787,42.502482,-0.0001,101.3977,0,269.299,324.259,328.42,1139.791,0,0
,,15,20.95018938,107.395473,0.00137318,0.04672934,0.997203,0.994648,42.502482,0.0001,101.3955,0,269.297,324.243,328.414,1139.039,0,0
Specimen,,16,20.94846426,109.481853,0.00112204,0.044915,0.996803,0.994471,42.502482,0.0001,101.3963,0,269.298,324.246,328.445,1139.015,0,0
Sample description,Uncoated red cedar dry,17,20.94518621,107.093072,0.0010346,0.04449291,0.99449,0.994306,42.502482,0.0001,101.3978,0,269.298,324.283,328.463,1138.971,0,0
Material name/ID,Uncoated red cedar dry,18,20.94746367,107.613325,0.00108025,0.04568779,0.993643,0.994139,42.502482,-0.0001,101.3973,0,269.301,324.279,328.432,1138.948,0,0
Specimen number,,19,20.95106013,107.994959,0.00134682,0.04804764,0.994551,0.994027,42.502482,0,101.3968,0,269.307,324.261,328.409,1138.932,0,0
E (MJ/kg),13.1,20,20.95415871,105.71525,0.00157747,0.04798268,0.99547,0.993895,42.502482,0.0001,101.398,0,269.298,324.235,328.407,1138.934,0,0
Initial mass (g),42.51,21,20.95374374,105.337108,0.00154298,0.04605086,0.993717,0.993777,42.502482,0.0001,101.3963,0,269.305,324.249,328.446,1138.941,0,0
Thickness (mm),12.5,22,20.94981363,107.881188,0.00127515,0.04476349,0.993588,0.993577,42.502482,0.0001,101.396,0,269.298,324.301,328.518,1138.949,0,0
Surface area (cm²),88.4,23,20.94863029,108.316652,0.00113205,0.04466756,0.993107,0.993518,42.502482,0.0001,101.3956,0,269.293,324.375,328.59,1138.954,0,0
Sponsor,,24,20.95204814,109.457494,0.00116593,0.04658983,0.993045,0.993338,42.502482,-0.0001,101.3962,0,269.292,324.411,328.612,1138.921,0,0
