General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96414581,106.722592,0.00172339,0.05292452,0.867683,0.807231,102.562938,-0.001,102.3101,0.095,270.318,329.903,333.721,1134.098,0,0
Standard used,ISO 5660-1,1,20.95717654,106.504345,0.00137657,0.05118005,0.768738,0.775437,102.562938,0.0007,102.3068,0.101,270.318,329.851,333.676,1134.038,0,0
Date of test,31/01/2020,2,20.95020727,106.286097,0.00102974,0.04943557,0.669794,0.743643,102.562938,0.0025,102.3035,0.108,270.318,329.8,333.63,1133.978,0,0
Time of test,10:19,3,20.94797513,105.622633,0.00099631,0.04779741,0.630078,0.67016,102.562938,-0.0006,102.3045,0.106,270.321,329.764,333.574,1133.933,0,0
Heat flux (kW/m²),0,4,20.95239601,103.913552,0.00128041,0.0504832,0.728361,0.848388,102.562938,0.0006,102.3035,0.105,270.33,329.735,333.492,1133.931,0,0
Nominal duct flow rate (l/s),24,5,20.94993256,105.734865,0.0011425,0.05044112,0.927094,1.102017,102.562938,0.0007,102.3051,0.107,270.324,329.721,333.473,1130.1,0,0
Sampling interval (s),1,6,20.94883867,107.667361,0.00111191,0.04807787,0.92628,1.094552,102.562938,-0.0015,102.3044,0.104,270.327,329.668,333.433,1132.739,0,0
Separation (mm),60,7,20.95205482,105.084874,0.00138135,0.05036303,1.031098,1.037901,102.562938,-0.0004,102.306,0.103,270.326,329.644,333.388,1133.949,0,0
Orientation,Horizontal,8,20.95014628,105.901358,0.00124369,0.05064016,0.843736,1.002969,102.562938,-0.0012,102.3056,0.104,270.325,329.631,333.391,1133.944,0,0
Edge frame?,Yes,9,20.94857267,108.036047,0.00117376,0.04807237,0.94051,1.097112,102.562938,-0.0004,102.3036,0.104,270.312,329.619,333.395,1133.932,0,0
Grid?,No,10,20.95225836,105.344954,0.00137574,0.04828455,1.09084,1.15935,102.562938,0.0014,102.3053,0.105,270.316,329.612,333.351,1133.97,0,0
Non-scrubbed?,Yes,11,20.95263121,104.412475,0.0014043,0.05083641,1.160288,1.186409,102.562938,0.0003,102.304,0.106,270.313,329.623,333.374,1133.974,0,0
Substrate used? {Y/N},No,12,20.94872825,103.829835,0.00114035,0.04826716,1.074527,1.149579,102.562938,-0.0004,102.3051,0.103,270.322,329.629,333.434,1133.982,0,0
Substrate,none,13,20.95052438,104.576515,0.00113199,0.04754121,0.884255,1.004706,102.562938,-0.0021,102.3057,0.1,270.327,329.659,333.478,1135.624,0,0
Additional specimen preparation details,,14,20.95232796,104.786266,0.0011591,0.05019383,1.017841,1.107849,102.562938,-0.002,102.3049,0.099,270.318,329.675,333.501,1134.511,0,0
,,15,20.94901405,105.828803,0.00088729,0.04755172,1.224544,1.134546,102.562938,0.0003,102.3054,0.103,270.325,329.675,333.506,1134.072,0,0
Specimen,,16,20.95040342,105.031533,0.00091127,0.04743406,0.827143,0.9845,102.562938,-0.0019,102.3047,0.105,270.32,329.72,333.581,1134.134,0,0
Sample description,PH 2 uncoated 2.0,17,20.9477029,106.550283,0.00065282,0.04809308,0.812966,0.940646,102.562938,0.0008,102.3041,0.106,270.323,329.742,333.648,1134.162,0,0
Material name/ID,PH 2 uncoated 2.0,18,20.94917806,106.737857,0.0005293,0.04693997,0.884699,0.819187,102.562938,-0.0004,102.3048,0.107,270.33,329.79,333.696,1134.192,0,0
Specimen number,,19,20.95257636,107.598843,0.00081385,0.04842064,0.958541,0.952533,102.562938,0.0009,102.3048,0.106,270.329,329.833,333.715,1134.187,0,0
E (MJ/kg),13.1,20,20.94874513,108.262817,0.00053295,0.04871511,0.919924,0.889071,102.562938,0.0016,102.3042,0.104,270.318,329.842,333.733,1134.195,0,0
Initial mass (g),103.4,21,20.94611137,107.812069,0.00040287,0.04711745,1.005845,0.932298,102.562938,-0.0003,102.3028,0.104,270.323,329.852,333.797,1134.259,0,0
Thickness (mm),12.5,22,20.95213428,106.677013,0.00069307,0.04952168,1.071889,1.05747,102.562938,-0.0001,102.3024,0.103,270.325,329.889,333.85,1134.241,0,0
Surface area (cm²),88.4,23,20.94893212,101.960844,0.00047833,0.0499106,1.048217,1.017551,102.562938,-0.0018,102.3029,0.101,270.333,329.921,333.892,1134.231,0,0
Sponsor,,24,20.95003001,104.080608,0.0004408,0.04779765,1.066021,1.055514,102.562938,-0.0019,102.303,0.104,270.33,329.952,333.916,1134.244,0,0
Manufacturer,,25,20.95419979,107.473838,0.00075981,0.05017072,1.121022,1.068096,102.562938,0.0012,102.3045,0.105,270.326,329.945,333.906,1134.273,0,0
Test start time (s),98,26,20.95374362,106.916544,0.00069821,0.05139868,1.04844,1.035938,102.562938,0.0016,102.304,0.101,270.335,329.956,333.972,1136.459,0,0
Time to ignition (s),40,27,20.9500523,107.801422,0.0006145,0.04827934,1.224788,1.214477,102.562938,0.0024,102.3055,0.103,270.326,330.002,334.062,1134.919,0,0
Time to flameout (s),800,28,20.95394431,106.129711,0.00095387,0.04985517,1.094052,1.040018,102.562938,-0.0001,102.3062,0.106,270.327,330.019,334.062,1134.285,0,0
End of test criterion,ISO 5660-1:2002,29,20.95370308,105.788468,0.0008641,0.05132021,1.129755,1.098572,102.562938,0.0004,102.3033,0.105,270.331,329.979,333.926,1134.273,0,0
User EOT time (s),,30,20.95089093,107.032587,0.00081563,0.04842206,1.220368,1.106964,102.562938,-0.0007,102.3041,0.102,270.324,329.942,333.84,1134.258,0,0
MLR EOT mass (g/m²),150,31,20.95356096,106.908602,0.00109208,0.04918161,1.228446,1.266666,102.562938,-0.0004,102.3037,0.105,270.314,329.854,333.682,1134.252,0,0
MLR EOT time period (s),60,32,20.95246091,107.25236,0.00094365,0.0502657,1.426153,1.449713,102.562938,-0.0012,102.3056,0.106,270.317,329.791,333.664,1136.948,0,0
