General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94654157,113.516747,0.00121459,0.04201171,1.000942,1.001427,-0.105761,-0.0001,101.1904,0,269.44,316.215,318.373,970.006,0,0
Standard used,ISO 5660-1,1,20.94584911,112.179583,0.00118003,0.04399897,1.001385,1.001634,-0.105761,-0.0001,101.191,0,269.46,316.234,318.376,971.506,0,0
Date of test,15/10/2018,2,20.94515665,110.842418,0.00114547,0.04598623,1.001828,1.001841,-0.105761,0,101.1917,0,269.48,316.253,318.379,973.006,0,0
Time of test,15:09,3,20.94803061,111.275506,0.00126791,0.04763712,1.002307,1.002014,-0.105761,0.0001,101.1916,0,269.473,316.276,318.422,969.225,0,0
Heat flux (kW/m²),35,4,20.95037146,111.056845,0.00149312,0.04763012,1.002191,1.002224,-0.105761,0.0002,101.1918,0,269.492,316.309,318.434,968.272,0,0
Nominal duct flow rate (l/s),24,5,20.94996546,107.70653,0.001441,0.0464898,1.002254,1.002489,-0.105761,0.0003,101.1924,0,269.491,316.346,318.442,968.233,0,0
Sampling interval (s),1,6,20.94809135,111.175593,0.00120811,0.04486639,1.002278,1.002652,-0.105761,0,101.1922,0,269.482,316.346,318.47,968.191,0,0
Separation (mm),25,7,20.94472494,111.573922,0.00098353,0.04468676,1.0028,1.002869,-0.105761,-0.0001,101.1913,0,269.499,316.362,318.492,968.176,0,0
Orientation,Horizontal,8,20.9487545,110.114376,0.00091993,0.04568506,1.003703,1.003067,-0.105761,-0.0001,101.1904,0,269.49,316.385,318.477,968.187,0,0
Edge frame?,Yes,9,20.95269277,113.189683,0.00104327,0.04807554,1.002941,1.003114,-0.105761,-0.0004,101.1923,0,269.487,316.36,318.449,968.19,0,0
Grid?,No,10,20.9543656,106.748503,0.00120155,0.0475288,1.002517,1.00324,-0.105761,0.0001,101.1936,0,269.492,316.288,318.405,968.184,0,0
Non-scrubbed?,Yes,11,20.953354,111.22741,0.00101989,0.04607229,1.003754,1.003503,-0.105761,-0.0001,101.1951,0,269.486,316.294,318.435,968.198,0,0
Substrate used? {Y/N},No,12,20.94944922,111.133748,0.00081214,0.04465817,1.004023,1.003703,-0.105761,-0.0003,101.1938,0,269.499,316.359,318.486,968.192,0,0
Substrate,none,13,20.94657835,110.119206,0.00071835,0.04461577,1.004138,1.003904,-0.105761,-0.0005,101.1927,0,269.495,316.43,318.527,968.182,0,0
Additional specimen preparation details,,14,20.9498741,111.475314,0.00079828,0.04567018,1.004467,1.004077,-0.105761,-0.0003,101.193,0,269.507,316.472,318.594,968.16,0,0
,,15,20.95315295,109.198063,0.001021,0.04785678,1.004498,1.004254,-0.105761,-0.0003,101.1923,0,269.502,316.557,318.676,968.116,0,0
Specimen,,16,20.95434567,111.454539,0.00136623,0.04716795,1.00432,1.004478,-0.105761,0,101.1927,0,269.508,316.6,318.722,968.108,0,0
Sample description,BF-25 unburnt,17,20.95287008,115.918828,0.0014599,0.04581847,1.004563,1.004588,-0.105761,-0.0003,101.1925,0,269.504,316.643,318.761,968.087,0,0
Material name/ID,BF-25 unburnt,18,20.94858872,112.999848,0.00127612,0.04459355,1.005194,1.004637,-0.105761,-0.0003,101.1928,0,269.506,316.677,318.799,968.078,0,0
Specimen number,,19,20.94700572,105.924546,0.00119121,0.04458821,1.004986,1.004735,-0.105761,-0.0001,101.192,0,269.512,316.702,318.817,968.098,0,0
