General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9504178,113.05479,0.00188424,0.05475736,0.998646,0.998385,53.247016,-0.0073,101.6369,0,269.947,325.503,329.394,1137.082,0,0
Standard used,ISO 5660-1,1,20.95070894,111.42214,0.00194015,0.05136199,0.998159,0.998243,53.247016,-0.0044,101.6363,0,269.96,325.538,329.48,1141.744,0,0
Date of test,12/04/2019,2,20.95100007,109.78949,0.00199606,0.04796661,0.997672,0.9981,53.247016,-0.0015,101.6356,0,269.973,325.573,329.566,1146.406,0,0
Time of test,11:20,3,20.94803887,110.665432,0.0018375,0.04648402,0.996956,0.997767,53.247016,0.0013,101.6355,0,269.958,325.589,329.591,1144.19,0,0
Heat flux (kW/m²),50,4,20.94301516,105.674221,0.00165896,0.04637227,0.99703,0.997593,53.247016,-0.0015,101.6367,0,269.978,325.596,329.572,1143.245,0,0
Nominal duct flow rate (l/s),24,5,20.9444491,103.846731,0.00156703,0.04768695,0.996902,0.997466,53.247016,-0.0006,101.6358,0,269.981,325.565,329.487,1143.289,0,0
Sampling interval (s),1,6,20.94804696,107.231922,0.00159273,0.04993582,0.996844,0.997326,53.247016,-0.0006,101.6357,0,269.974,325.487,329.371,1143.294,0,0
Separation (mm),60,7,20.95009623,109.884015,0.00171207,0.04964748,0.996476,0.997183,53.247016,-0.0015,101.6366,0,269.98,325.423,329.287,1143.297,0,0
Orientation,Horizontal,8,20.95044848,110.314451,0.00161544,0.04780769,0.996666,0.996898,53.247016,-0.0051,101.6347,0,269.98,325.402,329.325,1143.287,0,0
Edge frame?,Yes,9,20.94711444,110.129957,0.00143614,0.04662605,0.996671,0.996625,53.247016,-0.0033,101.6349,0,269.984,325.437,329.436,1143.293,0,0
Grid?,No,10,20.94418546,108.448256,0.00135198,0.04650316,0.996822,0.996555,53.247016,-0.0014,101.6346,0,269.973,325.538,329.558,1143.281,0,0
Non-scrubbed?,Yes,11,20.94837073,108.52461,0.00143954,0.04818415,0.996476,0.996552,53.247016,0.0004,101.6347,0,269.969,325.621,329.608,1143.251,0,0
Substrate used? {Y/N},No,12,20.95239898,106.866332,0.00168601,0.05014343,0.99658,0.99664,53.247016,0.0011,101.6363,0,269.977,325.626,329.58,1143.236,0,0
Substrate,none,13,20.9522433,109.453963,0.00195154,0.04944561,0.996433,0.996688,53.247016,0.0007,101.636,0,269.984,325.61,329.585,1143.229,0,0
Additional specimen preparation details,,14,20.95048731,105.436583,0.00183872,0.04730982,0.997242,0.996728,53.247016,0.0008,101.6358,0,269.983,325.633,329.665,1143.197,0,0
,,15,20.9461996,105.094389,0.00169898,0.04638019,0.997487,0.996715,53.247016,-0.0001,101.6355,0,269.967,325.668,329.702,1143.17,0,0
Specimen,,16,20.94304866,107.286068,0.00159845,0.0466219,0.998483,0.996731,53.247016,-0.0017,101.6342,0,269.978,325.661,329.691,1143.133,0,0
Sample description,SiAd CG EA 60/40/40,17,20.94583971,106.625468,0.00154181,0.0477853,0.997428,0.996849,53.247016,-0.0028,101.6351,0,269.962,325.657,329.682,1143.107,0,0
Material name/ID,SiAd CG EA 60/40/40,18,20.94891014,110.096038,0.00174619,0.05001978,0.996947,0.996791,53.247016,-0.0037,101.6367,0,269.972,325.665,329.686,1143.098,0,0
Specimen number,,19,20.94981471,109.892085,0.00186179,0.04957952,0.995685,0.996755,53.247016,-0.004,101.6361,0,269.999,325.655,329.632,1143.039,0,0
E (MJ/kg),13.1,20,20.94638348,109.827982,0.00164385,0.04734417,0.996489,0.996807,53.247016,-0.0023,101.635,0,269.977,325.632,329.634,1142.994,0,0
Initial mass (g),53.13,21,20.94144614,108.698763,0.00145611,0.04634428,0.995306,0.996834,53.247016,-0.0024,101.6351,0,269.974,325.638,329.657,1143.016,0,0
Thickness (mm),12.5,22,20.94087283,110.62285,0.00130114,0.04693441,0.995652,0.996837,53.247016,0.0006,101.6346,0,269.963,325.656,329.65,1143.013,0,0
Surface area (cm²),88.4,23,20.94454401,111.118606,0.00125172,0.04899168,0.995371,0.996815,53.247016,-0.0001,101.6335,0,269.975,325.628,329.626,1142.999,0,0
Sponsor,,24,20.947296,112.018651,0.0014565,0.05024423,0.995919,0.996775,53.247016,-0.0003,101.6337,0,269.969,325.617,329.581,1142.996,0,0
Manufacturer,,25,20.94765051,108.902012,0.00154243,0.04913211,0.99666,0.996755,53.247016,-0.0009,101.6338,0,269.961,325.604,329.562,1142.998,0,0
Test start time (s),77,26,20.94675901,107.722743,0.00134604,0.04753212,0.996422,0.996796,53.247016,0.0014,101.6323,0,269.951,325.6,329.585,1145.727,0,0
Time to ignition (s),30,27,20.94274438,107.171506,0.00118716,0.04704502,0.996763,0.996909,53.247016,-0.0009,101.6342,0,269.965,325.588,329.587,1143.804,0,0
Time to flameout (s),793,28,20.94431903,108.227516,0.00112265,0.04791367,0.996356,0.997016,53.247016,-0.0015,101.634,0,269.961,325.584,329.568,1143.032,0,0
End of test criterion,ISO 5660-1:2002,29,20.94886642,108.214798,0.00119206,0.04989708,0.995659,0.996982,53.247016,-0.0016,101.6333,0,269.954,325.569,329.539,1142.99,0,0
User EOT time (s),,30,20.95149992,107.604003,0.00149161,0.05079364,0.996656,0.997011,53.247016,-0.0018,101.6334,0,269.953,325.531,329.499,1142.984,0,0
MLR EOT mass (g/m²),150,31,20.95140086,107.724868,0.00166984,0.04933541,0.996708,0.997023,53.247016,-0.0023,101.6345,0,269.961,325.543,329.505,1142.978,0,0
MLR EOT time period (s),60,32,20.94832581,108.183907,0.00158773,0.04703643,0.997213,0.997012,53.247016,0.0004,101.6338,0,269.95,325.549,329.553,1143.002,0,0
Truncate graphs at EOT?,No,33,20.94426601,109.195884,0.00151042,0.04633407,0.996439,0.99702,53.247016,-0.0007,101.6327,0,269.944,325.591,329.564,1143.034,0,0
Smooth data?,No,34,20.94593611,110.067512,0.00150894,0.047934,0.996578,0.996979,53.247016,-0.0016,101.6333,0,269.951,325.573,329.526,1143.075,0,0
Correct O2 for pressure?,No,35,20.94961601,109.894159,0.00155069,0.04985808,0.997013,0.997022,53.247016,0.0001,101.6314,0,269.955,325.546,329.499,1145.408,0,0
,,36,20.95155517,108.487898,0.00172191,0.05012872,0.996426,0.996982,53.247016,-0.0002,101.6316,0,269.964,325.547,329.513,1143.78,0,0
Specifications: apparatus,,37,20.95110114,109.091152,0.00172096,0.04825943,0.996497,0.996933,53.247016,-0.0032,101.6326,0,269.95,325.589,329.566,1143.148,0,0
C-factor (SI units),0.044283,38,20.94773479,107.636003,0.00149239,0.04668147,0.996938,0.996957,53.247016,-0.0009,101.6333,0,269.944,325.623,329.641,1143.16,0,0
OD correction factor,0.97963,39,20.94417871,109.289463,0.00137002,0.04640757,0.996484,0.996922,53.247016,-0.0004,101.6325,0,269.953,325.646,329.651,1143.132,0,0
