General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93872746,141.773963,-0.00046559,0.0413074,1.000164,1.00016,-1.54436,0.0045,70.0633,0,267.295,325.054,328.466,1060.607,0,0
Standard used,ASTM E 1354,1,20.94496515,137.438171,-0.00016284,0.04401964,1.000127,1.00012,-1.54436,0.0021,70.0568,0,267.318,325.098,328.49,1059.791,0,0
Date of test,26/06/2024,2,20.95120284,133.102379,0.00013991,0.04673188,1.000091,1.00008,-1.54436,-0.0002,70.0502,0,267.34,325.141,328.515,1058.975,0,0
Time of test,15:07,3,20.95268328,133.868148,0.00024912,0.04496475,1.000068,1.000069,-1.54436,0.0034,70.0167,0,267.367,325.15,328.569,1056.994,0,0
Heat flux (kW/m²),50,4,20.9506439,138.397548,7.058E-05,0.0429176,1.000073,1.000069,-1.54436,0.001,70.0054,0,267.364,325.196,328.575,1058.59,0,0
Nominal duct flow rate (l/s),24,5,20.94589524,139.448856,-8.099E-05,0.0422877,1.000039,1.000028,-1.54436,0.0009,70.0046,0,267.348,325.144,328.496,1059.082,0,0
Sampling interval (s),1,6,20.94588808,134.39775,-0.00010827,0.04303574,1.00003,1.000025,-1.54436,0.001,70.0078,0,267.362,325.11,328.47,1059.036,0,0
Separation (mm),25,7,20.94968148,134.278904,9.63E-06,0.04517435,1.000042,1.00004,-1.54436,0.0002,70.0097,0,267.355,325.085,328.398,1058.998,0,0
Orientation,Horizontal,8,20.95230162,132.26083,0.00024205,0.04576556,1.000043,1.000036,-1.54436,0.0014,69.9992,0,267.363,325.037,328.388,1058.953,0,0
Edge frame?,Yes,9,20.95250861,135.724092,0.00024254,0.04426267,1.000066,1.000054,-1.54436,0.0004,70.0073,0,267.355,325.06,328.413,1058.933,0,0
Grid?,No,10,20.95003227,134.883998,4.593E-05,0.04263216,1.000082,1.000058,-1.54436,-0.0011,70.0025,0,267.377,325.078,328.462,1058.953,0,0
Non-scrubbed?,Yes,11,20.94549471,134.526204,-9.085E-05,0.04230741,1.000117,1.000104,-1.54436,0.0002,69.9974,0,267.369,325.146,328.526,1058.941,0,0
Substrate used? {Y/N},No,12,20.94818231,134.37673,-9.513E-05,0.04324897,1.000154,1.000147,-1.54436,-0.0002,70.0062,0,267.374,325.189,328.534,1058.929,0,0
Substrate,none,13,20.95224632,138.594828,4.626E-05,0.04565039,1.000155,1.000139,-1.54436,0.0013,69.999,0,267.373,325.152,328.518,1058.976,0,0
Additional specimen preparation details,Kaowool blankets. Al foil pan. No retainer frame. Specimen stored in dry area,14,20.9544455,140.537031,0.0002744,0.04538314,1.000144,1.000123,-1.54436,0,69.989,0,267.375,325.135,328.488,1058.969,0,0
,,15,20.954226,136.913052,0.00022026,0.04413868,1.000143,1.000122,-1.54436,-0.0014,70.0162,0,267.368,325.132,328.464,1058.988,0,0
Specimen,,16,20.95079694,135.591694,3.51E-06,0.04252716,1.000091,1.000085,-1.54436,0,69.9955,0,267.374,325.131,328.442,1059.012,0,0
Sample description,HIPS_Horiz_50kWm-2_R1,17,20.94691349,132.874128,-0.00010427,0.04244114,1.000086,1.000089,-1.54436,-0.0004,69.9907,0,267.392,325.146,328.499,1059.035,0,0
Material name/ID,HIPS,18,20.94934283,131.996705,-7.719E-05,0.04368349,1.000058,1.000046,-1.54436,0.0012,69.9945,0,267.368,325.178,328.555,1059.054,0,0
Specimen number,3,19,20.95282638,136.687459,4.835E-05,0.04530282,1.000072,1.000056,-1.54436,0.0018,70.033,0,267.384,325.206,328.55,1059.086,0,0
E (MJ/kg),13.1,20,20.95464978,136.528244,0.00026993,0.04491344,1.000075,1.000065,-1.54436,0.0005,69.9922,0,267.397,325.211,328.548,1059.082,0,0
Initial mass (g),68.19,21,20.95380569,140.512848,0.000213,0.0436321,1.000116,1.000105,-1.54436,0.0013,70.0076,0,267.394,325.216,328.582,1059.093,0,0
Thickness (mm),6.42,22,20.94838065,133.726506,-1.479E-05,0.042427,1.000112,1.000095,-1.54436,-0.0002,70.001,0,267.398,325.235,328.654,1059.115,0,0
Surface area (cm²),88.4,23,20.94501654,134.665168,-0.00010918,0.04229869,1.00009,1.00007,-1.54436,0,70.0261,0,267.394,325.291,328.701,1059.131,0,0
Sponsor,,24,20.94967358,133.932,-6.019E-05,0.04395479,1.000038,1.000037,-1.54436,0.0023,70.0143,0,267.407,325.292,328.68,1059.116,0,0
Manufacturer,,25,20.9533622,138.213512,0.00012697,0.04609201,1.000013,1.000019,-1.54436,0.0001,70.0089,0,267.396,325.254,328.626,1059.094,0,0
Test start time (s),75,26,20.95473975,132.881625,0.0002781,0.04518796,1.000049,1.000037,-1.54436,-0.0003,70.0065,0,267.409,325.199,328.572,1059.067,0,0
Time to ignition (s),37,27,20.95336327,136.770524,0.00013624,0.04332492,1.00005,1.00003,-1.54436,-0.0004,70.019,0,267.389,325.209,328.613,1059.063,0,0
Time to flameout (s),345,28,20.94901438,136.334348,-4.692E-05,0.04230924,1.000033,1.000036,-1.54436,0.0022,70.0177,0,267.41,325.212,328.627,1059.053,0,0
End of test criterion,ASTM E 1354,29,20.94716581,138.970653,-0.00011395,0.04272786,1.000047,1.000024,-1.54436,0.0007,70.0329,0,267.411,325.2,328.646,1059.039,0,0
User EOT time (s),,30,20.95078595,135.66211,-3.92E-05,0.04446957,1.000047,1.000034,-1.54436,0.001,70.0248,0,267.415,325.264,328.694,1059.072,0,0
MLR EOT mass (g/m²),150,31,20.95380926,137.052192,7.204E-05,0.04590954,1.000051,1.00004,-1.54436,0.0013,70.0621,0,267.414,325.293,328.73,1059.095,0,0
MLR EOT time period (s),60,32,20.95466159,140.073082,0.00023741,0.04494982,1.00005,1.00004,-1.54436,0.0009,70.046,0,267.413,325.332,328.78,1059.097,0,0
Truncate graphs at EOT?,No,33,20.9524733,135.574173,0.0001766,0.04355015,1.000047,1.000026,-1.54436,0.0026,70.0721,0,267.424,325.322,328.792,1061.869,0,0
Smooth data?,No,34,20.94651294,135.727564,-4.798E-05,0.04237157,1.00002,1.000021,-1.54436,0.0025,70.046,0,267.435,325.352,328.773,1059.809,0,0
Correct O2 for pressure?,No,35,20.94582977,135.975983,-0.00011276,0.04312642,1.000027,1.000019,-1.54436,0.0027,70.0399,0,267.437,325.349,328.809,1060.718,0,0
,,36,20.94953735,134.48248,-2.31E-06,0.04526721,1.000023,1.000028,-1.54436,0.003,70.0462,0,267.429,325.355,328.78,1060.696,0,0
Specifications: apparatus,,37,20.95229178,137.08927,0.00021897,0.04634045,1.000003,0.999995,-1.54436,0.0022,70.0681,0,267.424,325.298,328.676,1059.404,0,0
C-factor (SI units),0.041426,38,20.95259418,137.238386,0.00024993,0.04453378,1.000019,0.999988,-1.54436,0.001,70.0628,0,267.445,325.289,328.705,1059.099,0,0
OD correction factor,0.97963,39,20.95028825,138.929099,9.601E-05,0.04305264,0.999979,0.999965,-1.54436,0.0012,70.0825,0,267.428,325.295,328.694,1059.075,0,0
Duct diameter (m),0.114,40,20.94394431,131.852846,-7.91E-05,0.04238741,0.999985,0.999974,-1.54436,0.0007,70.0658,0,267.453,325.302,328.707,1059.037,0,0
O2 delay time (s),12,41,20.94439205,136.932564,-0.00010794,0.04310332,0.99999,0.999983,-1.54436,0.001,70.0812,0,267.446,325.269,328.644,1059.037,0,0
CO2 delay time (s),12,42,20.94822337,136.46991,3.518E-05,0.04566417,1.000028,1.000005,-1.54436,0.0005,70.0742,0,267.449,325.228,328.59,1061.412,0,0
CO delay time (s),12,43,20.95050191,137.125,0.0002487,0.04583923,1.000037,1.000018,-1.54436,0.0005,70.0769,0,267.456,325.209,328.604,1059.563,0,0
,,44,20.95078901,136.732506,0.00021231,0.04415441,1.000029,1.000007,-1.54436,0.0013,70.088,0,267.433,325.222,328.607,1058.99,0,0
Laboratory,,45,20.94903474,134.955932,5.406E-05,0.04282377,1.000016,0.999999,-1.54436,0.0018,70.1055,0,267.435,325.193,328.539,1058.995,0,0
Laboratory name,FTT Dual Cone - NIST,46,20.94517541,135.446138,-8.659E-05,0.04233363,1.000012,1.00001,-1.54436,0.0027,70.1015,0,267.437,325.183,328.523,1058.969,0,0
Operator,Michael Heck,47,20.94687307,141.777371,-0.00011189,0.04297545,1.000022,1.000022,-1.54436,0.0002,70.1149,0,267.451,325.184,328.474,1058.942,0,0
Filename,C:\CC5\DATA\24060026.CSV,48,20.95067644,140.537775,6.654E-05,0.04574491,1.000006,0.999999,-1.54436,0.0007,70.1087,0,267.445,325.149,328.412,1058.96,0,0
Report name,Matl_Flam_DB,49,20.95261056,136.695792,0.00028017,0.04598374,0.999977,0.999975,-1.54436,0.0001,70.1107,0,267.454,325.133,328.453,1058.965,0,0
,,50,20.95203192,137.689882,0.00018863,0.04365098,0.999982,0.999982,-1.54436,0.0021,70.1128,0,267.476,325.12,328.409,1058.955,0,0
,,51,20.94876355,136.811508,-2.08E-06,0.04242011,0.999994,1.000007,-1.54436,0.0004,70.1152,0,267.475,325.134,328.432,1058.976,0,0
Pre-test conditions,,52,20.94512357,140.256406,-0.0001088,0.04241436,1.000015,1.000017,-1.54436,-0.0018,70.1136,0,267.455,325.138,328.454,1058.885,0,0
Ambient temperature (°C),21.8,53,20.94589895,137.555962,-7.626E-05,0.04367515,0.999984,1.000005,-1.54436,-0.0009,70.1174,0,267.453,325.158,328.503,1058.878,0,0
Barometric pressure (Pa),99110,54,20.94926108,138.846964,0.00010981,0.04601858,0.999969,0.999962,-1.54436,-0.0017,70.1152,0,267.456,325.194,328.545,1058.895,0,0
Relative humidity (%),52.8,55,20.95079993,138.607029,0.00028297,0.04541384,0.999961,0.99997,-1.54436,-0.0002,70.1166,0,267.471,325.183,328.516,1058.924,0,0
