General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9596272,121.497984,0.00099664,0.05271257,0.99984,0.998918,71.756457,0.0007,101.6471,0,269.688,305.012,305.75,730.784,0,0
Standard used,ISO 5660-1,1,20.95664954,120.628964,0.00090163,0.04948242,0.999352,0.998962,71.756457,0.0005,101.6481,0,269.678,305.064,305.803,730.802,0,0
Date of test,11/04/2019,2,20.95367188,119.759943,0.00080663,0.04625226,0.998864,0.999006,71.756457,0.0003,101.6491,0,269.668,305.115,305.855,730.82,0,0
Time of test,10:29,3,20.94924761,117.373552,0.00064129,0.04511007,0.999024,0.998978,71.756457,0.0003,101.6482,0,269.66,305.114,305.866,730.821,0,0
Heat flux (kW/m²),12.5,4,20.94714463,117.358732,0.00053181,0.04525042,0.999051,0.998982,71.756457,0.0002,101.6501,0,269.661,305.138,305.883,730.826,0,0
Nominal duct flow rate (l/s),24,5,20.95059982,119.509524,0.00061772,0.04677528,0.998841,0.998937,71.756457,0.0003,101.65,0,269.668,305.146,305.866,730.834,0,0
Sampling interval (s),1,6,20.95380617,116.042814,0.00087169,0.04887216,0.999026,0.998962,71.756457,0.0003,101.6496,0,269.655,305.136,305.842,730.813,0,0
Separation (mm),25,7,20.95477785,117.52468,0.00115118,0.04814564,0.999166,0.99903,71.756457,0.0001,101.6512,0,269.641,305.102,305.798,730.783,0,0
Orientation,Horizontal,8,20.95293643,115.926572,0.00114049,0.0459104,0.999646,0.999055,71.756457,0.0001,101.6524,0,269.645,305.103,305.8,730.76,0,0
Edge frame?,No,9,20.9484518,116.83726,0.00107435,0.04498935,0.999057,0.99901,71.756457,-0.0001,101.6507,0,269.635,305.086,305.802,730.771,0,0
Grid?,No,10,20.94762059,119.50414,0.00106547,0.04562269,0.998586,0.999119,71.756457,-0.0002,101.6505,0,269.638,305.112,305.823,730.746,0,0
Non-scrubbed?,Yes,11,20.95133425,116.827716,0.0011635,0.0468743,0.99858,0.999181,71.756457,0,101.6514,0,269.642,305.107,305.828,730.742,0,0
Substrate used? {Y/N},No,12,20.95414599,117.174216,0.00140952,0.04851206,0.999718,0.99926,71.756457,-0.0001,101.6502,0,269.656,305.105,305.862,730.745,0,0
Substrate,none,13,20.95464465,115.708984,0.00150349,0.04793152,0.999122,0.9993,71.756457,0.0001,101.6504,0,269.634,305.131,305.868,730.736,0,0
Additional specimen preparation details,,14,20.95146458,119.390864,0.00127647,0.04581363,0.999307,0.999377,71.756457,0.0003,101.6503,0,269.645,305.14,305.869,730.704,0,0
,,15,20.94592911,117.50521,0.00105534,0.04497458,0.999248,0.999584,71.756457,0.0002,101.6489,0,269.638,305.114,305.836,730.681,0,0
