General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.92738222,-0.05399,-0.00088047,0.07656161,0.999306,1,-8.447333,-0.0087,100.8533,0,300.38,301.73,301.452,300.885,0,0
Standard used,ISO 5660-1,1,20.92346211,-0.043459,-0.00116657,0.07391644,0.99929,1,-8.447333,-0.0107,100.853,0,300.415,301.72,301.455,300.862,0,0
Date of test,06/11/2017,2,20.919542,-0.032928,-0.00145267,0.07127127,0.999274,1,-8.447333,-0.0126,100.8527,0,300.451,301.71,301.458,300.839,0,0
Time of test,10:49,3,20.91495961,-0.03099,-0.00154625,0.07053381,0.999255,1,-8.447333,-0.0081,100.8547,0,300.452,301.716,301.469,300.838,0,0
Heat flux (kW/m²),50,4,20.91609881,-0.022544,-0.00153377,0.07185656,0.999265,1,-8.447333,-0.0114,100.8552,0,300.441,301.72,301.449,300.836,0,0
Nominal duct flow rate (l/s),24,5,20.92013815,-0.033378,-0.00142092,0.07401856,0.999267,1,-8.447333,-0.0103,100.8536,0,300.443,301.729,301.435,300.83,0,0
Sampling interval (s),2,6,20.92241855,-0.023482,-0.00127212,0.07415909,0.999286,1,-8.447333,-0.0099,100.8535,0,300.45,301.718,301.478,300.84,0,0
Separation (mm),25,7,20.92370912,-0.024798,-0.00135054,0.07222563,0.999241,1,-8.447333,-0.0099,100.8514,0,300.451,301.726,301.467,300.842,0,0
Orientation,Horizontal,8,20.92055485,-0.038547,-0.00156739,0.07077828,0.999284,1,-8.447333,-0.01,100.8536,0,300.453,301.72,301.457,300.842,0,0
Edge frame?,Yes,9,20.91637409,-0.039333,-0.00163767,0.07068727,0.999266,1,-8.447333,-0.0106,100.857,0,300.456,301.726,301.477,300.84,0,0
Grid?,No,10,20.91907823,-0.04316,-0.00153742,0.07174865,0.999261,1,-8.447333,-0.0106,100.8562,0,300.439,301.726,301.476,300.854,0,0
Non-scrubbed?,Yes,11,20.92316141,-0.04413,-0.00116997,0.07431901,0.999252,1,-8.447333,-0.0107,100.8562,0,300.448,301.727,301.47,300.843,0,0
Substrate used? {Y/N},No,12,20.92469683,-0.049482,-0.00087891,0.07384768,0.999273,1,-8.447333,-0.0118,100.8549,0,300.449,301.726,301.458,300.841,0,0
Substrate,none,13,20.92378731,-0.05284,-0.00082548,0.07269612,0.999267,1,-8.447333,-0.01,100.8554,0,300.442,301.719,301.467,300.842,0,0
