General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96753638,140.020661,0.00040973,0.04299401,1.000082,1.00008,-0.596754,0.001,70.006,0,267.44,317.81,319.944,972.151,0,0
Standard used,ASTM E 1354,1,20.958119,140.686601,0.00015872,0.04248547,1.000053,1.000062,-0.596754,0.0004,69.9765,0,267.433,317.807,319.983,971.901,0,0
Date of test,24/06/2024,2,20.94870162,141.352541,-9.229E-05,0.04197692,1.000025,1.000044,-0.596754,-0.0001,69.947,0,267.426,317.804,320.022,971.651,0,0
Time of test,12:10,3,20.94988111,137.477719,-0.00012681,0.04285765,1.000042,1.000043,-0.596754,0.0017,69.9341,0,267.433,317.824,320.047,971.25,0,0
Heat flux (kW/m²),35,4,20.9535628,140.893963,4.707E-05,0.04539484,1.00006,1.000061,-0.596754,0.0006,69.9453,0,267.435,317.824,320.03,971.193,0,0
Nominal duct flow rate (l/s),24,5,20.95545283,144.972251,0.00023347,0.04592389,1.000048,1.000066,-0.596754,-0.0001,69.9343,0,267.452,317.807,320.036,971.26,0,0
Sampling interval (s),1,6,20.95474482,141.519219,0.00021004,0.04355865,1.000112,1.000113,-0.596754,0.0002,69.9518,0,267.445,317.809,320.04,971.21,0,0
Separation (mm),25,7,20.95105851,143.769157,4.27E-05,0.04223464,1.000091,1.000097,-0.596754,0.0001,69.9466,0,267.431,317.804,320.047,971.237,0,0
Orientation,Vertical,8,20.94777632,138.941702,-0.0001166,0.04217026,1.000058,1.000067,-0.596754,0.0028,70.0156,0,267.428,317.829,320.046,971.281,0,0
Edge frame?,Yes,9,20.95066754,139.843305,-7.946E-05,0.04401301,1.000068,1.00007,-0.596754,0.0025,70.0545,0,267.442,317.819,320.071,971.32,0,0
Grid?,No,10,20.95411994,136.207016,6.125E-05,0.04569011,1.000075,1.000085,-0.596754,0.0011,70.0617,0,267.445,317.837,320.121,971.385,0,0
Non-scrubbed?,Yes,11,20.95558109,140.579604,0.0002503,0.04444289,1.000069,1.000077,-0.596754,0.0016,70.0863,0,267.44,317.844,320.084,971.478,0,0
Substrate used? {Y/N},No,12,20.95424038,142.943137,0.00016069,0.04315836,1.000054,1.000071,-0.596754,0.0003,70.0774,0,267.439,317.863,320.11,971.557,0,0
Substrate,none,13,20.94992453,134.884189,-2.956E-05,0.04195627,1.000094,1.000092,-0.596754,0.0003,70.0929,0,267.444,317.901,320.166,971.591,0,0
Additional specimen preparation details,kaowool blankets. Larger catchpan (metal and al foil). Al foil pan inside of frame. Sample stored with drierite,14,20.94779351,134.800942,-0.00012986,0.04195303,1.000076,1.000081,-0.596754,0,70.108,0,267.44,317.94,320.215,976.458,0,0
,,15,20.9511991,141.586548,-5.659E-05,0.04447529,1.000097,1.000096,-0.596754,0.0003,70.0984,0,267.455,317.95,320.216,972.828,0,0
Specimen,,16,20.95449155,147.83561,8.503E-05,0.04582557,1.000094,1.000096,-0.596754,-0.0003,70.1144,0,267.459,317.895,320.165,971.854,0,0
Sample description,Composite3_Vert_35kWm-2_R2,17,20.95662313,143.907751,0.0002397,0.04415997,1.000077,1.000066,-0.596754,0.0005,70.0877,0,267.445,317.889,320.18,971.884,0,0
Material name/ID,Composite3,18,20.95547487,142.033445,0.00013592,0.04265242,1.000119,1.000099,-0.596754,0.0002,70.0898,0,267.448,317.901,320.18,971.927,0,0
Specimen number,2,19,20.95035734,141.570631,-7.463E-05,0.04183188,1.000098,1.000087,-0.596754,0.0005,70.0461,0,267.441,317.919,320.185,971.958,0,0
E (MJ/kg),13.1,20,20.94840826,143.770531,-0.00013872,0.04218921,1.000077,1.000082,-0.596754,0.0001,70.0467,0,267.45,317.938,320.193,971.955,0,0
Initial mass (g),31.63,21,20.95186266,141.174198,-3.238E-05,0.04479746,1.000062,1.000068,-0.596754,-0.0001,69.9918,0,267.45,317.962,320.271,971.987,0,0
Thickness (mm),5,22,20.95478937,138.078279,0.00020334,0.04548113,1.000061,1.000071,-0.596754,0.0005,69.9627,0,267.451,318.027,320.317,971.989,0,0
Surface area (cm²),88.4,23,20.95525587,142.04981,0.0002376,0.04380237,1.000085,1.000089,-0.596754,0.001,69.947,0,267.446,318.048,320.325,972.018,0,0
Sponsor,,24,20.95295114,143.17378,0.00010714,0.04249925,1.000065,1.00007,-0.596754,0.0002,69.951,0,267.445,318.05,320.337,972.049,0,0
Manufacturer,,25,20.94825481,143.3242,-8.638E-05,0.04182474,1.000064,1.000068,-0.596754,0,69.9392,0,267.456,318.042,320.313,972.059,0,0
Test start time (s),95,26,20.94865209,143.081417,-0.00012808,0.04290504,1.000094,1.000073,-0.596754,0.0002,69.9363,0,267.439,317.969,320.221,972.037,0,0
Time to ignition (s),99,27,20.95247306,145.50923,-1.626E-05,0.04502112,1.000107,1.000103,-0.596754,0.0008,69.9407,0,267.438,317.843,320.12,972.044,0,0
Time to flameout (s),835,28,20.95495422,144.429867,0.00022782,0.0451865,1.0001,1.000101,-0.596754,0.0001,69.9582,0,267.469,317.822,320.131,972.047,0,0
End of test criterion,ASTM E 1354,29,20.95496955,141.246913,0.0002181,0.04357306,1.000083,1.000074,-0.596754,-0.0003,69.9673,0,267.465,317.878,320.198,972.055,0,0
User EOT time (s),,30,20.95213706,140.80424,1.572E-05,0.04204681,1.000061,1.00007,-0.596754,0.0013,69.9886,0,267.454,317.942,320.253,972.046,0,0
MLR EOT mass (g/m²),150,31,20.94668386,141.36131,-0.00011335,0.0418139,1.000056,1.000058,-0.596754,0.0021,70.0148,0,267.45,317.959,320.301,972.055,0,0
MLR EOT time period (s),60,32,20.94750518,143.645299,-0.00012178,0.04300345,1.000073,1.000062,-0.596754,0.0005,70.0337,0,267.457,318.018,320.36,972.067,0,0
Truncate graphs at EOT?,No,33,20.95112167,143.419452,1.913E-05,0.04537515,1.000114,1.000119,-0.596754,-0.0001,70.0686,0,267.448,318.042,320.364,972.062,0,0
Smooth data?,No,34,20.9532015,140.385272,0.00024866,0.04487025,1.000125,1.000104,-0.596754,0.0007,70.0888,0,267.454,318.001,320.338,974.74,0,0
Correct O2 for pressure?,No,35,20.95278546,142.624488,0.0001955,0.04320489,1.000115,1.000111,-0.596754,0.0007,70.1038,0,267.439,317.981,320.309,972.689,0,0
,,36,20.94927552,141.517515,-8.71E-06,0.04193103,1.00012,1.000114,-0.596754,0.0002,70.1108,0,267.435,317.953,320.249,972.094,0,0
Specifications: apparatus,,37,20.94551665,141.010142,-0.00012556,0.04195008,1.000152,1.000132,-0.596754,0.0001,70.1151,0,267.446,317.866,320.171,972.107,0,0
C-factor (SI units),0.041884,38,20.94805563,141.203273,-0.00011414,0.04345294,1.00017,1.000154,-0.596754,0,70.1147,0,267.449,317.843,320.133,972.138,0,0
OD correction factor,0.97963,39,20.95169185,144.110243,5.349E-05,0.04560115,1.000177,1.000176,-0.596754,0.0002,70.1068,0,267.427,317.829,320.104,972.134,0,0
Duct diameter (m),0.114,40,20.95341312,145.996797,0.00025709,0.04463074,1.000157,1.000169,-0.596754,0.0001,70.0963,0,267.43,317.796,320.097,972.148,0,0
O2 delay time (s),12,41,20.9525123,144.03399,0.0001514,0.04280963,1.000207,1.000194,-0.596754,-0.0003,70.0779,0,267.429,317.788,320.057,972.171,0,0
CO2 delay time (s),12,42,20.9484913,144.065907,-4.402E-05,0.04180336,1.000198,1.000202,-0.596754,-0.0002,70.0599,0,267.428,317.8,320.079,972.192,0,0
CO delay time (s),12,43,20.94562828,144.103263,-0.00013386,0.04211307,1.000179,1.000186,-0.596754,-0.0002,70.0316,0,267.439,317.796,320.097,974.918,0,0
,,44,20.94883302,145.875217,-9.456E-05,0.04393526,1.000157,1.000174,-0.596754,0,70.0173,0,267.431,317.833,320.099,972.875,0,0
