General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93931512,116.119279,-0.00013667,0.04258497,0.995728,0.995985,50.343158,-0.0012,100.7867,0,269.893,328.439,333.16,1153.906,0,0
Standard used,ISO 5660-1,1,20.94641254,111.183229,0.00011424,0.04529253,0.996041,0.99539,50.343158,-0.0006,100.7863,0,269.903,328.47,333.119,1150.861,0,0
Date of test,18/07/2019,2,20.95350996,106.247179,0.00036515,0.04800008,0.996354,0.994796,50.343158,-0.0001,100.786,0,269.913,328.501,333.078,1147.816,0,0
Time of test,11:30,3,20.95499447,108.09611,0.00045721,0.0468754,0.995822,0.994206,50.343158,0.0003,100.7876,0,269.918,328.528,333.056,1147.292,0,0
Heat flux (kW/m²),50,4,20.95297858,110.743321,0.00032769,0.04522589,0.993325,0.993612,50.343158,0.0022,100.7893,0,269.919,328.52,332.99,1147.29,0,0
Nominal duct flow rate (l/s),24,5,20.94845567,106.817255,0.00019314,0.04444804,0.991572,0.99324,50.343158,0.001,100.7872,0,269.94,328.504,332.996,1147.309,0,0
Sampling interval (s),1,6,20.94983722,106.32179,0.00015861,0.04537253,0.993384,0.993364,50.343158,-0.0006,100.7866,0,269.924,328.512,333.001,1147.333,0,0
Separation (mm),60,7,20.95235892,107.941307,0.0003005,0.04723739,0.993621,0.993716,50.343158,-0.0006,100.7864,0,269.932,328.514,332.898,1147.337,0,0
Orientation,Horizontal,8,20.95465,104.744595,0.00057772,0.047857,0.992122,0.993937,50.343158,0.0012,100.7858,0,269.941,328.465,332.699,1147.308,0,0
Edge frame?,Yes,9,20.95466596,108.473564,0.0006602,0.04639781,0.993091,0.994219,50.343158,0.0012,100.7864,0,269.934,328.338,332.426,1147.312,0,0
Grid?,No,10,20.95067758,108.313542,0.00047897,0.04473978,0.992704,0.994499,50.343158,-0.0005,100.7874,0,269.934,328.231,332.257,1150.113,0,0
Non-scrubbed?,Yes,11,20.94584378,107.507987,0.0003388,0.04443423,0.994501,0.994786,50.343158,-0.0002,100.786,0,269.919,328.13,332.202,1147.939,0,0
Substrate used? {Y/N},No,12,20.94689923,104.383269,0.00035633,0.04555082,0.995468,0.995113,50.343158,-0.0006,100.7851,0,269.926,328.085,332.169,1147.304,0,0
Substrate,none,13,20.95063506,106.480048,0.00052084,0.04781976,0.99572,0.995424,50.343158,-0.0001,100.786,0,269.952,328.092,332.312,1147.326,0,0
Additional specimen preparation details,,14,20.9529063,106.877543,0.00075643,0.04787847,0.994871,0.995704,50.343158,-0.0003,100.7871,0,269.953,328.123,332.329,1147.336,0,0
,,15,20.95269876,106.891129,0.00066679,0.04598741,0.994825,0.996003,50.343158,-0.0006,100.7865,0,269.967,328.135,332.382,1147.329,0,0
Specimen,,16,20.94953073,108.037416,0.00035001,0.04460949,0.995542,0.996308,50.343158,-0.0006,100.7874,0,269.956,328.162,332.454,1147.306,0,0
Sample description,Coating C + HYBRID,17,20.94402399,107.912091,0.00011574,0.04447905,0.997453,0.996516,50.343158,-0.0004,100.7892,0,269.946,328.204,332.481,1147.312,0,0
Material name/ID,Coating C + HYBRID,18,20.94570433,106.478009,2.302E-05,0.04572437,0.995574,0.996837,50.343158,0.0003,100.7893,0,269.966,328.194,332.434,1147.3,0,0
Specimen number,,19,20.94782923,107.857057,0.00017868,0.04809235,0.995373,0.997125,50.343158,-0.0003,100.7898,0,269.979,328.188,332.434,1147.313,0,0
E (MJ/kg),13.1,20,20.94923791,110.075071,0.00036983,0.04800138,0.996262,0.997425,50.343158,-0.0004,100.7891,0,269.97,328.187,332.418,1147.315,0,0
Initial mass (g),50.84,21,20.94842901,107.285645,0.00023992,0.04572738,0.997455,0.997755,50.343158,0.0001,100.7884,0,269.987,328.171,332.367,1147.253,0,0
Thickness (mm),12.5,22,20.94476745,105.872238,6.32E-05,0.04456851,0.998163,0.998103,50.343158,-0.0004,100.7888,0,269.975,328.131,332.138,1147.201,0,0
Surface area (cm²),88.4,23,20.94156684,105.398226,-1.914E-05,0.04457932,0.998095,0.998453,50.343158,0.0002,100.7873,0,269.966,328.034,332.028,1147.185,0,0
Sponsor,,24,20.9460138,104.742565,3.725E-05,0.04647168,0.998002,0.998817,50.343158,-0.0005,100.7891,0,269.99,327.955,331.972,1147.14,0,0
