General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94092564,101.260876,0.00042246,0.046975,0.998962,0.999764,54.929679,0.0022,102.0117,0,271.951,335.087,339.708,1139.957,0,0
Standard used,ISO 5660-1,1,20.94391493,105.380295,0.00048497,0.0455794,0.999908,0.999804,54.929679,0.0005,102.0107,0,271.938,335.109,339.727,1140.007,0,0
Date of test,03/07/2018,2,20.94690422,109.499714,0.00054749,0.04418379,1.000853,0.999843,54.929679,-0.0011,102.0097,0,271.925,335.131,339.746,1140.056,0,0
Time of test,14:39,3,20.95056302,106.901414,0.00074517,0.04469387,1.001457,0.999762,54.929679,0,102.0085,0,271.912,335.158,339.76,1140.055,0,0
Heat flux (kW/m²),50,4,20.95094562,105.999798,0.00077844,0.04740806,1.000071,0.999734,54.929679,0.0003,102.0082,0,271.896,335.16,339.731,1140.071,0,0
Nominal duct flow rate (l/s),24,5,20.94564622,106.002507,0.00058158,0.04664239,0.999057,0.999846,54.929679,0.0016,102.011,0,271.903,335.143,339.705,1140.117,0,0
Sampling interval (s),1,6,20.94597062,108.191608,0.0005309,0.04436382,0.999027,0.999676,54.929679,0.0005,102.0102,0,271.903,335.107,339.695,1140.119,0,0
Separation (mm),60,7,20.95204037,110.037402,0.00081411,0.04477024,0.99933,0.999729,54.929679,-0.0004,102.0095,0,271.897,335.091,339.664,1140.108,0,0
Orientation,Horizontal,8,20.95320926,107.696497,0.00095775,0.04730963,1.000036,0.999628,54.929679,-0.0034,102.0107,0,271.885,335.003,339.511,1144.035,0,0
Edge frame?,Yes,9,20.9486499,108.93302,0.00079047,0.04609718,0.99964,0.99953,54.929679,0.001,102.0119,0,271.89,334.94,339.44,1141.274,0,0
Grid?,No,10,20.94889114,112.193587,0.00077703,0.04427841,0.999013,0.999642,54.929679,0.0007,102.0108,0,271.872,334.913,339.383,1140.074,0,0
