General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94908313,108.844268,0.00135639,0.05016847,1.000379,0.995966,-0.740697,0.0037,101.3785,0,269.841,329.481,332.368,1139.397,0,0
Standard used,ISO 5660-1,1,20.95199595,105.839028,0.00158052,0.04870874,0.997635,0.995641,-0.740697,0.0014,101.3795,0,269.854,329.542,332.437,1139.423,0,0
Date of test,05/03/2019,2,20.95490877,102.833788,0.00180464,0.04724901,0.994891,0.995316,-0.740697,-0.001,101.3804,0,269.867,329.603,332.506,1139.449,0,0
Time of test,10:42,3,20.95365627,103.918196,0.00163722,0.04523826,0.995619,0.994957,-0.740697,-0.0031,101.3798,0,269.878,329.617,332.566,1139.431,0,0
Heat flux (kW/m²),50,4,20.9493907,102.36596,0.00131396,0.04404203,0.994946,0.994783,-0.740697,0.0002,101.3789,0,269.885,329.655,332.595,1139.448,0,0
Nominal duct flow rate (l/s),24,5,20.94818813,105.447162,0.00112468,0.04491407,0.994412,0.994463,-0.740697,0.0023,101.3792,0,269.868,329.655,332.594,1139.628,0,0
Sampling interval (s),1,6,20.95174847,101.341938,0.00116064,0.04681279,0.994247,0.994264,-0.740697,-0.0003,101.3814,0,269.869,329.673,332.634,1142.466,0,0
Separation (mm),60,7,20.95477765,106.144534,0.00133004,0.04803299,0.994354,0.994041,-0.740697,0.0003,101.3783,0,269.872,329.671,332.622,1140.357,0,0
Orientation,Horizontal,8,20.95688215,103.317934,0.00155416,0.04647819,0.994256,0.993778,-0.740697,-0.0003,101.3784,0,269.873,329.663,332.606,1139.7,0,0
Edge frame?,Yes,9,20.95511988,104.490868,0.0015189,0.04463471,0.992493,0.993465,-0.740697,-0.0019,101.3792,0,269.865,329.644,332.565,1139.755,0,0
Grid?,No,10,20.95067803,108.935936,0.00145628,0.04396875,0.993671,0.993207,-0.740697,-0.0007,101.3801,0,269.853,329.586,332.505,1139.516,0,0
Non-scrubbed?,Yes,11,20.95069267,104.896998,0.00147869,0.04433615,0.993465,0.992854,-0.740697,0.0008,101.3816,0,269.84,329.56,332.566,1139.34,0,0
Substrate used? {Y/N},No,12,20.95587168,105.586076,0.00164617,0.04679909,0.992983,0.992498,-0.740697,0.0007,101.3804,0,269.847,329.6,332.612,1139.275,0,0
Substrate,none,13,20.95902558,103.508901,0.00191678,0.04775662,0.991527,0.992188,-0.740697,-0.0025,101.3792,0,269.852,329.647,332.66,1139.234,0,0
Additional specimen preparation details,,14,20.9592342,106.47186,0.00191406,0.04611077,0.991431,0.991936,-0.740697,0.0005,101.3787,0,269.859,329.669,332.67,1139.234,0,0
,,15,20.95660556,104.062152,0.0017618,0.04537599,0.99252,0.991684,-0.740697,0.0034,101.3792,0,269.868,329.659,332.624,1139.192,0,0
Specimen,,16,20.95206159,104.833954,0.00149286,0.04485441,0.991309,0.991486,-0.740697,-0.0008,101.3809,0,269.852,329.608,332.574,1139.179,0,0
Sample description,After WT 3 mon_CG16,17,20.9532994,107.255744,0.00142101,0.04570077,0.991193,0.991212,-0.740697,-0.001,101.3813,0,269.863,329.568,332.507,1139.191,0,0
Material name/ID,,18,20.95548407,105.108994,0.00156009,0.04824954,0.990981,0.990927,-0.740697,0.0013,101.38,0,269.859,329.551,332.492,1139.21,0,0
Specimen number,,19,20.95731913,105.179398,0.00166556,0.04886622,0.991879,0.990655,-0.740697,-0.0005,101.3789,0,269.854,329.533,332.497,1139.206,0,0
E (MJ/kg),13.1,20,20.95697696,106.68044,0.00165929,0.04694727,0.990951,0.990455,-0.740697,0.0001,101.38,0,269.837,329.527,332.485,1139.178,0,0
Initial mass (g),63.661,21,20.9537437,107.176932,0.00145694,0.04553345,0.990349,0.990271,-0.740697,0.0006,101.3785,0,269.852,329.503,332.472,1139.197,0,0
Thickness (mm),12.5,22,20.94986245,107.180868,0.00123381,0.04488068,0.989985,0.990008,-0.740697,-0.0006,101.3783,0,269.867,329.53,332.48,1139.235,0,0
Surface area (cm²),88.4,23,20.95208423,105.774618,0.00125422,0.0460348,0.989021,0.989826,-0.740697,0.0004,101.3786,0,269.848,329.494,332.431,1139.275,0,0
Sponsor,,24,20.95562939,105.104741,0.00146896,0.04850414,0.989384,0.989547,-0.740697,-0.0018,101.3787,0,269.851,329.429,332.391,1139.316,0,0
Manufacturer,,25,20.95731913,102.993242,0.00171467,0.04841027,0.990146,0.989451,-0.740697,-0.0006,101.3797,0,269.853,329.412,332.43,1139.334,0,0
Test start time (s),89,26,20.95500708,105.67361,0.00174646,0.04634432,0.989518,0.989283,-0.740697,0.0018,101.3797,0,269.859,329.465,332.515,1139.366,0,0
Time to ignition (s),18,27,20.95089513,105.31508,0.00160094,0.04474661,0.990336,0.989064,-0.740697,-0.0001,101.3775,0,269.866,329.478,332.562,1139.413,0,0
Time to flameout (s),1092,28,20.94778706,104.222136,0.00156867,0.04481837,0.988759,0.988849,-0.740697,-0.0019,101.3776,0,269.857,329.528,332.64,1139.462,0,0
End of test criterion,ISO 5660-1:2002,29,20.95063434,104.960304,0.0016036,0.04628461,0.988541,0.988502,-0.740697,0.0001,101.3779,0,269.86,329.573,332.722,1139.498,0,0
User EOT time (s),,30,20.95547669,106.077548,0.00181123,0.04787553,0.989114,0.988369,-0.740697,0.0036,101.378,0,269.868,329.627,332.793,1139.52,0,0
MLR EOT mass (g/m²),150,31,20.95747467,103.779259,0.00210602,0.0472329,0.988929,0.988149,-0.740697,0.0022,101.3793,0,269.872,329.627,332.787,1139.524,0,0
MLR EOT time period (s),60,32,20.95619389,105.698654,0.00207567,0.04563831,0.988519,0.987942,-0.740697,0.0003,101.3797,0,269.864,329.604,332.764,1140.197,0,0
Truncate graphs at EOT?,No,33,20.95203243,102.997712,0.00196284,0.04477569,0.988866,0.98779,-0.740697,-0.0009,101.3776,0,269.878,329.599,332.751,1141.557,0,0
Smooth data?,No,34,20.95012468,103.50471,0.00195328,0.0452874,0.987685,0.98758,-0.740697,-0.003,101.3799,0,269.869,329.577,332.705,1140.161,0,0
Correct O2 for pressure?,No,35,20.95335052,103.660488,0.00202645,0.04704897,0.988854,0.987456,-0.740697,-0.0031,101.3806,0,269.861,329.543,332.694,1140.072,0,0
,,36,20.95544049,105.700582,0.00218234,0.04870876,0.987772,0.987289,-0.740697,-0.0028,101.382,0,269.886,329.538,332.677,1140.04,0,0
Specifications: apparatus,,37,20.95568803,110.06133,0.00224727,0.04709487,0.987002,0.987083,-0.740697,-0.0008,101.3807,0,269.886,329.492,332.637,1139.961,0,0
C-factor (SI units),0.045125,38,20.95375101,107.052412,0.00198195,0.04560233,0.987318,0.986961,-0.740697,-0.0001,101.3808,0,269.876,329.479,332.621,1139.838,0,0
OD correction factor,0.97963,39,20.94925078,103.235714,0.00167644,0.04478553,0.98747,0.986863,-0.740697,0.0012,101.3807,0,269.874,329.472,332.619,1139.846,0,0
Duct diameter (m),0.114,40,20.94859537,100.864102,0.00156834,0.04565482,0.987113,0.986684,-0.740697,0.0007,101.3798,0,269.898,329.477,332.634,1139.842,0,0
O2 delay time (s),0,41,20.95072161,105.500938,0.00158382,0.04742942,0.986638,0.986577,-0.740697,0.0002,101.3799,0,269.891,329.475,332.643,1139.865,0,0
