General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94282566,105.465736,0.00038019,0.04578941,0.992144,0.992945,-0.740513,-0.0001,101.3462,0,269.527,326.093,330.414,1139.587,0,0
Standard used,ISO 5660-1,1,20.94784966,106.047606,0.00075591,0.04670782,0.992456,0.992861,-0.740513,-0.0001,101.3462,0,269.533,326.083,330.439,1139.678,0,0
Date of test,05/03/2019,2,20.95287365,106.629476,0.00113164,0.04762624,0.992768,0.992777,-0.740513,0,101.3462,0,269.539,326.073,330.464,1139.769,0,0
Time of test,10:18,3,20.95349972,104.914338,0.00110791,0.04622228,0.992545,0.99267,-0.740513,-0.0001,101.3467,0,269.548,326.073,330.477,1139.792,0,0
Heat flux (kW/m²),50,4,20.94897829,103.52862,0.00091445,0.04476258,0.993317,0.992478,-0.740513,-0.0001,101.3458,0,269.55,326.095,330.497,1139.791,0,0
Nominal duct flow rate (l/s),24,5,20.9443766,108.810108,0.00085643,0.04458878,0.992851,0.992211,-0.740513,-0.0003,101.3468,0,269.544,326.107,330.539,1139.761,0,0
Sampling interval (s),1,6,20.94452217,105.774134,0.00088939,0.04559583,0.99248,0.992009,-0.740513,-0.0004,101.3477,0,269.569,326.155,330.577,1139.754,0,0
Separation (mm),60,7,20.94798065,105.21591,0.00101859,0.04817742,0.991859,0.991938,-0.740513,-0.0005,101.3468,0,269.571,326.189,330.627,1139.746,0,0
Orientation,Horizontal,8,20.94987751,104.338919,0.00118433,0.04818963,0.990882,0.991819,-0.740513,-0.0003,101.3483,0,269.557,326.205,330.645,1142.505,0,0
Edge frame?,Yes,9,20.94923537,107.687912,0.00106348,0.04581462,0.993151,0.991733,-0.740513,0,101.3488,0,269.53,326.208,330.675,1140.513,0,0
Grid?,No,10,20.94576727,106.660212,0.0009619,0.04434599,0.991761,0.991561,-0.740513,-0.0002,101.3472,0,269.547,326.213,330.702,1139.903,0,0
Non-scrubbed?,Yes,11,20.942367,107.262042,0.00092004,0.044159,0.992183,0.991443,-0.740513,-0.0001,101.3455,0,269.543,326.201,330.644,1139.93,0,0
Substrate used? {Y/N},No,12,20.94509735,106.988578,0.00098596,0.04628134,0.991381,0.991244,-0.740513,-0.0004,101.3449,0,269.549,326.155,330.582,1139.95,0,0
Substrate,none,13,20.94862141,105.287624,0.0012137,0.04837094,0.991657,0.99112,-0.740513,-0.0002,101.3443,0,269.543,326.109,330.525,1139.968,0,0
Additional specimen preparation details,,14,20.94998349,103.765579,0.00135095,0.04765701,0.991909,0.990888,-0.740513,-0.0001,101.3452,0,269.575,326.098,330.524,1139.991,0,0
,,15,20.95031029,103.849189,0.00113652,0.04546942,0.991549,0.990743,-0.740513,-0.0004,101.346,0,269.577,326.12,330.584,1140.03,0,0
Specimen,,16,20.94691033,106.618702,0.00093817,0.04458221,0.992328,0.990507,-0.740513,-0.0002,101.3467,0,269.567,326.184,330.637,1140.06,0,0
Sample description,After WT 3mon_ChP/G_17,17,20.94861514,107.547,0.00101004,0.04582625,0.991619,0.990242,-0.740513,-0.0001,101.3467,0,269.565,326.22,330.67,1140.095,0,0
Material name/ID,,18,20.95182014,107.872,0.00114315,0.04750842,0.990459,0.989977,-0.740513,-0.0002,101.3466,0,269.565,326.245,330.699,1140.132,0,0
Specimen number,,19,20.95382684,108.091989,0.0012625,0.04722292,0.990702,0.989735,-0.740513,-0.0003,101.3465,0,269.565,326.262,330.746,1140.163,0,0
E (MJ/kg),13.1,20,20.95277532,108.552338,0.00119112,0.04527921,0.990509,0.989514,-0.740513,-0.0002,101.3463,0,269.557,326.293,330.774,1138.453,0,0
Initial mass (g),60.661,21,20.94895099,105.222807,0.00105665,0.0445633,0.989947,0.989296,-0.740513,0,101.3467,0,269.559,326.313,330.752,1137.472,0,0
Thickness (mm),12.5,22,20.94682679,104.970556,0.0010663,0.04526367,0.989959,0.989016,-0.740513,0,101.3471,0,269.565,326.28,330.715,1139.182,0,0
Surface area (cm²),88.4,23,20.9493878,104.447988,0.00122202,0.04728021,0.989462,0.988616,-0.740513,-0.0001,101.3464,0,269.569,326.253,330.686,1140.297,0,0
Sponsor,,24,20.95274442,105.496204,0.0015034,0.04818226,0.988432,0.988244,-0.740513,-0.0003,101.3462,0,269.565,326.251,330.661,1140.283,0,0
