General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95190671,103.523152,0.00217861,0.0523198,0.999112,1.001633,39.066291,0.0008,102.1215,0,269.915,329.87,332.219,1141.026,0,0
Standard used,ISO 5660-1,1,20.95258856,106.253734,0.00214623,0.04916574,0.999657,1.001536,39.066291,0.001,102.1212,0,269.931,329.898,332.234,1140.804,0,0
Date of test,08/11/2018,2,20.95327042,108.984315,0.00211385,0.04601167,1.000202,1.00144,39.066291,0.0012,102.1209,0,269.946,329.926,332.249,1140.582,0,0
Time of test,16:38,3,20.95040002,109.649492,0.00196719,0.04452481,0.99935,1.001493,39.066291,0.0013,102.121,0,269.925,329.925,332.226,1140.423,0,0
Heat flux (kW/m²),50,4,20.94649081,107.436487,0.00181413,0.04438765,0.999751,1.001461,39.066291,0.0014,102.1193,0,269.917,329.896,332.193,1140.246,0,0
Nominal duct flow rate (l/s),24,5,20.94822347,109.551424,0.00174315,0.04502294,0.998348,1.001305,39.066291,-0.0001,102.1209,0,269.936,329.905,332.203,1140.062,0,0
Sampling interval (s),1,6,20.95039994,109.96284,0.00187463,0.04755418,1.00008,1.001318,39.066291,-0.001,102.1209,0,269.93,329.895,332.208,1139.93,0,0
Separation (mm),60,7,20.95196699,112.126866,0.00209318,0.04768747,1.000717,1.001312,39.066291,-0.0007,102.1223,0,269.927,329.901,332.225,1139.843,0,0
Orientation,Horizontal,8,20.95132421,110.77898,0.00210135,0.04572024,1.000843,1.00122,39.066291,0.0011,102.1225,0,269.942,330.004,332.327,1139.724,0,0
Edge frame?,Yes,9,20.94757754,108.80358,0.00198752,0.04432714,1.000951,1.001248,39.066291,-0.0012,102.1214,0,269.931,330.074,332.397,1139.645,0,0
Grid?,No,10,20.94300422,111.667293,0.00200533,0.04432555,1.000442,1.001317,39.066291,0.0005,102.1229,0,269.907,330.041,332.366,1139.581,0,0
Non-scrubbed?,Yes,11,20.94514206,110.549751,0.0021,0.04565626,0.999458,1.00128,39.066291,0.0025,102.1224,0,269.934,329.993,332.317,1142.186,0,0
Substrate used? {Y/N},No,12,20.95011863,109.006175,0.00228236,0.04769086,1.00007,1.001199,39.066291,0.0011,102.1231,0,269.931,329.971,332.314,1140.277,0,0
Substrate,none,13,20.95203006,111.484935,0.00239139,0.04823744,0.99986,1.001213,39.066291,-0.0004,102.1224,0,269.912,329.94,332.296,1139.423,0,0
Additional specimen preparation details,,14,20.9507871,109.29064,0.00219184,0.04598583,1.000102,1.001233,39.066291,0.0002,102.1216,0,269.92,329.93,332.266,1139.402,0,0
,,15,20.94665553,108.172945,0.00191591,0.04443121,1.00029,1.001106,39.066291,-0.0006,102.1212,0,269.934,329.897,332.224,1139.378,0,0
Specimen,,16,20.94429917,109.237319,0.00174782,0.0443967,0.999642,1.001025,39.066291,-0.0012,102.1211,0,269.919,329.871,332.207,1139.333,0,0
Sample description,after solubility test_HG2,17,20.94772268,107.5926,0.00176447,0.04628662,0.999075,1.00111,39.066291,0.0002,102.1216,0,269.904,329.871,332.237,1139.302,0,0
Material name/ID,,18,20.95098885,110.466546,0.00190074,0.04808563,0.99983,1.001116,39.066291,0.0008,102.1228,0,269.906,329.877,332.241,1139.253,0,0
Specimen number,,19,20.95203473,110.842642,0.00204454,0.04770596,1.000494,1.001176,39.066291,0.0005,102.1213,0,269.915,329.908,332.245,1139.246,0,0
E (MJ/kg),13.1,20,20.95022025,110.243494,0.00184798,0.04530461,1.000729,1.001117,39.066291,-0.0004,102.121,0,269.887,329.904,332.273,1141.928,0,0
Initial mass (g),61.445,21,20.94739956,114.493369,0.00161731,0.04426854,1.000059,1.001041,39.066291,-0.0013,102.1214,0,269.883,329.925,332.304,1139.972,0,0
Thickness (mm),12.5,22,20.94705551,109.842722,0.00148856,0.04496312,0.999959,1.000917,39.066291,-0.0002,102.1222,0,269.9,329.997,332.359,1139.212,0,0
Surface area (cm²),88.4,23,20.95062588,108.409161,0.00148412,0.04584282,0.999844,1.000777,39.066291,-0.0008,102.1242,0,269.912,329.985,332.375,1139.134,0,0
Sponsor,,24,20.95346593,108.611409,0.00179975,0.04766371,1.000925,1.000692,39.066291,-0.0005,102.125,0,269.922,329.994,332.401,1139.114,0,0
Manufacturer,,25,20.95388743,108.216882,0.00186621,0.04682164,1.000517,1.000611,39.066291,-0.0001,102.1219,0,269.914,330.004,332.416,1139.114,0,0
Test start time (s),127,26,20.9517668,109.987641,0.00172357,0.04498536,1.000165,1.000452,39.066291,0.0002,102.1227,0,269.916,330.045,332.475,1139.124,0,0
Time to ignition (s),18,27,20.94729635,109.558584,0.00161418,0.04422991,0.999399,1.000488,39.066291,0.0009,102.1208,0,269.91,330.11,332.572,1135.312,0,0
Time to flameout (s),1522,28,20.94752059,110.913896,0.00164913,0.0449021,1.000264,1.000597,39.066291,0.0005,102.1212,0,269.915,330.173,332.635,1134.658,0,0
End of test criterion,ISO 5660-1:2002,29,20.95275518,110.741357,0.00184674,0.04697587,0.999961,1.000599,39.066291,0.0005,102.1209,0,269.91,330.177,332.616,1138.261,0,0
User EOT time (s),,30,20.95565664,107.021333,0.00219593,0.04762553,1.000176,1.000539,39.066291,0.0012,102.1216,0,269.918,330.117,332.558,1139.279,0,0
MLR EOT mass (g/m²),150,31,20.95571324,107.301374,0.00233667,0.04633711,0.999546,1.000469,39.066291,-0.0005,102.1228,0,269.916,330.044,332.499,1139.353,0,0
MLR EOT time period (s),60,32,20.95278125,107.927678,0.00222624,0.0448381,0.998286,1.000388,39.066291,0.0002,102.1246,0,269.904,329.973,332.43,1139.442,0,0
Truncate graphs at EOT?,No,33,20.94857039,111.065453,0.00207278,0.04421866,0.998833,1.000447,39.066291,-0.0005,102.1225,0,269.899,329.903,332.319,1139.544,0,0
Smooth data?,No,34,20.95019699,110.920554,0.00211451,0.04497589,0.997197,1.000412,39.066291,-0.0008,102.1226,0,269.903,329.788,332.203,1139.63,0,0
Correct O2 for pressure?,No,35,20.95223295,111.215124,0.00226148,0.04736641,0.99821,1.000365,39.066291,-0.0006,102.122,0,269.902,329.716,332.124,1139.711,0,0
,,36,20.95383986,111.008517,0.00251035,0.04790163,0.998144,1.000399,39.066291,0.0001,102.1228,0,269.906,329.669,332.08,1139.799,0,0
Specifications: apparatus,,37,20.95334304,106.579345,0.00259655,0.04657689,0.999198,1.000368,39.066291,-0.0001,102.1218,0,269.889,329.706,332.161,1139.875,0,0
C-factor (SI units),0.045488,38,20.95017904,108.53189,0.00238626,0.04471839,0.998512,1.000312,39.066291,0.0008,102.1222,0,269.889,329.764,332.198,1139.974,0,0
OD correction factor,0.97963,39,20.94642394,107.086067,0.00221822,0.04426055,0.998549,1.00018,39.066291,0.0011,102.1232,0,269.891,329.779,332.202,1140.064,0,0
Duct diameter (m),0.114,40,20.94856728,106.699279,0.00219231,0.04514846,0.997927,1.00019,39.066291,0.0009,102.1239,0,269.907,329.775,332.209,1140.11,0,0
O2 delay time (s),0,41,20.95232945,110.900204,0.0023647,0.04771407,0.998936,1.000136,39.066291,0.0007,102.1233,0,269.893,329.789,332.201,1140.213,0,0
CO2 delay time (s),0,42,20.95402314,110.770919,0.00258076,0.04789902,1.00043,1.000151,39.066291,0.0012,102.1231,0,269.898,329.775,332.214,1140.236,0,0
CO delay time (s),0,43,20.95151374,110.430945,0.00246908,0.04545095,0.999429,1.000039,39.066291,0.0014,102.1231,0,269.893,329.793,332.2,1140.31,0,0
,,44,20.94795641,108.783087,0.00223595,0.04439652,0.999545,1.00004,39.066291,0.0011,102.1226,0,269.904,329.739,332.186,1140.373,0,0
Laboratory,,45,20.94621404,110.068956,0.00206748,0.04441038,0.999555,0.999929,39.066291,-0.0013,102.1212,0,269.92,329.686,332.131,1140.446,0,0
Laboratory name,FTT Cone - NIST,46,20.94929608,107.133087,0.00200606,0.04583526,0.999034,0.999938,39.066291,-0.0022,102.1231,0,269.914,329.656,332.091,1140.546,0,0
