General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95262011,95.454465,0.00191561,0.05357368,1.004105,1.002682,77.416306,0.0062,99.0015,0,269.917,327.297,332.078,1138.109,0,0
Standard used,ISO 5660-1,1,20.95087427,100.475895,0.00171182,0.05035757,1.00347,1.00297,77.416306,0.0037,99.0005,0,269.901,327.288,332.122,1141.637,0,0
Date of test,26/04/2019,2,20.94912843,105.497325,0.00150803,0.04714146,1.002835,1.003259,77.416306,0.0013,98.9995,0,269.885,327.279,332.166,1145.165,0,0
Time of test,14:41,3,20.94491398,106.329516,0.00133115,0.04597311,1.003517,1.00357,77.416306,-0.0006,98.9993,0,269.876,327.299,332.139,1143.263,0,0
Heat flux (kW/m²),50,4,20.94499685,103.714936,0.00125931,0.04634234,1.002698,1.003831,77.416306,-0.0009,98.9996,0,269.879,327.293,332.117,1142.543,0,0
Nominal duct flow rate (l/s),24,5,20.94983619,102.98995,0.00129698,0.0479934,1.004165,1.004177,77.416306,-0.0003,98.9991,0,269.873,327.305,332.172,1142.536,0,0
Sampling interval (s),1,6,20.95369062,101.083807,0.00156673,0.04963526,1.004626,1.004417,77.416306,-0.0009,99.0003,0,269.876,327.333,332.233,1142.546,0,0
Separation (mm),60,7,20.9545608,97.439538,0.00174288,0.04900544,1.003686,1.004641,77.416306,-0.0007,98.9996,0,269.88,327.38,332.246,1142.56,0,0
Orientation,Horizontal,8,20.95258628,104.683407,0.00159655,0.04677286,1.004293,1.005007,77.416306,-0.0003,99.0006,0,269.873,327.366,332.191,1142.565,0,0
Edge frame?,Yes,9,20.9480743,101.076638,0.00148036,0.04590064,1.004261,1.005253,77.416306,-0.0004,98.9997,0,269.894,327.352,332.159,1142.577,0,0
Grid?,No,10,20.94792645,104.157887,0.00147949,0.04661665,1.005499,1.00541,77.416306,0.001,99.0003,0,269.878,327.33,332.191,1142.61,0,0
Non-scrubbed?,Yes,11,20.95148991,103.524929,0.00167044,0.0486103,1.005544,1.005644,77.416306,0.0004,98.9993,0,269.881,327.342,332.219,1145.2,0,0
Substrate used? {Y/N},No,12,20.95414896,103.635915,0.00203437,0.04974847,1.004993,1.005792,77.416306,0.0007,98.9997,0,269.886,327.342,332.142,1143.388,0,0
Substrate,none,13,20.95441008,105.561605,0.00225554,0.04829068,1.005033,1.005974,77.416306,-0.0002,98.9982,0,269.872,327.298,332.065,1142.651,0,0
Additional specimen preparation details,,14,20.95204787,106.854911,0.00213932,0.0465103,1.004138,1.00612,77.416306,0.0022,98.9972,0,269.868,327.235,331.926,1142.688,0,0
,,15,20.94751248,104.491493,0.00205363,0.04606168,1.006736,1.006272,77.416306,0.0043,98.9996,0,269.875,327.172,331.824,1142.738,0,0
Specimen,,16,20.94848746,101.855395,0.0020558,0.04708958,1.006927,1.006352,77.416306,0.0029,98.9982,0,269.877,327.12,331.817,1142.751,0,0
Sample description,Coatings O+N 1 week QUV,17,20.95213823,102.111661,0.00211546,0.04929893,1.006216,1.006479,77.416306,0.0001,98.999,0,269.875,327.129,331.804,1142.798,0,0
Material name/ID,Coatings O+N 1 week QUV,18,20.95589488,106.090974,0.00231481,0.04961963,1.006182,1.006589,77.416306,-0.0003,99.0003,0,269.872,327.117,331.769,1142.842,0,0
Specimen number,,19,20.95607061,104.057886,0.00225217,0.04770129,1.006138,1.00669,77.416306,0.0006,98.9996,0,269.876,327.082,331.68,1142.866,0,0
E (MJ/kg),13.1,20,20.95295029,104.727933,0.0019745,0.04620692,1.006375,1.006711,77.416306,-0.0006,99.0001,0,269.87,327.041,331.619,1142.891,0,0
Initial mass (g),57.31,21,20.94903114,104.78424,0.00178783,0.04594158,1.005832,1.006893,77.416306,-0.0008,99.0008,0,269.87,327.008,331.563,1142.929,0,0
Thickness (mm),12.5,22,20.95104356,104.586956,0.00180247,0.04710832,1.006146,1.007021,77.416306,-0.0011,98.9999,0,269.858,326.98,331.553,1142.956,0,0
