General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95911983,107.153925,0.00217965,0.04465577,0.999773,1,46.854084,-0.0037,100.7931,0,270.901,331.777,336.819,1137.454,0,0
Standard used,ISO 5660-1,1,20.95226679,106.384005,0.001893,0.04463926,0.999727,1,46.854084,-0.0018,100.7935,0,270.894,331.777,336.791,1137.483,0,0
Date of test,28/06/2018,2,20.94541375,105.614085,0.00160635,0.04462275,0.999681,1,46.854084,0.0001,100.7938,0,270.887,331.777,336.763,1137.512,0,0
Time of test,15:03,3,20.94751397,105.60881,0.00159393,0.04579936,0.999637,1,46.854084,0.002,100.7917,0,270.902,331.767,336.745,1137.543,0,0
Heat flux (kW/m²),50,4,20.95096366,104.558446,0.00181116,0.04804626,0.999613,1,46.854084,0.0004,100.7915,0,270.906,331.778,336.752,1137.578,0,0
Nominal duct flow rate (l/s),24,5,20.95238424,106.840201,0.00195519,0.04755615,0.999641,1,46.854084,-0.0004,100.7926,0,270.909,331.773,336.729,1137.566,0,0
Sampling interval (s),1,6,20.95121099,106.028487,0.00185454,0.04592647,0.999606,1,46.854084,0.0012,100.791,0,270.921,331.753,336.752,1137.544,0,0
Separation (mm),25,7,20.94705602,105.711758,0.00156427,0.04508823,0.999543,1,46.854084,0.0012,100.7903,0,270.915,331.76,336.76,1137.524,0,0
Orientation,Horizontal,8,20.94488712,104.795122,0.00141078,0.04526937,0.999575,1,46.854084,0.0011,100.794,0,270.926,331.774,336.776,1137.528,0,0
Edge frame?,Yes,9,20.94827657,108.512621,0.00144202,0.04709731,0.999445,1,46.854084,0.0024,100.7935,0,270.897,331.788,336.74,1137.53,0,0
Grid?,No,10,20.9514674,110.318699,0.00164641,0.04894316,0.999428,1,46.854084,0.0012,100.7943,0,270.906,331.748,336.709,1137.53,0,0
Non-scrubbed?,Yes,11,20.95236643,108.324437,0.00180793,0.04852788,0.999339,1,46.854084,0.0032,100.7921,0,270.917,331.724,336.689,1137.524,0,0
Substrate used? {Y/N},No,12,20.95212084,110.417295,0.00165904,0.04611069,0.999416,1,46.854084,0.0013,100.7921,0,270.903,331.733,336.687,1137.51,0,0
Substrate,none,13,20.94800179,108.761072,0.00146611,0.04505383,0.999481,1,46.854084,0.0007,100.7935,0,270.902,331.702,336.699,1137.507,0,0
Additional specimen preparation details,,14,20.94563843,110.191238,0.00140363,0.04576432,0.99956,1,46.854084,0,100.7906,0,270.911,331.693,336.647,1137.494,0,0
,,15,20.94884056,107.199408,0.00146758,0.0473337,0.999367,1,46.854084,-0.0009,100.7907,0,270.921,331.684,336.622,1137.475,0,0
Specimen,,16,20.95176454,106.882558,0.00165738,0.04897151,0.999476,1,46.854084,0.0013,100.7922,0,270.904,331.664,336.601,1137.458,0,0
Sample description,Bare lumber_2nd,17,20.95231899,105.843189,0.0017844,0.04743606,0.999512,1,46.854084,0.0009,100.7936,0,270.913,331.653,336.613,1137.42,0,0
Material name/ID,Bare lumber_2nd,18,20.95003232,104.698153,0.00168326,0.04564724,0.999388,1,46.854084,0.0006,100.7914,0,270.918,331.627,336.531,1137.442,0,0
Specimen number,,19,20.94548503,106.884285,0.0015221,0.04504528,0.999414,1,46.854084,-0.0002,100.7941,0,270.922,331.598,336.552,1137.438,0,0
E (MJ/kg),13.1,20,20.94582559,106.913146,0.00153795,0.04568735,0.999351,1,46.854084,-0.0003,100.7927,0,270.904,331.63,336.577,1137.441,0,0
Initial mass (g),46.77,21,20.94955583,107.23875,0.00167192,0.04723863,0.999258,1,46.854084,-0.0015,100.7935,0,270.929,331.636,336.57,1137.453,0,0
Thickness (mm),12.5,22,20.95048596,104.91068,0.0019349,0.04875929,0.99915,1,46.854084,0.0004,100.793,0,270.907,331.658,336.594,1137.455,0,0
Surface area (cm²),88.4,23,20.95019201,106.772407,0.00201052,0.04735384,0.9993,1,46.854084,0.0017,100.7937,0,270.892,331.674,336.587,1137.453,0,0
Sponsor,,24,20.94883689,105.379434,0.00178517,0.04544869,0.999252,1,46.854084,0.0025,100.7941,0,270.901,331.678,336.613,1137.425,0,0
Manufacturer,,25,20.94490787,105.961809,0.00171825,0.04504424,0.999262,1,46.854084,0.0009,100.792,0,270.901,331.69,336.653,1137.38,0,0
Test start time (s),147,26,20.94645107,105.183925,0.00172014,0.04585246,0.999244,1,46.854084,-0.0018,100.7921,0,270.919,331.723,336.673,1137.373,0,0
Time to ignition (s),22,27,20.95022394,104.333547,0.00180402,0.04789534,0.999187,1,46.854084,-0.0022,100.7922,0,270.909,331.746,336.699,1137.363,0,0
Time to flameout (s),676,28,20.95233148,109.390821,0.00206193,0.04852222,0.999094,1,46.854084,0.0006,100.7941,0,270.912,331.741,336.762,1137.337,0,0
End of test criterion,ISO 5660-1:2002,29,20.95181621,105.512446,0.00208267,0.04646759,0.999105,1,46.854084,-0.0017,100.795,0,270.926,331.758,336.75,1140.219,0,0
User EOT time (s),,30,20.94840883,106.615457,0.00192876,0.04533352,0.999105,1,46.854084,-0.0012,100.7917,0,270.943,331.746,336.701,1138.017,0,0
MLR EOT mass (g/m²),150,31,20.94462535,107.686169,0.00180172,0.04468238,0.999023,1,46.854084,0.0007,100.793,0,270.938,331.722,336.645,1137.349,0,0
