General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94149214,99.762431,0.00072066,0.04454952,0.748918,0.904727,103.860147,0.0026,102.1891,0.101,269.931,328.543,332.706,1133.99,0,0
Standard used,ISO 5660-1,1,20.94723708,101.945878,0.00082753,0.04684296,0.762704,0.82755,103.860147,0.002,102.1907,0.103,269.931,328.619,332.843,1133.983,0,0
Date of test,31/01/2020,2,20.95298202,104.129325,0.0009344,0.04913639,0.776491,0.750372,103.860147,0.0014,102.1924,0.105,269.931,328.695,332.98,1133.976,0,0
Time of test,09:42,3,20.95604132,101.684102,0.0011527,0.05062858,0.861496,0.750789,103.860147,0.0018,102.1909,0.102,269.941,328.776,333.125,1133.977,0,0
Heat flux (kW/m²),50,4,20.95498667,104.503989,0.00115949,0.04969331,1.016194,0.99815,103.860147,-0.0007,102.1923,0.1,269.952,328.828,333.194,1131.357,0,0
Nominal duct flow rate (l/s),24,5,20.952137,103.927821,0.00088036,0.04781456,1.067558,1.021037,103.860147,-0.0005,102.1911,0.103,269.94,328.865,333.202,1130.451,0,0
Sampling interval (s),1,6,20.94741755,103.811893,0.00071567,0.04723625,1.199364,1.089926,103.860147,0.0013,102.1915,0.107,269.918,328.882,333.191,1129.577,0,0
Separation (mm),60,7,20.9481835,106.193783,0.00076081,0.04798254,1.218915,1.08279,103.860147,0.0004,102.1917,0.104,269.932,328.879,333.134,1133.112,0,0
Orientation,Horizontal,8,20.95204698,104.157051,0.00091845,0.05049713,1.030266,0.999235,103.860147,-0.0008,102.1909,0.103,269.93,328.868,333.125,1134.014,0,0
Edge frame?,Yes,9,20.95436828,105.960624,0.00121669,0.05048562,0.894215,0.886847,103.860147,0.0019,102.1913,0.101,269.936,328.889,333.174,1134.03,0,0
Grid?,No,10,20.95417071,106.56296,0.0011846,0.04870537,0.872258,0.770811,103.860147,0.0005,102.1917,0.099,269.933,328.9,333.212,1134.033,0,0
Non-scrubbed?,Yes,11,20.95126901,102.213776,0.00100965,0.04748032,0.794126,0.748088,103.860147,-0.0011,102.1904,0.103,269.939,328.911,333.212,1134.042,0,0
Substrate used? {Y/N},No,12,20.94706664,105.611531,0.00087391,0.04722101,0.82693,0.836075,103.860147,0.0004,102.1925,0.103,269.946,328.908,333.201,1134.058,0,0
Substrate,none,13,20.94907825,103.835126,0.00092281,0.04828949,0.880965,0.800585,103.860147,0.0013,102.1922,0.103,269.945,328.917,333.267,1134.071,0,0
Additional specimen preparation details,,14,20.95267092,102.752084,0.00109122,0.05015974,0.991625,0.941882,103.860147,0.0026,102.1918,0.101,269.967,328.982,333.374,1136.876,0,0
,,15,20.95599731,105.488425,0.00130829,0.05048795,1.031262,1.098225,103.860147,0.0012,102.1912,0.102,269.953,328.997,333.369,1134.743,0,0
Specimen,,16,20.95574801,107.992441,0.00125829,0.04837401,1.06122,1.179766,103.860147,0.0006,102.1887,0.102,269.959,328.997,333.364,1134.031,0,0
Sample description,PH 1 uncoated 2.0,17,20.95212107,104.818678,0.00115943,0.04746713,0.958813,0.994962,103.860147,0.0001,102.19,0.103,269.969,329.003,333.367,1134.002,0,0
Material name/ID,PH 1 uncoated 2.0,18,20.94882332,104.06849,0.0010264,0.0473588,0.977871,0.869295,103.860147,0.0012,102.1893,0.105,269.958,328.996,333.388,1134.025,0,0
Specimen number,,19,20.95168603,106.042949,0.00108614,0.04826924,1.026033,1.017465,103.860147,0.0015,102.1904,0.103,269.956,329.015,333.343,1134.038,0,0
E (MJ/kg),13.1,20,20.95400107,107.053511,0.00125649,0.05079797,0.858949,0.922366,103.860147,-0.002,102.1918,0.106,269.958,328.997,333.318,1134.047,0,0
Initial mass (g),104.17,21,20.95471529,106.053954,0.00139902,0.05066851,0.876633,0.868976,103.860147,-0.0015,102.1897,0.102,269.968,329.032,333.37,1134.052,0,0
Thickness (mm),12.5,22,20.9534493,103.806589,0.0012638,0.04854714,0.954644,0.910743,103.860147,0.0011,102.1912,0.106,269.973,329.041,333.376,1134.105,0,0
Surface area (cm²),88.4,23,20.94938083,100.74313,0.00096795,0.04722709,0.962469,0.948009,103.860147,0.0015,102.1909,0.11,269.959,329.044,333.396,1136.158,0,0
Sponsor,,24,20.94703144,102.418449,0.00079318,0.04737249,0.952997,0.870842,103.860147,0.0017,102.1923,0.107,269.963,329.063,333.432,1134.652,0,0
Manufacturer,,25,20.95193358,103.3718,0.00081811,0.04940772,1.030318,0.939838,103.860147,-0.0021,102.1919,0.106,269.979,329.073,333.424,1134.226,0,0
Test start time (s),244,26,20.95557723,106.280314,0.00099677,0.05111237,0.879567,0.87719,103.860147,-0.0005,102.1917,0.107,269.967,329.052,333.377,1134.241,0,0
Time to ignition (s),39,27,20.95661827,104.015599,0.00122142,0.05011675,1.009228,1.01415,103.860147,0.001,102.1925,0.105,269.955,329.054,333.398,1134.25,0,0
