General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93570489,104.822322,0.00111597,0.04508296,1.001806,0.999897,20.718722,0,101.7427,0,269.709,321.557,325.33,1063.283,0,0
Standard used,ISO 5660-1,1,20.94197759,107.58452,0.00127969,0.04777919,1.001635,0.999968,20.718722,0,101.7434,0,269.702,321.598,325.358,1062.361,0,0
Date of test,08/05/2019,2,20.94825028,110.346718,0.00144341,0.05047542,1.001464,1.00004,20.718722,0,101.744,0,269.695,321.638,325.387,1061.44,0,0
Time of test,10:48,3,20.95126478,108.642922,0.00175329,0.05187102,1.001862,1.000135,20.718722,0.0002,101.7436,0,269.704,321.654,325.417,1059.496,0,0
Heat flux (kW/m²),50,4,20.95142818,111.013867,0.00190025,0.05014757,1.001469,1.000134,20.718722,0.0003,101.7419,0,269.702,321.669,325.417,1058.998,0,0
Nominal duct flow rate (l/s),24,5,20.94870532,111.676833,0.00176334,0.04856819,1.001099,1.000334,20.718722,0.0001,101.7439,0,269.695,321.663,325.39,1058.972,0,0
Sampling interval (s),1,6,20.94437765,111.044948,0.00166354,0.04811719,1.000713,1.000377,20.718722,-0.0004,101.744,0,269.71,321.662,325.415,1058.975,0,0
Separation (mm),25,7,20.94562898,110.212635,0.00162607,0.04872034,1.000032,1.000374,20.718722,-0.0002,101.7425,0,269.696,321.663,325.397,1058.967,0,0
Orientation,Horizontal,8,20.9493531,104.017344,0.00173922,0.05122535,1.001982,1.000443,20.718722,0,101.7424,0,269.689,321.646,325.42,1058.987,0,0
Edge frame?,Yes,9,20.95150975,107.482833,0.0019778,0.05172883,1.001787,1.000518,20.718722,0.0002,101.7443,0,269.69,321.671,325.46,1058.983,0,0
Grid?,No,10,20.95119989,109.490145,0.00193969,0.0499612,1.001759,1.000625,20.718722,0.0002,101.743,0,269.685,321.688,325.501,1058.99,0,0
Non-scrubbed?,Yes,11,20.94785994,108.61056,0.00170023,0.0483721,1.002326,1.000809,20.718722,0,101.7425,0,269.684,321.721,325.527,1058.998,0,0
Substrate used? {Y/N},No,12,20.94402734,109.698699,0.0015164,0.0481242,1.002291,1.000955,20.718722,-0.0002,101.743,0,269.69,321.722,325.512,1058.984,0,0
Substrate,none,13,20.94625233,110.588605,0.0015034,0.0496672,1.002356,1.001051,20.718722,0.0001,101.7429,0,269.673,321.733,325.499,1058.987,0,0
Additional specimen preparation details,,14,20.95082347,111.906182,0.00162143,0.05121419,1.002262,1.00123,20.718722,0.0002,101.7441,0,269.662,321.711,325.442,1059.005,0,0
,,15,20.95194014,111.036328,0.0018557,0.05045472,1.001696,1.001421,20.718722,0.0001,101.7432,0,269.656,321.676,325.385,1058.986,0,0
Specimen,,16,20.95070512,110.031847,0.00176257,0.04934275,1.003625,1.001552,20.718722,0.0001,101.7428,0,269.661,321.639,325.316,1059.01,0,0
Sample description,PVC-PS-3,17,20.94688198,108.761508,0.00154308,0.04827143,1.002998,1.001669,20.718722,0,101.7431,0,269.662,321.611,325.283,1059.026,0,0
Material name/ID,polyvinyl chloride and polystyrene,18,20.94404769,116.039364,0.00135598,0.0483316,1.00157,1.001797,20.718722,-0.0001,101.7445,0,269.646,321.572,325.21,1059.032,0,0
Specimen number,,19,20.94690963,110.1035,0.00130359,0.04972597,1.002719,1.001974,20.718722,-0.0001,101.7424,0,269.676,321.539,325.124,1059.056,0,0
E (MJ/kg),13.1,20,20.95170857,108.501582,0.00142639,0.05190777,1.0028,1.002081,20.718722,0,101.7419,0,269.651,321.49,325.044,1059.062,0,0
Initial mass (g),21.38,21,20.95360199,110.147366,0.00155114,0.05167487,1.004037,1.002226,20.718722,-0.0002,101.7447,0,269.644,321.451,324.967,1059.09,0,0
Thickness (mm),13.6,22,20.95222569,107.548256,0.00147615,0.04949309,1.003096,1.002431,20.718722,0.0002,101.7423,0,269.64,321.411,324.949,1059.143,0,0
Surface area (cm²),88.4,23,20.94795107,111.549638,0.00126561,0.04820369,1.003017,1.002614,20.718722,-0.0002,101.7415,0,269.647,321.421,324.938,1061.868,0,0
Sponsor,,24,20.94634162,110.503848,0.0012309,0.04883363,1.003491,1.002776,20.718722,-0.0002,101.7449,0,269.634,321.403,324.906,1059.84,0,0
Manufacturer,,25,20.94970599,110.1211,0.00133601,0.05015578,1.003482,1.002947,20.718722,0,101.7437,0,269.645,321.391,324.842,1059.173,0,0
Test start time (s),103,26,20.95277179,112.029058,0.00153575,0.05185204,1.003956,1.003075,20.718722,0.0002,101.7421,0,269.636,321.348,324.767,1059.191,0,0
Time to ignition (s),15,27,20.95360937,113.34936,0.0017666,0.05069717,1.003692,1.003225,20.718722,0,101.7442,0,269.635,321.299,324.716,1059.233,0,0
Time to flameout (s),198,28,20.95167231,111.296394,0.00169423,0.04902057,1.003658,1.003408,20.718722,0.0003,101.7424,0,269.642,321.274,324.659,1059.261,0,0
End of test criterion,ISO 5660-1:2002,29,20.94840259,109.312256,0.00154394,0.04814461,1.003799,1.003573,20.718722,0.0001,101.7434,0,269.643,321.242,324.593,1059.268,0,0
User EOT time (s),,30,20.9485555,106.943536,0.00154,0.04887299,1.004458,1.003767,20.718722,0,101.7446,0,269.641,321.233,324.582,1059.298,0,0
MLR EOT mass (g/m²),150,31,20.95229127,108.681262,0.00160026,0.05038873,1.003799,1.003947,20.718722,-0.0001,101.7438,0,269.622,321.217,324.565,1059.296,0,0
MLR EOT time period (s),60,32,20.95503662,109.721798,0.00182717,0.05196028,1.004047,1.004028,20.718722,0,101.7461,0,269.628,321.216,324.511,1061.224,0,0
Truncate graphs at EOT?,No,33,20.95544435,108.651314,0.00191198,0.0501066,1.003808,1.004063,20.718722,0.0001,101.746,0,269.623,321.187,324.488,1059.822,0,0
Smooth data?,No,34,20.9538277,107.990112,0.00178363,0.04872527,1.00529,1.004219,20.718722,0.0001,101.7442,0,269.623,321.161,324.483,1059.366,0,0
Correct O2 for pressure?,No,35,20.94867908,107.336004,0.00149548,0.04810852,1.005218,1.00435,20.718722,0.0001,101.7462,0,269.622,321.151,324.467,1059.363,0,0
,,36,20.94897769,108.219712,0.00129181,0.04884672,1.00416,1.004454,20.718722,0.0002,101.7449,0,269.637,321.135,324.44,1059.371,0,0
Specifications: apparatus,,37,20.95147566,109.92276,0.00123057,0.05032971,1.004238,1.004579,20.718722,0,101.7453,0,269.633,321.133,324.378,1059.348,0,0
C-factor (SI units),0.044395,38,20.95343461,114.836482,0.00144538,0.05140912,1.004417,1.004709,20.718722,0,101.7473,0,269.641,321.104,324.336,1059.332,0,0
OD correction factor,0.97963,39,20.9532379,108.73564,0.00140641,0.05012955,1.004443,1.004863,20.718722,0.0001,101.7457,0,269.639,321.078,324.279,1063.102,0,0
Duct diameter (m),0.114,40,20.95024489,115.11257,0.0011772,0.04846279,1.003664,1.004999,20.718722,0.0002,101.7457,0,269.622,321.025,324.154,1064.38,0,0
O2 delay time (s),0,41,20.94752133,111.70147,0.00103804,0.04811179,1.00465,1.005025,20.718722,0.0001,101.7455,0,269.636,320.947,324.088,1064.075,0,0
CO2 delay time (s),0,42,20.94984443,111.488686,0.00100431,0.04880075,1.004417,1.005025,20.718722,-0.0001,101.7444,0,269.651,320.925,324.084,1060.128,0,0
CO delay time (s),0,43,20.95352188,112.55628,0.00112448,0.05127129,1.006107,1.005037,20.718722,0,101.7447,0,269.63,320.919,324.083,1059.133,0,0
,,44,20.9555172,113.671688,0.00130981,0.05221294,1.005406,1.005086,20.718722,-0.0002,101.7474,0,269.638,320.908,324.003,1059.125,0,0
Laboratory,,45,20.95498562,111.49657,0.00129737,0.04961449,1.004188,1.005097,20.718722,-0.0002,101.7473,0,269.612,320.892,323.996,1059.107,0,0
Laboratory name,FTT Cone - NIST,46,20.95139554,111.252524,0.00113791,0.04823321,1.006166,1.005213,20.718722,0,101.7455,0,269.628,320.855,323.944,1059.117,0,0
Operator,Shields,47,20.9479,111.858824,0.00102002,0.04770164,1.006204,1.005254,20.718722,-0.0001,101.7478,0,269.632,320.834,323.922,1059.111,0,0
Filename,C:\CC5\DATA\19050008.CSV,48,20.95047071,111.225206,0.00105867,0.0485973,1.005033,1.005268,20.718722,-0.0003,101.7463,0,269.631,320.839,323.935,1059.111,0,0
Report name,,49,20.95256067,108.906658,0.00132226,0.05149442,1.004747,1.005225,20.718722,-0.0002,101.7482,0,269.617,320.846,323.94,1059.11,0,0
,,50,20.95366747,109.444396,0.00156784,0.05080543,1.006436,1.005213,20.718722,0,101.748,0,269.62,320.84,323.961,1059.108,0,0
,,51,20.95252413,110.578716,0.00152855,0.04928639,1.005906,1.005179,20.718722,-0.0001,101.7467,0,269.632,320.872,323.956,1059.105,0,0
Pre-test conditions,,52,20.94851907,112.013296,0.00127805,0.04817741,1.005428,1.005239,20.718722,-0.0001,101.7459,0,269.637,320.882,324.016,1059.111,0,0
Ambient temperature (°C),19.9,53,20.94611592,112.5752,0.00110549,0.04838084,1.005796,1.005292,20.718722,0.0002,101.7471,0,269.622,320.893,324.078,1059.067,0,0
Barometric pressure (Pa),101741,54,20.95046333,112.470384,0.00114609,0.04996549,1.006342,1.005381,20.718722,0.0002,101.7448,0,269.624,320.947,324.164,1059.005,0,0
Relative humidity (%),55.7,55,20.95446861,111.475026,0.00132193,0.05180608,1.006967,1.005379,20.718722,0,101.7452,0,269.625,320.97,324.164,1058.958,0,0
