General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95772648,99.950044,-0.00022331,0.04549238,1.114407,1.129501,60.730687,-0.001,101.6279,0,273.191,329.111,331.184,1060.465,0,0
Standard used,ISO 5660-1,1,20.95111687,107.358939,-0.00034166,0.04562185,1.114407,1.132115,60.730687,-0.0014,101.626,0,273.184,329.127,331.178,1060.428,0,0
Date of test,06/04/2021,2,20.94450726,114.767833,-0.00046002,0.04575132,1.114407,1.134729,60.730687,-0.0018,101.624,0,273.177,329.143,331.172,1060.39,0,0
Time of test,14:17,3,20.94675555,116.762715,-0.00039406,0.04691387,1.022764,1.010962,60.730687,-0.0019,101.6252,0,273.182,329.085,331.11,1060.414,0,0
Heat flux (kW/m²),50,4,20.95020148,115.057653,-0.0001999,0.04908308,1.020601,0.972711,60.730687,-0.0001,101.6248,0,273.185,329.11,331.158,1060.401,0,0
Nominal duct flow rate (l/s),24,5,20.95148115,117.780009,5.109E-05,0.04826692,1.03797,1.000539,60.730687,-0.0021,101.6228,0,273.184,329.123,331.159,1060.406,0,0
Sampling interval (s),1,6,20.95017573,115.773856,-3.543E-05,0.0465605,1.076829,1.052593,60.730687,0.0013,101.6218,0,273.193,329.134,331.209,1060.429,0,0
Separation (mm),25,7,20.94586138,113.495945,-0.00028593,0.0454004,1.076583,1.07425,60.730687,-0.0009,101.6243,0,273.207,329.167,331.237,1060.408,0,0
Orientation,Vertical,8,20.94393676,113.696849,-0.00039134,0.04559933,1.130063,1.12824,60.730687,0.0017,101.6244,0,273.194,329.205,331.276,1060.379,0,0
Edge frame?,Yes,9,20.94740491,112.960834,-0.00040137,0.0477049,1.057219,1.033423,60.730687,-0.0005,101.6251,0,273.179,329.253,331.3,1064.774,0,0
Grid?,No,10,20.95049003,116.496573,-0.00020347,0.04929571,1.081429,1.027065,60.730687,0.0012,101.624,0,273.179,329.23,331.263,1065.777,0,0
Non-scrubbed?,Yes,11,20.95140089,115.755916,-8.045E-05,0.04815946,1.034712,1.061718,60.730687,0.0012,101.6242,0,273.182,329.178,331.217,1065.767,0,0
Substrate used? {Y/N},No,12,20.94949467,113.782079,-0.00023742,0.04642277,1.001179,0.948844,60.730687,0,101.6248,0,273.181,329.183,331.255,1061.46,0,0
